time,id,x_min_p,x_max_p,y_min_p,y_max_p,x_min_m,x_max_m,y_min_m,y_max_m,x_min_c,x_max_c,y_min_c,y_max_c,distance,do_c1,do_c2,do_c3,do_c4,do_c5,do_c6,do_c7,do_c8,io_c1,io_c2,io_c3,io_c4,io_c5,io_c6,io_c7,io_c8
3.270,3,392.000,840.000,89.000,595.000,392.000,838.000,86.000,602.000,392.000,838.000,86.000,602.000,0.006,0.24,0.62,0.01,0.00,0.07,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
3.303,3,392.000,838.000,86.000,602.000,392.000,835.000,85.000,598.000,392.000,835.000,85.000,598.000,0.004,0.23,0.64,0.01,0.01,0.07,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
3.337,3,392.000,835.000,85.000,598.000,391.000,835.000,86.000,609.000,391.000,835.000,86.000,609.000,0.006,0.25,0.62,0.01,0.00,0.07,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
3.370,3,391.000,835.000,86.000,609.000,392.000,840.000,86.000,615.000,392.000,840.000,86.000,615.000,0.006,0.24,0.64,0.01,0.01,0.07,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
3.403,3,392.000,840.000,86.000,615.000,391.000,839.000,87.000,620.000,391.000,839.000,87.000,620.000,0.004,0.24,0.63,0.01,0.01,0.07,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
3.437,3,391.000,839.000,87.000,620.000,390.000,847.000,85.000,625.000,390.000,847.000,85.000,625.000,0.008,0.23,0.65,0.01,0.01,0.06,0.03,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
3.470,3,390.000,847.000,85.000,625.000,400.000,843.000,69.000,571.000,400.000,843.000,69.000,571.000,0.040,0.23,0.66,0.00,0.00,0.05,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
3.504,3,400.000,843.000,69.000,571.000,14.000,810.000,22.000,720.000,14.000,810.000,22.000,720.000,0.334,0.34,0.64,0.00,0.00,0.01,0.01,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
3.537,3,14.000,810.000,22.000,720.000,14.000,810.000,22.000,720.000,14.000,810.000,22.000,720.000,0.000,0.32,0.65,0.00,0.00,0.01,0.01,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
3.570,3,14.000,810.000,22.000,720.000,343.000,634.000,104.000,684.000,343.000,634.000,104.000,684.000,0.201,0.32,0.58,0.00,0.00,0.04,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
3.604,3,343.000,634.000,104.000,684.000,357.000,632.000,94.000,657.000,357.000,632.000,94.000,657.000,0.030,0.31,0.58,0.00,0.00,0.05,0.05,0.01,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
3.637,3,357.000,632.000,94.000,657.000,342.000,639.000,101.000,715.000,342.000,639.000,101.000,715.000,0.049,0.33,0.58,0.00,0.00,0.04,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
3.670,3,342.000,639.000,101.000,715.000,337.000,643.000,93.000,723.000,337.000,643.000,93.000,723.000,0.014,0.32,0.59,0.00,0.00,0.04,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
3.704,3,337.000,643.000,93.000,723.000,342.000,641.000,102.000,705.000,342.000,641.000,102.000,705.000,0.016,0.34,0.57,0.00,0.00,0.03,0.04,0.01,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
3.737,3,342.000,641.000,102.000,705.000,343.000,638.000,103.000,701.000,343.000,638.000,103.000,701.000,0.005,0.31,0.59,0.00,0.00,0.04,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
3.770,3,343.000,638.000,103.000,701.000,342.000,645.000,99.000,696.000,342.000,645.000,99.000,696.000,0.011,0.32,0.58,0.00,0.00,0.03,0.04,0.01,0.01,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
3.804,3,342.000,645.000,99.000,696.000,349.000,651.000,109.000,666.000,349.000,651.000,109.000,666.000,0.027,0.32,0.58,0.00,0.00,0.03,0.05,0.01,0.01,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
3.837,3,349.000,651.000,109.000,666.000,345.000,647.000,96.000,676.000,345.000,647.000,96.000,676.000,0.017,0.32,0.58,0.00,0.00,0.03,0.05,0.01,0.01,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
3.871,3,345.000,647.000,96.000,676.000,356.000,650.000,93.000,650.000,356.000,650.000,93.000,650.000,0.024,0.31,0.59,0.00,0.00,0.04,0.05,0.01,0.01,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
3.904,3,356.000,650.000,93.000,650.000,355.000,649.000,94.000,648.000,355.000,649.000,94.000,648.000,0.003,0.32,0.57,0.00,0.00,0.04,0.05,0.01,0.01,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
3.937,3,355.000,649.000,94.000,648.000,352.000,649.000,93.000,665.000,352.000,649.000,93.000,665.000,0.011,0.32,0.58,0.00,0.00,0.03,0.05,0.01,0.01,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
3.971,3,352.000,649.000,93.000,665.000,353.000,649.000,93.000,673.000,353.000,649.000,93.000,673.000,0.004,0.33,0.57,0.00,0.00,0.03,0.05,0.01,0.01,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
4.004,3,353.000,649.000,93.000,673.000,351.000,648.000,92.000,678.000,351.000,648.000,92.000,678.000,0.005,0.31,0.59,0.00,0.00,0.04,0.05,0.01,0.01,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
4.037,3,351.000,648.000,92.000,678.000,353.000,646.000,93.000,680.000,353.000,646.000,93.000,680.000,0.005,0.33,0.58,0.00,0.00,0.04,0.04,0.01,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
4.071,3,353.000,646.000,93.000,680.000,353.000,647.000,94.000,665.000,353.000,647.000,94.000,665.000,0.008,0.32,0.58,0.00,0.00,0.04,0.05,0.01,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
4.104,3,353.000,647.000,94.000,665.000,354.000,648.000,93.000,679.000,354.000,648.000,93.000,679.000,0.008,0.33,0.58,0.00,0.00,0.03,0.05,0.01,0.01,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
4.137,3,354.000,648.000,93.000,679.000,356.000,651.000,91.000,664.000,356.000,651.000,91.000,664.000,0.012,0.31,0.59,0.00,0.00,0.04,0.05,0.01,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
4.171,3,356.000,651.000,91.000,664.000,354.000,650.000,90.000,671.000,354.000,650.000,90.000,671.000,0.006,0.31,0.59,0.00,0.00,0.04,0.05,0.01,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
4.204,3,354.000,650.000,90.000,671.000,351.000,649.000,90.000,689.000,351.000,649.000,90.000,689.000,0.011,0.32,0.59,0.00,0.00,0.03,0.05,0.01,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
4.238,3,351.000,649.000,90.000,689.000,353.000,648.000,91.000,686.000,353.000,648.000,91.000,686.000,0.004,0.30,0.60,0.00,0.00,0.04,0.04,0.01,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
4.271,3,353.000,648.000,91.000,686.000,358.000,631.000,94.000,660.000,358.000,631.000,94.000,660.000,0.031,0.32,0.58,0.00,0.00,0.04,0.05,0.01,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
4.304,3,358.000,631.000,94.000,660.000,403.000,643.000,90.000,636.000,403.000,643.000,90.000,636.000,0.065,0.32,0.57,0.00,0.00,0.03,0.06,0.01,0.01,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
4.338,3,403.000,643.000,90.000,636.000,403.000,643.000,90.000,636.000,403.000,643.000,90.000,636.000,0.000,0.34,0.56,0.00,0.00,0.03,0.06,0.01,0.01,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
4.371,3,403.000,643.000,90.000,636.000,403.000,643.000,90.000,636.000,403.000,643.000,90.000,636.000,0.000,0.33,0.57,0.00,0.00,0.03,0.05,0.01,0.01,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
4.404,3,403.000,643.000,90.000,636.000,403.000,643.000,90.000,636.000,403.000,643.000,90.000,636.000,0.000,0.33,0.57,0.00,0.00,0.03,0.05,0.01,0.01,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
4.438,3,403.000,643.000,90.000,636.000,359.000,614.000,126.000,695.000,359.000,614.000,126.000,695.000,0.120,0.33,0.60,0.00,0.00,0.01,0.04,0.01,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
4.471,3,359.000,614.000,126.000,695.000,359.000,614.000,126.000,695.000,359.000,614.000,126.000,695.000,0.000,0.33,0.60,0.00,0.00,0.01,0.04,0.01,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
4.505,3,359.000,614.000,126.000,695.000,359.000,614.000,126.000,695.000,359.000,614.000,126.000,695.000,0.000,0.34,0.60,0.00,0.00,0.01,0.04,0.01,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
4.538,3,359.000,614.000,126.000,695.000,357.000,614.000,123.000,701.000,357.000,614.000,123.000,701.000,0.006,0.32,0.61,0.00,0.00,0.01,0.04,0.01,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
4.571,3,357.000,614.000,123.000,701.000,357.000,614.000,125.000,700.000,357.000,614.000,125.000,700.000,0.001,0.33,0.60,0.00,0.00,0.01,0.04,0.01,0.01,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
4.605,3,357.000,614.000,125.000,700.000,357.000,614.000,125.000,700.000,357.000,614.000,125.000,700.000,0.000,0.33,0.60,0.00,0.00,0.02,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
4.638,3,357.000,614.000,125.000,700.000,357.000,614.000,125.000,700.000,357.000,614.000,125.000,700.000,0.000,0.33,0.60,0.00,0.00,0.02,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
4.671,3,357.000,614.000,125.000,700.000,398.000,650.000,89.000,695.000,398.000,650.000,89.000,695.000,0.093,0.32,0.60,0.00,0.00,0.03,0.05,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
4.705,3,398.000,650.000,89.000,695.000,398.000,650.000,89.000,695.000,398.000,650.000,89.000,695.000,0.000,0.32,0.59,0.00,0.00,0.02,0.05,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
4.738,3,398.000,650.000,89.000,695.000,398.000,650.000,89.000,695.000,398.000,650.000,89.000,695.000,0.000,0.33,0.59,0.00,0.00,0.03,0.05,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
4.771,3,398.000,650.000,89.000,695.000,398.000,650.000,89.000,695.000,398.000,650.000,89.000,695.000,0.000,0.32,0.59,0.00,0.00,0.03,0.05,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
4.805,3,398.000,650.000,89.000,695.000,398.000,650.000,89.000,695.000,398.000,650.000,89.000,695.000,0.000,0.30,0.61,0.00,0.00,0.03,0.05,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
4.838,3,398.000,650.000,89.000,695.000,402.000,658.000,94.000,704.000,402.000,658.000,94.000,704.000,0.018,0.33,0.60,0.00,0.00,0.03,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
4.872,3,402.000,658.000,94.000,704.000,403.000,658.000,92.000,701.000,403.000,658.000,92.000,701.000,0.003,0.32,0.60,0.00,0.00,0.03,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
4.905,3,403.000,658.000,92.000,701.000,403.000,658.000,92.000,701.000,403.000,658.000,92.000,701.000,0.000,0.33,0.58,0.00,0.00,0.03,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
4.938,3,403.000,658.000,92.000,701.000,403.000,658.000,92.000,701.000,403.000,658.000,92.000,701.000,0.000,0.31,0.61,0.00,0.00,0.03,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
4.972,3,403.000,658.000,92.000,701.000,401.000,652.000,90.000,701.000,401.000,652.000,90.000,701.000,0.009,0.30,0.62,0.00,0.00,0.03,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
5.005,3,401.000,652.000,90.000,701.000,401.000,656.000,90.000,707.000,401.000,656.000,90.000,707.000,0.006,0.32,0.59,0.00,0.00,0.02,0.05,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
5.038,3,401.000,656.000,90.000,707.000,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,0.011,0.33,0.59,0.00,0.00,0.03,0.05,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
5.072,3,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,0.000,0.33,0.59,0.00,0.00,0.03,0.05,0.01,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
5.105,3,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,0.000,0.31,0.60,0.00,0.00,0.03,0.05,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
5.138,3,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,0.000,0.32,0.60,0.00,0.00,0.03,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
5.172,3,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,0.000,0.33,0.58,0.00,0.00,0.03,0.05,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
5.205,3,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,0.000,0.32,0.59,0.00,0.00,0.03,0.05,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
5.239,3,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,0.000,0.33,0.58,0.00,0.00,0.03,0.05,0.01,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
5.272,3,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,0.000,0.33,0.58,0.00,0.00,0.03,0.05,0.01,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
5.305,3,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,0.000,0.34,0.57,0.00,0.00,0.03,0.05,0.01,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
5.339,3,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,0.000,0.32,0.59,0.00,0.00,0.04,0.05,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
5.372,3,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,0.000,0.32,0.59,0.00,0.00,0.04,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
5.405,3,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,0.000,0.33,0.58,0.00,0.00,0.03,0.05,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
5.439,3,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,0.000,0.31,0.60,0.00,0.00,0.04,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
5.472,3,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,0.000,0.33,0.58,0.00,0.00,0.03,0.05,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
5.506,3,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,0.000,0.33,0.59,0.00,0.00,0.03,0.05,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
5.539,3,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,0.000,0.33,0.58,0.00,0.00,0.03,0.05,0.01,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
5.572,3,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,0.000,0.32,0.59,0.00,0.00,0.03,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
5.606,3,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,0.000,0.32,0.59,0.00,0.00,0.03,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
5.639,3,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,404.000,651.000,92.000,701.000,0.000,0.31,0.59,0.00,0.00,0.04,0.05,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
5.672,3,404.000,651.000,92.000,701.000,290.000,641.000,105.000,712.000,290.000,641.000,105.000,712.000,0.135,0.29,0.62,0.00,0.00,0.04,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
5.706,3,290.000,641.000,105.000,712.000,336.000,792.000,126.000,516.000,336.000,792.000,126.000,516.000,0.230,0.22,0.64,0.01,0.01,0.07,0.05,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
5.739,3,336.000,792.000,126.000,516.000,340.000,895.000,166.000,568.000,340.000,895.000,166.000,568.000,0.118,0.21,0.66,0.01,0.01,0.07,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
5.772,3,340.000,895.000,166.000,568.000,331.000,920.000,181.000,585.000,331.000,920.000,181.000,585.000,0.035,0.22,0.66,0.01,0.01,0.06,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
5.806,3,331.000,920.000,181.000,585.000,328.000,930.000,181.000,623.000,328.000,930.000,181.000,623.000,0.029,0.23,0.66,0.01,0.00,0.05,0.04,0.00,0.01,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
5.839,3,328.000,930.000,181.000,623.000,325.000,926.000,183.000,579.000,325.000,926.000,183.000,579.000,0.029,0.21,0.67,0.01,0.01,0.06,0.04,0.01,0.01,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
5.873,3,325.000,926.000,183.000,579.000,327.000,929.000,182.000,607.000,327.000,929.000,182.000,607.000,0.020,0.23,0.65,0.01,0.00,0.05,0.04,0.01,0.01,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
5.906,3,327.000,929.000,182.000,607.000,332.000,928.000,182.000,607.000,332.000,928.000,182.000,607.000,0.002,0.23,0.66,0.01,0.00,0.05,0.04,0.00,0.01,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
5.939,3,332.000,928.000,182.000,607.000,329.000,926.000,183.000,606.000,329.000,926.000,183.000,606.000,0.003,0.23,0.65,0.01,0.00,0.06,0.04,0.00,0.01,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
5.973,3,329.000,926.000,183.000,606.000,327.000,927.000,181.000,592.000,327.000,927.000,181.000,592.000,0.011,0.21,0.67,0.01,0.01,0.06,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
6.006,3,327.000,927.000,181.000,592.000,330.000,922.000,175.000,614.000,330.000,922.000,175.000,614.000,0.020,0.22,0.66,0.01,0.01,0.06,0.04,0.01,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
6.039,3,330.000,922.000,175.000,614.000,333.000,914.000,164.000,572.000,333.000,914.000,164.000,572.000,0.035,0.21,0.66,0.01,0.01,0.06,0.04,0.01,0.01,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
6.073,3,333.000,914.000,164.000,572.000,337.000,910.000,143.000,586.000,337.000,910.000,143.000,586.000,0.025,0.24,0.65,0.01,0.00,0.05,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
6.106,3,337.000,910.000,143.000,586.000,348.000,904.000,138.000,546.000,348.000,904.000,138.000,546.000,0.033,0.23,0.65,0.01,0.01,0.05,0.05,0.01,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
6.139,3,348.000,904.000,138.000,546.000,340.000,903.000,139.000,546.000,340.000,903.000,139.000,546.000,0.005,0.22,0.65,0.01,0.00,0.05,0.05,0.01,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
6.173,3,340.000,903.000,139.000,546.000,336.000,907.000,136.000,569.000,336.000,907.000,136.000,569.000,0.020,0.24,0.65,0.01,0.00,0.05,0.04,0.01,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
6.206,3,336.000,907.000,136.000,569.000,337.000,905.000,137.000,567.000,337.000,905.000,137.000,567.000,0.003,0.23,0.65,0.01,0.00,0.05,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
6.240,3,337.000,905.000,137.000,567.000,339.000,909.000,137.000,574.000,339.000,909.000,137.000,574.000,0.007,0.23,0.66,0.01,0.00,0.05,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
6.273,3,339.000,909.000,137.000,574.000,337.000,910.000,135.000,565.000,337.000,910.000,135.000,565.000,0.008,0.23,0.66,0.01,0.00,0.05,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
6.306,3,337.000,910.000,135.000,565.000,345.000,909.000,129.000,547.000,345.000,909.000,129.000,547.000,0.018,0.23,0.65,0.01,0.00,0.05,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
6.340,3,345.000,909.000,129.000,547.000,362.000,900.000,111.000,558.000,362.000,900.000,111.000,558.000,0.029,0.24,0.65,0.01,0.00,0.05,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
6.373,3,362.000,900.000,111.000,558.000,365.000,903.000,105.000,563.000,365.000,903.000,105.000,563.000,0.009,0.24,0.65,0.01,0.01,0.05,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
6.406,3,365.000,903.000,105.000,563.000,366.000,903.000,103.000,556.000,366.000,903.000,103.000,556.000,0.005,0.24,0.66,0.01,0.01,0.05,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
6.440,3,366.000,903.000,103.000,556.000,367.000,902.000,104.000,550.000,367.000,902.000,104.000,550.000,0.005,0.24,0.65,0.01,0.00,0.05,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
6.473,3,367.000,902.000,104.000,550.000,365.000,902.000,104.000,564.000,365.000,902.000,104.000,564.000,0.009,0.24,0.65,0.01,0.00,0.05,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
6.507,3,365.000,902.000,104.000,564.000,367.000,901.000,105.000,563.000,367.000,901.000,105.000,563.000,0.002,0.25,0.64,0.01,0.01,0.05,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
6.540,3,367.000,901.000,105.000,563.000,365.000,901.000,105.000,564.000,365.000,901.000,105.000,564.000,0.001,0.24,0.65,0.01,0.01,0.05,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
6.573,3,365.000,901.000,105.000,564.000,367.000,903.000,105.000,559.000,367.000,903.000,105.000,559.000,0.005,0.24,0.65,0.01,0.01,0.05,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
6.607,3,367.000,903.000,105.000,559.000,369.000,901.000,107.000,563.000,369.000,901.000,107.000,563.000,0.005,0.24,0.65,0.01,0.01,0.05,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
6.640,3,369.000,901.000,107.000,563.000,370.000,904.000,106.000,569.000,370.000,904.000,106.000,569.000,0.006,0.23,0.66,0.01,0.01,0.05,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
6.673,3,370.000,904.000,106.000,569.000,345.000,912.000,121.000,584.000,345.000,912.000,121.000,584.000,0.032,0.24,0.65,0.01,0.00,0.06,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
6.707,3,345.000,912.000,121.000,584.000,333.000,916.000,143.000,580.000,333.000,916.000,143.000,580.000,0.021,0.23,0.66,0.01,0.00,0.06,0.03,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
6.740,3,333.000,916.000,143.000,580.000,334.000,924.000,148.000,589.000,334.000,924.000,148.000,589.000,0.012,0.23,0.65,0.01,0.00,0.06,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
6.773,3,334.000,924.000,148.000,589.000,335.000,923.000,150.000,572.000,335.000,923.000,150.000,572.000,0.012,0.22,0.66,0.01,0.01,0.06,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
6.807,3,335.000,923.000,150.000,572.000,334.000,926.000,148.000,558.000,334.000,926.000,148.000,558.000,0.011,0.23,0.65,0.01,0.00,0.06,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
6.840,3,334.000,926.000,148.000,558.000,337.000,931.000,150.000,574.000,337.000,931.000,150.000,574.000,0.014,0.24,0.65,0.01,0.00,0.06,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
6.874,3,337.000,931.000,150.000,574.000,341.000,925.000,153.000,577.000,341.000,925.000,153.000,577.000,0.008,0.24,0.65,0.01,0.00,0.06,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
6.907,3,341.000,925.000,153.000,577.000,345.000,923.000,160.000,557.000,345.000,923.000,160.000,557.000,0.018,0.23,0.65,0.01,0.00,0.07,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
6.940,3,345.000,923.000,160.000,557.000,350.000,917.000,162.000,542.000,350.000,917.000,162.000,542.000,0.015,0.22,0.65,0.01,0.01,0.07,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
6.974,3,350.000,917.000,162.000,542.000,353.000,917.000,165.000,537.000,353.000,917.000,165.000,537.000,0.007,0.22,0.64,0.01,0.01,0.07,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
7.007,3,353.000,917.000,165.000,537.000,347.000,921.000,165.000,541.000,347.000,921.000,165.000,541.000,0.007,0.22,0.66,0.01,0.01,0.07,0.04,0.00,0.00,0.21,0.74,0.00,0.00,0.02,0.02,0.00,0.00
