time,id,class_id,confidence,x_min,x_max,y_min,y_max,border_left,border_right,border_top,border_bottom,vx_min,vx_max,vy_min,vy_max,sigma_x_min_00,sigma_x_min_01,sigma_x_min_10,sigma_x_min_11,sigma_x_max_00,sigma_x_max_01,sigma_x_max_10,sigma_x_max_11,sigma_y_min_00,sigma_y_min_01,sigma_y_min_10,sigma_y_min_11,sigma_y_max_00,sigma_y_max_01,sigma_y_max_10,sigma_y_max_11,x_center,y_center,vx_center,vy_center,vx_center_var,vy_center_var,retention_count,body,matched,x_min_d,x_max_d,y_min_d,y_max_d
3.600,2796793998080,1,1.000,1044.724,1150.834,251.784,298.838,1,1,1,1,21.686,1.614,-0.774,-5.360,36.186,79.884,79.884,452.847,36.186,79.884,79.884,452.847,36.186,79.884,79.884,452.847,36.186,79.884,79.884,452.847,1097.779,275.311,11.650,-3.067,72.372,72.372,0,2796793997520,True,1040.000,1153.000,252.000,300.000
3.600,2796793995728,2,1.000,395.748,440.163,228.144,336.299,1,1,1,1,-44.903,-45.863,4.696,-5.966,36.300,80.730,80.730,458.720,36.300,80.730,80.730,458.720,36.300,80.730,80.730,458.720,36.300,80.730,80.730,458.720,417.955,282.221,-45.383,-0.635,72.600,72.600,0,2796793997072,True,394.000,444.000,230.000,337.000
3.600,2796793998920,2,1.000,384.704,408.907,228.009,293.829,1,1,1,1,18.662,17.716,-0.171,-7.123,36.177,79.889,79.889,452.838,36.177,79.889,79.889,452.838,36.177,79.889,79.889,452.838,36.177,79.889,79.889,452.838,396.806,260.919,18.189,-3.647,72.354,72.354,0,2796793995616,True,383.000,409.000,230.000,293.000
3.600,2799695466792,1,1.000,1172.236,1297.211,255.037,306.424,1,2,1,1,-0.332,0.640,-0.198,1.211,36.182,79.890,79.890,452.849,36.182,79.890,79.890,452.849,36.182,79.890,79.890,452.849,36.182,79.890,79.890,452.849,1234.724,280.730,0.154,0.506,72.363,72.363,0,2799695469816,True,1172.000,1296.000,255.000,306.000
3.600,2799695467184,2,1.000,207.899,243.454,222.796,305.858,1,1,1,1,-1.551,-2.970,3.020,0.146,36.319,80.622,80.622,456.658,36.319,80.622,80.622,456.658,36.319,80.622,80.622,456.658,36.319,80.622,80.622,456.658,225.677,264.327,-2.260,1.583,72.639,72.639,0,2799695470096,True,208.000,244.000,224.000,307.000
3.600,2801324014896,1,1.000,686.415,720.317,242.304,270.947,1,1,1,1,0.336,0.072,0.718,-0.630,36.177,79.889,79.889,452.838,36.177,79.889,79.889,452.838,36.177,79.889,79.889,452.838,36.177,79.889,79.889,452.838,703.366,256.625,0.204,0.044,72.354,72.354,0,2801324011928,True,687.000,720.000,243.000,271.000
3.600,2801323680992,2,0.322,288.751,305.334,230.463,280.939,1,1,1,1,-8.578,-10.261,7.581,4.962,41.403,84.535,84.535,456.968,41.403,84.535,84.535,456.968,41.403,84.535,84.535,456.968,41.403,84.535,84.535,456.968,297.042,255.701,-9.419,6.272,82.807,82.807,0,2796781882168,True,287.000,302.000,228.000,281.000
3.600,2796568723016,2,0.999,239.649,259.994,227.105,277.216,1,1,1,1,-0.401,-5.162,3.737,-3.579,41.521,84.708,84.708,457.371,41.521,84.708,84.708,457.371,41.521,84.708,84.708,457.371,41.521,84.708,84.708,457.371,249.822,252.161,-2.781,0.079,83.043,83.043,0,2796568721504,True,239.000,259.000,225.000,277.000
3.600,2796992482664,2,0.852,263.454,287.767,218.887,281.219,1,1,1,1,-9.934,-8.200,3.377,-1.651,42.659,85.493,85.493,459.539,42.659,85.493,85.493,459.539,42.659,85.493,85.493,459.539,42.659,85.493,85.493,459.539,275.610,250.053,-9.067,0.863,85.318,85.318,0,2796992480816,True,264.000,289.000,219.000,282.000
3.600,2796568962104,1,1.000,850.906,1016.455,249.441,306.233,1,1,1,1,-108.028,-107.957,-4.822,-10.092,37.791,82.147,82.147,458.438,37.791,82.147,82.147,458.438,37.791,82.147,82.147,458.438,37.791,82.147,82.147,458.438,933.680,277.837,-107.992,-7.457,75.582,75.582,0,2796568961768,True,851.000,1018.000,247.000,305.000
3.600,2796568962720,2,0.999,337.521,360.089,225.984,282.837,1,1,1,1,-8.717,-4.355,-1.547,0.253,65.811,113.173,113.173,500.349,65.811,113.173,113.173,500.349,65.811,113.173,113.173,500.349,65.811,113.173,113.173,500.349,348.805,254.411,-6.536,-0.647,131.622,131.622,0,2796568962608,True,338.000,360.000,226.000,283.000
3.600,2801398082640,1,1.000,635.336,669.000,241.000,273.332,1,1,1,1,6.711,0.000,0.000,-6.689,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,652.168,257.166,3.355,-3.344,133.555,133.555,0,2796780620488,True,636.000,669.000,241.000,273.000
3.600,2801592111624,2,1.000,307.667,331.333,226.333,285.000,1,1,1,1,3.333,6.667,-3.333,0.000,66.667,333.333,333.333,6766.667,66.667,333.333,333.333,6766.667,66.667,333.333,333.333,6766.667,66.667,333.333,333.333,6766.667,319.500,255.667,5.000,-1.667,133.333,133.333,0,2801592114368,True,308.000,332.000,226.000,285.000
3.700,2796793998752,1,1.000,1118.432,1240.199,253.899,302.286,1,1,1,1,-1.073,2.209,0.195,0.222,36.177,79.889,79.889,452.838,36.177,79.889,79.889,452.838,36.177,79.889,79.889,452.838,36.177,79.889,79.889,452.838,1179.315,278.092,0.568,0.208,72.354,72.354,0,2796793999200,True,1118.000,1240.000,254.000,302.000
3.700,2796793998080,1,1.000,1044.037,1151.359,251.813,299.278,1,1,1,1,15.382,2.417,-0.540,-3.205,36.180,79.883,79.883,452.859,36.180,79.883,79.883,452.859,36.180,79.883,79.883,452.859,36.180,79.883,79.883,452.859,1097.698,275.546,8.899,-1.872,72.360,72.360,0,2796793997520,True,1039.000,1152.000,252.000,301.000
3.700,2796793995728,2,1.000,391.527,436.820,228.027,336.174,1,1,1,1,-44.304,-43.103,3.395,-4.920,36.319,80.621,80.621,456.651,36.319,80.621,80.621,456.651,36.319,80.621,80.621,456.651,36.319,80.621,80.621,456.651,414.174,282.101,-43.704,-0.763,72.638,72.638,0,2796793997072,True,392.000,439.000,227.000,337.000
3.700,2796793998920,2,1.000,386.570,410.679,227.992,293.117,1,1,1,1,18.662,17.716,-0.171,-7.123,56.683,125.173,125.173,552.838,56.683,125.173,125.173,552.838,56.683,125.173,125.173,552.838,56.683,125.173,125.173,552.838,398.625,260.555,18.189,-3.647,113.366,113.366,1,2796793995616,False,383.000,409.000,230.000,293.000
3.700,2799695466792,1,1.000,1171.768,1297.176,255.011,306.348,1,2,1,1,-1.293,0.420,-0.211,0.775,36.179,79.888,79.888,452.849,36.179,79.888,79.888,452.849,36.179,79.888,79.888,452.849,36.179,79.888,79.888,452.849,1234.472,280.679,-0.436,0.282,72.358,72.358,0,2799695469816,True,1171.000,1297.000,255.000,306.000
3.700,2799695467184,2,1.000,208.563,243.826,222.699,305.919,1,1,1,1,0.263,-1.487,2.136,0.249,36.310,80.433,80.433,455.080,36.310,80.433,80.433,455.080,36.310,80.433,80.433,455.080,36.310,80.433,80.433,455.080,226.195,264.309,-0.612,1.193,72.620,72.620,0,2799695470096,True,210.000,245.000,222.000,306.000
3.700,2801324014896,1,1.000,686.648,720.207,242.601,270.926,1,1,1,1,0.777,-0.187,1.217,-0.537,36.177,79.889,79.889,452.838,36.177,79.889,79.889,452.838,36.177,79.889,79.889,452.838,36.177,79.889,79.889,452.838,703.427,256.764,0.295,0.340,72.354,72.354,0,2801324011928,True,687.000,720.000,243.000,271.000
3.700,2801323680992,2,0.957,286.390,304.189,230.364,280.881,1,1,1,1,-11.690,-10.507,5.805,3.815,38.605,79.956,79.956,452.840,38.605,79.956,79.956,452.840,38.605,79.956,79.956,452.840,38.605,79.956,79.956,452.840,295.289,255.622,-11.099,4.810,77.210,77.210,0,2796781882168,True,284.000,304.000,229.000,280.000
3.700,2796568723016,2,1.000,240.534,260.840,226.520,276.913,1,1,1,1,1.512,-2.344,1.753,-3.465,38.664,80.010,80.010,453.002,38.664,80.010,80.010,453.002,38.664,80.010,80.010,453.002,38.664,80.010,80.010,453.002,250.687,251.717,-0.416,-0.856,77.328,77.328,0,2796568721504,True,242.000,263.000,225.000,277.000
3.700,2796992482664,2,1.000,262.280,285.401,219.528,281.424,1,1,1,1,-10.302,-11.357,3.997,-0.894,39.155,79.978,79.978,454.411,39.155,79.978,79.978,454.411,39.155,79.978,79.978,454.411,39.155,79.978,79.978,454.411,273.841,250.476,-10.830,1.552,78.310,78.310,0,2796992480816,True,262.000,283.000,220.000,282.000
3.700,2796568962104,1,1.000,840.435,1008.007,248.604,305.141,1,1,1,1,-107.305,-102.846,-5.595,-10.272,37.030,80.597,80.597,455.281,37.030,80.597,80.597,455.281,37.030,80.597,80.597,455.281,37.030,80.597,80.597,455.281,924.221,276.872,-105.076,-7.934,74.059,74.059,0,2796568961768,True,841.000,1012.000,248.000,305.000
3.700,2796568962720,2,0.999,336.649,359.653,225.829,282.863,1,1,1,1,-8.717,-4.355,-1.547,0.253,93.449,163.208,163.208,600.349,93.449,163.208,163.208,600.349,93.449,163.208,163.208,600.349,93.449,163.208,163.208,600.349,348.151,254.346,-6.536,-0.647,186.898,186.898,1,2796568962608,False,338.000,360.000,226.000,283.000
3.700,2801398082640,1,1.000,636.630,669.000,241.000,273.502,1,1,1,1,9.237,0.000,0.000,-3.289,62.779,254.337,254.337,1839.715,62.779,254.337,254.337,1839.715,62.779,254.337,254.337,1839.715,62.779,254.337,254.337,1839.715,652.815,257.251,4.619,-1.645,125.557,125.557,0,2796780620488,True,637.000,669.000,241.000,274.000
3.700,2801592111624,2,0.997,307.332,331.332,228.003,284.332,1,1,1,1,-0.022,3.311,6.733,-3.355,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,66.777,335.548,335.548,3477.630,319.332,256.168,1.645,1.689,133.555,133.555,0,2801592114368,True,307.000,331.000,229.000,284.000
3.800,2796793998752,1,1.000,1118.207,1240.268,253.948,302.197,1,1,1,1,-1.332,1.873,0.260,-0.024,36.177,79.889,79.889,452.838,36.177,79.889,79.889,452.838,36.177,79.889,79.889,452.838,36.177,79.889,79.889,452.838,1179.238,278.072,0.271,0.118,72.354,72.354,0,2796793999200,True,1118.000,1240.000,254.000,302.000
3.800,2796793998080,1,1.000,1043.196,1151.745,251.846,299.335,1,1,1,1,10.129,2.736,-0.347,-2.372,36.178,79.885,79.885,452.868,36.178,79.885,79.885,452.868,36.178,79.885,79.885,452.868,36.178,79.885,79.885,452.868,1097.471,275.591,6.433,-1.360,72.356,72.356,0,2796793997520,True,1039.000,1152.000,252.000,300.000
3.800,2796793995728,2,1.000,388.151,432.325,228.234,332.893,1,1,1,1,-41.969,-43.513,3.100,-11.099,36.310,80.432,80.432,455.077,36.310,80.432,80.432,455.077,36.310,80.432,80.432,455.077,36.310,80.432,80.432,455.077,410.238,280.563,-42.741,-4.000,72.620,72.620,0,2796793997072,True,390.000,432.000,228.000,328.000
3.800,2796793998920,2,1.000,388.436,412.450,227.975,292.405,1,1,1,1,18.662,17.716,-0.171,-7.123,87.246,180.457,180.457,652.838,87.246,180.457,180.457,652.838,87.246,180.457,180.457,652.838,87.246,180.457,180.457,652.838,400.443,260.190,18.189,-3.647,174.492,174.492,2,2796793995616,False,383.000,409.000,230.000,293.000
3.800,2799695466792,1,1.000,1172.131,1297.139,254.993,306.271,1,2,1,1,-0.205,0.246,-0.203,0.435,36.178,79.888,79.888,452.851,36.178,79.888,79.888,452.851,36.178,79.888,79.888,452.851,36.178,79.888,79.888,452.851,1234.635,280.632,0.021,0.116,72.355,72.355,0,2799695469816,True,1173.000,1297.000,255.000,306.000
3.800,2799695467184,2,1.000,209.101,243.794,222.582,306.327,1,1,1,1,1.395,-1.229,1.404,1.096,36.284,80.244,80.244,454.020,36.284,80.244,80.244,454.020,36.284,80.244,80.244,454.020,36.284,80.244,80.244,454.020,226.448,264.454,0.083,1.250,72.569,72.569,0,2799695470096,True,210.000,244.000,222.000,307.000
