time,id,class_id,x,y,z,vx,vy,vz,sigma_00,sigma_01,sigma_02,sigma_03,sigma_04,sigma_05,sigma_10,sigma_11,sigma_12,sigma_13,sigma_14,sigma_15,sigma_20,sigma_21,sigma_22,sigma_23,sigma_24,sigma_25,sigma_30,sigma_31,sigma_32,sigma_33,sigma_34,sigma_35,sigma_40,sigma_41,sigma_42,sigma_43,sigma_44,sigma_45,sigma_50,sigma_51,sigma_52,sigma_53,sigma_54,sigma_55,x_pattern_left,y_pattern_left,z_pattern_left,x_pattern_right,y_pattern_right,z_pattern_right,pattern_left, pattern_right,status,collision_p,c_time,c_x,c_y,c_z,c_sigma_00,c_sigma_01,c_sigma_02,c_sigma_03,c_sigma_04,c_sigma_05,c_sigma_10,c_sigma_11,c_sigma_12,c_sigma_13,c_sigma_14,c_sigma_15,c_sigma_20,c_sigma_21,c_sigma_22,c_sigma_23,c_sigma_24,c_sigma_25,c_sigma_30,c_sigma_31,c_sigma_32,c_sigma_33,c_sigma_34,c_sigma_35,c_sigma_40,c_sigma_41,c_sigma_42,c_sigma_43,c_sigma_44,c_sigma_45,c_sigma_50,c_sigma_51,c_sigma_52,c_sigma_53,c_sigma_54,c_sigma_55,distance_stereo,distance_size,distance,x_projected,y_projected,z_projected
5.000,1947925603664,2,-2.661,-0.442,-8.354,-1.954,-0.023,0.190,2.682,0.000,0.000,1.495,0.000,0.000,0.000,5.002,0.000,0.000,1.054,0.000,0.000,0.000,4.536,0.000,0.000,4.525,1.495,0.000,0.000,1.786,0.000,0.000,0.000,1.054,0.000,0.000,2.330,0.000,0.000,0.000,4.525,0.000,0.000,10.026,-2.779,-0.422,-8.498,-2.779,-0.422,-8.498,1947933449184,1947933448232,1,0.000,5.010,-2.681,-0.442,-8.352,2.713,0.000,0.000,1.513,0.000,0.000,0.000,0.000,0.000,0.000,1.078,0.000,0.000,0.000,4.627,0.000,0.000,4.625,1.513,0.000,0.000,1.886,0.000,0.000,0.000,1.078,0.000,0.000,2.330,0.000,0.000,0.000,4.625,0.000,0.000,11.026,8.951,6.251,8.951,-2.779,-0.422,-8.498
5.100,1947925603664,2,-2.906,-0.447,-8.531,-1.982,-0.024,-0.005,2.678,0.000,0.000,1.495,0.000,0.000,0.000,4.991,0.000,0.000,1.030,0.000,0.000,0.000,4.536,0.000,0.000,4.524,1.495,0.000,0.000,1.786,0.000,0.000,0.000,1.030,0.000,0.000,2.277,0.000,0.000,0.000,4.524,0.000,0.000,10.026,-3.321,-0.460,-9.417,-3.321,-0.460,-9.417,1947933449184,1947933448232,1,0.000,5.110,-2.926,-0.448,-8.531,2.708,0.000,0.000,1.512,0.000,0.000,0.000,0.000,0.000,0.000,1.053,0.000,0.000,0.000,4.627,0.000,0.000,4.625,1.512,0.000,0.000,1.886,0.000,0.000,0.000,1.053,0.000,0.000,2.277,0.000,0.000,0.000,4.625,0.000,0.000,11.026,9.996,6.251,9.996,-3.321,-0.460,-9.417
5.200,1947925603664,2,-3.110,-0.446,-8.526,-1.985,-0.023,0.001,2.674,0.000,0.000,1.494,0.000,0.000,0.000,4.981,0.000,0.000,1.007,0.000,0.000,0.000,4.536,0.000,0.000,4.524,1.494,0.000,0.000,1.786,0.000,0.000,0.000,1.007,0.000,0.000,2.226,0.000,0.000,0.000,4.524,0.000,0.000,10.025,-3.155,-0.428,-8.499,-3.155,-0.428,-8.499,1947933449184,1947933448232,1,0.000,5.210,-3.130,-0.446,-8.526,2.705,0.000,0.000,1.512,0.000,0.000,0.000,0.000,0.000,0.000,1.030,0.000,0.000,0.000,4.627,0.000,0.000,4.624,1.512,0.000,0.000,1.886,0.000,0.000,0.000,1.030,0.000,0.000,2.226,0.000,0.000,0.000,4.624,0.000,0.000,11.025,9.075,6.384,9.075,-3.155,-0.428,-8.499
5.300,1947925603664,2,-3.340,-0.446,-8.665,-2.003,-0.023,-0.138,2.672,0.000,0.000,1.494,0.000,0.000,0.000,4.971,0.000,0.000,0.985,0.000,0.000,0.000,4.536,0.000,0.000,4.524,1.494,0.000,0.000,1.786,0.000,0.000,0.000,0.985,0.000,0.000,2.178,0.000,0.000,0.000,4.524,0.000,0.000,10.025,-3.608,-0.439,-9.292,-3.608,-0.439,-9.292,1947933449184,1947933448232,1,0.000,5.310,-3.360,-0.446,-8.666,2.702,0.000,0.000,1.512,0.000,0.000,0.000,0.000,0.000,0.000,1.007,0.000,0.000,0.000,4.627,0.000,0.000,4.624,1.512,0.000,0.000,1.886,0.000,0.000,0.000,1.007,0.000,0.000,2.178,0.000,0.000,0.000,4.624,0.000,0.000,11.025,9.977,6.370,9.977,-3.608,-0.439,-9.292
5.400,1947925603664,2,-3.513,-0.444,-8.592,-1.987,-0.022,-0.051,2.669,0.000,0.000,1.494,0.000,0.000,0.000,4.961,0.000,0.000,0.964,0.000,0.000,0.000,4.535,0.000,0.000,4.524,1.494,0.000,0.000,1.786,0.000,0.000,0.000,0.964,0.000,0.000,2.131,0.000,0.000,0.000,4.524,0.000,0.000,10.025,-3.279,-0.426,-8.199,-3.279,-0.426,-8.199,1947933449184,1947933448232,1,0.000,5.410,-3.533,-0.444,-8.592,2.699,0.000,0.000,1.512,0.000,0.000,0.000,0.000,0.000,0.000,0.986,0.000,0.000,0.000,4.627,0.000,0.000,4.624,1.512,0.000,0.000,1.886,0.000,0.000,0.000,0.986,0.000,0.000,2.131,0.000,0.000,0.000,4.624,0.000,0.000,11.025,8.840,6.197,8.840,-3.279,-0.426,-8.199
5.500,1947925603664,2,-3.758,-0.457,-8.769,-2.013,-0.024,-0.223,2.667,0.000,0.000,1.494,0.000,0.000,0.000,4.952,0.000,0.000,0.944,0.000,0.000,0.000,4.535,0.000,0.000,4.524,1.494,0.000,0.000,1.786,0.000,0.000,0.000,0.944,0.000,0.000,2.087,0.000,0.000,0.000,4.524,0.000,0.000,10.025,-4.143,-0.503,-9.547,-4.143,-0.503,-9.547,1947933449184,1947933448232,1,0.000,5.510,-3.778,-0.458,-8.771,2.697,0.000,0.000,1.512,0.000,0.000,0.000,0.000,0.000,0.000,0.965,0.000,0.000,0.000,4.627,0.000,0.000,4.624,1.512,0.000,0.000,1.886,0.000,0.000,0.000,0.965,0.000,0.000,2.087,0.000,0.000,0.000,4.624,0.000,0.000,11.025,10.419,6.928,10.419,-4.143,-0.503,-9.547
5.600,1947925603664,2,-3.927,-0.452,-8.684,-1.995,-0.023,-0.116,2.666,0.000,0.000,1.494,0.000,0.000,0.000,4.943,0.000,0.000,0.925,0.000,0.000,0.000,4.535,0.000,0.000,4.524,1.494,0.000,0.000,1.786,0.000,0.000,0.000,0.925,0.000,0.000,2.044,0.000,0.000,0.000,4.524,0.000,0.000,10.025,-3.660,-0.419,-8.199,-3.660,-0.419,-8.199,1947933449184,1947933448232,1,0.000,5.610,-3.947,-0.452,-8.685,2.696,0.000,0.000,1.512,0.000,0.000,0.000,0.000,0.000,0.000,0.945,0.000,0.000,0.000,4.627,0.000,0.000,4.624,1.512,0.000,0.000,1.886,0.000,0.000,0.000,0.945,0.000,0.000,2.044,0.000,0.000,0.000,4.624,0.000,0.000,11.025,8.989,6.588,8.989,-3.660,-0.419,-8.199
5.700,1947925603664,2,-4.129,-0.452,-8.698,-1.996,-0.022,-0.119,2.665,0.000,0.000,1.495,0.000,0.000,0.000,4.935,0.000,0.000,0.906,0.000,0.000,0.000,4.535,0.000,0.000,4.524,1.495,0.000,0.000,1.786,0.000,0.000,0.000,0.906,0.000,0.000,2.003,0.000,0.000,0.000,4.524,0.000,0.000,10.025,-4.145,-0.446,-8.712,-4.145,-0.446,-8.712,1947933449184,1947933448232,1,0.000,5.710,-4.148,-0.453,-8.700,2.695,0.000,0.000,1.513,0.000,0.000,0.000,0.000,0.000,0.000,0.927,0.000,0.000,0.000,4.627,0.000,0.000,4.624,1.513,0.000,0.000,1.886,0.000,0.000,0.000,0.927,0.000,0.000,2.003,0.000,0.000,0.000,4.624,0.000,0.000,11.025,9.658,6.759,9.658,-4.145,-0.446,-8.712
5.800,1947925603664,2,-4.273,-0.443,-8.535,-1.965,-0.020,0.056,2.664,0.000,0.000,1.495,0.000,0.000,0.000,4.927,0.000,0.000,0.889,0.000,0.000,0.000,4.535,0.000,0.000,4.524,1.495,0.000,0.000,1.786,0.000,0.000,0.000,0.889,0.000,0.000,1.964,0.000,0.000,0.000,4.524,0.000,0.000,10.025,-3.811,-0.396,-7.744,-3.811,-0.396,-7.744,1947933449184,1947933448232,1,0.000,5.810,-4.293,-0.443,-8.534,2.694,0.000,0.000,1.513,0.000,0.000,0.000,0.000,0.000,0.000,0.908,0.000,0.000,0.000,4.627,0.000,0.000,4.624,1.513,0.000,0.000,1.886,0.000,0.000,0.000,0.908,0.000,0.000,1.964,0.000,0.000,0.000,4.624,0.000,0.000,11.025,8.640,6.495,8.640,-3.811,-0.396,-7.744
5.900,1947925603664,2,-4.406,-0.433,-8.356,-1.929,-0.018,0.229,2.663,0.000,0.000,1.495,0.000,0.000,0.000,4.919,0.000,0.000,0.872,0.000,0.000,0.000,4.535,0.000,0.000,4.524,1.495,0.000,0.000,1.786,0.000,0.000,0.000,0.872,0.000,0.000,1.926,0.000,0.000,0.000,4.524,0.000,0.000,10.025,-3.869,-0.382,-7.576,-3.869,-0.382,-7.576,1947933449184,1947933448232,1,0.000,5.910,-4.425,-0.433,-8.354,2.693,0.000,0.000,1.513,0.000,0.000,0.000,0.000,0.000,0.000,0.891,0.000,0.000,0.000,4.627,0.000,0.000,4.624,1.513,0.000,0.000,1.886,0.000,0.000,0.000,0.891,0.000,0.000,1.926,0.000,0.000,0.000,4.624,0.000,0.000,11.025,8.515,6.477,8.515,-3.869,-0.382,-7.576
6.000,1947925603664,2,-4.593,-0.434,-8.383,-1.926,-0.018,0.180,2.663,0.000,0.000,1.496,0.000,0.000,0.000,4.912,0.000,0.000,0.855,0.000,0.000,0.000,4.535,0.000,0.000,4.524,1.496,0.000,0.000,1.786,0.000,0.000,0.000,0.855,0.000,0.000,1.890,0.000,0.000,0.000,4.524,0.000,0.000,10.025,-4.548,-0.433,-8.605,-4.548,-0.433,-8.605,1947933449184,1947933448232,1,0.000,6.010,-4.612,-0.434,-8.381,2.693,0.000,0.000,1.514,0.000,0.000,0.000,0.000,0.000,0.000,0.874,0.000,0.000,0.000,4.627,0.000,0.000,4.624,1.514,0.000,0.000,1.886,0.000,0.000,0.000,0.874,0.000,0.000,1.890,0.000,0.000,0.000,4.624,0.000,0.000,11.025,9.742,6.448,9.742,-4.548,-0.433,-8.605
6.100,1947925603664,2,-4.789,-0.445,-8.428,-1.928,-0.019,0.117,2.662,0.000,0.000,1.496,0.000,0.000,0.000,4.905,0.000,0.000,0.839,0.000,0.000,0.000,4.535,0.000,0.000,4.524,1.496,0.000,0.000,1.786,0.000,0.000,0.000,0.839,0.000,0.000,1.855,0.000,0.000,0.000,4.524,0.000,0.000,10.025,-4.814,-0.479,-8.713,-4.814,-0.479,-8.713,1947933449184,1947933448232,1,0.000,6.110,-4.808,-0.445,-8.427,2.692,0.000,0.000,1.514,0.000,0.000,0.000,0.000,0.000,0.000,0.858,0.000,0.000,0.000,4.627,0.000,0.000,4.624,1.514,0.000,0.000,1.886,0.000,0.000,0.000,0.858,0.000,0.000,1.855,0.000,0.000,0.000,4.624,0.000,0.000,11.025,9.966,6.619,9.966,-4.814,-0.479,-8.713
6.200,1947925603664,2,-5.009,-0.446,-8.532,-1.944,-0.019,0.002,2.662,0.000,0.000,1.496,0.000,0.000,0.000,4.898,0.000,0.000,0.824,0.000,0.000,0.000,4.535,0.000,0.000,4.524,1.496,0.000,0.000,1.785,0.000,0.000,0.000,0.824,0.000,0.000,1.821,0.000,0.000,0.000,4.524,0.000,0.000,10.025,-5.240,-0.442,-9.052,-5.240,-0.442,-9.052,1947933449184,1947933448232,1,0.000,6.210,-5.029,-0.446,-8.531,2.692,0.000,0.000,1.514,0.000,0.000,0.000,0.000,0.000,0.000,0.842,0.000,0.000,0.000,4.627,0.000,0.000,4.624,1.514,0.000,0.000,1.885,0.000,0.000,0.000,0.842,0.000,0.000,1.821,0.000,0.000,0.000,4.624,0.000,0.000,11.025,10.468,6.786,10.468,-5.240,-0.442,-9.052
6.300,1947925603664,2,-5.146,-0.437,-8.404,-1.911,-0.018,0.128,2.662,0.000,0.000,1.496,0.000,0.000,0.000,4.891,0.000,0.000,0.809,0.000,0.000,0.000,4.535,0.000,0.000,4.524,1.496,0.000,0.000,1.785,0.000,0.000,0.000,0.809,0.000,0.000,1.788,0.000,0.000,0.000,4.524,0.000,0.000,10.025,-4.667,-0.395,-7.832,-4.667,-0.395,-7.832,1947933449184,1947933448232,1,0.000,6.310,-5.166,-0.437,-8.403,2.692,0.000,0.000,1.514,0.000,0.000,0.000,0.000,0.000,0.000,0.827,0.000,0.000,0.000,4.627,0.000,0.000,4.624,1.514,0.000,0.000,1.885,0.000,0.000,0.000,0.827,0.000,0.000,1.788,0.000,0.000,0.000,4.624,0.000,0.000,11.025,9.125,6.967,9.125,-4.667,-0.395,-7.832
6.400,1947925603664,2,-5.292,-0.426,-8.306,-1.886,-0.015,0.213,2.662,0.000,0.000,1.497,0.000,0.000,0.000,4.885,0.000,0.000,0.795,0.000,0.000,0.000,4.535,0.000,0.000,4.524,1.497,0.000,0.000,1.785,0.000,0.000,0.000,0.795,0.000,0.000,1.757,0.000,0.000,0.000,4.524,0.000,0.000,10.025,-4.911,-0.374,-7.920,-4.911,-0.374,-7.920,1947933449184,1947933448232,1,0.000,6.410,-5.311,-0.426,-8.304,2.692,0.000,0.000,1.514,0.000,0.000,0.000,0.000,0.000,0.000,0.813,0.000,0.000,0.000,4.627,0.000,0.000,4.624,1.514,0.000,0.000,1.885,0.000,0.000,0.000,0.813,0.000,0.000,1.757,0.000,0.000,0.000,4.624,0.000,0.000,11.025,9.327,6.465,9.327,-4.911,-0.374,-7.920
6.500,1947925603664,2,-5.465,-0.431,-8.305,-1.877,-0.016,0.193,2.662,0.000,0.000,1.497,0.000,0.000,0.000,4.878,0.000,0.000,0.781,0.000,0.000,0.000,4.535,0.000,0.000,4.524,1.497,0.000,0.000,1.785,0.000,0.000,0.000,0.781,0.000,0.000,1.727,0.000,0.000,0.000,4.524,0.000,0.000,10.025,-5.337,-0.443,-8.398,-5.337,-0.443,-8.398,1947933449184,1947933448232,1,0.000,6.510,-5.484,-0.431,-8.303,2.692,0.000,0.000,1.515,0.000,0.000,0.000,0.000,0.000,0.000,0.799,0.000,0.000,0.000,4.627,0.000,0.000,4.624,1.515,0.000,0.000,1.885,0.000,0.000,0.000,0.799,0.000,0.000,1.727,0.000,0.000,0.000,4.624,0.000,0.000,11.025,9.960,6.657,9.960,-5.337,-0.443,-8.398
6.600,1947925603664,2,-5.532,-0.424,-8.048,-1.809,-0.015,0.430,2.662,0.000,0.000,1.497,0.000,0.000,0.000,4.872,0.000,0.000,0.768,0.000,0.000,0.000,4.535,0.000,0.000,4.524,1.497,0.000,0.000,1.784,0.000,0.000,0.000,0.768,0.000,0.000,1.697,0.000,0.000,0.000,4.524,0.000,0.000,10.025,-4.513,-0.389,-6.973,-4.513,-0.389,-6.973,1947933449184,1947933448232,1,0.000,6.610,-5.550,-0.424,-8.044,2.692,0.000,0.000,1.515,0.000,0.000,0.000,0.000,0.000,0.000,0.785,0.000,0.000,0.000,4.627,0.000,0.000,4.624,1.515,0.000,0.000,1.884,0.000,0.000,0.000,0.785,0.000,0.000,1.697,0.000,0.000,0.000,4.624,0.000,0.000,11.025,8.315,6.715,8.315,-4.513,-0.389,-6.973
6.700,1947925603664,2,-5.721,-0.435,-8.114,-1.814,-0.016,0.322,2.662,0.000,0.000,1.497,0.000,0.000,0.000,4.867,0.000,0.000,0.755,0.000,0.000,0.000,4.535,0.000,0.000,4.524,1.497,0.000,0.000,1.784,0.000,0.000,0.000,0.755,0.000,0.000,1.669,0.000,0.000,0.000,4.524,0.000,0.000,10.025,-5.796,-0.474,-8.606,-5.796,-0.474,-8.606,1947933449184,1947933448232,1,0.000,6.710,-5.740,-0.435,-8.111,2.692,0.000,0.000,1.515,0.000,0.000,0.000,0.000,0.000,0.000,0.772,0.000,0.000,0.000,4.627,0.000,0.000,4.624,1.515,0.000,0.000,1.884,0.000,0.000,0.000,0.772,0.000,0.000,1.669,0.000,0.000,0.000,4.624,0.000,0.000,11.025,10.387,6.827,10.387,-5.796,-0.474,-8.606
6.800,1947925603664,2,-5.881,-0.433,-8.103,-1.802,-0.016,0.300,2.662,0.000,0.000,1.497,0.000,0.000,0.000,4.861,0.000,0.000,0.743,0.000,0.000,0.000,4.535,0.000,0.000,4.524,1.497,0.000,0.000,1.784,0.000,0.000,0.000,0.743,0.000,0.000,1.642,0.000,0.000,0.000,4.524,0.000,0.000,10.025,-5.695,-0.419,-8.201,-5.695,-0.419,-8.201,1947933449184,1947933448232,1,0.000,6.810,-5.899,-0.433,-8.100,2.692,0.000,0.000,1.515,0.000,0.000,0.000,0.000,0.000,0.000,0.759,0.000,0.000,0.000,4.627,0.000,0.000,4.624,1.515,0.000,0.000,1.884,0.000,0.000,0.000,0.759,0.000,0.000,1.642,0.000,0.000,0.000,4.624,0.000,0.000,11.025,9.993,7.147,9.993,-5.695,-0.419,-8.201
6.900,1947925603664,2,-6.055,-0.435,-8.132,-1.798,-0.016,0.241,2.662,0.000,0.000,1.497,0.000,0.000,0.000,4.856,0.000,0.000,0.731,0.000,0.000,0.000,4.535,0.000,0.000,4.524,1.497,0.000,0.000,1.783,0.000,0.000,0.000,0.731,0.000,0.000,1.615,0.000,0.000,0.000,4.524,0.000,0.000,10.025,-6.008,-0.436,-8.399,-6.008,-0.436,-8.399,1947933449184,1947933448232,1,0.000,6.910,-6.073,-0.435,-8.130,2.692,0.000,0.000,1.515,0.000,0.000,0.000,0.000,0.000,0.000,0.747,0.000,0.000,0.000,4.627,0.000,0.000,4.624,1.515,0.000,0.000,1.883,0.000,0.000,0.000,0.747,0.000,0.000,1.615,0.000,0.000,0.000,4.624,0.000,0.000,11.025,10.335,7.096,10.335,-6.008,-0.436,-8.399
7.000,1947925603664,2,-6.231,-0.440,-8.161,-1.796,-0.016,0.189,2.662,0.000,0.000,1.497,0.000,0.000,0.000,4.850,0.000,0.000,0.719,0.000,0.000,0.000,4.535,0.000,0.000,4.524,1.497,0.000,0.000,1.783,0.000,0.000,0.000,0.719,0.000,0.000,1.589,0.000,0.000,0.000,4.524,0.000,0.000,10.025,-6.197,-0.456,-8.399,-6.197,-0.456,-8.399,1947933449184,1947933448232,1,0.000,7.010,-6.249,-0.440,-8.159,2.692,0.000,0.000,1.515,0.000,0.000,0.000,0.000,0.000,0.000,0.735,0.000,0.000,0.000,4.627,0.000,0.000,4.624,1.515,0.000,0.000,1.883,0.000,0.000,0.000,0.735,0.000,0.000,1.589,0.000,0.000,0.000,4.624,0.000,0.000,11.025,10.448,6.988,10.448,-6.197,-0.456,-8.399
7.100,1947925603664,2,-6.437,-0.450,-8.266,-1.811,-0.017,0.065,2.662,0.000,0.000,1.497,0.000,0.000,0.000,4.845,0.000,0.000,0.708,0.000,0.000,0.000,4.535,0.000,0.000,4.524,1.497,0.000,0.000,1.783,0.000,0.000,0.000,0.708,0.000,0.000,1.565,0.000,0.000,0.000,4.524,0.000,0.000,10.025,-6.655,-0.486,-8.825,-6.655,-0.486,-8.825,1947933449184,1947933448232,1,0.000,7.110,-6.455,-0.450,-8.265,2.692,0.000,0.000,1.515,0.000,0.000,0.000,0.000,0.000,0.000,0.724,0.000,0.000,0.000,4.627,0.000,0.000,4.624,1.515,0.000,0.000,1.883,0.000,0.000,0.000,0.724,0.000,0.000,1.565,0.000,0.000,0.000,4.624,0.000,0.000,11.025,11.063,7.028,11.063,-6.655,-0.486,-8.825
7.200,1947925603664,2,-6.638,-0.460,-8.362,-1.822,-0.019,-0.037,2.662,0.000,0.000,1.497,0.000,0.000,0.000,4.840,0.000,0.000,0.697,0.000,0.000,0.000,4.535,0.000,0.000,4.524,1.497,0.000,0.000,1.782,0.000,0.000,0.000,0.697,0.000,0.000,1.540,0.000,0.000,0.000,4.524,0.000,0.000,10.025,-6.805,-0.492,-8.825,-6.805,-0.492,-8.825,1947933449184,1947933448232,1,0.000,7.210,-6.656,-0.460,-8.362,2.692,0.000,0.000,1.515,0.000,0.000,0.000,0.000,0.000,0.000,0.712,0.000,0.000,0.000,4.627,0.000,0.000,4.624,1.515,0.000,0.000,1.882,0.000,0.000,0.000,0.712,0.000,0.000,1.540,0.000,0.000,0.000,4.624,0.000,0.000,11.025,11.155,7.148,11.155,-6.805,-0.492,-8.825
7.300,1947925603664,2,-6.839,-0.464,-8.470,-1.833,-0.019,-0.141,2.662,0.000,0.000,1.497,0.000,0.000,0.000,4.836,0.000,0.000,0.686,0.000,0.000,0.000,4.535,0.000,0.000,4.524,1.497,0.000,0.000,1.782,0.000,0.000,0.000,0.686,0.000,0.000,1.517,0.000,0.000,0.000,4.524,0.000,0.000,10.025,-7.003,-0.471,-8.938,-7.003,-0.471,-8.938,1947933449184,1947933448232,1,0.000,7.310,-6.858,-0.464,-8.471,2.692,0.000,0.000,1.514,0.000,0.000,0.000,0.000,0.000,0.000,0.702,0.000,0.000,0.000,4.627,0.000,0.000,4.624,1.514,0.000,0.000,1.882,0.000,0.000,0.000,0.702,0.000,0.000,1.517,0.000,0.000,0.000,4.624,0.000,0.000,11.025,11.364,7.296,11.364,-7.003,-0.471,-8.938
7.400,1947925603664,2,-7.009,-0.455,-8.506,-1.825,-0.017,-0.163,2.662,0.000,0.000,1.497,0.000,0.000,0.000,4.831,0.000,0.000,0.676,0.000,0.000,0.000,4.535,0.000,0.000,4.524,1.497,0.000,0.000,1.782,0.000,0.000,0.000,0.676,0.000,0.000,1.494,0.000,0.000,0.000,4.524,0.000,0.000,10.025,-6.896,-0.414,-8.606,-6.896,-0.414,-8.606,1947933449184,1947933448232,1,0.000,7.410,-7.027,-0.456,-8.507,2.692,0.000,0.000,1.514,0.000,0.000,0.000,0.000,0.000,0.000,0.691,0.000,0.000,0.000,4.627,0.000,0.000,4.624,1.514,0.000,0.000,1.882,0.000,0.000,0.000,0.691,0.000,0.000,1.494,0.000,0.000,0.000,4.624,0.000,0.000,11.025,11.036,7.658,11.036,-6.896,-0.414,-8.606
7.500,1947925603664,2,-7.193,-0.459,-8.577,-1.826,-0.018,-0.218,2.662,0.000,0.000,1.496,0.000,0.000,0.000,4.826,0.000,0.000,0.666,0.000,0.000,0.000,4.535,0.000,0.000,4.524,1.496,0.000,0.000,1.782,0.000,0.000,0.000,0.666,0.000,0.000,1.472,0.000,0.000,0.000,4.524,0.000,0.000,10.025,-7.209,-0.465,-8.825,-7.209,-0.465,-8.825,1947933449184,1947933448232,1,0.000,7.510,-7.212,-0.459,-8.579,2.692,0.000,0.000,1.514,0.000,0.000,0.000,0.000,0.000,0.000,0.681,0.000,0.000,0.000,4.627,0.000,0.000,4.624,1.514,0.000,0.000,1.882,0.000,0.000,0.000,0.681,0.000,0.000,1.472,0.000,0.000,0.000,4.624,0.000,0.000,11.025,11.404,7.373,11.404,-7.209,-0.465,-8.825
7.600,1947925603664,2,-7.376,-0.460,-8.599,-1.826,-0.018,-0.218,2.979,0.000,0.000,1.675,0.000,0.000,0.000,5.974,0.000,0.000,0.813,0.000,0.000,0.000,5.540,0.000,0.000,5.526,1.675,0.000,0.000,1.882,0.000,0.000,0.000,0.813,0.000,0.000,1.472,0.000,0.000,0.000,5.526,0.000,0.000,11.025,-8.911,-0.574,-10.726,-8.911,-0.574,-10.726,1947933449184,1947933448232,0,0.000,7.610,-7.394,-0.461,-8.601,3.013,0.000,0.000,1.693,0.000,0.000,0.000,0.000,0.000,0.000,0.828,0.000,0.000,0.000,5.652,0.000,0.000,5.637,1.693,0.000,0.000,1.982,0.000,0.000,0.000,0.828,0.000,0.000,1.472,0.000,0.000,0.000,5.637,0.000,0.000,12.025,13.956,7.589,13.956,-8.911,-0.574,-10.726
