time,id,class_id,confidence,x_min,x_max,y_min,y_max,border_left,border_right,border_top,border_bottom,pattern,matched
3.700,1947932917320,2,1.000,659.000,708.000,209.000,370.000,1,1,1,1,0,True
3.700,1947932917376,2,1.000,618.000,672.000,207.000,369.000,1,1,1,1,0,True
3.800,1947932917600,2,1.000,636.000,697.000,206.000,366.000,1,1,1,1,0,True
3.800,1947932916032,2,1.000,591.000,659.000,206.000,372.000,1,1,1,1,0,True
3.900,1947932915080,2,1.000,604.000,688.000,210.000,373.000,1,1,1,1,0,True
3.900,1947932916872,2,1.000,565.000,648.000,207.000,370.000,1,1,1,1,0,True
4.000,1947932914408,2,1.000,596.000,669.000,215.000,369.000,1,1,1,1,0,True
4.000,1947932914520,2,1.000,551.000,630.000,207.000,368.000,1,1,1,1,0,True
4.100,1947932915136,2,1.000,585.000,643.000,203.000,370.000,1,1,1,1,0,True
4.100,1947932915808,2,1.000,547.000,595.000,209.000,369.000,1,1,1,1,0,True
4.200,1947932915976,2,1.000,562.000,626.000,203.000,371.000,1,1,1,1,0,True
4.200,1947932917712,2,1.000,517.000,583.000,208.000,370.000,1,1,1,1,0,True
4.300,1947932955032,2,1.000,538.000,613.000,210.000,369.000,1,1,1,1,0,True
4.300,1947932863232,2,1.000,497.000,575.000,207.000,368.000,1,1,1,1,0,True
4.400,1947932917488,2,1.000,525.000,603.000,214.000,369.000,1,1,1,1,0,True
4.400,1947932915864,2,1.000,481.000,565.000,209.000,369.000,1,1,1,1,0,True
4.500,1947932913848,2,1.000,519.000,587.000,205.000,372.000,1,1,1,1,0,True
4.500,1947932916648,2,1.000,476.000,549.000,211.000,372.000,1,1,1,1,0,True
4.600,1947932916816,2,1.000,508.000,559.000,201.000,375.000,1,1,1,1,0,True
4.600,1947932768800,2,1.000,465.000,521.000,203.000,370.000,1,1,1,1,0,True
4.700,1947932767456,2,1.000,488.000,557.000,204.000,373.000,1,1,1,1,0,True
4.700,1947932769024,2,1.000,446.000,514.000,205.000,373.000,1,1,1,1,0,True
4.800,1947932766784,2,1.000,471.000,548.000,208.000,375.000,1,1,1,1,0,True
4.800,1947932766504,2,1.000,428.000,508.000,204.000,370.000,1,1,1,1,0,True
4.900,1947932770032,2,1.000,459.000,541.000,209.000,371.000,1,1,1,1,0,True
4.900,1947932768632,2,1.000,416.000,499.000,208.000,372.000,1,1,1,1,0,True
5.000,1947932767288,2,1.000,450.000,520.000,204.000,372.000,1,1,1,1,0,True
5.000,1947932770144,2,1.000,406.000,482.000,204.000,372.000,1,1,1,1,0,True
5.100,1947932769472,2,1.000,438.000,499.000,201.000,374.000,1,1,1,1,0,True
5.100,1947932768912,2,1.000,402.000,461.000,205.000,373.000,1,1,1,1,0,True
5.200,1947932768184,2,1.000,422.000,491.000,205.000,372.000,1,1,1,1,0,True
5.200,1947932766728,2,1.000,381.000,450.000,203.000,374.000,1,1,1,1,0,True
5.300,1948357464016,2,1.000,407.000,484.000,204.000,369.000,1,1,1,1,0,True
5.300,1947932861440,2,1.000,362.000,454.000,205.000,370.000,1,1,1,1,0,True
5.400,1947932766952,2,1.000,393.000,483.000,207.000,372.000,1,1,1,1,0,True
5.400,1947932770088,2,1.000,346.000,445.000,204.000,370.000,1,1,1,1,0,True
5.500,1947932768856,2,1.000,387.000,445.000,210.000,370.000,1,1,1,1,0,True
5.500,1947932769080,2,1.000,343.000,416.000,204.000,374.000,1,1,1,1,0,True
5.600,1947932767232,2,1.000,376.000,440.000,205.000,373.000,1,1,1,1,0,True
5.600,1947932770256,2,1.000,335.000,396.000,205.000,370.000,1,1,1,1,0,True
5.700,1947932768520,2,1.000,358.000,420.000,206.000,372.000,1,1,1,1,0,True
5.700,1947932810152,2,1.000,319.000,379.000,203.000,377.000,1,1,1,1,0,True
5.800,1947932766896,2,1.000,337.000,420.000,206.000,372.000,1,1,1,1,0,True
5.800,1947932808192,2,1.000,296.000,371.000,203.000,371.000,1,1,1,1,0,True
5.900,1947932811160,2,1.000,322.000,411.000,206.000,371.000,1,1,1,1,0,True
5.900,1947932807296,2,1.000,277.000,364.000,205.000,370.000,1,1,1,1,0,True
6.000,1947932811216,2,1.000,310.000,400.000,205.000,372.000,1,1,1,1,0,True
6.000,1947932807632,2,1.000,266.000,363.000,205.000,374.000,1,1,1,1,0,True
6.100,1947932809480,2,1.000,302.000,377.000,206.000,377.000,1,1,1,1,0,True
6.100,1947932809760,2,1.000,261.000,338.000,204.000,374.000,1,1,1,1,0,True
6.200,1947932809704,2,1.000,291.000,354.000,201.000,374.000,1,1,1,1,0,True
6.200,1947932810992,2,1.000,253.000,315.000,203.000,371.000,1,1,1,1,0,True
6.300,1948357462448,2,1.000,277.000,346.000,205.000,372.000,1,1,1,1,0,True
6.300,1947932767568,2,1.000,232.000,302.000,205.000,374.000,1,1,1,1,0,True
6.400,1947932767848,2,1.000,253.000,339.000,198.000,375.000,1,1,1,1,0,True
6.400,1947932810544,2,1.000,207.000,297.000,202.000,375.000,1,1,1,1,0,True
6.500,1947932769920,2,1.000,239.000,333.000,206.000,374.000,1,1,1,1,0,True
6.500,1947932807352,2,1.000,199.000,290.000,202.000,371.000,1,1,1,1,0,True
6.600,1947932808808,2,1.000,234.000,323.000,207.000,377.000,1,1,1,1,0,True
6.700,1947932807464,2,1.000,221.000,302.000,205.000,378.000,1,1,1,1,0,True
6.700,1947932810208,2,1.000,190.000,252.000,194.000,374.000,1,1,1,1,0,True
6.800,1947932807520,2,1.000,215.000,281.000,203.000,375.000,1,1,1,1,0,True
6.800,1947932808136,2,1.000,175.000,236.000,204.000,375.000,1,1,1,1,0,True
6.900,1947932807744,2,1.000,201.000,268.000,202.000,377.000,1,1,1,1,0,True
6.900,1947932457168,2,1.000,159.000,227.000,204.000,375.000,1,1,1,1,0,True
7.000,1947932457000,2,1.000,175.000,265.000,206.000,376.000,1,1,1,1,0,True
7.000,1947932457952,2,1.000,137.000,220.000,203.000,377.000,1,1,1,1,0,True
7.100,1947932458064,2,1.000,167.000,252.000,205.000,378.000,1,1,1,1,0,True
7.100,1947932455824,2,1.000,129.000,211.000,204.000,379.000,1,1,1,1,0,True
