time,id,class_id,x,y,z,vx,vy,vz,sigma_00,sigma_01,sigma_02,sigma_03,sigma_04,sigma_05,sigma_10,sigma_11,sigma_12,sigma_13,sigma_14,sigma_15,sigma_20,sigma_21,sigma_22,sigma_23,sigma_24,sigma_25,sigma_30,sigma_31,sigma_32,sigma_33,sigma_34,sigma_35,sigma_40,sigma_41,sigma_42,sigma_43,sigma_44,sigma_45,sigma_50,sigma_51,sigma_52,sigma_53,sigma_54,sigma_55,x_pattern_left,y_pattern_left,z_pattern_left,x_pattern_right,y_pattern_right,z_pattern_right,pattern_left, pattern_right,status,collision_p,c_time,c_x,c_y,c_z,c_sigma_00,c_sigma_01,c_sigma_02,c_sigma_03,c_sigma_04,c_sigma_05,c_sigma_10,c_sigma_11,c_sigma_12,c_sigma_13,c_sigma_14,c_sigma_15,c_sigma_20,c_sigma_21,c_sigma_22,c_sigma_23,c_sigma_24,c_sigma_25,c_sigma_30,c_sigma_31,c_sigma_32,c_sigma_33,c_sigma_34,c_sigma_35,c_sigma_40,c_sigma_41,c_sigma_42,c_sigma_43,c_sigma_44,c_sigma_45,c_sigma_50,c_sigma_51,c_sigma_52,c_sigma_53,c_sigma_54,c_sigma_55,distance_stereo,distance_size,distance,x_projected,y_projected,z_projected
0.000,1947924784128,2,6.071,-0.328,-8.822,0.000,0.000,0.000,100000.000,0.000,0.000,0.000,0.000,0.000,0.000,100000.000,0.000,0.000,0.000,0.000,0.000,0.000,100000.000,0.000,0.000,0.000,0.000,0.000,0.000,100000.000,0.000,0.000,0.000,0.000,0.000,0.000,100000.000,0.000,0.000,0.000,0.000,0.000,0.000,100000.000,6.071,-0.328,-8.822,6.071,-0.328,-8.822,1949838578464,1947924783960,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.714,7.888,10.714,6.071,-0.328,-8.822
0.100,1947924784128,2,6.428,-0.259,-9.545,0.035,0.007,-0.072,199.605,0.000,0.000,19.763,0.000,0.000,0.000,199.605,0.000,0.000,19.763,0.000,0.000,0.000,199.605,0.000,0.000,19.763,19.763,0.000,0.000,99011.858,0.000,0.000,0.000,19.763,0.000,0.000,99011.858,0.000,0.000,0.000,19.763,0.000,0.000,99011.858,6.429,-0.259,-9.546,6.429,-0.259,-9.546,1949838578464,1947924783960,1,0.000,0.110,6.429,-0.259,-9.545,209.901,0.000,0.000,1009.881,0.000,0.000,0.000,0.000,0.000,0.000,1009.881,0.000,0.000,0.000,209.901,0.000,0.000,1009.881,1009.881,0.000,0.000,99011.858,0.000,0.000,0.000,1009.881,0.000,0.000,99011.858,0.000,0.000,0.000,1009.881,0.000,0.000,99011.858,11.512,9.237,11.512,6.429,-0.259,-9.546
0.200,1947924784128,2,6.508,-0.435,-9.779,0.665,-1.458,-1.961,171.299,0.000,0.000,1423.710,0.000,0.000,0.000,171.299,0.000,0.000,1423.710,0.000,0.000,0.000,171.299,0.000,0.000,1423.710,1423.710,0.000,0.000,28389.109,0.000,0.000,0.000,1423.710,0.000,0.000,28389.109,0.000,0.000,0.000,1423.710,0.000,0.000,28389.109,6.520,-0.464,-9.817,6.520,-0.464,-9.817,1949838578464,1947924783960,1,0.000,0.210,6.514,-0.449,-9.799,202.612,0.000,0.000,1707.601,0.000,0.000,0.000,0.000,0.000,0.000,1707.601,0.000,0.000,0.000,202.612,0.000,0.000,1707.601,1707.601,0.000,0.000,28389.109,0.000,0.000,0.000,1707.601,0.000,0.000,28389.109,0.000,0.000,0.000,1707.601,0.000,0.000,28389.109,11.794,7.758,11.794,6.520,-0.464,-9.817
0.300,1947924784128,2,5.578,-0.475,-8.503,-5.076,-0.848,6.517,157.444,0.000,0.000,907.006,0.000,0.000,0.000,157.444,0.000,0.000,907.006,0.000,0.000,0.000,157.444,0.000,0.000,907.006,907.006,0.000,0.000,9057.993,0.000,0.000,0.000,907.006,0.000,0.000,9057.993,0.000,0.000,0.000,907.006,0.000,0.000,9057.993,5.308,-0.446,-8.106,5.308,-0.446,-8.106,1949838578464,1947924783960,1,0.000,1.510,-0.564,-1.501,-0.618,15614.206,0.000,0.000,11867.178,0.000,0.000,0.000,0.000,0.000,0.000,11867.178,0.000,0.000,0.000,15614.206,0.000,0.000,11867.178,11867.178,0.000,0.000,9057.993,0.000,0.000,0.000,11867.178,0.000,0.000,9057.993,0.000,0.000,0.000,11867.178,0.000,0.000,9057.993,9.699,6.856,9.699,5.308,-0.446,-8.106
0.400,1947924784128,2,5.061,-0.270,-7.897,-5.114,0.374,6.325,136.450,0.000,0.000,576.020,0.000,0.000,0.000,136.450,0.000,0.000,576.020,0.000,0.000,0.000,136.450,0.000,0.000,576.020,576.020,0.000,0.000,3836.935,0.000,0.000,0.000,576.020,0.000,0.000,3836.935,0.000,0.000,0.000,576.020,0.000,0.000,3836.935,5.057,-0.135,-7.918,5.057,-0.135,-7.918,1949838578464,1947924783960,1,0.000,1.550,-0.821,0.160,-0.623,6535.642,0.000,0.000,4988.495,0.000,0.000,0.000,0.000,0.000,0.000,4988.495,0.000,0.000,0.000,6535.642,0.000,0.000,4988.495,4988.495,0.000,0.000,3836.935,0.000,0.000,0.000,4988.495,0.000,0.000,3836.935,0.000,0.000,0.000,4988.495,0.000,0.000,3836.935,9.396,10.426,9.396,5.057,-0.135,-7.918
0.500,1947924784128,2,5.131,-0.267,-8.253,-3.189,0.260,3.055,118.371,0.000,0.000,391.701,0.000,0.000,0.000,118.371,0.000,0.000,391.701,0.000,0.000,0.000,118.371,0.000,0.000,391.701,391.701,0.000,0.000,1957.332,0.000,0.000,0.000,391.701,0.000,0.000,1957.332,0.000,0.000,0.000,391.701,0.000,0.000,1957.332,5.532,-0.291,-8.934,5.532,-0.291,-8.934,1949838578464,1947924783960,1,0.000,2.630,-1.662,0.286,-1.745,10667.236,0.000,0.000,4560.817,0.000,0.000,0.000,0.000,0.000,0.000,4560.817,0.000,0.000,0.000,10667.236,0.000,0.000,4560.817,4560.817,0.000,0.000,1957.332,0.000,0.000,0.000,4560.817,0.000,0.000,1957.332,0.000,0.000,0.000,4560.817,0.000,0.000,1957.332,10.513,8.409,10.513,5.532,-0.291,-8.934
0.600,1947924784128,2,4.924,-0.279,-8.129,-2.885,0.155,2.562,103.912,0.000,0.000,282.227,0.000,0.000,0.000,103.912,0.000,0.000,282.227,0.000,0.000,0.000,103.912,0.000,0.000,282.227,282.227,0.000,0.000,1128.382,0.000,0.000,0.000,282.227,0.000,0.000,1128.382,0.000,0.000,0.000,282.227,0.000,0.000,1128.382,5.028,-0.315,-8.297,5.028,-0.315,-8.297,1949838578464,1947924783960,1,0.000,2.950,-1.854,0.085,-2.107,7661.870,0.000,0.000,2933.925,0.000,0.000,0.000,0.000,0.000,0.000,2933.925,0.000,0.000,0.000,7661.870,0.000,0.000,2933.925,2933.925,0.000,0.000,1128.382,0.000,0.000,0.000,2933.925,0.000,0.000,1128.382,0.000,0.000,0.000,2933.925,0.000,0.000,1128.382,9.706,7.356,9.706,5.028,-0.315,-8.297
0.700,1947924784128,2,5.369,-0.338,-9.188,-1.197,-0.015,-0.466,92.369,0.000,0.000,212.606,0.000,0.000,0.000,92.369,0.000,0.000,212.606,0.000,0.000,0.000,92.369,0.000,0.000,212.606,212.606,0.000,0.000,708.416,0.000,0.000,0.000,212.606,0.000,0.000,708.416,0.000,0.000,0.000,212.606,0.000,0.000,708.416,6.224,-0.424,-10.722,6.224,-0.424,-10.722,1949838578464,1947924783960,1,0.000,1.990,3.825,-0.357,-9.790,1819.768,0.000,0.000,1126.463,0.000,0.000,0.000,0.000,0.000,0.000,1126.463,0.000,0.000,0.000,1819.768,0.000,0.000,1126.463,1126.463,0.000,0.000,708.416,0.000,0.000,0.000,1126.463,0.000,0.000,708.416,0.000,0.000,0.000,1126.463,0.000,0.000,708.416,12.404,7.566,12.404,6.224,-0.424,-10.722
0.800,1947924784128,2,5.172,-0.357,-9.110,-1.352,-0.049,-0.218,83.032,0.000,0.000,165.771,0.000,0.000,0.000,83.032,0.000,0.000,165.771,0.000,0.000,0.000,83.032,0.000,0.000,165.771,165.771,0.000,0.000,473.479,0.000,0.000,0.000,165.771,0.000,0.000,473.479,0.000,0.000,0.000,165.771,0.000,0.000,473.479,5.062,-0.381,-8.935,5.062,-0.381,-8.935,1949838578464,1947924783960,1,0.000,3.460,1.574,-0.487,-9.689,4315.085,0.000,0.000,1425.226,0.000,0.000,0.000,0.000,0.000,0.000,1425.226,0.000,0.000,0.000,4315.085,0.000,0.000,1425.226,1425.226,0.000,0.000,473.479,0.000,0.000,0.000,1425.226,0.000,0.000,473.479,0.000,0.000,0.000,1425.226,0.000,0.000,473.479,10.276,7.594,10.276,5.062,-0.381,-8.935
0.900,1947924784128,2,4.881,-0.332,-8.817,-1.627,0.003,0.338,75.359,0.000,0.000,132.817,0.000,0.000,0.000,75.359,0.000,0.000,132.817,0.000,0.000,0.000,75.359,0.000,0.000,132.817,132.817,0.000,0.000,331.950,0.000,0.000,0.000,132.817,0.000,0.000,331.950,0.000,0.000,0.000,132.817,0.000,0.000,331.950,4.623,-0.283,-8.296,4.623,-0.283,-8.296,1949838578464,1947924783960,1,0.000,4.850,-1.546,-0.320,-7.484,6303.867,0.000,0.000,1444.021,0.000,0.000,0.000,0.000,0.000,0.000,1444.021,0.000,0.000,0.000,6303.867,0.000,0.000,1444.021,1444.021,0.000,0.000,331.950,0.000,0.000,0.000,1444.021,0.000,0.000,331.950,0.000,0.000,0.000,1444.021,0.000,0.000,331.950,9.501,7.856,9.501,4.623,-0.283,-8.296
1.000,1947924784128,2,4.600,-0.317,-8.549,-1.812,0.026,0.708,68.956,0.000,0.000,108.774,0.000,0.000,0.000,68.956,0.000,0.000,108.774,0.000,0.000,0.000,68.956,0.000,0.000,108.774,108.774,0.000,0.000,241.661,0.000,0.000,0.000,108.774,0.000,0.000,241.661,0.000,0.000,0.000,108.774,0.000,0.000,241.661,4.377,-0.289,-8.103,4.377,-0.289,-8.103,1949838578464,1947924783960,1,0.000,4.800,-2.286,-0.217,-5.860,4385.228,0.000,0.000,1027.087,0.000,0.000,0.000,0.000,0.000,0.000,1027.087,0.000,0.000,0.000,4385.228,0.000,0.000,1027.087,1027.087,0.000,0.000,241.661,0.000,0.000,0.000,1027.087,0.000,0.000,241.661,0.000,0.000,0.000,1027.087,0.000,0.000,241.661,9.214,7.333,9.214,4.377,-0.289,-8.103
1.100,1947924784128,2,4.479,-0.316,-8.587,-1.727,0.023,0.552,63.541,0.000,0.000,90.705,0.000,0.000,0.000,63.541,0.000,0.000,90.705,0.000,0.000,0.000,63.541,0.000,0.000,90.705,90.705,0.000,0.000,181.370,0.000,0.000,0.000,90.705,0.000,0.000,181.370,0.000,0.000,0.000,90.705,0.000,0.000,181.370,4.608,-0.321,-8.821,4.608,-0.321,-8.821,1949838578464,1947924783960,1,0.000,4.900,-2.083,-0.229,-6.490,3371.875,0.000,0.000,779.910,0.000,0.000,0.000,0.000,0.000,0.000,779.910,0.000,0.000,0.000,3371.875,0.000,0.000,779.910,779.910,0.000,0.000,181.370,0.000,0.000,0.000,779.910,0.000,0.000,181.370,0.000,0.000,0.000,779.910,0.000,0.000,181.370,9.957,7.233,9.957,4.608,-0.321,-8.821
1.200,1947924784128,2,4.325,-0.331,-8.585,-1.703,0.001,0.483,58.904,0.000,0.000,76.785,0.000,0.000,0.000,58.904,0.000,0.000,76.785,0.000,0.000,0.000,58.904,0.000,0.000,76.785,76.785,0.000,0.000,139.582,0.000,0.000,0.000,76.785,0.000,0.000,139.582,0.000,0.000,0.000,76.785,0.000,0.000,139.582,4.368,-0.371,-8.711,4.368,-0.371,-8.711,1949838578464,1947924783960,1,0.000,4.870,-1.926,-0.327,-6.812,2502.532,0.000,0.000,589.053,0.000,0.000,0.000,0.000,0.000,0.000,589.053,0.000,0.000,0.000,2502.532,0.000,0.000,589.053,589.053,0.000,0.000,139.582,0.000,0.000,0.000,589.053,0.000,0.000,139.582,0.000,0.000,0.000,589.053,0.000,0.000,139.582,9.752,6.953,9.752,4.368,-0.371,-8.711
1.300,1947924784128,2,4.161,-0.335,-8.555,-1.694,-0.004,0.461,54.892,0.000,0.000,65.838,0.000,0.000,0.000,54.892,0.000,0.000,65.838,0.000,0.000,0.000,54.892,0.000,0.000,65.838,65.838,0.000,0.000,109.710,0.000,0.000,0.000,65.838,0.000,0.000,109.710,0.000,0.000,0.000,65.838,0.000,0.000,109.710,4.181,-0.347,-8.603,4.181,-0.347,-8.603,1949838578464,1947924783960,1,0.000,4.870,-1.888,-0.350,-6.909,1923.225,0.000,0.000,457.505,0.000,0.000,0.000,0.000,0.000,0.000,457.505,0.000,0.000,0.000,1923.225,0.000,0.000,457.505,457.505,0.000,0.000,109.710,0.000,0.000,0.000,457.505,0.000,0.000,109.710,0.000,0.000,0.000,457.505,0.000,0.000,109.710,9.572,7.206,9.572,4.181,-0.347,-8.603
1.400,1947924784128,2,3.951,-0.328,-8.405,-1.740,0.004,0.577,51.388,0.000,0.000,57.074,0.000,0.000,0.000,51.388,0.000,0.000,57.074,0.000,0.000,0.000,51.388,0.000,0.000,57.074,57.074,0.000,0.000,87.792,0.000,0.000,0.000,57.074,0.000,0.000,87.792,0.000,0.000,0.000,57.074,0.000,0.000,87.792,3.831,-0.308,-8.103,3.831,-0.308,-8.103,1949838578464,1947924783960,1,0.000,4.890,-2.124,-0.315,-6.391,1519.073,0.000,0.000,363.466,0.000,0.000,0.000,0.000,0.000,0.000,363.466,0.000,0.000,0.000,1519.073,0.000,0.000,363.466,363.466,0.000,0.000,87.792,0.000,0.000,0.000,363.466,0.000,0.000,87.792,0.000,0.000,0.000,363.466,0.000,0.000,87.792,8.968,7.290,8.968,3.831,-0.308,-8.103
1.500,1947924784128,2,3.753,-0.326,-8.288,-1.765,0.006,0.638,48.301,0.000,0.000,49.949,0.000,0.000,0.000,48.301,0.000,0.000,49.949,0.000,0.000,0.000,48.301,0.000,0.000,49.949,49.949,0.000,0.000,71.345,0.000,0.000,0.000,49.949,0.000,0.000,71.345,0.000,0.000,0.000,49.949,0.000,0.000,71.345,3.680,-0.320,-8.103,3.680,-0.320,-8.103,1949838578464,1947924783960,1,0.000,4.880,-2.211,-0.307,-6.133,1201.031,0.000,0.000,291.095,0.000,0.000,0.000,0.000,0.000,0.000,291.095,0.000,0.000,0.000,1201.031,0.000,0.000,291.095,291.095,0.000,0.000,71.345,0.000,0.000,0.000,291.095,0.000,0.000,71.345,0.000,0.000,0.000,291.095,0.000,0.000,71.345,8.905,7.158,8.905,3.680,-0.320,-8.103
1.600,1947924784128,2,3.652,-0.291,-8.386,-1.692,0.039,0.481,45.563,0.000,0.000,44.079,0.000,0.000,0.000,45.563,0.000,0.000,44.079,0.000,0.000,0.000,45.563,0.000,0.000,44.079,44.079,0.000,0.000,58.764,0.000,0.000,0.000,44.079,0.000,0.000,58.764,0.000,0.000,0.000,44.079,0.000,0.000,58.764,3.905,-0.173,-8.934,3.905,-0.173,-8.934,1949838578464,1947924783960,1,0.000,4.900,-1.933,-0.161,-6.798,976.425,0.000,0.000,238.000,0.000,0.000,0.000,0.000,0.000,0.000,238.000,0.000,0.000,0.000,976.425,0.000,0.000,238.000,238.000,0.000,0.000,58.764,0.000,0.000,0.000,238.000,0.000,0.000,58.764,0.000,0.000,0.000,238.000,0.000,0.000,58.764,9.752,8.266,9.752,3.905,-0.173,-8.934
1.700,1947924784128,2,3.520,-0.300,-8.442,-1.658,0.027,0.387,43.116,0.000,0.000,39.186,0.000,0.000,0.000,43.116,0.000,0.000,39.186,0.000,0.000,0.000,43.116,0.000,0.000,39.186,39.186,0.000,0.000,48.976,0.000,0.000,0.000,39.186,0.000,0.000,48.976,0.000,0.000,0.000,39.186,0.000,0.000,48.976,3.657,-0.349,-8.821,3.657,-0.349,-8.821,1949838578464,1947924783960,1,0.000,4.840,-1.686,-0.215,-7.228,772.090,0.000,0.000,192.971,0.000,0.000,0.000,0.000,0.000,0.000,192.971,0.000,0.000,0.000,772.090,0.000,0.000,192.971,192.971,0.000,0.000,48.976,0.000,0.000,0.000,192.971,0.000,0.000,48.976,0.000,0.000,0.000,192.971,0.000,0.000,48.976,9.555,6.982,9.555,3.657,-0.349,-8.821
1.800,1947924784128,2,3.389,-0.316,-8.512,-1.628,0.011,0.293,40.918,0.000,0.000,35.065,0.000,0.000,0.000,40.918,0.000,0.000,35.065,0.000,0.000,0.000,40.918,0.000,0.000,35.065,35.065,0.000,0.000,41.247,0.000,0.000,0.000,35.065,0.000,0.000,41.247,0.000,0.000,0.000,35.065,0.000,0.000,41.247,3.524,-0.388,-8.934,3.524,-0.388,-8.934,1949838578464,1947924783960,1,0.000,4.730,-1.381,-0.282,-7.652,600.500,0.000,0.000,155.919,0.000,0.000,0.000,0.000,0.000,0.000,155.919,0.000,0.000,0.000,600.500,0.000,0.000,155.919,155.919,0.000,0.000,41.247,0.000,0.000,0.000,155.919,0.000,0.000,41.247,0.000,0.000,0.000,155.919,0.000,0.000,41.247,9.612,6.629,9.612,3.524,-0.388,-8.934
1.900,1947924784128,2,3.259,-0.335,-8.593,-1.602,-0.005,0.204,38.933,0.000,0.000,31.560,0.000,0.000,0.000,38.933,0.000,0.000,31.560,0.000,0.000,0.000,38.933,0.000,0.000,31.560,31.560,0.000,0.000,35.063,0.000,0.000,0.000,31.560,0.000,0.000,35.063,0.000,0.000,0.000,31.560,0.000,0.000,35.063,3.395,-0.421,-9.050,3.395,-0.421,-9.050,1949838578464,1947924783960,1,0.000,4.570,-1.017,-0.349,-8.049,457.427,0.000,0.000,125.179,0.000,0.000,0.000,0.000,0.000,0.000,125.179,0.000,0.000,0.000,457.427,0.000,0.000,125.179,125.179,0.000,0.000,35.063,0.000,0.000,0.000,125.179,0.000,0.000,35.063,0.000,0.000,0.000,125.179,0.000,0.000,35.063,9.675,6.686,9.675,3.395,-0.421,-9.050
2.000,1947924784128,2,3.123,-0.345,-8.619,-1.583,-0.012,0.168,37.131,0.000,0.000,28.557,0.000,0.000,0.000,37.131,0.000,0.000,28.557,0.000,0.000,0.000,37.131,0.000,0.000,28.557,28.557,0.000,0.000,30.056,0.000,0.000,0.000,28.557,0.000,0.000,30.056,0.000,0.000,0.000,28.557,0.000,0.000,30.056,3.227,-0.383,-8.821,3.227,-0.383,-8.821,1949838578464,1947924783960,1,0.000,4.520,-0.867,-0.375,-8.194,371.924,0.000,0.000,104.298,0.000,0.000,0.000,0.000,0.000,0.000,104.298,0.000,0.000,0.000,371.924,0.000,0.000,104.298,104.298,0.000,0.000,30.056,0.000,0.000,0.000,104.298,0.000,0.000,30.056,0.000,0.000,0.000,104.298,0.000,0.000,30.056,9.400,6.500,9.400,3.227,-0.383,-8.821
2.100,1947924784128,2,2.971,-0.345,-8.591,-1.578,-0.011,0.177,35.487,0.000,0.000,25.962,0.000,0.000,0.000,35.487,0.000,0.000,25.962,0.000,0.000,0.000,35.487,0.000,0.000,25.962,25.962,0.000,0.000,25.959,0.000,0.000,0.000,25.962,0.000,0.000,25.959,0.000,0.000,0.000,25.962,0.000,0.000,25.959,3.005,-0.342,-8.540,3.005,-0.342,-8.540,1949838578464,1947924783960,1,0.000,4.560,-0.911,-0.373,-8.157,320.314,0.000,0.000,89.821,0.000,0.000,0.000,0.000,0.000,0.000,89.821,0.000,0.000,0.000,320.314,0.000,0.000,89.821,89.821,0.000,0.000,25.959,0.000,0.000,0.000,89.821,0.000,0.000,25.959,0.000,0.000,0.000,89.821,0.000,0.000,25.959,9.059,6.714,9.059,3.005,-0.342,-8.540
2.200,1947924784128,2,2.819,-0.343,-8.558,-1.574,-0.009,0.187,33.983,0.000,0.000,23.705,0.000,0.000,0.000,33.983,0.000,0.000,23.705,0.000,0.000,0.000,33.983,0.000,0.000,23.705,23.705,0.000,0.000,22.574,0.000,0.000,0.000,23.705,0.000,0.000,22.574,0.000,0.000,0.000,23.705,0.000,0.000,22.574,2.847,-0.329,-8.483,2.847,-0.329,-8.483,1949838578464,1947924783960,1,0.000,4.600,-0.959,-0.366,-8.109,277.797,0.000,0.000,77.884,0.000,0.000,0.000,0.000,0.000,0.000,77.884,0.000,0.000,0.000,277.797,0.000,0.000,77.884,77.884,0.000,0.000,22.574,0.000,0.000,0.000,77.884,0.000,0.000,22.574,0.000,0.000,0.000,77.884,0.000,0.000,22.574,8.954,6.494,8.954,2.847,-0.329,-8.483
2.300,1947924784128,2,2.626,-0.346,-8.438,-1.598,-0.011,0.255,32.601,0.000,0.000,21.731,0.000,0.000,0.000,32.601,0.000,0.000,21.731,0.000,0.000,0.000,32.601,0.000,0.000,21.731,21.731,0.000,0.000,19.753,0.000,0.000,0.000,21.731,0.000,0.000,19.753,0.000,0.000,0.000,21.731,0.000,0.000,19.753,2.442,-0.356,-7.919,2.442,-0.356,-7.919,1949838578464,1947924783960,1,0.000,4.720,-1.241,-0.372,-7.822,253.461,0.000,0.000,69.534,0.000,0.000,0.000,0.000,0.000,0.000,69.534,0.000,0.000,0.000,253.461,0.000,0.000,69.534,69.534,0.000,0.000,19.753,0.000,0.000,0.000,69.534,0.000,0.000,19.753,0.000,0.000,0.000,69.534,0.000,0.000,19.753,8.294,6.932,8.294,2.442,-0.356,-7.919
2.400,1947924784128,2,2.473,-0.358,-8.459,-1.593,-0.018,0.225,31.327,0.000,0.000,19.993,0.000,0.000,0.000,31.327,0.000,0.000,19.993,0.000,0.000,0.000,31.327,0.000,0.000,19.993,19.993,0.000,0.000,17.384,0.000,0.000,0.000,19.993,0.000,0.000,17.384,0.000,0.000,0.000,19.993,0.000,0.000,17.384,2.511,-0.419,-8.710,2.511,-0.419,-8.710,1949838578464,1947924783960,1,0.001,4.650,-1.112,-0.398,-7.953,209.299,0.000,0.000,59.106,0.000,0.000,0.000,0.000,0.000,0.000,59.106,0.000,0.000,0.000,209.299,0.000,0.000,59.106,59.106,0.000,0.000,17.384,0.000,0.000,0.000,59.106,0.000,0.000,17.384,0.000,0.000,0.000,59.106,0.000,0.000,17.384,9.075,6.887,9.075,2.511,-0.419,-8.710
2.500,1947924784128,2,2.347,-0.369,-8.584,-1.573,-0.023,0.134,30.148,0.000,0.000,18.456,0.000,0.000,0.000,30.148,0.000,0.000,18.456,0.000,0.000,0.000,30.148,0.000,0.000,18.456,18.456,0.000,0.000,15.378,0.000,0.000,0.000,18.456,0.000,0.000,15.378,0.000,0.000,0.000,18.456,0.000,0.000,15.378,2.532,-0.416,-9.416,2.532,-0.416,-9.416,1949838578464,1947924783960,1,0.000,4.440,-0.705,-0.413,-8.324,159.633,0.000,0.000,48.289,0.000,0.000,0.000,0.000,0.000,0.000,48.289,0.000,0.000,0.000,159.633,0.000,0.000,48.289,48.289,0.000,0.000,15.378,0.000,0.000,0.000,48.289,0.000,0.000,15.378,0.000,0.000,0.000,48.289,0.000,0.000,15.378,9.760,6.467,9.760,2.532,-0.416,-9.416
2.600,1947924784128,2,2.207,-0.370,-8.624,-1.563,-0.023,0.103,29.055,0.000,0.000,17.089,0.000,0.000,0.000,29.055,0.000,0.000,17.089,0.000,0.000,0.000,29.055,0.000,0.000,17.089,17.089,0.000,0.000,13.670,0.000,0.000,0.000,17.089,0.000,0.000,13.670,0.000,0.000,0.000,17.089,0.000,0.000,13.670,2.312,-0.367,-8.933,2.312,-0.367,-8.933,1949838578464,1947924783960,1,0.000,4.370,-0.559,-0.410,-8.441,132.376,0.000,0.000,41.285,0.000,0.000,0.000,0.000,0.000,0.000,41.285,0.000,0.000,0.000,132.376,0.000,0.000,41.285,41.285,0.000,0.000,13.670,0.000,0.000,0.000,41.285,0.000,0.000,13.670,0.000,0.000,0.000,41.285,0.000,0.000,13.670,9.235,6.367,9.235,2.312,-0.367,-8.933
2.700,1947924784128,2,2.050,-0.366,-8.612,-1.564,-0.019,0.104,28.038,0.000,0.000,15.869,0.000,0.000,0.000,28.038,0.000,0.000,15.869,0.000,0.000,0.000,28.038,0.000,0.000,15.869,15.869,0.000,0.000,12.206,0.000,0.000,0.000,15.869,0.000,0.000,12.206,0.000,0.000,0.000,15.869,0.000,0.000,12.206,2.040,-0.327,-8.602,2.040,-0.327,-8.602,1949838578464,1947924783960,1,0.000,4.370,-0.562,-0.398,-8.438,115.079,0.000,0.000,36.252,0.000,0.000,0.000,0.000,0.000,0.000,36.252,0.000,0.000,0.000,115.079,0.000,0.000,36.252,36.252,0.000,0.000,12.206,0.000,0.000,0.000,36.252,0.000,0.000,12.206,0.000,0.000,0.000,36.252,0.000,0.000,12.206,8.847,7.183,8.847,2.040,-0.327,-8.602
2.800,1947924784128,2,1.883,-0.373,-8.616,-1.569,-0.022,0.096,27.089,0.000,0.000,14.774,0.000,0.000,0.000,27.089,0.000,0.000,14.774,0.000,0.000,0.000,27.089,0.000,0.000,14.774,14.774,0.000,0.000,10.943,0.000,0.000,0.000,14.774,0.000,0.000,10.943,0.000,0.000,0.000,14.774,0.000,0.000,10.943,1.816,-0.405,-8.710,1.816,-0.405,-8.710,1949838578464,1947924783960,1,0.001,4.330,-0.518,-0.406,-8.469,97.916,0.000,0.000,31.518,0.000,0.000,0.000,0.000,0.000,0.000,31.518,0.000,0.000,0.000,97.916,0.000,0.000,31.518,31.518,0.000,0.000,10.943,0.000,0.000,0.000,31.518,0.000,0.000,10.943,0.000,0.000,0.000,31.518,0.000,0.000,10.943,8.907,7.113,8.907,1.816,-0.405,-8.710
2.900,1947924784128,2,1.712,-0.384,-8.592,-1.577,-0.026,0.104,26.203,0.000,0.000,13.790,0.000,0.000,0.000,26.203,0.000,0.000,13.790,0.000,0.000,0.000,26.203,0.000,0.000,13.790,13.790,0.000,0.000,9.849,0.000,0.000,0.000,13.790,0.000,0.000,9.849,0.000,0.000,0.000,13.790,0.000,0.000,9.849,1.620,-0.441,-8.498,1.620,-0.441,-8.498,1949838578464,1947924783960,1,0.001,4.330,-0.543,-0.421,-8.444,85.782,0.000,0.000,27.874,0.000,0.000,0.000,0.000,0.000,0.000,27.874,0.000,0.000,0.000,85.782,0.000,0.000,27.874,27.874,0.000,0.000,9.849,0.000,0.000,0.000,27.874,0.000,0.000,9.849,0.000,0.000,0.000,27.874,0.000,0.000,9.849,8.662,6.699,8.662,1.620,-0.441,-8.498
3.000,1947924784128,2,1.552,-0.388,-8.688,-1.578,-0.027,0.050,25.373,0.000,0.000,12.900,0.000,0.000,0.000,25.373,0.000,0.000,12.900,0.000,0.000,0.000,25.373,0.000,0.000,12.900,12.900,0.000,0.000,8.896,0.000,0.000,0.000,12.900,0.000,0.000,8.896,0.000,0.000,0.000,12.900,0.000,0.000,8.896,1.532,-0.401,-9.416,1.532,-0.401,-9.416,1949838578464,1947924783960,1,0.001,4.150,-0.263,-0.420,-8.630,66.809,0.000,0.000,23.131,0.000,0.000,0.000,0.000,0.000,0.000,23.131,0.000,0.000,0.000,66.809,0.000,0.000,23.131,23.131,0.000,0.000,8.896,0.000,0.000,0.000,23.131,0.000,0.000,8.896,0.000,0.000,0.000,23.131,0.000,0.000,8.896,9.548,6.031,9.548,1.532,-0.401,-9.416
