time,id,class_id,confidence,x_min,x_max,y_min,y_max,border_left,border_right,border_top,border_bottom,pattern,matched
1.560,2457826657056,7,0.992,984.000,1242.000,476.000,661.000,1,1,1,1,0,True
1.560,2457826657000,7,0.895,640.000,902.000,616.000,719.000,1,1,1,2,0,True
1.560,2457826657112,7,0.674,447.000,620.000,340.000,472.000,1,1,1,1,0,False
1.560,2457826657168,7,0.595,720.000,892.000,239.000,391.000,1,1,1,1,0,True
1.560,2457826657224,7,0.284,394.000,573.000,239.000,340.000,1,1,1,1,0,False
1.600,2457826657672,7,0.999,547.000,755.000,415.000,573.000,1,1,1,1,0,True
1.600,2457826657728,7,0.994,989.000,1246.000,482.000,673.000,1,1,1,1,0,True
1.600,2457826657784,7,0.604,616.000,894.000,621.000,719.000,1,1,1,2,0,True
1.600,2457826657840,7,0.579,721.000,893.000,239.000,393.000,1,1,1,1,0,True
1.600,2457826657896,7,0.577,472.000,644.000,355.000,468.000,1,1,1,1,0,False
1.600,2457826657952,7,0.309,399.000,573.000,247.000,342.000,1,1,1,1,0,False
1.600,2457826658008,7,0.258,512.000,720.000,389.000,480.000,1,1,1,1,0,False
1.640,2457826658568,7,1.000,548.000,763.000,413.000,580.000,1,1,1,1,0,True
1.640,2457826658680,7,0.988,988.000,1256.000,486.000,682.000,1,2,1,1,0,True
1.640,2457826658624,7,0.478,472.000,649.000,354.000,468.000,1,1,1,1,0,False
1.640,2457826658736,7,0.418,727.000,895.000,246.000,393.000,1,1,1,1,0,True
1.640,2457826658792,7,0.326,391.000,563.000,245.000,351.000,1,1,1,1,0,False
1.640,2457826658848,7,0.282,660.000,881.000,641.000,721.000,1,1,1,3,0,True
1.680,2457826659296,7,1.000,547.000,769.000,414.000,589.000,1,1,1,1,0,True
1.680,2457826659352,7,0.988,997.000,1258.000,499.000,694.000,1,2,1,2,0,True
1.680,2457826659408,7,0.712,482.000,639.000,351.000,479.000,1,1,1,1,0,False
1.680,2457826659464,7,0.628,726.000,900.000,249.000,396.000,1,1,1,1,0,True
1.680,2457826659520,7,0.384,664.000,881.000,651.000,723.000,1,1,1,3,0,True
1.680,2457826659576,7,0.277,389.000,566.000,244.000,350.000,1,1,1,1,0,False
1.720,2457826660080,6,0.415,743.000,921.000,256.000,399.000,1,1,1,1,0,False
1.720,2457826660136,7,0.999,558.000,769.000,424.000,598.000,1,1,1,1,0,True
1.720,2457826660192,7,0.984,997.000,1266.000,503.000,695.000,1,2,1,2,0,True
1.720,2457826660248,7,0.768,479.000,656.000,368.000,488.000,1,1,1,1,0,False
1.720,2457826660304,7,0.718,742.000,918.000,251.000,401.000,1,1,1,1,0,True
1.720,2457826619464,7,0.382,535.000,763.000,396.000,501.000,1,1,1,1,0,False
1.720,2457826619520,7,0.355,420.000,599.000,268.000,379.000,1,1,1,1,0,False
1.760,2457826620080,6,0.363,745.000,922.000,262.000,403.000,1,1,1,1,0,False
1.760,2457826620192,7,0.998,560.000,770.000,433.000,604.000,1,1,1,1,0,True
1.760,2457826620136,7,0.977,1006.000,1271.000,508.000,711.000,1,2,1,2,0,True
1.760,2457826620248,7,0.862,480.000,648.000,349.000,489.000,1,1,1,1,0,False
1.760,2457826620304,7,0.687,748.000,919.000,264.000,406.000,1,1,1,1,0,True
1.760,2457826620360,7,0.370,408.000,590.000,260.000,382.000,1,1,1,1,0,False
1.760,2457826620416,7,0.309,528.000,753.000,389.000,497.000,1,1,1,1,0,False
1.800,2457826621144,7,0.994,561.000,773.000,441.000,610.000,1,1,1,1,0,True
1.800,2457826621256,7,0.986,1015.000,1282.000,514.000,711.000,1,3,1,2,0,True
1.800,2457826621200,7,0.876,754.000,925.000,264.000,412.000,1,1,1,1,0,True
1.800,2457826621312,7,0.851,478.000,658.000,346.000,501.000,1,1,1,1,0,True
1.800,2457826621368,7,0.308,411.000,590.000,266.000,385.000,1,1,1,1,0,False
1.840,2457826621928,7,0.995,567.000,781.000,445.000,617.000,1,1,1,1,0,True
1.840,2457826621816,7,0.985,1016.000,1286.000,518.000,714.000,1,3,1,2,0,True
