time,id,x_min_p,x_max_p,y_min_p,y_max_p,x_min_m,x_max_m,y_min_m,y_max_m,x_min_c,x_max_c,y_min_c,y_max_c,vx_min_p,vx_max_p,vy_min_p,vy_max_p,vx_min_c,vx_max_c,vy_min_c,vy_max_c,distance,do_c1,do_c2,do_c3,do_c4,do_c5,do_c6,do_c7,do_c8,io_c1,io_c2,io_c3,io_c4,io_c5,io_c6,io_c7,io_c8,confidence
16.360,13,578.243,796.271,366.285,564.664,582.000,795.000,373.000,574.000,579.624,796.838,369.870,569.287,9.416,33.599,33.599,65.762,10.312,32.906,57.741,67.540,0.026,0.14,0.01,0.00,0.02,0.06,0.38,0.19,0.19,0.17,0.03,0.00,0.00,0.10,0.37,0.23,0.10,0.97
16.360,19,1086.501,1280.400,505.366,717.043,1089.000,1282.000,512.000,722.000,1088.676,1281.787,510.344,722.003,42.249,26.705,26.705,124.105,46.037,29.195,81.937,124.072,0.019,0.06,0.01,0.01,0.02,0.17,0.51,0.16,0.05,0.06,0.02,0.01,0.02,0.16,0.51,0.16,0.07,0.91
16.360,18,330.567,425.351,186.670,237.913,330.000,423.000,189.000,241.000,330.152,424.237,187.234,238.635,-8.724,-14.562,-14.562,-7.381,-8.789,-15.090,-4.136,-6.372,0.034,0.29,0.06,0.01,0.00,0.09,0.29,0.09,0.18,0.11,0.02,0.00,0.00,0.07,0.49,0.13,0.17,0.32
16.400,13,580.037,798.154,372.180,571.989,581.000,794.000,376.000,575.000,580.613,797.844,374.939,574.783,10.312,32.906,32.906,67.540,10.458,31.456,58.141,67.622,0.014,0.13,0.01,0.01,0.02,0.05,0.40,0.19,0.20,0.17,0.03,0.00,0.00,0.10,0.37,0.23,0.10,1.00
16.400,19,1090.517,1282.955,513.621,726.966,1105.000,1279.000,521.000,722.000,1099.229,1281.338,519.128,726.532,46.037,29.195,29.195,124.072,89.948,11.402,96.183,89.584,0.038,0.04,0.01,0.01,0.02,0.17,0.53,0.17,0.05,0.06,0.02,0.01,0.02,0.16,0.51,0.16,0.07,0.93
16.400,18,329.801,423.633,187.069,238.380,329.000,425.000,189.000,240.000,329.314,423.622,187.533,238.688,-8.789,-15.090,-15.090,-6.372,-8.922,-14.507,-3.515,-5.817,0.023,0.29,0.05,0.00,0.00,0.07,0.30,0.09,0.20,0.11,0.02,0.00,0.00,0.07,0.49,0.13,0.17,0.28
16.440,13,581.031,799.103,377.264,577.487,575.000,797.000,380.000,583.000,579.533,799.362,379.712,581.027,10.458,31.456,31.456,67.622,8.748,30.564,58.250,68.367,0.020,0.13,0.02,0.01,0.02,0.06,0.42,0.17,0.17,0.17,0.03,0.00,0.00,0.10,0.37,0.23,0.10,1.00
16.440,19,1102.827,1281.794,522.975,730.116,1116.000,1276.000,526.000,725.000,1111.204,1279.131,526.412,729.357,89.948,11.402,11.402,89.584,115.596,-5.341,93.980,66.282,0.036,0.04,0.02,0.01,0.02,0.19,0.51,0.17,0.04,0.06,0.02,0.01,0.02,0.16,0.51,0.16,0.07,0.83
16.440,18,328.957,423.042,187.393,238.456,328.000,425.000,190.000,241.000,328.420,423.224,188.077,239.057,-8.922,-14.507,-14.507,-5.817,-9.098,-13.761,-2.708,-5.002,0.033,0.29,0.05,0.01,0.00,0.08,0.30,0.09,0.18,0.11,0.02,0.00,0.00,0.07,0.49,0.13,0.17,0.27
16.480,13,579.883,800.584,382.042,583.761,581.000,809.000,385.000,596.000,580.461,803.945,384.559,589.321,8.748,30.564,30.564,68.367,8.952,32.472,58.417,70.887,0.030,0.13,0.01,0.00,0.02,0.05,0.42,0.18,0.19,0.17,0.03,0.00,0.00,0.10,0.37,0.23,0.10,0.99
16.480,19,1115.828,1278.917,530.171,732.009,1118.000,1279.000,528.000,727.000,1119.314,1278.841,531.179,731.106,115.596,-5.341,-5.341,66.282,110.361,-4.708,81.316,49.926,0.012,0.04,0.01,0.01,0.02,0.19,0.51,0.16,0.05,0.06,0.02,0.01,0.02,0.16,0.51,0.16,0.07,0.67
16.480,21,194.000,287.000,180.000,237.000,195.000,299.000,174.000,238.000,194.988,298.852,174.074,237.988,0.000,0.000,0.000,0.000,3.453,41.435,-20.718,3.453,0.066,0.16,0.05,0.02,0.00,0.16,0.33,0.15,0.11,0.17,0.08,0.06,0.01,0.13,0.29,0.11,0.13,0.28
16.480,18,328.056,422.673,187.969,238.857,331.000,423.000,190.000,241.000,328.685,422.386,188.502,239.360,-9.098,-13.761,-13.761,-5.002,-8.134,-13.506,-2.085,-4.319,0.029,0.28,0.05,0.01,0.00,0.07,0.30,0.09,0.21,0.11,0.02,0.00,0.00,0.07,0.49,0.13,0.17,0.28
16.520,13,580.819,805.244,386.895,592.156,583.000,817.000,392.000,607.000,581.719,809.651,390.055,598.561,8.952,32.472,32.472,70.887,9.435,35.244,59.151,74.071,0.040,0.14,0.01,0.00,0.02,0.06,0.42,0.18,0.17,0.17,0.03,0.00,0.00,0.10,0.37,0.23,0.10,0.98
16.520,19,1123.729,1278.653,534.431,733.103,1131.000,1280.000,526.000,729.000,1129.389,1279.134,532.588,732.439,110.361,-4.708,-4.708,49.926,115.361,-2.021,60.867,39.249,0.030,0.05,0.02,0.01,0.02,0.21,0.52,0.13,0.04,0.06,0.02,0.01,0.02,0.16,0.51,0.16,0.07,0.47
16.520,18,328.359,421.846,188.419,239.187,332.000,432.000,183.000,242.000,329.223,424.512,186.736,239.909,-8.134,-13.506,-13.506,-4.319,-6.986,-10.411,-3.629,-3.455,0.077,0.23,0.04,0.01,0.00,0.08,0.34,0.13,0.17,0.11,0.02,0.00,0.00,0.07,0.49,0.13,0.17,0.37
16.520,21,195.126,300.509,173.245,238.126,193.000,297.000,170.000,239.000,193.936,299.137,171.000,238.696,3.453,41.435,41.435,3.453,-1.038,31.185,-25.512,4.913,0.029,0.15,0.04,0.04,0.00,0.20,0.32,0.15,0.10,0.17,0.08,0.06,0.01,0.13,0.29,0.11,0.13,0.29
16.560,13,582.096,811.061,392.421,601.524,583.000,819.000,399.000,621.000,582.630,814.411,396.039,609.395,9.435,35.244,35.244,74.071,9.575,36.976,60.268,78.449,0.041,0.14,0.01,0.00,0.02,0.05,0.41,0.19,0.18,0.17,0.03,0.00,0.00,0.10,0.37,0.23,0.10,0.97
16.560,18,328.944,424.096,186.591,239.771,328.000,432.000,181.000,243.000,328.465,426.172,184.814,240.642,-6.986,-10.411,-10.411,-3.455,-7.177,-8.019,-5.195,-2.487,0.065,0.22,0.04,0.01,0.00,0.08,0.36,0.13,0.17,0.11,0.02,0.00,0.00,0.07,0.49,0.13,0.17,0.40
16.560,19,1134.004,1279.053,535.023,734.009,1137.000,1281.000,533.000,727.000,1137.948,1279.812,535.612,732.028,115.361,-2.021,-2.021,39.249,112.986,0.956,54.321,26.651,0.020,0.04,0.02,0.01,0.02,0.20,0.55,0.12,0.04,0.06,0.02,0.01,0.02,0.16,0.51,0.16,0.07,0.38
16.560,21,193.895,300.385,169.979,238.892,192.000,299.000,169.000,240.000,192.984,300.397,168.978,239.516,-1.038,31.185,31.185,4.913,-3.941,27.062,-25.447,6.341,0.015,0.14,0.03,0.03,0.00,0.20,0.33,0.18,0.08,0.17,0.08,0.06,0.01,0.13,0.29,0.11,0.13,0.37
16.600,13,583.013,815.890,398.450,612.533,585.000,820.000,410.000,617.000,583.873,818.151,403.577,616.066,9.575,36.976,36.976,78.449,10.000,37.673,62.691,78.802,0.025,0.13,0.01,0.00,0.02,0.07,0.41,0.19,0.17,0.17,0.03,0.00,0.00,0.10,0.37,0.23,0.10,1.00
16.600,18,328.178,425.852,184.606,240.542,333.000,431.000,183.000,243.000,329.421,427.169,183.980,241.209,-7.177,-8.019,-8.019,-2.487,-5.718,-6.456,-5.594,-1.756,0.044,0.23,0.03,0.01,0.00,0.07,0.36,0.12,0.18,0.11,0.02,0.00,0.00,0.07,0.49,0.13,0.17,0.36
16.600,21,192.826,301.480,167.960,239.770,193.000,298.000,167.000,240.000,192.808,300.643,166.967,240.014,-3.941,27.062,27.062,6.341,-3.490,20.844,-25.368,6.309,0.013,0.13,0.03,0.02,0.00,0.22,0.33,0.21,0.06,0.17,0.08,0.06,0.01,0.13,0.29,0.11,0.13,0.34
16.640,13,584.273,819.658,406.084,619.218,583.000,820.000,412.000,625.000,584.176,820.819,409.605,623.152,10.000,37.673,37.673,78.802,9.556,37.364,63.595,79.499,0.015,0.12,0.01,0.00,0.02,0.06,0.43,0.19,0.17,0.17,0.03,0.00,0.00,0.10,0.37,0.23,0.10,0.98
16.640,18,329.192,426.910,183.756,241.138,331.000,431.000,183.000,243.000,329.573,427.953,183.373,241.646,-5.718,-6.456,-6.456,-1.756,-5.139,-5.221,-5.745,-1.208,0.026,0.22,0.03,0.00,0.00,0.06,0.36,0.14,0.19,0.11,0.02,0.00,0.00,0.07,0.49,0.13,0.17,0.41
16.640,21,192.668,301.477,165.952,240.266,195.000,302.000,165.000,240.000,193.508,302.188,164.962,240.313,-3.490,20.844,20.844,6.309,-0.469,20.464,-25.291,5.675,0.011,0.13,0.02,0.01,0.00,0.23,0.32,0.20,0.08,0.17,0.08,0.06,0.01,0.13,0.29,0.11,0.13,0.38
16.640,20,240.351,347.568,168.892,239.054,378.000,472.000,189.000,239.000,376.603,470.749,188.795,239.005,-129.730,-86.486,-86.486,10.811,202.822,211.268,27.207,9.678,0.683,0.21,0.00,0.00,0.00,0.03,0.35,0.18,0.22,0.41,0.10,0.01,0.00,0.09,0.27,0.04,0.08,0.25
16.680,13,584.558,822.313,412.149,626.331,590.000,835.000,420.000,648.000,586.444,827.134,416.270,635.007,9.556,37.364,37.364,79.499,10.898,40.332,65.002,84.401,0.054,0.14,0.01,0.00,0.02,0.06,0.42,0.19,0.16,0.17,0.03,0.00,0.00,0.10,0.37,0.23,0.10,0.98
16.680,21,193.489,303.006,163.950,240.540,197.000,297.000,171.000,240.000,194.817,301.222,166.014,240.474,-0.469,20.464,20.464,5.675,3.438,12.911,-16.370,4.826,0.046,0.10,0.02,0.01,0.00,0.19,0.37,0.24,0.06,0.17,0.08,0.06,0.01,0.13,0.29,0.11,0.13,0.40
16.680,18,329.367,427.745,183.143,241.598,330.000,427.000,188.000,242.000,329.413,427.375,184.435,241.684,-5.139,-5.221,-5.221,-1.208,-4.902,-5.372,-4.308,-1.080,0.026,0.27,0.03,0.00,0.00,0.06,0.32,0.11,0.20,0.11,0.02,0.00,0.00,0.07,0.49,0.13,0.17,0.38
16.720,13,586.880,828.748,418.870,638.383,594.000,828.000,426.000,651.000,589.302,829.659,422.817,644.505,10.898,40.332,40.332,84.401,12.670,39.706,66.203,86.851,0.031,0.14,0.01,0.00,0.02,0.06,0.39,0.20,0.17,0.17,0.03,0.00,0.00,0.10,0.37,0.23,0.10,0.99
16.720,21,194.954,301.738,165.359,240.667,199.000,299.000,173.000,238.000,196.541,301.047,167.781,239.800,3.438,12.911,12.911,4.826,7.367,9.639,-8.029,1.950,0.050,0.10,0.02,0.01,0.00,0.17,0.38,0.22,0.09,0.17,0.08,0.06,0.01,0.13,0.29,0.11,0.13,0.44
16.720,18,329.216,427.161,184.262,241.641,335.000,430.000,189.000,241.000,330.808,427.859,185.558,241.419,-4.902,-5.372,-5.372,-1.080,-3.220,-4.513,-2.927,-1.248,0.045,0.27,0.02,0.00,0.00,0.05,0.34,0.14,0.18,0.11,0.02,0.00,0.00,0.07,0.49,0.13,0.17,0.36
16.720,20,392.829,487.651,190.971,239.779,378.000,471.000,193.000,239.000,386.640,480.454,192.646,239.439,202.822,211.268,211.268,9.678,172.699,178.310,28.442,8.147,0.097,0.17,0.01,0.00,0.00,0.03,0.35,0.23,0.22,0.41,0.10,0.01,0.00,0.09,0.27,0.04,0.08,0.25
16.760,13,589.809,831.247,425.465,647.979,594.000,829.000,428.000,654.000,591.411,831.696,428.079,652.210,12.670,39.706,39.706,86.851,13.647,38.689,66.173,87.526,0.016,0.13,0.02,0.01,0.02,0.07,0.40,0.19,0.16,0.17,0.03,0.00,0.00,0.10,0.37,0.23,0.10,0.98
16.760,21,196.836,301.433,167.460,239.878,198.000,298.000,170.000,239.000,197.446,300.434,168.176,239.609,7.367,9.639,9.639,1.950,8.163,6.142,-5.408,1.075,0.023,0.09,0.02,0.01,0.00,0.21,0.38,0.24,0.06,0.17,0.08,0.06,0.01,0.13,0.29,0.11,0.13,0.32
16.800,13,591.957,833.243,430.726,655.711,599.000,841.000,437.000,652.000,594.434,836.636,434.451,657.069,13.647,38.689,38.689,87.526,15.370,40.335,67.135,85.614,0.026,0.12,0.01,0.00,0.02,0.07,0.42,0.20,0.16,0.17,0.03,0.00,0.00,0.10,0.37,0.23,0.10,1.00
16.800,21,197.772,300.680,167.960,239.652,199.000,296.000,173.000,239.000,198.419,299.176,169.611,239.448,8.163,6.142,6.142,1.075,8.918,2.018,-1.008,0.493,0.034,0.09,0.01,0.00,0.00,0.17,0.38,0.27,0.07,0.17,0.08,0.06,0.01,0.13,0.29,0.11,0.13,0.43
16.800,18,330.550,427.498,185.324,241.319,324.000,418.000,192.000,243.000,328.109,423.961,187.654,241.893,-3.220,-4.513,-4.513,-1.248,-5.362,-7.621,-0.661,-0.671,0.079,0.31,0.03,0.00,0.00,0.04,0.33,0.10,0.19,0.11,0.02,0.00,0.00,0.07,0.49,0.13,0.17,0.32
16.840,13,595.049,838.250,437.136,660.493,600.000,838.000,440.000,663.000,596.952,839.309,439.875,663.645,15.370,40.335,40.335,85.614,16.519,39.841,67.182,85.371,0.011,0.12,0.01,0.00,0.02,0.07,0.42,0.19,0.16,0.17,0.03,0.00,0.00,0.10,0.37,0.23,0.10,1.00
16.840,21,198.776,299.256,169.571,239.468,200.000,299.000,172.000,238.000,199.435,299.219,170.392,238.969,8.918,2.018,2.018,0.493,9.584,1.759,0.890,-0.650,0.018,0.08,0.03,0.01,0.00,0.18,0.38,0.24,0.08,0.17,0.08,0.06,0.01,0.13,0.29,0.11,0.13,0.45
16.840,18,327.894,423.656,187.627,241.866,325.000,418.000,192.000,242.000,326.796,421.588,189.051,241.892,-5.362,-7.621,-7.621,-0.671,-6.175,-9.245,0.674,-0.622,0.043,0.33,0.03,0.00,0.00,0.04,0.32,0.12,0.15,0.11,0.02,0.00,0.00,0.07,0.49,0.13,0.17,0.35
16.880,13,597.613,840.903,442.562,667.060,598.000,843.000,453.000,678.000,598.192,842.646,447.553,672.711,16.519,39.841,39.841,85.371,16.447,39.975,69.237,87.366,0.026,0.13,0.01,0.00,0.02,0.07,0.41,0.20,0.16,0.17,0.03,0.00,0.00,0.10,0.37,0.23,0.10,0.99
16.880,21,199.819,299.290,170.428,238.943,199.000,303.000,169.000,238.000,199.789,300.610,169.961,238.602,9.584,1.759,1.759,-0.650,8.733,4.339,-0.147,-1.299,0.020,0.09,0.04,0.01,0.00,0.21,0.35,0.22,0.10,0.17,0.08,0.06,0.01,0.13,0.29,0.11,0.13,0.46
16.880,18,326.549,421.218,189.078,241.867,326.000,417.000,194.000,241.000,326.207,419.638,190.644,241.577,-6.175,-9.245,-9.245,-0.622,-6.263,-10.355,2.087,-0.866,0.040,0.33,0.03,0.00,0.00,0.04,0.32,0.12,0.16,0.11,0.02,0.00,0.00,0.07,0.49,0.13,0.17,0.31
16.920,13,598.850,844.245,450.322,676.206,602.000,849.000,461.000,687.000,600.249,846.782,455.442,681.870,16.447,39.975,39.975,87.366,17.107,40.811,71.333,89.301,0.032,0.13,0.01,0.01,0.02,0.08,0.40,0.19,0.16,0.17,0.03,0.00,0.00,0.10,0.37,0.23,0.10,0.99
16.920,21,200.139,300.783,169.955,238.550,201.000,302.000,165.000,238.000,200.661,301.310,168.275,238.329,8.733,4.339,4.339,-1.299,9.069,5.024,-3.398,-1.626,0.025,0.08,0.03,0.01,0.00,0.25,0.35,0.21,0.08,0.17,0.08,0.06,0.01,0.13,0.29,0.11,0.13,0.25
16.960,13,600.933,848.415,458.296,685.442,600.000,859.000,470.000,698.000,601.137,852.708,463.780,691.685,17.107,40.811,40.811,89.301,16.679,43.185,73.680,91.683,0.038,0.12,0.01,0.00,0.02,0.07,0.41,0.20,0.17,0.17,0.03,0.00,0.00,0.10,0.37,0.23,0.10,0.98
16.960,21,201.024,301.511,168.139,238.264,201.000,304.000,167.000,237.000,201.258,302.476,167.668,237.799,9.069,5.024,5.024,-1.626,8.832,6.425,-4.012,-2.361,0.015,0.09,0.03,0.01,0.00,0.21,0.37,0.17,0.12,0.17,0.08,0.06,0.01,0.13,0.29,0.11,0.13,0.33
16.960,18,325.706,418.810,190.811,241.508,319.000,411.000,195.000,241.000,323.087,415.682,192.401,241.300,-6.263,-10.355,-10.355,-0.866,-8.413,-12.819,3.455,-1.023,0.062,0.34,0.04,0.01,0.00,0.04,0.34,0.09,0.13,0.11,0.02,0.00,0.00,0.07,0.49,0.13,0.17,0.25
17.000,13,601.804,854.435,466.727,695.352,598.000,863.000,477.000,706.000,601.142,858.195,471.851,701.094,16.679,43.185,43.185,91.683,15.493,44.998,75.622,93.534,0.035,0.13,0.01,0.00,0.02,0.07,0.42,0.19,0.16,0.17,0.03,0.00,0.00,0.10,0.37,0.23,0.10,0.92
17.000,21,201.611,302.733,167.507,237.704,202.000,302.000,175.000,238.000,201.976,302.663,169.873,237.739,8.832,6.425,6.425,-2.361,8.853,5.857,0.375,-2.137,0.031,0.09,0.03,0.00,0.00,0.15,0.41,0.23,0.09,0.17,0.08,0.06,0.01,0.13,0.29,0.11,0.13,0.37
17.040,13,601.762,859.995,474.876,704.836,600.000,869.000,484.000,714.000,601.674,863.936,479.714,710.189,15.493,44.998,44.998,93.534,14.862,46.908,77.239,94.972,0.030,0.12,0.01,0.00,0.02,0.07,0.43,0.19,0.16,0.17,0.03,0.00,0.00,0.10,0.37,0.23,0.10,0.90
17.040,21,202.330,302.897,169.888,237.653,198.000,305.000,169.000,239.000,201.154,303.742,169.608,238.036,8.853,5.857,5.857,-2.137,6.325,6.865,-0.112,-1.364,0.024,0.11,0.03,0.01,0.00,0.20,0.36,0.18,0.12,0.17,0.08,0.06,0.01,0.13,0.29,0.11,0.13,0.40
17.040,18,322.414,414.657,192.677,241.218,322.000,413.000,197.000,243.000,322.047,413.698,194.447,241.888,-8.413,-12.819,-12.819,-1.023,-8.440,-13.219,4.917,-0.387,0.037,0.34,0.03,0.00,0.00,0.06,0.37,0.08,0.11,0.11,0.02,0.00,0.00,0.07,0.49,0.13,0.17,0.30
17.040,20,441.904,537.513,201.747,242.046,386.000,476.000,196.000,241.000,400.556,491.908,197.596,241.318,172.699,178.310,178.310,8.147,105.147,104.484,21.037,6.671,0.349,0.20,0.03,0.01,0.00,0.01,0.31,0.16,0.29,0.41,0.10,0.01,0.00,0.09,0.27,0.04,0.08,0.29
17.080,13,602.268,865.813,482.803,713.988,587.000,869.000,489.000,721.000,598.148,868.079,486.816,718.742,14.862,46.908,46.908,94.972,10.656,47.256,78.063,95.824,0.032,0.11,0.01,0.01,0.02,0.07,0.47,0.17,0.14,0.17,0.03,0.00,0.00,0.10,0.37,0.23,0.10,0.89
17.080,21,201.407,304.017,169.604,237.981,203.000,303.000,171.000,237.000,202.094,303.873,170.052,237.627,6.325,6.865,6.865,-1.364,7.009,6.206,0.603,-1.837,0.015,0.08,0.03,0.01,0.00,0.20,0.39,0.20,0.10,0.17,0.08,0.06,0.01,0.13,0.29,0.11,0.13,0.37
17.080,18,321.710,413.169,194.644,241.872,318.000,410.000,197.000,243.000,320.215,411.734,195.582,242.249,-8.440,-13.219,-13.219,-0.387,-9.475,-14.029,5.579,-0.036,0.037,0.35,0.04,0.01,0.00,0.07,0.37,0.09,0.06,0.11,0.02,0.00,0.00,0.07,0.49,0.13,0.17,0.30
17.120,13,598.574,869.969,489.939,722.575,615.000,875.000,493.000,720.000,603.756,872.793,493.043,724.503,10.656,47.256,47.256,95.824,14.898,48.088,78.047,94.125,0.026,0.13,0.01,0.01,0.02,0.07,0.41,0.19,0.16,0.17,0.03,0.00,0.00,0.10,0.37,0.23,0.10,0.75
17.120,21,202.374,304.122,170.076,237.553,203.000,302.000,174.000,237.000,202.765,303.609,171.352,237.326,7.009,6.206,6.206,-1.837,7.176,5.058,2.493,-2.069,0.023,0.09,0.02,0.00,0.00,0.16,0.41,0.20,0.11,0.17,0.08,0.06,0.01,0.13,0.29,0.11,0.13,0.41
17.160,13,604.352,874.716,496.165,728.268,613.000,888.000,509.000,721.000,607.341,880.016,502.174,728.754,14.898,48.088,48.088,94.125,17.033,51.100,80.622,91.200,0.042,0.12,0.02,0.01,0.02,0.07,0.40,0.20,0.16,0.17,0.03,0.00,0.00,0.10,0.37,0.23,0.10,0.90
17.160,21,203.052,303.812,171.452,237.243,200.000,304.000,173.000,239.000,202.276,304.010,172.013,237.746,7.176,5.058,5.058,-2.069,5.633,5.051,3.162,-1.219,0.021,0.12,0.02,0.00,0.00,0.16,0.38,0.18,0.13,0.17,0.08,0.06,0.01,0.13,0.29,0.11,0.13,0.38
17.200,13,608.022,882.060,505.399,732.402,599.000,881.000,515.000,728.000,605.820,883.182,510.519,733.657,17.033,51.100,51.100,91.200,14.460,50.277,82.312,89.066,0.025,0.11,0.01,0.01,0.02,0.07,0.42,0.20,0.16,0.17,0.03,0.00,0.00,0.10,0.37,0.23,0.10,0.91
17.200,21,202.501,304.212,172.139,237.697,198.000,306.000,168.000,240.000,201.231,304.916,170.916,238.393,5.633,5.051,5.051,-1.219,3.543,5.753,1.275,-0.179,0.040,0.13,0.02,0.01,0.00,0.20,0.35,0.16,0.13,0.17,0.08,0.06,0.01,0.13,0.29,0.11,0.13,0.38
17.240,13,606.398,885.193,513.811,737.220,603.000,883.000,524.000,727.000,605.795,885.954,519.153,736.686,14.460,50.277,50.277,89.066,13.406,49.163,84.140,85.412,0.028,0.08,0.01,0.01,0.02,0.09,0.42,0.20,0.17,0.17,0.03,0.00,0.00,0.10,0.37,0.23,0.10,0.88
17.240,21,201.373,305.146,170.967,238.386,200.000,303.000,170.000,240.000,201.038,304.629,170.698,238.888,3.543,5.753,5.753,-0.179,2.899,4.744,0.843,0.510,0.018,0.11,0.02,0.01,0.00,0.19,0.37,0.18,0.13,0.17,0.08,0.06,0.01,0.13,0.29,0.11,0.13,0.33
17.280,13,606.331,887.921,522.519,740.103,619.000,895.000,536.000,726.000,610.473,891.407,528.891,738.312,13.406,49.163,49.163,85.412,16.623,50.518,86.822,80.767,0.049,0.07,0.01,0.01,0.02,0.09,0.41,0.21,0.17,0.17,0.03,0.00,0.00,0.10,0.37,0.23,0.10,0.97
17.280,21,201.154,304.818,170.731,238.909,204.000,302.000,173.000,239.000,202.124,304.067,171.464,238.951,2.899,4.744,4.744,0.510,4.017,3.512,1.758,0.539,0.022,0.10,0.02,0.00,0.00,0.15,0.39,0.19,0.16,0.17,0.08,0.06,0.01,0.13,0.29,0.11,0.13,0.36
17.320,13,611.138,893.428,532.364,741.543,616.000,892.000,542.000,724.000,613.050,894.423,537.669,738.599,16.623,50.518,50.518,80.767,17.735,49.604,88.456,75.260,0.038,0.06,0.01,0.01,0.03,0.10,0.42,0.20,0.17,0.17,0.03,0.00,0.00,0.10,0.37,0.23,0.10,0.98
17.320,21,202.285,304.207,171.535,238.973,202.000,306.000,170.000,238.000,202.307,304.862,171.105,238.685,4.017,3.512,3.512,0.539,3.841,4.166,1.123,0.145,0.014,0.11,0.03,0.01,0.00,0.18,0.37,0.17,0.15,0.17,0.08,0.06,0.01,0.13,0.29,0.11,0.13,0.35
17.360,13,613.760,896.408,541.207,741.610,611.000,897.000,551.000,723.000,613.438,897.978,546.604,738.194,17.735,49.604,49.604,75.260,16.816,49.235,90.114,69.528,0.038,0.04,0.01,0.01,0.02,0.09,0.45,0.21,0.17,0.17,0.03,0.00,0.00,0.10,0.37,0.23,0.10,0.99
17.360,21,202.460,305.029,171.150,238.691,206.000,305.000,172.000,237.000,203.664,305.135,171.445,238.170,3.841,4.166,4.166,0.145,5.139,4.091,1.431,-0.505,0.018,0.09,0.01,0.00,0.00,0.15,0.40,0.21,0.15,0.17,0.08,0.06,0.01,0.13,0.29,0.11,0.13,0.35
17.400,13,614.111,899.947,550.209,740.976,613.000,890.000,561.000,721.000,614.253,898.375,555.949,736.993,16.816,49.235,49.235,69.528,16.343,46.076,92.020,63.495,0.050,0.04,0.01,0.01,0.03,0.10,0.44,0.22,0.15,0.17,0.03,0.00,0.00,0.10,0.37,0.23,0.10,0.96
17.400,21,203.870,305.299,171.502,238.150,205.000,307.000,170.000,237.000,204.361,305.937,171.078,237.781,5.139,4.091,4.091,-0.505,5.484,4.664,0.850,-0.926,0.017,0.11,0.02,0.00,0.00,0.18,0.36,0.17,0.15,0.17,0.08,0.06,0.01,0.13,0.29,0.11,0.13,0.35
17.400,20,438.409,529.522,205.169,243.720,396.000,498.000,189.000,242.000,407.008,506.431,193.017,242.469,105.147,104.484,104.484,6.671,68.506,76.421,7.666,5.110,0.319,0.33,0.04,0.01,0.00,0.02,0.30,0.15,0.16,0.41,0.10,0.01,0.00,0.09,0.27,0.04,0.08,0.28
17.440,13,614.907,900.218,559.630,739.533,625.000,901.000,574.000,721.000,618.366,901.746,566.488,735.810,16.343,46.076,46.076,63.495,18.845,45.794,94.853,57.909,0.055,0.04,0.01,0.01,0.03,0.11,0.43,0.24,0.13,0.17,0.03,0.00,0.00,0.10,0.37,0.23,0.10,0.88
17.440,21,204.580,306.124,171.112,237.744,209.000,303.000,176.000,235.000,206.093,305.291,172.640,236.874,5.484,4.664,4.664,-0.926,7.007,3.463,2.611,-1.908,0.047,0.07,0.01,0.00,0.00,0.14,0.42,0.19,0.17,0.17,0.08,0.06,0.01,0.13,0.29,0.11,0.13,0.42
17.480,13,619.120,903.577,570.282,738.126,621.000,906.000,581.000,721.000,620.209,905.585,576.134,734.664,18.845,45.794,45.794,57.909,19.144,45.951,96.689,52.754,0.045,0.03,0.00,0.01,0.03,0.11,0.46,0.25,0.11,0.17,0.03,0.00,0.00,0.10,0.37,0.23,0.10,0.90
17.480,21,206.373,305.430,172.744,236.797,206.000,308.000,172.000,236.000,206.453,306.315,172.588,236.500,7.007,3.463,3.463,-1.908,6.776,4.324,2.311,-2.163,0.013,0.09,0.02,0.00,0.00,0.16,0.39,0.16,0.18,0.17,0.08,0.06,0.01,0.13,0.29,0.11,0.13,0.42
17.480,20,412.489,512.545,193.630,242.878,391.000,503.000,192.000,242.000,402.449,508.955,192.915,242.511,68.506,76.421,76.421,5.110,55.667,69.744,6.640,4.536,0.090,0.37,0.04,0.01,0.00,0.01,0.25,0.15,0.18,0.41,0.10,0.01,0.00,0.09,0.27,0.04,0.08,0.29
17.520,13,620.974,907.423,580.002,736.774,625.000,894.000,592.000,723.000,622.709,904.725,586.286,734.163,19.144,45.951,45.951,52.754,20.008,41.905,98.845,48.543,0.056,0.03,0.00,0.01,0.03,0.14,0.45,0.28,0.07,0.17,0.03,0.00,0.00,0.10,0.37,0.23,0.10,0.64
17.520,21,206.724,306.488,172.681,236.413,207.000,308.000,170.000,237.000,206.996,307.070,171.925,236.533,6.776,4.324,4.324,-2.163,6.778,4.787,1.351,-1.930,0.017,0.09,0.02,0.00,0.00,0.15,0.41,0.15,0.17,0.17,0.08,0.06,0.01,0.13,0.29,0.11,0.13,0.29
17.560,13,623.509,906.401,590.239,736.105,620.000,902.000,602.000,720.000,623.029,906.271,596.514,732.683,20.008,41.905,41.905,48.543,18.866,40.294,100.914,43.759,0.055,0.02,0.00,0.01,0.04,0.14,0.48,0.25,0.06,0.17,0.03,0.00,0.00,0.10,0.37,0.23,0.10,0.36
