time,id,class_id,x,y,z,vx,vy,vz,sigma_00,sigma_01,sigma_02,sigma_03,sigma_04,sigma_05,sigma_10,sigma_11,sigma_12,sigma_13,sigma_14,sigma_15,sigma_20,sigma_21,sigma_22,sigma_23,sigma_24,sigma_25,sigma_30,sigma_31,sigma_32,sigma_33,sigma_34,sigma_35,sigma_40,sigma_41,sigma_42,sigma_43,sigma_44,sigma_45,sigma_50,sigma_51,sigma_52,sigma_53,sigma_54,sigma_55,x_pattern,y_pattern,z_pattern,pattern,status,collision_p
24.358,2059439127856,4,7.366,3.119,-77.765,0.252,-0.013,0.251,1.092,0.000,0.000,0.067,0.000,0.000,0.000,1.092,0.000,0.000,0.067,0.000,0.000,0.000,1.092,0.000,0.000,0.067,0.067,0.000,0.000,0.006,0.000,0.000,0.000,0.067,0.000,0.000,0.006,0.000,0.000,0.000,0.067,0.000,0.000,0.006,7.127,3.166,-77.796,2059439127800,1,0.000
24.391,2059439127856,4,7.373,3.118,-77.756,0.252,-0.013,0.252,1.091,0.000,0.000,0.067,0.000,0.000,0.000,1.091,0.000,0.000,0.067,0.000,0.000,0.000,1.091,0.000,0.000,0.067,0.067,0.000,0.000,0.005,0.000,0.000,0.000,0.067,0.000,0.000,0.005,0.000,0.000,0.000,0.067,0.000,0.000,0.005,7.103,3.148,-77.477,2059439127800,1,0.000
24.424,2059439127856,4,7.380,3.118,-77.744,0.252,-0.013,0.252,1.089,0.000,0.000,0.067,0.000,0.000,0.000,1.089,0.000,0.000,0.067,0.000,0.000,0.000,1.089,0.000,0.000,0.067,0.067,0.000,0.000,0.005,0.000,0.000,0.000,0.067,0.000,0.000,0.005,0.000,0.000,0.000,0.067,0.000,0.000,0.005,7.082,3.134,-77.163,2059439127800,1,0.000
24.458,2059439127856,4,7.387,3.118,-77.731,0.252,-0.013,0.252,1.088,0.000,0.000,0.067,0.000,0.000,0.000,1.088,0.000,0.000,0.067,0.000,0.000,0.000,1.088,0.000,0.000,0.067,0.067,0.000,0.000,0.005,0.000,0.000,0.000,0.067,0.000,0.000,0.005,0.000,0.000,0.000,0.067,0.000,0.000,0.005,7.058,3.117,-76.819,2059439127800,1,0.000
24.491,2059439127856,4,7.393,3.117,-77.715,0.252,-0.013,0.252,1.086,0.000,0.000,0.066,0.000,0.000,0.000,1.086,0.000,0.000,0.066,0.000,0.000,0.000,1.086,0.000,0.000,0.066,0.066,0.000,0.000,0.005,0.000,0.000,0.000,0.066,0.000,0.000,0.005,0.000,0.000,0.000,0.066,0.000,0.000,0.005,7.036,3.099,-76.471,2059439127800,1,0.000
24.524,2059439127856,4,7.399,3.116,-77.698,0.252,-0.013,0.253,1.085,0.000,0.000,0.066,0.000,0.000,0.000,1.085,0.000,0.000,0.066,0.000,0.000,0.000,1.085,0.000,0.000,0.066,0.066,0.000,0.000,0.005,0.000,0.000,0.000,0.066,0.000,0.000,0.005,0.000,0.000,0.000,0.066,0.000,0.000,0.005,7.010,3.076,-76.088,2059439127800,1,0.000
24.558,2059439127856,4,7.405,3.116,-77.679,0.251,-0.013,0.254,1.083,0.000,0.000,0.066,0.000,0.000,0.000,1.083,0.000,0.000,0.066,0.000,0.000,0.000,1.083,0.000,0.000,0.066,0.066,0.000,0.000,0.005,0.000,0.000,0.000,0.066,0.000,0.000,0.005,0.000,0.000,0.000,0.066,0.000,0.000,0.005,6.984,3.053,-75.692,2059439127800,1,0.000
24.591,2059439127856,4,7.411,3.115,-77.658,0.251,-0.013,0.254,1.082,0.000,0.000,0.066,0.000,0.000,0.000,1.082,0.000,0.000,0.066,0.000,0.000,0.000,1.082,0.000,0.000,0.066,0.066,0.000,0.000,0.005,0.000,0.000,0.000,0.066,0.000,0.000,0.005,0.000,0.000,0.000,0.066,0.000,0.000,0.005,6.964,3.036,-75.409,2059439127800,1,0.000
24.625,2059439127856,4,7.417,3.114,-77.637,0.251,-0.013,0.255,1.080,0.000,0.000,0.066,0.000,0.000,0.000,1.080,0.000,0.000,0.066,0.000,0.000,0.000,1.080,0.000,0.000,0.066,0.066,0.000,0.000,0.005,0.000,0.000,0.000,0.066,0.000,0.000,0.005,0.000,0.000,0.000,0.066,0.000,0.000,0.005,6.952,3.026,-75.215,2059439127800,1,0.000
24.658,2059439127856,4,7.423,3.113,-77.614,0.251,-0.013,0.256,1.079,0.000,0.000,0.066,0.000,0.000,0.000,1.079,0.000,0.000,0.066,0.000,0.000,0.000,1.079,0.000,0.000,0.066,0.066,0.000,0.000,0.005,0.000,0.000,0.000,0.066,0.000,0.000,0.005,0.000,0.000,0.000,0.066,0.000,0.000,0.005,6.940,3.020,-75.008,2059439127800,1,0.000
24.691,2059439127856,4,7.429,3.112,-77.590,0.251,-0.013,0.257,1.077,0.000,0.000,0.065,0.000,0.000,0.000,1.077,0.000,0.000,0.065,0.000,0.000,0.000,1.077,0.000,0.000,0.065,0.065,0.000,0.000,0.005,0.000,0.000,0.000,0.065,0.000,0.000,0.005,0.000,0.000,0.000,0.065,0.000,0.000,0.005,6.927,3.013,-74.781,2059439127800,1,0.000
24.725,2059439127856,4,7.434,3.111,-77.565,0.251,-0.013,0.258,1.076,0.000,0.000,0.065,0.000,0.000,0.000,1.076,0.000,0.000,0.065,0.000,0.000,0.000,1.076,0.000,0.000,0.065,0.065,0.000,0.000,0.005,0.000,0.000,0.000,0.065,0.000,0.000,0.005,0.000,0.000,0.000,0.065,0.000,0.000,0.005,6.914,3.005,-74.561,2059439127800,1,0.000
24.758,2059439127856,4,7.440,3.110,-77.539,0.250,-0.013,0.259,1.075,0.000,0.000,0.065,0.000,0.000,0.000,1.075,0.000,0.000,0.065,0.000,0.000,0.000,1.075,0.000,0.000,0.065,0.065,0.000,0.000,0.005,0.000,0.000,0.000,0.065,0.000,0.000,0.005,0.000,0.000,0.000,0.065,0.000,0.000,0.005,6.900,2.995,-74.340,2059439127800,1,0.000
24.791,2059439127856,4,7.445,3.109,-77.513,0.250,-0.013,0.260,1.073,0.000,0.000,0.065,0.000,0.000,0.000,1.073,0.000,0.000,0.065,0.000,0.000,0.000,1.073,0.000,0.000,0.065,0.065,0.000,0.000,0.005,0.000,0.000,0.000,0.065,0.000,0.000,0.005,0.000,0.000,0.000,0.065,0.000,0.000,0.005,6.887,2.986,-74.131,2059439127800,1,0.000
24.825,2059439127856,4,7.450,3.108,-77.484,0.250,-0.013,0.261,1.072,0.000,0.000,0.065,0.000,0.000,0.000,1.072,0.000,0.000,0.065,0.000,0.000,0.000,1.072,0.000,0.000,0.065,0.065,0.000,0.000,0.005,0.000,0.000,0.000,0.065,0.000,0.000,0.005,0.000,0.000,0.000,0.065,0.000,0.000,0.005,6.868,2.970,-73.855,2059439127800,1,0.000
24.858,2059439127856,4,7.455,3.106,-77.455,0.250,-0.013,0.263,1.070,0.000,0.000,0.065,0.000,0.000,0.000,1.070,0.000,0.000,0.065,0.000,0.000,0.000,1.070,0.000,0.000,0.065,0.065,0.000,0.000,0.005,0.000,0.000,0.000,0.065,0.000,0.000,0.005,0.000,0.000,0.000,0.065,0.000,0.000,0.005,6.853,2.958,-73.630,2059439127800,1,0.000
24.892,2059439127856,4,7.460,3.105,-77.425,0.250,-0.013,0.264,1.069,0.000,0.000,0.064,0.000,0.000,0.000,1.069,0.000,0.000,0.064,0.000,0.000,0.000,1.069,0.000,0.000,0.064,0.064,0.000,0.000,0.005,0.000,0.000,0.000,0.064,0.000,0.000,0.005,0.000,0.000,0.000,0.064,0.000,0.000,0.005,6.838,2.947,-73.401,2059439127800,1,0.000
24.925,2059439127856,4,7.465,3.104,-77.393,0.250,-0.014,0.265,1.067,0.000,0.000,0.064,0.000,0.000,0.000,1.067,0.000,0.000,0.064,0.000,0.000,0.000,1.067,0.000,0.000,0.064,0.064,0.000,0.000,0.005,0.000,0.000,0.000,0.064,0.000,0.000,0.005,0.000,0.000,0.000,0.064,0.000,0.000,0.005,6.827,2.938,-73.205,2059439127800,1,0.000
24.958,2059439127856,4,7.470,3.102,-77.361,0.249,-0.014,0.267,1.066,0.000,0.000,0.064,0.000,0.000,0.000,1.066,0.000,0.000,0.064,0.000,0.000,0.000,1.066,0.000,0.000,0.064,0.064,0.000,0.000,0.005,0.000,0.000,0.000,0.064,0.000,0.000,0.005,0.000,0.000,0.000,0.064,0.000,0.000,0.005,6.815,2.928,-73.004,2059439127800,1,0.000
24.992,2059439127856,4,7.475,3.101,-77.328,0.249,-0.014,0.268,1.065,0.000,0.000,0.064,0.000,0.000,0.000,1.065,0.000,0.000,0.064,0.000,0.000,0.000,1.065,0.000,0.000,0.064,0.064,0.000,0.000,0.005,0.000,0.000,0.000,0.064,0.000,0.000,0.005,0.000,0.000,0.000,0.064,0.000,0.000,0.005,6.801,2.917,-72.797,2059439127800,1,0.000
25.025,2059439127856,4,7.479,3.099,-77.294,0.249,-0.014,0.270,1.063,0.000,0.000,0.064,0.000,0.000,0.000,1.063,0.000,0.000,0.064,0.000,0.000,0.000,1.063,0.000,0.000,0.064,0.064,0.000,0.000,0.005,0.000,0.000,0.000,0.064,0.000,0.000,0.005,0.000,0.000,0.000,0.064,0.000,0.000,0.005,6.786,2.905,-72.578,2059439127800,1,0.000
25.058,2059439127856,4,7.484,3.098,-77.259,0.249,-0.014,0.271,1.062,0.000,0.000,0.064,0.000,0.000,0.000,1.062,0.000,0.000,0.064,0.000,0.000,0.000,1.062,0.000,0.000,0.064,0.064,0.000,0.000,0.005,0.000,0.000,0.000,0.064,0.000,0.000,0.005,0.000,0.000,0.000,0.064,0.000,0.000,0.005,6.773,2.893,-72.370,2059439127800,1,0.000
25.092,2059439127856,4,7.488,3.096,-77.223,0.248,-0.014,0.273,1.060,0.000,0.000,0.063,0.000,0.000,0.000,1.060,0.000,0.000,0.063,0.000,0.000,0.000,1.060,0.000,0.000,0.063,0.063,0.000,0.000,0.005,0.000,0.000,0.000,0.063,0.000,0.000,0.005,0.000,0.000,0.000,0.063,0.000,0.000,0.005,6.762,2.882,-72.173,2059439127800,1,0.000
25.125,2059439127856,4,7.493,3.095,-77.186,0.248,-0.014,0.274,1.059,0.000,0.000,0.063,0.000,0.000,0.000,1.059,0.000,0.000,0.063,0.000,0.000,0.000,1.059,0.000,0.000,0.063,0.063,0.000,0.000,0.005,0.000,0.000,0.000,0.063,0.000,0.000,0.005,0.000,0.000,0.000,0.063,0.000,0.000,0.005,6.759,2.872,-71.910,2059439127800,1,0.000
25.158,2059439127856,4,7.497,3.093,-77.148,0.248,-0.014,0.276,1.057,0.000,0.000,0.063,0.000,0.000,0.000,1.057,0.000,0.000,0.063,0.000,0.000,0.000,1.057,0.000,0.000,0.063,0.063,0.000,0.000,0.005,0.000,0.000,0.000,0.063,0.000,0.000,0.005,0.000,0.000,0.000,0.063,0.000,0.000,0.005,6.743,2.863,-71.698,2059439127800,1,0.000
25.192,2059439127856,4,7.501,3.091,-77.109,0.248,-0.014,0.278,1.056,0.000,0.000,0.063,0.000,0.000,0.000,1.056,0.000,0.000,0.063,0.000,0.000,0.000,1.056,0.000,0.000,0.063,0.063,0.000,0.000,0.005,0.000,0.000,0.000,0.063,0.000,0.000,0.005,0.000,0.000,0.000,0.063,0.000,0.000,0.005,6.730,2.857,-71.532,2059439127800,1,0.000
25.225,2059439127856,4,7.505,3.089,-77.069,0.247,-0.014,0.280,1.055,0.000,0.000,0.063,0.000,0.000,0.000,1.055,0.000,0.000,0.063,0.000,0.000,0.000,1.055,0.000,0.000,0.063,0.063,0.000,0.000,0.005,0.000,0.000,0.000,0.063,0.000,0.000,0.005,0.000,0.000,0.000,0.063,0.000,0.000,0.005,6.714,2.848,-71.342,2059439127800,1,0.000
25.259,2059439127856,4,7.509,3.088,-77.029,0.247,-0.014,0.282,1.053,0.000,0.000,0.063,0.000,0.000,0.000,1.053,0.000,0.000,0.063,0.000,0.000,0.000,1.053,0.000,0.000,0.063,0.063,0.000,0.000,0.005,0.000,0.000,0.000,0.063,0.000,0.000,0.005,0.000,0.000,0.000,0.063,0.000,0.000,0.005,6.700,2.842,-71.179,2059439127800,1,0.000
25.292,2059439127856,4,7.513,3.086,-76.988,0.247,-0.014,0.283,1.052,0.000,0.000,0.062,0.000,0.000,0.000,1.052,0.000,0.000,0.062,0.000,0.000,0.000,1.052,0.000,0.000,0.062,0.062,0.000,0.000,0.005,0.000,0.000,0.000,0.062,0.000,0.000,0.005,0.000,0.000,0.000,0.062,0.000,0.000,0.005,6.683,2.837,-71.008,2059439127800,1,0.000
25.325,2059439127856,4,7.517,3.084,-76.946,0.247,-0.014,0.285,1.051,0.000,0.000,0.062,0.000,0.000,0.000,1.051,0.000,0.000,0.062,0.000,0.000,0.000,1.051,0.000,0.000,0.062,0.062,0.000,0.000,0.005,0.000,0.000,0.000,0.062,0.000,0.000,0.005,0.000,0.000,0.000,0.062,0.000,0.000,0.005,6.687,2.833,-70.836,2059439127800,1,0.000
25.359,2059439127856,4,7.521,3.082,-76.904,0.246,-0.014,0.287,1.049,0.000,0.000,0.062,0.000,0.000,0.000,1.049,0.000,0.000,0.062,0.000,0.000,0.000,1.049,0.000,0.000,0.062,0.062,0.000,0.000,0.005,0.000,0.000,0.000,0.062,0.000,0.000,0.005,0.000,0.000,0.000,0.062,0.000,0.000,0.005,6.693,2.828,-70.680,2059439127800,1,0.000
25.392,2059439127856,4,7.525,3.080,-76.860,0.246,-0.015,0.289,1.048,0.000,0.000,0.062,0.000,0.000,0.000,1.048,0.000,0.000,0.062,0.000,0.000,0.000,1.048,0.000,0.000,0.062,0.062,0.000,0.000,0.005,0.000,0.000,0.000,0.062,0.000,0.000,0.005,0.000,0.000,0.000,0.062,0.000,0.000,0.005,6.692,2.819,-70.483,2059439127800,1,0.000
25.425,2059439127856,4,7.528,3.079,-76.816,0.246,-0.015,0.291,1.046,0.000,0.000,0.062,0.000,0.000,0.000,1.046,0.000,0.000,0.062,0.000,0.000,0.000,1.046,0.000,0.000,0.062,0.062,0.000,0.000,0.005,0.000,0.000,0.000,0.062,0.000,0.000,0.005,0.000,0.000,0.000,0.062,0.000,0.000,0.005,6.685,2.811,-70.265,2059439127800,1,0.000
25.459,2059439127856,4,7.532,3.077,-76.771,0.246,-0.015,0.293,1.045,0.000,0.000,0.062,0.000,0.000,0.000,1.045,0.000,0.000,0.062,0.000,0.000,0.000,1.045,0.000,0.000,0.062,0.062,0.000,0.000,0.005,0.000,0.000,0.000,0.062,0.000,0.000,0.005,0.000,0.000,0.000,0.062,0.000,0.000,0.005,6.680,2.804,-70.073,2059439127800,1,0.000
25.492,2059439127856,4,7.536,3.075,-76.726,0.245,-0.015,0.295,1.044,0.000,0.000,0.061,0.000,0.000,0.000,1.044,0.000,0.000,0.061,0.000,0.000,0.000,1.044,0.000,0.000,0.061,0.061,0.000,0.000,0.005,0.000,0.000,0.000,0.061,0.000,0.000,0.005,0.000,0.000,0.000,0.061,0.000,0.000,0.005,6.674,2.796,-69.877,2059439127800,1,0.000
25.525,2059439127856,4,7.539,3.073,-76.679,0.245,-0.015,0.298,1.042,0.000,0.000,0.061,0.000,0.000,0.000,1.042,0.000,0.000,0.061,0.000,0.000,0.000,1.042,0.000,0.000,0.061,0.061,0.000,0.000,0.005,0.000,0.000,0.000,0.061,0.000,0.000,0.005,0.000,0.000,0.000,0.061,0.000,0.000,0.005,6.674,2.789,-69.721,2059439127800,1,0.000
25.559,2059439127856,4,7.543,3.071,-76.633,0.245,-0.015,0.300,1.041,0.000,0.000,0.061,0.000,0.000,0.000,1.041,0.000,0.000,0.061,0.000,0.000,0.000,1.041,0.000,0.000,0.061,0.061,0.000,0.000,0.005,0.000,0.000,0.000,0.061,0.000,0.000,0.005,0.000,0.000,0.000,0.061,0.000,0.000,0.005,6.675,2.784,-69.580,2059439127800,1,0.000
25.592,2059439127856,4,7.547,3.069,-76.586,0.245,-0.015,0.302,1.040,0.000,0.000,0.061,0.000,0.000,0.000,1.040,0.000,0.000,0.061,0.000,0.000,0.000,1.040,0.000,0.000,0.061,0.061,0.000,0.000,0.005,0.000,0.000,0.000,0.061,0.000,0.000,0.005,0.000,0.000,0.000,0.061,0.000,0.000,0.005,6.686,2.782,-69.545,2059439127800,1,0.000
25.626,2059439127856,4,7.550,3.067,-76.539,0.244,-0.015,0.304,1.038,0.000,0.000,0.061,0.000,0.000,0.000,1.038,0.000,0.000,0.061,0.000,0.000,0.000,1.038,0.000,0.000,0.061,0.061,0.000,0.000,0.005,0.000,0.000,0.000,0.061,0.000,0.000,0.005,0.000,0.000,0.000,0.061,0.000,0.000,0.005,6.689,2.778,-69.442,2059439127800,1,0.000
25.659,2059439127856,4,7.554,3.065,-76.491,0.244,-0.015,0.306,1.037,0.000,0.000,0.061,0.000,0.000,0.000,1.037,0.000,0.000,0.061,0.000,0.000,0.000,1.037,0.000,0.000,0.061,0.061,0.000,0.000,0.005,0.000,0.000,0.000,0.061,0.000,0.000,0.005,0.000,0.000,0.000,0.061,0.000,0.000,0.005,6.690,2.775,-69.341,2059439127800,1,0.000
25.692,2059439127856,4,7.558,3.063,-76.444,0.244,-0.015,0.308,1.036,0.000,0.000,0.060,0.000,0.000,0.000,1.036,0.000,0.000,0.060,0.000,0.000,0.000,1.036,0.000,0.000,0.060,0.060,0.000,0.000,0.005,0.000,0.000,0.000,0.060,0.000,0.000,0.005,0.000,0.000,0.000,0.060,0.000,0.000,0.005,6.684,2.773,-69.313,2059439127800,1,0.000
25.726,2059439127856,4,7.561,3.061,-76.397,0.244,-0.015,0.311,1.034,0.000,0.000,0.060,0.000,0.000,0.000,1.034,0.000,0.000,0.060,0.000,0.000,0.000,1.034,0.000,0.000,0.060,0.060,0.000,0.000,0.005,0.000,0.000,0.000,0.060,0.000,0.000,0.005,0.000,0.000,0.000,0.060,0.000,0.000,0.005,6.673,2.772,-69.253,2059439127800,1,0.000
25.759,2059439127856,4,7.565,3.059,-76.349,0.243,-0.015,0.313,1.033,0.000,0.000,0.060,0.000,0.000,0.000,1.033,0.000,0.000,0.060,0.000,0.000,0.000,1.033,0.000,0.000,0.060,0.060,0.000,0.000,0.005,0.000,0.000,0.000,0.060,0.000,0.000,0.005,0.000,0.000,0.000,0.060,0.000,0.000,0.005,6.664,2.772,-69.200,2059439127800,1,0.000
25.792,2059439127856,4,7.568,3.057,-76.301,0.243,-0.016,0.315,1.032,0.000,0.000,0.060,0.000,0.000,0.000,1.032,0.000,0.000,0.060,0.000,0.000,0.000,1.032,0.000,0.000,0.060,0.060,0.000,0.000,0.005,0.000,0.000,0.000,0.060,0.000,0.000,0.005,0.000,0.000,0.000,0.060,0.000,0.000,0.005,6.666,2.770,-69.132,2059439127800,1,0.000
25.826,2059439127856,4,7.572,3.055,-76.254,0.243,-0.016,0.317,1.030,0.000,0.000,0.060,0.000,0.000,0.000,1.030,0.000,0.000,0.060,0.000,0.000,0.000,1.030,0.000,0.000,0.060,0.060,0.000,0.000,0.005,0.000,0.000,0.000,0.060,0.000,0.000,0.005,0.000,0.000,0.000,0.060,0.000,0.000,0.005,6.672,2.769,-69.084,2059439127800,1,0.000
25.859,2059439127856,4,7.575,3.053,-76.206,0.242,-0.016,0.319,1.029,0.000,0.000,0.060,0.000,0.000,0.000,1.029,0.000,0.000,0.060,0.000,0.000,0.000,1.029,0.000,0.000,0.060,0.060,0.000,0.000,0.005,0.000,0.000,0.000,0.060,0.000,0.000,0.005,0.000,0.000,0.000,0.060,0.000,0.000,0.005,6.676,2.767,-69.029,2059439127800,1,0.000
25.893,2059439127856,4,7.578,3.051,-76.158,0.242,-0.016,0.321,1.028,0.000,0.000,0.059,0.000,0.000,0.000,1.028,0.000,0.000,0.059,0.000,0.000,0.000,1.028,0.000,0.000,0.059,0.059,0.000,0.000,0.005,0.000,0.000,0.000,0.059,0.000,0.000,0.005,0.000,0.000,0.000,0.059,0.000,0.000,0.005,6.680,2.767,-68.988,2059439127800,1,0.000
25.926,2059439127856,4,7.582,3.049,-76.111,0.242,-0.016,0.324,1.026,0.000,0.000,0.059,0.000,0.000,0.000,1.026,0.000,0.000,0.059,0.000,0.000,0.000,1.026,0.000,0.000,0.059,0.059,0.000,0.000,0.005,0.000,0.000,0.000,0.059,0.000,0.000,0.005,0.000,0.000,0.000,0.059,0.000,0.000,0.005,6.685,2.767,-68.952,2059439127800,1,0.000
25.959,2059439127856,4,7.585,3.047,-76.063,0.242,-0.016,0.326,1.025,0.000,0.000,0.059,0.000,0.000,0.000,1.025,0.000,0.000,0.059,0.000,0.000,0.000,1.025,0.000,0.000,0.059,0.059,0.000,0.000,0.005,0.000,0.000,0.000,0.059,0.000,0.000,0.005,0.000,0.000,0.000,0.059,0.000,0.000,0.005,6.688,2.767,-68.912,2059439127800,1,0.000
25.993,2059439127856,4,7.589,3.045,-76.015,0.241,-0.016,0.328,1.024,0.000,0.000,0.059,0.000,0.000,0.000,1.024,0.000,0.000,0.059,0.000,0.000,0.000,1.024,0.000,0.000,0.059,0.059,0.000,0.000,0.005,0.000,0.000,0.000,0.059,0.000,0.000,0.005,0.000,0.000,0.000,0.059,0.000,0.000,0.005,6.689,2.764,-68.852,2059439127800,1,0.000
26.026,2059439127856,4,7.592,3.043,-75.967,0.241,-0.016,0.330,1.022,0.000,0.000,0.059,0.000,0.000,0.000,1.022,0.000,0.000,0.059,0.000,0.000,0.000,1.022,0.000,0.000,0.059,0.059,0.000,0.000,0.005,0.000,0.000,0.000,0.059,0.000,0.000,0.005,0.000,0.000,0.000,0.059,0.000,0.000,0.005,6.688,2.761,-68.764,2059439127800,1,0.000
26.059,2059439127856,4,7.596,3.041,-75.919,0.241,-0.016,0.332,1.021,0.000,0.000,0.059,0.000,0.000,0.000,1.021,0.000,0.000,0.059,0.000,0.000,0.000,1.021,0.000,0.000,0.059,0.059,0.000,0.000,0.005,0.000,0.000,0.000,0.059,0.000,0.000,0.005,0.000,0.000,0.000,0.059,0.000,0.000,0.005,6.689,2.761,-68.701,2059439127800,1,0.000
26.093,2059439127856,4,7.604,3.040,-75.908,0.241,-0.016,0.332,1.025,0.000,0.000,0.059,0.000,0.000,0.000,1.025,0.000,0.000,0.059,0.000,0.000,0.000,1.025,0.000,0.000,0.059,0.059,0.000,0.000,0.005,0.000,0.000,0.000,0.059,0.000,0.000,0.005,0.000,0.000,0.000,0.059,0.000,0.000,0.005,6.689,2.759,-68.624,2059439127800,0,0.000
26.126,2059439127856,4,7.612,3.040,-75.897,0.241,-0.016,0.332,1.029,0.000,0.000,0.059,0.000,0.000,0.000,1.029,0.000,0.000,0.059,0.000,0.000,0.000,1.029,0.000,0.000,0.059,0.059,0.000,0.000,0.005,0.000,0.000,0.000,0.059,0.000,0.000,0.005,0.000,0.000,0.000,0.059,0.000,0.000,0.005,6.685,2.756,-68.530,2059439127800,0,0.000
26.159,2059439127856,4,7.620,3.039,-75.886,0.241,-0.016,0.332,1.033,0.000,0.000,0.059,0.000,0.000,0.000,1.033,0.000,0.000,0.059,0.000,0.000,0.000,1.033,0.000,0.000,0.059,0.059,0.000,0.000,0.005,0.000,0.000,0.000,0.059,0.000,0.000,0.005,0.000,0.000,0.000,0.059,0.000,0.000,0.005,6.684,2.755,-68.473,2059439127800,0,0.000
26.193,2059439127856,4,7.628,3.039,-75.875,0.241,-0.016,0.332,1.037,0.000,0.000,0.059,0.000,0.000,0.000,1.037,0.000,0.000,0.059,0.000,0.000,0.000,1.037,0.000,0.000,0.059,0.059,0.000,0.000,0.005,0.000,0.000,0.000,0.059,0.000,0.000,0.005,0.000,0.000,0.000,0.059,0.000,0.000,0.005,6.685,2.754,-68.431,2059439127800,0,0.000
26.226,2059439127856,4,7.636,3.038,-75.864,0.241,-0.016,0.332,1.041,0.000,0.000,0.059,0.000,0.000,0.000,1.041,0.000,0.000,0.059,0.000,0.000,0.000,1.041,0.000,0.000,0.059,0.059,0.000,0.000,0.005,0.000,0.000,0.000,0.059,0.000,0.000,0.005,0.000,0.000,0.000,0.059,0.000,0.000,0.005,6.687,2.753,-68.395,2059439127800,0,0.000
26.260,2059439127856,4,7.644,3.038,-75.853,0.241,-0.016,0.332,1.045,0.000,0.000,0.060,0.000,0.000,0.000,1.045,0.000,0.000,0.060,0.000,0.000,0.000,1.045,0.000,0.000,0.060,0.060,0.000,0.000,0.005,0.000,0.000,0.000,0.060,0.000,0.000,0.005,0.000,0.000,0.000,0.060,0.000,0.000,0.005,6.690,2.754,-68.366,2059439127800,0,0.000
26.293,2059439127856,4,7.652,3.037,-75.842,0.241,-0.016,0.332,1.049,0.000,0.000,0.060,0.000,0.000,0.000,1.049,0.000,0.000,0.060,0.000,0.000,0.000,1.049,0.000,0.000,0.060,0.060,0.000,0.000,0.005,0.000,0.000,0.000,0.060,0.000,0.000,0.005,0.000,0.000,0.000,0.060,0.000,0.000,0.005,6.692,2.755,-68.342,2059439127800,0,0.000
26.326,2059439127856,4,7.660,3.036,-75.831,0.241,-0.016,0.332,1.053,0.000,0.000,0.060,0.000,0.000,0.000,1.053,0.000,0.000,0.060,0.000,0.000,0.000,1.053,0.000,0.000,0.060,0.060,0.000,0.000,0.005,0.000,0.000,0.000,0.060,0.000,0.000,0.005,0.000,0.000,0.000,0.060,0.000,0.000,0.005,6.696,2.756,-68.354,2059439127800,0,0.000
26.360,2059439127856,4,7.668,3.036,-75.820,0.241,-0.016,0.332,1.057,0.000,0.000,0.060,0.000,0.000,0.000,1.057,0.000,0.000,0.060,0.000,0.000,0.000,1.057,0.000,0.000,0.060,0.060,0.000,0.000,0.005,0.000,0.000,0.000,0.060,0.000,0.000,0.005,0.000,0.000,0.000,0.060,0.000,0.000,0.005,6.696,2.756,-68.321,2059439127800,0,0.000
26.393,2059439127856,4,7.676,3.035,-75.809,0.241,-0.016,0.332,1.061,0.000,0.000,0.060,0.000,0.000,0.000,1.061,0.000,0.000,0.060,0.000,0.000,0.000,1.061,0.000,0.000,0.060,0.060,0.000,0.000,0.005,0.000,0.000,0.000,0.060,0.000,0.000,0.005,0.000,0.000,0.000,0.060,0.000,0.000,0.005,6.697,2.758,-68.311,2059439127800,0,0.000
26.426,2059439127856,4,7.684,3.035,-75.798,0.241,-0.016,0.332,1.065,0.000,0.000,0.060,0.000,0.000,0.000,1.065,0.000,0.000,0.060,0.000,0.000,0.000,1.065,0.000,0.000,0.060,0.060,0.000,0.000,0.005,0.000,0.000,0.000,0.060,0.000,0.000,0.005,0.000,0.000,0.000,0.060,0.000,0.000,0.005,6.696,2.757,-68.291,2059439127800,0,0.000
26.460,2059439127856,4,7.692,3.034,-75.786,0.241,-0.016,0.332,1.069,0.000,0.000,0.061,0.000,0.000,0.000,1.069,0.000,0.000,0.061,0.000,0.000,0.000,1.069,0.000,0.000,0.061,0.061,0.000,0.000,0.005,0.000,0.000,0.000,0.061,0.000,0.000,0.005,0.000,0.000,0.000,0.061,0.000,0.000,0.005,6.694,2.756,-68.260,2059439127800,0,0.000
26.493,2059439127856,4,7.700,3.034,-75.775,0.241,-0.016,0.332,1.073,0.000,0.000,0.061,0.000,0.000,0.000,1.073,0.000,0.000,0.061,0.000,0.000,0.000,1.073,0.000,0.000,0.061,0.061,0.000,0.000,0.005,0.000,0.000,0.000,0.061,0.000,0.000,0.005,0.000,0.000,0.000,0.061,0.000,0.000,0.005,6.697,2.757,-68.270,2059439127800,0,0.000
26.526,2059439127856,4,7.708,3.033,-75.764,0.241,-0.016,0.332,1.077,0.000,0.000,0.061,0.000,0.000,0.000,1.077,0.000,0.000,0.061,0.000,0.000,0.000,1.077,0.000,0.000,0.061,0.061,0.000,0.000,0.005,0.000,0.000,0.000,0.061,0.000,0.000,0.005,0.000,0.000,0.000,0.061,0.000,0.000,0.005,6.704,2.759,-68.308,2059439127800,0,0.000
