time,id,class_id,x,y,z,vx,vy,vz,sigma_00,sigma_01,sigma_02,sigma_03,sigma_04,sigma_05,sigma_10,sigma_11,sigma_12,sigma_13,sigma_14,sigma_15,sigma_20,sigma_21,sigma_22,sigma_23,sigma_24,sigma_25,sigma_30,sigma_31,sigma_32,sigma_33,sigma_34,sigma_35,sigma_40,sigma_41,sigma_42,sigma_43,sigma_44,sigma_45,sigma_50,sigma_51,sigma_52,sigma_53,sigma_54,sigma_55,x_pattern,y_pattern,z_pattern,pattern,status,collision_p
0.000,2059439127856,4,1.031,3.371,-82.890,0.000,0.000,0.000,199.601,0.000,0.000,6.653,0.000,0.000,0.000,199.601,0.000,0.000,6.653,0.000,0.000,0.000,199.601,0.000,0.000,6.653,6.653,0.000,0.000,99889.012,0.000,0.000,0.000,6.653,0.000,0.000,99889.012,0.000,0.000,0.000,6.653,0.000,0.000,99889.012,1.031,3.371,-82.890,2059439127800,1,0.000
0.033,2059439127856,4,1.030,3.345,-82.669,-0.004,-0.281,2.376,121.761,0.000,0.000,1306.438,0.000,0.000,0.000,121.761,0.000,0.000,1306.438,0.000,0.000,0.000,121.761,0.000,0.000,1306.438,1306.438,0.000,0.000,78074.001,0.000,0.000,0.000,1306.438,0.000,0.000,78074.001,0.000,0.000,0.000,1306.438,0.000,0.000,78074.001,1.030,3.328,-82.526,2059439127800,1,0.000
0.067,2059439127856,4,1.040,3.334,-82.947,0.120,-0.302,-2.359,119.333,0.000,0.000,1577.645,0.000,0.000,0.000,119.333,0.000,0.000,1577.645,0.000,0.000,0.000,119.333,0.000,0.000,1577.645,1577.645,0.000,0.000,47219.151,0.000,0.000,0.000,1577.645,0.000,0.000,47219.151,0.000,0.000,0.000,1577.645,0.000,0.000,47219.151,1.046,3.333,-83.190,2059439127800,1,0.000
0.100,2059439127856,4,1.056,3.323,-82.996,0.257,-0.308,-2.017,116.175,0.000,0.000,1321.579,0.000,0.000,0.000,116.175,0.000,0.000,1321.579,0.000,0.000,0.000,116.175,0.000,0.000,1321.579,1321.579,0.000,0.000,26383.199,0.000,0.000,0.000,1321.579,0.000,0.000,26383.199,0.000,0.000,0.000,1321.579,0.000,0.000,26383.199,1.064,3.323,-82.974,2059439127800,1,0.000
0.133,2059439127856,4,1.070,3.319,-82.918,0.313,-0.248,-0.650,107.779,0.000,0.000,1015.304,0.000,0.000,0.000,107.779,0.000,0.000,1015.304,0.000,0.000,0.000,107.779,0.000,0.000,1015.304,1015.304,0.000,0.000,15205.221,0.000,0.000,0.000,1015.304,0.000,0.000,15205.221,0.000,0.000,0.000,1015.304,0.000,0.000,15205.221,1.075,3.325,-82.794,2059439127800,1,0.000
0.167,2059439127856,4,1.088,3.325,-82.956,0.371,-0.138,-0.776,98.079,0.000,0.000,775.948,0.000,0.000,0.000,98.079,0.000,0.000,775.948,0.000,0.000,0.000,98.079,0.000,0.000,775.948,775.948,0.000,0.000,9297.733,0.000,0.000,0.000,775.948,0.000,0.000,9297.733,0.000,0.000,0.000,775.948,0.000,0.000,9297.733,1.096,3.339,-82.972,2059439127800,1,0.000
0.200,2059439127856,4,1.103,3.323,-82.931,0.392,-0.122,-0.429,88.954,0.000,0.000,603.079,0.000,0.000,0.000,88.954,0.000,0.000,603.079,0.000,0.000,0.000,88.954,0.000,0.000,603.079,603.079,0.000,0.000,6022.467,0.000,0.000,0.000,603.079,0.000,0.000,6022.467,0.000,0.000,0.000,603.079,0.000,0.000,6022.467,1.107,3.326,-82.867,2059439127800,1,0.000
0.234,2059439127856,4,1.115,3.338,-83.074,0.381,-0.005,-1.191,80.919,0.000,0.000,478.724,0.000,0.000,0.000,80.919,0.000,0.000,478.724,0.000,0.000,0.000,80.919,0.000,0.000,478.724,478.724,0.000,0.000,4097.930,0.000,0.000,0.000,478.724,0.000,0.000,4097.930,0.000,0.000,0.000,478.724,0.000,0.000,4097.930,1.112,3.368,-83.263,2059439127800,1,0.000
0.267,2059439127856,4,1.117,3.336,-82.919,0.325,-0.018,-0.172,73.987,0.000,0.000,387.778,0.000,0.000,0.000,73.987,0.000,0.000,387.778,0.000,0.000,0.000,73.987,0.000,0.000,387.778,387.778,0.000,0.000,2904.624,0.000,0.000,0.000,387.778,0.000,0.000,2904.624,0.000,0.000,0.000,387.778,0.000,0.000,2904.624,1.099,3.331,-82.588,2059439127800,1,0.000
0.300,2059439127856,4,1.118,3.340,-82.840,0.279,0.005,0.226,68.030,0.000,0.000,319.827,0.000,0.000,0.000,68.030,0.000,0.000,319.827,0.000,0.000,0.000,68.030,0.000,0.000,319.827,319.827,0.000,0.000,2129.530,0.000,0.000,0.000,319.827,0.000,0.000,2129.530,0.000,0.000,0.000,319.827,0.000,0.000,2129.530,1.099,3.350,-82.676,2059439127800,1,0.000
0.334,2059439127856,4,1.121,3.336,-82.689,0.252,-0.012,0.838,62.893,0.000,0.000,267.963,0.000,0.000,0.000,62.893,0.000,0.000,267.963,0.000,0.000,0.000,62.893,0.000,0.000,267.963,267.963,0.000,0.000,1605.820,0.000,0.000,0.000,267.963,0.000,0.000,1605.820,0.000,0.000,0.000,267.963,0.000,0.000,1605.820,1.107,3.328,-82.376,2059439127800,1,0.000
0.367,2059439127856,4,1.124,3.334,-82.571,0.234,-0.019,1.189,58.439,0.000,0.000,227.591,0.000,0.000,0.000,58.439,0.000,0.000,227.591,0.000,0.000,0.000,58.439,0.000,0.000,227.591,227.591,0.000,0.000,1239.919,0.000,0.000,0.000,227.591,0.000,0.000,1239.919,0.000,0.000,0.000,227.591,0.000,0.000,1239.919,1.113,3.329,-82.352,2059439127800,1,0.000
0.400,2059439127856,4,1.130,3.330,-82.489,0.227,-0.032,1.342,54.549,0.000,0.000,195.604,0.000,0.000,0.000,54.549,0.000,0.000,195.604,0.000,0.000,0.000,54.549,0.000,0.000,195.604,195.604,0.000,0.000,976.868,0.000,0.000,0.000,195.604,0.000,0.000,976.868,0.000,0.000,0.000,195.604,0.000,0.000,976.868,1.125,3.320,-82.375,2059439127800,1,0.000
0.434,2059439127856,4,1.138,3.328,-82.512,0.227,-0.035,1.115,51.130,0.000,0.000,169.860,0.000,0.000,0.000,51.130,0.000,0.000,169.860,0.000,0.000,0.000,51.130,0.000,0.000,169.860,169.860,0.000,0.000,783.058,0.000,0.000,0.000,169.860,0.000,0.000,783.058,0.000,0.000,0.000,169.860,0.000,0.000,783.058,1.138,3.325,-82.711,2059439127800,1,0.000
0.467,2059439127856,4,1.147,3.336,-82.688,0.233,-0.005,0.456,48.103,0.000,0.000,148.850,0.000,0.000,0.000,48.103,0.000,0.000,148.850,0.000,0.000,0.000,48.103,0.000,0.000,148.850,148.850,0.000,0.000,637.194,0.000,0.000,0.000,148.850,0.000,0.000,637.194,0.000,0.000,0.000,148.850,0.000,0.000,637.194,1.154,3.366,-83.360,2059439127800,1,0.000
0.500,2059439127856,4,1.157,3.346,-82.834,0.238,0.024,-0.012,45.408,0.000,0.000,131.489,0.000,0.000,0.000,45.408,0.000,0.000,131.489,0.000,0.000,0.000,45.408,0.000,0.000,131.489,131.489,0.000,0.000,525.356,0.000,0.000,0.000,131.489,0.000,0.000,525.356,0.000,0.000,0.000,131.489,0.000,0.000,525.356,1.163,3.380,-83.385,2059439127800,1,0.000
0.534,2059439127856,4,1.167,3.359,-83.006,0.243,0.057,-0.478,42.994,0.000,0.000,116.984,0.000,0.000,0.000,42.994,0.000,0.000,116.984,0.000,0.000,0.000,42.994,0.000,0.000,116.984,116.984,0.000,0.000,438.192,0.000,0.000,0.000,116.984,0.000,0.000,438.192,0.000,0.000,0.000,116.984,0.000,0.000,438.192,1.173,3.403,-83.632,2059439127800,1,0.000
0.567,2059439127856,4,1.176,3.373,-83.197,0.247,0.089,-0.927,40.821,0.000,0.000,104.744,0.000,0.000,0.000,40.821,0.000,0.000,104.744,0.000,0.000,0.000,40.821,0.000,0.000,104.744,104.744,0.000,0.000,369.268,0.000,0.000,0.000,104.744,0.000,0.000,369.268,0.000,0.000,0.000,104.744,0.000,0.000,369.268,1.182,3.423,-83.878,2059439127800,1,0.000
0.601,2059439127856,4,1.185,3.387,-83.389,0.248,0.115,-1.319,38.854,0.000,0.000,94.323,0.000,0.000,0.000,38.854,0.000,0.000,94.323,0.000,0.000,0.000,38.854,0.000,0.000,94.323,94.323,0.000,0.000,314.059,0.000,0.000,0.000,94.323,0.000,0.000,314.059,0.000,0.000,0.000,94.323,0.000,0.000,314.059,1.188,3.431,-84.059,2059439127800,1,0.000
0.634,2059439127856,4,1.193,3.398,-83.567,0.248,0.131,-1.626,37.066,0.000,0.000,85.379,0.000,0.000,0.000,37.066,0.000,0.000,85.379,0.000,0.000,0.000,37.066,0.000,0.000,85.379,85.379,0.000,0.000,269.319,0.000,0.000,0.000,85.379,0.000,0.000,269.319,0.000,0.000,0.000,85.379,0.000,0.000,269.319,1.193,3.429,-84.153,2059439127800,1,0.000
0.667,2059439127856,4,1.200,3.407,-83.714,0.245,0.142,-1.830,35.434,0.000,0.000,77.647,0.000,0.000,0.000,35.434,0.000,0.000,77.647,0.000,0.000,0.000,35.434,0.000,0.000,77.647,77.647,0.000,0.000,232.683,0.000,0.000,0.000,77.647,0.000,0.000,232.683,0.000,0.000,0.000,77.647,0.000,0.000,232.683,1.193,3.429,-84.145,2059439127800,1,0.000
0.701,2059439127856,4,1.208,3.416,-83.841,0.243,0.151,-1.969,33.938,0.000,0.000,70.917,0.000,0.000,0.000,33.938,0.000,0.000,70.917,0.000,0.000,0.000,33.938,0.000,0.000,70.917,70.917,0.000,0.000,202.398,0.000,0.000,0.000,70.917,0.000,0.000,202.398,0.000,0.000,0.000,70.917,0.000,0.000,202.398,1.204,3.438,-84.168,2059439127800,1,0.000
0.734,2059439127856,4,1.216,3.426,-83.967,0.244,0.161,-2.089,32.563,0.000,0.000,65.024,0.000,0.000,0.000,32.563,0.000,0.000,65.024,0.000,0.000,0.000,32.563,0.000,0.000,65.024,65.024,0.000,0.000,177.146,0.000,0.000,0.000,65.024,0.000,0.000,177.146,0.000,0.000,0.000,65.024,0.000,0.000,177.146,1.219,3.451,-84.276,2059439127800,1,0.000
0.767,2059439127856,4,1.225,3.436,-84.083,0.245,0.169,-2.177,31.295,0.000,0.000,59.836,0.000,0.000,0.000,31.295,0.000,0.000,59.836,0.000,0.000,0.000,31.295,0.000,0.000,59.836,59.836,0.000,0.000,155.923,0.000,0.000,0.000,59.836,0.000,0.000,155.923,0.000,0.000,0.000,59.836,0.000,0.000,155.923,1.228,3.460,-84.333,2059439127800,1,0.000
0.801,2059439127856,4,1.233,3.443,-84.180,0.246,0.172,-2.222,30.121,0.000,0.000,55.243,0.000,0.000,0.000,30.121,0.000,0.000,55.243,0.000,0.000,0.000,30.121,0.000,0.000,55.243,55.243,0.000,0.000,137.959,0.000,0.000,0.000,55.243,0.000,0.000,137.959,0.000,0.000,0.000,55.243,0.000,0.000,137.959,1.235,3.451,-84.316,2059439127800,1,0.000
0.834,2059439127856,4,1.242,3.448,-84.264,0.246,0.171,-2.239,29.031,0.000,0.000,51.159,0.000,0.000,0.000,29.031,0.000,0.000,51.159,0.000,0.000,0.000,29.031,0.000,0.000,51.159,51.159,0.000,0.000,122.650,0.000,0.000,0.000,51.159,0.000,0.000,122.650,0.000,0.000,0.000,51.159,0.000,0.000,122.650,1.242,3.445,-84.322,2059439127800,1,0.000
0.868,2059439127856,4,1.249,3.451,-84.331,0.245,0.167,-2.226,28.018,0.000,0.000,47.512,0.000,0.000,0.000,28.018,0.000,0.000,47.512,0.000,0.000,0.000,28.018,0.000,0.000,47.512,47.512,0.000,0.000,109.524,0.000,0.000,0.000,47.512,0.000,0.000,109.524,0.000,0.000,0.000,47.512,0.000,0.000,109.524,1.246,3.437,-84.282,2059439127800,1,0.000
0.901,2059439127856,4,1.257,3.454,-84.366,0.244,0.162,-2.163,27.072,0.000,0.000,44.240,0.000,0.000,0.000,27.072,0.000,0.000,44.240,0.000,0.000,0.000,27.072,0.000,0.000,44.240,44.240,0.000,0.000,98.206,0.000,0.000,0.000,44.240,0.000,0.000,98.206,0.000,0.000,0.000,44.240,0.000,0.000,98.206,1.252,3.436,-84.120,2059439127800,1,0.000
0.934,2059439127856,4,1.264,3.458,-84.377,0.242,0.159,-2.065,26.188,0.000,0.000,41.295,0.000,0.000,0.000,26.188,0.000,0.000,41.295,0.000,0.000,0.000,26.188,0.000,0.000,41.295,41.295,0.000,0.000,88.395,0.000,0.000,0.000,41.295,0.000,0.000,88.395,0.000,0.000,0.000,41.295,0.000,0.000,88.395,1.256,3.444,-83.966,2059439127800,1,0.000
0.968,2059439127856,4,1.271,3.462,-84.376,0.241,0.158,-1.959,25.360,0.000,0.000,38.635,0.000,0.000,0.000,25.360,0.000,0.000,38.635,0.000,0.000,0.000,25.360,0.000,0.000,38.635,38.635,0.000,0.000,79.848,0.000,0.000,0.000,38.635,0.000,0.000,79.848,0.000,0.000,0.000,38.635,0.000,0.000,79.848,1.264,3.458,-83.894,2059439127800,1,0.000
1.001,2059439127856,4,1.278,3.467,-84.362,0.239,0.157,-1.842,24.582,0.000,0.000,36.223,0.000,0.000,0.000,24.582,0.000,0.000,36.223,0.000,0.000,0.000,24.582,0.000,0.000,36.223,36.223,0.000,0.000,72.368,0.000,0.000,0.000,36.223,0.000,0.000,72.368,0.000,0.000,0.000,36.223,0.000,0.000,72.368,1.269,3.463,-83.795,2059439127800,1,0.000
1.034,2059439127856,4,1.285,3.471,-84.339,0.238,0.156,-1.721,23.850,0.000,0.000,34.030,0.000,0.000,0.000,23.850,0.000,0.000,34.030,0.000,0.000,0.000,23.850,0.000,0.000,34.030,34.030,0.000,0.000,65.794,0.000,0.000,0.000,34.030,0.000,0.000,65.794,0.000,0.000,0.000,34.030,0.000,0.000,65.794,1.278,3.463,-83.715,2059439127800,1,0.000
1.068,2059439127856,4,1.292,3.475,-84.318,0.237,0.154,-1.613,23.161,0.000,0.000,32.030,0.000,0.000,0.000,23.161,0.000,0.000,32.030,0.000,0.000,0.000,23.161,0.000,0.000,32.030,32.030,0.000,0.000,59.993,0.000,0.000,0.000,32.030,0.000,0.000,59.993,0.000,0.000,0.000,32.030,0.000,0.000,59.993,1.287,3.466,-83.722,2059439127800,1,0.000
1.101,2059439127856,4,1.299,3.479,-84.293,0.236,0.152,-1.507,22.510,0.000,0.000,30.202,0.000,0.000,0.000,22.510,0.000,0.000,30.202,0.000,0.000,0.000,22.510,0.000,0.000,30.202,30.202,0.000,0.000,54.854,0.000,0.000,0.000,30.202,0.000,0.000,54.854,0.000,0.000,0.000,30.202,0.000,0.000,54.854,1.296,3.466,-83.671,2059439127800,1,0.000
1.134,2059439127856,4,1.307,3.483,-84.275,0.236,0.150,-1.419,21.895,0.000,0.000,28.525,0.000,0.000,0.000,21.895,0.000,0.000,28.525,0.000,0.000,0.000,21.895,0.000,0.000,28.525,28.525,0.000,0.000,50.285,0.000,0.000,0.000,28.525,0.000,0.000,50.285,0.000,0.000,0.000,28.525,0.000,0.000,50.285,1.309,3.474,-83.723,2059439127800,1,0.000
1.168,2059439127856,4,1.316,3.487,-84.264,0.237,0.150,-1.345,21.313,0.000,0.000,26.984,0.000,0.000,0.000,21.313,0.000,0.000,26.984,0.000,0.000,0.000,21.313,0.000,0.000,26.984,26.984,0.000,0.000,46.210,0.000,0.000,0.000,26.984,0.000,0.000,46.210,0.000,0.000,0.000,26.984,0.000,0.000,46.210,1.318,3.481,-83.775,2059439127800,1,0.000
1.201,2059439127856,4,1.324,3.491,-84.258,0.237,0.149,-1.282,20.760,0.000,0.000,25.565,0.000,0.000,0.000,20.760,0.000,0.000,25.565,0.000,0.000,0.000,20.760,0.000,0.000,25.565,25.565,0.000,0.000,42.564,0.000,0.000,0.000,25.565,0.000,0.000,42.564,0.000,0.000,0.000,25.565,0.000,0.000,42.564,1.324,3.486,-83.816,2059439127800,1,0.000
1.235,2059439127856,4,1.331,3.496,-84.254,0.236,0.148,-1.226,20.236,0.000,0.000,24.255,0.000,0.000,0.000,20.236,0.000,0.000,24.255,0.000,0.000,0.000,20.236,0.000,0.000,24.255,24.255,0.000,0.000,39.291,0.000,0.000,0.000,24.255,0.000,0.000,39.291,0.000,0.000,0.000,24.255,0.000,0.000,39.291,1.329,3.490,-83.836,2059439127800,1,0.000
1.268,2059439127856,4,1.339,3.500,-84.248,0.236,0.147,-1.171,19.737,0.000,0.000,23.043,0.000,0.000,0.000,19.737,0.000,0.000,23.043,0.000,0.000,0.000,19.737,0.000,0.000,23.043,23.043,0.000,0.000,36.345,0.000,0.000,0.000,23.043,0.000,0.000,36.345,0.000,0.000,0.000,23.043,0.000,0.000,36.345,1.334,3.494,-83.823,2059439127800,1,0.000
1.301,2059439127856,4,1.345,3.504,-84.237,0.235,0.146,-1.114,19.262,0.000,0.000,21.920,0.000,0.000,0.000,19.262,0.000,0.000,21.920,0.000,0.000,0.000,19.262,0.000,0.000,21.920,21.920,0.000,0.000,33.687,0.000,0.000,0.000,21.920,0.000,0.000,33.687,0.000,0.000,0.000,21.920,0.000,0.000,33.687,1.336,3.497,-83.764,2059439127800,1,0.000
1.335,2059439127856,4,1.352,3.508,-84.220,0.233,0.145,-1.054,18.810,0.000,0.000,20.876,0.000,0.000,0.000,18.810,0.000,0.000,20.876,0.000,0.000,0.000,18.810,0.000,0.000,20.876,20.876,0.000,0.000,31.282,0.000,0.000,0.000,20.876,0.000,0.000,31.282,0.000,0.000,0.000,20.876,0.000,0.000,31.282,1.340,3.497,-83.701,2059439127800,1,0.000
1.368,2059439127856,4,1.358,3.511,-84.204,0.232,0.143,-0.999,18.378,0.000,0.000,19.906,0.000,0.000,0.000,18.378,0.000,0.000,19.906,0.000,0.000,0.000,18.378,0.000,0.000,19.906,19.906,0.000,0.000,29.100,0.000,0.000,0.000,19.906,0.000,0.000,29.100,0.000,0.000,0.000,19.906,0.000,0.000,29.100,1.344,3.495,-83.698,2059439127800,1,0.000
1.401,2059439127856,4,1.364,3.514,-84.184,0.230,0.141,-0.943,17.966,0.000,0.000,19.001,0.000,0.000,0.000,17.966,0.000,0.000,19.001,0.000,0.000,0.000,17.966,0.000,0.000,19.001,19.001,0.000,0.000,27.117,0.000,0.000,0.000,19.001,0.000,0.000,27.117,0.000,0.000,0.000,19.001,0.000,0.000,27.117,1.348,3.493,-83.647,2059439127800,1,0.000
1.435,2059439127856,4,1.370,3.516,-84.160,0.228,0.139,-0.885,17.572,0.000,0.000,18.157,0.000,0.000,0.000,17.572,0.000,0.000,18.157,0.000,0.000,0.000,17.572,0.000,0.000,18.157,18.157,0.000,0.000,25.309,0.000,0.000,0.000,18.157,0.000,0.000,25.309,0.000,0.000,0.000,18.157,0.000,0.000,25.309,1.352,3.494,-83.585,2059439127800,1,0.000
1.468,2059439127856,4,1.376,3.518,-84.127,0.226,0.136,-0.822,17.194,0.000,0.000,17.368,0.000,0.000,0.000,17.194,0.000,0.000,17.368,0.000,0.000,0.000,17.194,0.000,0.000,17.368,17.368,0.000,0.000,23.659,0.000,0.000,0.000,17.368,0.000,0.000,23.659,0.000,0.000,0.000,17.368,0.000,0.000,23.659,1.356,3.489,-83.458,2059439127800,1,0.000
1.502,2059439127856,4,1.382,3.520,-84.093,0.225,0.133,-0.761,16.833,0.000,0.000,16.629,0.000,0.000,0.000,16.833,0.000,0.000,16.629,0.000,0.000,0.000,16.833,0.000,0.000,16.629,16.629,0.000,0.000,22.149,0.000,0.000,0.000,16.629,0.000,0.000,22.149,0.000,0.000,0.000,16.629,0.000,0.000,22.149,1.363,3.486,-83.421,2059439127800,1,0.000
1.535,2059439127856,4,1.388,3.521,-84.064,0.223,0.130,-0.708,16.486,0.000,0.000,15.937,0.000,0.000,0.000,16.486,0.000,0.000,15.937,0.000,0.000,0.000,16.486,0.000,0.000,15.937,15.937,0.000,0.000,20.765,0.000,0.000,0.000,15.937,0.000,0.000,20.765,0.000,0.000,0.000,15.937,0.000,0.000,20.765,1.372,3.488,-83.461,2059439127800,1,0.000
1.568,2059439127856,4,1.394,3.522,-84.035,0.222,0.127,-0.659,16.153,0.000,0.000,15.287,0.000,0.000,0.000,16.153,0.000,0.000,15.287,0.000,0.000,0.000,16.153,0.000,0.000,15.287,15.287,0.000,0.000,19.494,0.000,0.000,0.000,15.287,0.000,0.000,19.494,0.000,0.000,0.000,15.287,0.000,0.000,19.494,1.379,3.485,-83.437,2059439127800,1,0.000
1.602,2059439127856,4,1.400,3.523,-84.002,0.221,0.124,-0.608,15.834,0.000,0.000,14.675,0.000,0.000,0.000,15.834,0.000,0.000,14.675,0.000,0.000,0.000,15.834,0.000,0.000,14.675,14.675,0.000,0.000,18.325,0.000,0.000,0.000,14.675,0.000,0.000,18.325,0.000,0.000,0.000,14.675,0.000,0.000,18.325,1.386,3.481,-83.368,2059439127800,1,0.000
1.635,2059439127856,4,1.409,3.523,-83.982,0.222,0.120,-0.571,15.527,0.000,0.000,14.100,0.000,0.000,0.000,15.527,0.000,0.000,14.100,0.000,0.000,0.000,15.527,0.000,0.000,14.100,14.100,0.000,0.000,17.247,0.000,0.000,0.000,14.100,0.000,0.000,17.247,0.000,0.000,0.000,14.100,0.000,0.000,17.247,1.426,3.480,-83.502,2059439127800,1,0.000
1.668,2059439127856,4,1.420,3.524,-83.973,0.225,0.117,-0.546,15.231,0.000,0.000,13.558,0.000,0.000,0.000,15.231,0.000,0.000,13.558,0.000,0.000,0.000,15.231,0.000,0.000,13.558,13.558,0.000,0.000,16.252,0.000,0.000,0.000,13.558,0.000,0.000,16.252,0.000,0.000,0.000,13.558,0.000,0.000,16.252,1.463,3.479,-83.623,2059439127800,1,0.000
1.702,2059439127856,4,1.433,3.523,-83.971,0.230,0.114,-0.528,14.947,0.000,0.000,13.046,0.000,0.000,0.000,14.947,0.000,0.000,13.046,0.000,0.000,0.000,14.947,0.000,0.000,13.046,13.046,0.000,0.000,15.333,0.000,0.000,0.000,13.046,0.000,0.000,15.333,0.000,0.000,0.000,13.046,0.000,0.000,15.333,1.498,3.475,-83.721,2059439127800,1,0.000
1.735,2059439127856,4,1.447,3.523,-83.981,0.236,0.110,-0.522,14.673,0.000,0.000,12.563,0.000,0.000,0.000,14.673,0.000,0.000,12.563,0.000,0.000,0.000,14.673,0.000,0.000,12.563,12.563,0.000,0.000,14.481,0.000,0.000,0.000,12.563,0.000,0.000,14.481,0.000,0.000,0.000,12.563,0.000,0.000,14.481,1.535,3.474,-83.896,2059439127800,1,0.000
1.768,2059439127856,4,1.464,3.523,-84.008,0.243,0.107,-0.530,14.409,0.000,0.000,12.107,0.000,0.000,0.000,14.409,0.000,0.000,12.107,0.000,0.000,0.000,14.409,0.000,0.000,12.107,12.107,0.000,0.000,13.691,0.000,0.000,0.000,12.107,0.000,0.000,13.691,0.000,0.000,0.000,12.107,0.000,0.000,13.691,1.570,3.477,-84.126,2059439127800,1,0.000
1.802,2059439127856,4,1.481,3.524,-84.048,0.250,0.105,-0.549,14.154,0.000,0.000,11.674,0.000,0.000,0.000,14.154,0.000,0.000,11.674,0.000,0.000,0.000,14.154,0.000,0.000,11.674,11.674,0.000,0.000,12.958,0.000,0.000,0.000,11.674,0.000,0.000,12.958,0.000,0.000,0.000,11.674,0.000,0.000,12.958,1.603,3.482,-84.343,2059439127800,1,0.000
1.835,2059439127856,4,1.499,3.524,-84.097,0.258,0.102,-0.573,13.908,0.000,0.000,11.265,0.000,0.000,0.000,13.908,0.000,0.000,11.265,0.000,0.000,0.000,13.908,0.000,0.000,11.265,11.265,0.000,0.000,12.276,0.000,0.000,0.000,11.265,0.000,0.000,12.276,0.000,0.000,0.000,11.265,0.000,0.000,12.276,1.633,3.485,-84.509,2059439127800,1,0.000
1.869,2059439127856,4,1.518,3.525,-84.150,0.267,0.100,-0.600,13.670,0.000,0.000,10.876,0.000,0.000,0.000,13.670,0.000,0.000,10.876,0.000,0.000,0.000,13.670,0.000,0.000,10.876,10.876,0.000,0.000,11.641,0.000,0.000,0.000,10.876,0.000,0.000,11.641,0.000,0.000,0.000,10.876,0.000,0.000,11.641,1.661,3.484,-84.604,2059439127800,1,0.000
1.902,2059439127856,4,1.538,3.525,-84.199,0.275,0.097,-0.623,13.441,0.000,0.000,10.508,0.000,0.000,0.000,13.441,0.000,0.000,10.508,0.000,0.000,0.000,13.441,0.000,0.000,10.508,10.508,0.000,0.000,11.049,0.000,0.000,0.000,10.508,0.000,0.000,11.049,0.000,0.000,0.000,10.508,0.000,0.000,11.049,1.686,3.481,-84.612,2059439127800,1,0.000
1.935,2059439127856,4,1.558,3.525,-84.252,0.284,0.095,-0.647,13.219,0.000,0.000,10.158,0.000,0.000,0.000,13.219,0.000,0.000,10.158,0.000,0.000,0.000,13.219,0.000,0.000,10.158,10.158,0.000,0.000,10.497,0.000,0.000,0.000,10.158,0.000,0.000,10.497,0.000,0.000,0.000,10.158,0.000,0.000,10.497,1.713,3.480,-84.694,2059439127800,1,0.000
1.969,2059439127856,4,1.579,3.525,-84.305,0.292,0.093,-0.671,13.004,0.000,0.000,9.825,0.000,0.000,0.000,13.004,0.000,0.000,9.825,0.000,0.000,0.000,13.004,0.000,0.000,9.825,9.825,0.000,0.000,9.981,0.000,0.000,0.000,9.825,0.000,0.000,9.981,0.000,0.000,0.000,9.825,0.000,0.000,9.981,1.737,3.480,-84.761,2059439127800,1,0.000
2.002,2059439127856,4,1.599,3.525,-84.360,0.300,0.090,-0.696,12.796,0.000,0.000,9.508,0.000,0.000,0.000,12.796,0.000,0.000,9.508,0.000,0.000,0.000,12.796,0.000,0.000,9.508,9.508,0.000,0.000,9.498,0.000,0.000,0.000,9.508,0.000,0.000,9.498,0.000,0.000,0.000,9.508,0.000,0.000,9.498,1.758,3.480,-84.840,2059439127800,1,0.000
2.035,2059439127856,4,1.620,3.525,-84.416,0.308,0.088,-0.719,12.595,0.000,0.000,9.206,0.000,0.000,0.000,12.595,0.000,0.000,9.206,0.000,0.000,0.000,12.595,0.000,0.000,9.206,9.206,0.000,0.000,9.046,0.000,0.000,0.000,9.206,0.000,0.000,9.046,0.000,0.000,0.000,9.206,0.000,0.000,9.046,1.777,3.478,-84.894,2059439127800,1,0.000
2.069,2059439127856,4,1.640,3.525,-84.469,0.315,0.086,-0.740,12.400,0.000,0.000,8.918,0.000,0.000,0.000,12.400,0.000,0.000,8.918,0.000,0.000,0.000,12.400,0.000,0.000,8.918,8.918,0.000,0.000,8.622,0.000,0.000,0.000,8.918,0.000,0.000,8.622,0.000,0.000,0.000,8.918,0.000,0.000,8.622,1.795,3.477,-84.909,2059439127800,1,0.000
2.102,2059439127856,4,1.660,3.524,-84.517,0.322,0.083,-0.757,12.210,0.000,0.000,8.644,0.000,0.000,0.000,12.210,0.000,0.000,8.644,0.000,0.000,0.000,12.210,0.000,0.000,8.644,8.644,0.000,0.000,8.224,0.000,0.000,0.000,8.644,0.000,0.000,8.224,0.000,0.000,0.000,8.644,0.000,0.000,8.224,1.810,3.473,-84.874,2059439127800,1,0.000
2.135,2059439127856,4,1.680,3.524,-84.560,0.328,0.081,-0.769,12.027,0.000,0.000,8.382,0.000,0.000,0.000,12.027,0.000,0.000,8.382,0.000,0.000,0.000,12.027,0.000,0.000,8.382,8.382,0.000,0.000,7.850,0.000,0.000,0.000,8.382,0.000,0.000,7.850,0.000,0.000,0.000,8.382,0.000,0.000,7.850,1.825,3.472,-84.850,2059439127800,1,0.000
2.169,2059439127856,4,1.700,3.523,-84.603,0.334,0.079,-0.781,11.849,0.000,0.000,8.132,0.000,0.000,0.000,11.849,0.000,0.000,8.132,0.000,0.000,0.000,11.849,0.000,0.000,8.132,8.132,0.000,0.000,7.499,0.000,0.000,0.000,8.132,0.000,0.000,7.499,0.000,0.000,0.000,8.132,0.000,0.000,7.499,1.842,3.470,-84.875,2059439127800,1,0.000
