time,id,x_min_p,x_max_p,y_min_p,y_max_p,x_min_m,x_max_m,y_min_m,y_max_m,x_min_c,x_max_c,y_min_c,y_max_c,vx_min_p,vx_max_p,vy_min_p,vy_max_p,vx_min_c,vx_max_c,vy_min_c,vy_max_c,distance,do_c1,do_c2,do_c3,do_c4,do_c5,do_c6,do_c7,do_c8,io_c1,io_c2,io_c3,io_c4,io_c5,io_c6,io_c7,io_c8,confidence
13.513,2,450.462,786.794,55.213,636.693,450.000,789.000,64.000,638.000,450.386,787.188,57.554,637.018,2.538,-10.695,-10.695,-2.464,2.393,-10.014,-7.482,-2.095,0.006,0.27,0.39,0.05,0.00,0.01,0.04,0.06,0.19,0.34,0.28,0.03,0.00,0.01,0.07,0.05,0.22,1.00
13.547,2,450.466,786.854,57.304,636.948,451.000,788.000,64.000,638.000,450.679,786.954,59.090,637.207,2.393,-10.014,-10.014,-2.095,2.513,-9.620,-5.636,-1.797,0.005,0.27,0.38,0.05,0.00,0.01,0.04,0.06,0.19,0.34,0.28,0.03,0.00,0.01,0.07,0.05,0.22,1.00
13.580,2,450.763,786.633,58.902,637.147,452.000,793.000,63.000,638.000,451.185,788.271,59.969,637.354,2.513,-9.620,-9.620,-1.797,2.820,-7.842,-4.496,-1.554,0.008,0.28,0.39,0.05,0.00,0.01,0.04,0.06,0.18,0.34,0.28,0.03,0.00,0.01,0.07,0.05,0.22,1.00
13.614,2,451.279,788.010,59.819,637.302,453.000,789.000,64.000,635.000,451.850,788.115,60.938,636.591,2.820,-7.842,-7.842,-1.554,3.253,-7.509,-3.344,-2.152,0.005,0.27,0.38,0.05,0.00,0.01,0.04,0.06,0.20,0.34,0.28,0.03,0.00,0.01,0.07,0.05,0.22,1.00
13.647,2,451.958,787.864,60.827,636.519,454.000,792.000,66.000,635.000,452.633,788.899,62.264,636.023,3.253,-7.509,-7.509,-2.152,3.767,-6.342,-1.939,-2.537,0.008,0.27,0.38,0.05,0.00,0.01,0.04,0.06,0.19,0.34,0.28,0.03,0.00,0.01,0.07,0.05,0.22,1.00
13.680,2,452.759,788.687,62.199,635.939,454.000,793.000,68.000,638.000,453.211,789.801,63.853,636.483,3.767,-6.342,-6.342,-2.537,4.063,-5.139,-0.379,-1.966,0.008,0.27,0.39,0.05,0.00,0.01,0.04,0.06,0.19,0.34,0.28,0.03,0.00,0.01,0.07,0.05,0.22,1.00
13.714,2,453.347,789.630,63.840,636.417,454.000,788.000,67.000,637.000,453.634,789.031,64.757,636.542,4.063,-5.139,-5.139,-1.966,4.201,-5.527,0.464,-1.794,0.003,0.28,0.38,0.05,0.00,0.01,0.04,0.06,0.19,0.34,0.28,0.03,0.00,0.01,0.07,0.05,0.22,1.00
13.747,2,453.774,788.847,64.772,636.482,450.000,789.000,65.000,639.000,452.768,788.761,64.850,637.177,4.201,-5.527,-5.527,-1.794,3.160,-5.437,0.521,-1.109,0.004,0.27,0.39,0.04,0.00,0.01,0.04,0.06,0.19,0.34,0.28,0.03,0.00,0.01,0.07,0.05,0.22,1.00
13.780,2,452.873,788.580,64.867,637.140,411.000,789.000,68.000,639.000,440.679,788.575,65.798,637.659,3.160,-5.437,-5.437,-1.109,-8.002,-5.277,1.349,-0.604,0.034,0.25,0.44,0.04,0.00,0.01,0.04,0.05,0.17,0.34,0.28,0.03,0.00,0.01,0.07,0.05,0.22,1.00
13.814,2,440.412,788.399,65.843,637.639,394.000,797.000,66.000,639.000,426.625,790.794,65.921,638.023,-8.002,-5.277,-5.277,-0.604,-20.272,-2.943,1.379,-0.237,0.040,0.24,0.46,0.04,0.00,0.01,0.03,0.05,0.17,0.34,0.28,0.03,0.00,0.01,0.07,0.05,0.22,1.00
13.847,2,425.948,790.696,65.967,638.016,442.000,792.000,67.000,644.000,430.173,791.009,66.302,639.763,-20.272,-2.943,-2.943,-0.237,-15.824,-2.570,1.641,1.357,0.015,0.26,0.40,0.04,0.00,0.01,0.04,0.06,0.19,0.34,0.28,0.03,0.00,0.01,0.07,0.05,0.22,1.00
13.881,2,429.645,790.923,66.357,639.809,452.000,793.000,68.000,641.000,435.822,791.471,66.877,640.190,-15.824,-2.570,-2.570,1.357,-9.739,-1.995,2.064,1.661,0.018,0.26,0.39,0.04,0.00,0.01,0.04,0.06,0.19,0.34,0.28,0.03,0.00,0.01,0.07,0.05,0.22,1.00
13.914,2,435.497,791.404,66.946,640.245,452.000,793.000,67.000,641.000,440.102,791.825,67.010,640.505,-9.739,-1.995,-1.995,1.661,-5.265,-1.553,2.060,1.847,0.013,0.26,0.40,0.04,0.00,0.01,0.04,0.06,0.20,0.34,0.28,0.03,0.00,0.01,0.07,0.05,0.22,1.00
13.947,2,439.927,791.773,67.079,640.567,450.000,794.000,70.000,643.000,442.754,792.389,67.983,641.324,-5.265,-1.553,-1.553,1.847,-2.540,-0.947,2.818,2.478,0.011,0.26,0.40,0.04,0.00,0.01,0.04,0.06,0.20,0.34,0.28,0.03,0.00,0.01,0.07,0.05,0.22,1.00
13.981,2,442.669,792.357,68.077,641.406,454.000,792.000,74.000,643.000,445.929,792.230,69.879,641.932,-2.540,-0.947,-0.947,2.478,0.496,-1.034,4.368,2.880,0.012,0.25,0.39,0.04,0.00,0.01,0.04,0.06,0.20,0.34,0.28,0.03,0.00,0.01,0.07,0.05,0.22,1.00
14.014,2,445.946,792.196,70.025,642.028,455.000,789.000,72.000,639.000,448.610,791.235,70.707,641.209,0.496,-1.034,-1.034,2.880,2.899,-1.874,4.855,2.049,0.011,0.27,0.38,0.04,0.00,0.01,0.04,0.06,0.20,0.34,0.28,0.03,0.00,0.01,0.07,0.05,0.22,1.00
14.047,2,448.707,791.172,70.869,641.277,453.000,791.000,68.000,640.000,450.033,791.078,70.143,640.951,2.899,-1.874,-1.874,2.049,4.015,-1.904,4.049,1.691,0.005,0.27,0.39,0.04,0.00,0.01,0.04,0.06,0.20,0.34,0.28,0.03,0.00,0.01,0.07,0.05,0.22,1.00
14.081,2,450.167,791.014,70.278,641.008,453.000,795.000,69.000,640.000,451.092,792.137,69.999,640.752,4.015,-1.904,-1.904,1.691,4.732,-0.827,3.673,1.408,0.006,0.26,0.40,0.04,0.00,0.01,0.04,0.06,0.19,0.34,0.28,0.03,0.00,0.01,0.07,0.05,0.22,1.00
