time,id,x_min_p,x_max_p,y_min_p,y_max_p,x_min_m,x_max_m,y_min_m,y_max_m,x_min_c,x_max_c,y_min_c,y_max_c,distance,do_c1,do_c2,do_c3,do_c4,do_c5,do_c6,do_c7,do_c8,io_c1,io_c2,io_c3,io_c4,io_c5,io_c6,io_c7,io_c8
14.960,84,550.000,709.000,235.000,388.000,552.000,708.000,235.000,392.000,552.000,708.000,235.000,392.000,0.011,0.12,0.05,0.01,0.02,0.05,0.30,0.23,0.21,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
15.000,81,876.000,1072.000,338.000,495.000,882.000,1077.000,343.000,505.000,882.000,1077.000,343.000,505.000,0.038,0.06,0.01,0.01,0.02,0.16,0.50,0.17,0.07,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
15.000,84,552.000,708.000,235.000,392.000,551.000,715.000,236.000,393.000,551.000,715.000,236.000,393.000,0.016,0.09,0.05,0.01,0.02,0.06,0.32,0.23,0.22,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
15.040,81,882.000,1077.000,343.000,505.000,895.000,1083.000,348.000,504.000,895.000,1083.000,348.000,504.000,0.034,0.05,0.01,0.00,0.02,0.16,0.51,0.20,0.06,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
15.040,84,551.000,715.000,236.000,393.000,554.000,717.000,239.000,398.000,554.000,717.000,239.000,398.000,0.020,0.08,0.03,0.01,0.02,0.05,0.32,0.27,0.22,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
15.080,81,895.000,1083.000,348.000,504.000,897.000,1094.000,345.000,504.000,897.000,1094.000,345.000,504.000,0.022,0.07,0.01,0.01,0.02,0.16,0.48,0.18,0.06,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
15.080,84,554.000,717.000,239.000,398.000,558.000,720.000,243.000,405.000,558.000,720.000,243.000,405.000,0.028,0.11,0.02,0.00,0.02,0.06,0.32,0.25,0.23,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
15.120,81,897.000,1094.000,345.000,504.000,902.000,1103.000,347.000,507.000,902.000,1103.000,347.000,507.000,0.026,0.06,0.01,0.01,0.02,0.15,0.48,0.21,0.07,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
15.120,84,558.000,720.000,243.000,405.000,559.000,721.000,241.000,404.000,559.000,721.000,241.000,404.000,0.008,0.09,0.02,0.00,0.01,0.05,0.32,0.27,0.23,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
15.160,81,902.000,1103.000,347.000,507.000,909.000,1108.000,354.000,514.000,909.000,1108.000,354.000,514.000,0.037,0.06,0.02,0.01,0.02,0.16,0.48,0.19,0.06,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
15.160,84,559.000,721.000,241.000,404.000,562.000,722.000,239.000,411.000,562.000,722.000,239.000,411.000,0.020,0.11,0.03,0.01,0.02,0.06,0.31,0.24,0.22,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
15.200,81,909.000,1108.000,354.000,514.000,911.000,1112.000,358.000,525.000,911.000,1112.000,358.000,525.000,0.031,0.06,0.01,0.01,0.02,0.14,0.50,0.20,0.06,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
15.200,84,562.000,722.000,239.000,411.000,558.000,726.000,241.000,421.000,558.000,726.000,241.000,421.000,0.030,0.12,0.02,0.00,0.01,0.05,0.33,0.24,0.22,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
15.240,81,911.000,1112.000,358.000,525.000,916.000,1118.000,361.000,527.000,916.000,1118.000,361.000,527.000,0.021,0.06,0.02,0.01,0.02,0.16,0.49,0.18,0.06,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
15.240,84,558.000,726.000,241.000,421.000,564.000,728.000,246.000,432.000,564.000,728.000,246.000,432.000,0.034,0.12,0.01,0.00,0.02,0.05,0.33,0.25,0.22,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
15.280,81,916.000,1118.000,361.000,527.000,916.000,1133.000,368.000,539.000,916.000,1133.000,368.000,539.000,0.047,0.06,0.02,0.01,0.01,0.13,0.49,0.21,0.07,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
15.280,84,564.000,728.000,246.000,432.000,562.000,730.000,244.000,436.000,562.000,730.000,244.000,436.000,0.014,0.11,0.01,0.00,0.01,0.04,0.35,0.25,0.21,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
15.320,81,916.000,1133.000,368.000,539.000,917.000,1141.000,373.000,544.000,917.000,1141.000,373.000,544.000,0.025,0.07,0.01,0.01,0.02,0.13,0.49,0.20,0.08,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
15.320,84,562.000,730.000,244.000,436.000,558.000,735.000,243.000,437.000,558.000,735.000,243.000,437.000,0.016,0.11,0.02,0.00,0.01,0.04,0.36,0.23,0.22,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
15.360,81,917.000,1141.000,373.000,544.000,926.000,1144.000,378.000,544.000,926.000,1144.000,378.000,544.000,0.021,0.07,0.02,0.01,0.02,0.14,0.52,0.18,0.06,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
15.360,84,558.000,735.000,243.000,437.000,562.000,736.000,250.000,445.000,562.000,736.000,250.000,445.000,0.026,0.12,0.01,0.00,0.01,0.05,0.37,0.22,0.21,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
15.400,81,926.000,1144.000,378.000,544.000,941.000,1144.000,374.000,550.000,941.000,1144.000,374.000,550.000,0.032,0.09,0.02,0.01,0.02,0.16,0.49,0.16,0.05,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
15.400,84,562.000,736.000,250.000,445.000,564.000,732.000,254.000,438.000,564.000,732.000,254.000,438.000,0.023,0.12,0.01,0.00,0.02,0.06,0.35,0.23,0.21,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
15.440,81,941.000,1144.000,374.000,550.000,946.000,1154.000,381.000,556.000,946.000,1154.000,381.000,556.000,0.037,0.08,0.02,0.01,0.02,0.14,0.51,0.17,0.06,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
15.440,84,564.000,732.000,254.000,438.000,566.000,730.000,264.000,441.000,566.000,730.000,264.000,441.000,0.024,0.11,0.01,0.00,0.02,0.06,0.33,0.25,0.22,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
15.480,81,946.000,1154.000,381.000,556.000,951.000,1164.000,392.000,562.000,951.000,1164.000,392.000,562.000,0.042,0.07,0.02,0.01,0.02,0.16,0.50,0.16,0.06,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
15.480,84,566.000,730.000,264.000,441.000,568.000,733.000,276.000,447.000,568.000,733.000,276.000,447.000,0.033,0.12,0.01,0.01,0.02,0.08,0.32,0.23,0.21,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
15.520,81,951.000,1164.000,392.000,562.000,953.000,1170.000,394.000,568.000,953.000,1170.000,394.000,568.000,0.021,0.07,0.02,0.01,0.01,0.14,0.51,0.18,0.06,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
15.520,84,568.000,733.000,276.000,447.000,568.000,734.000,273.000,454.000,568.000,734.000,273.000,454.000,0.016,0.11,0.00,0.00,0.02,0.06,0.32,0.26,0.22,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
15.560,81,953.000,1170.000,394.000,568.000,960.000,1180.000,397.000,579.000,960.000,1180.000,397.000,579.000,0.040,0.08,0.02,0.01,0.01,0.14,0.49,0.19,0.06,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
15.560,84,568.000,734.000,273.000,454.000,564.000,739.000,279.000,462.000,564.000,739.000,279.000,462.000,0.033,0.12,0.00,0.00,0.01,0.06,0.34,0.25,0.21,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
15.600,81,960.000,1180.000,397.000,579.000,968.000,1188.000,403.000,586.000,968.000,1188.000,403.000,586.000,0.036,0.08,0.02,0.01,0.02,0.13,0.49,0.18,0.07,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
15.600,84,564.000,739.000,279.000,462.000,562.000,745.000,277.000,471.000,562.000,745.000,277.000,471.000,0.026,0.13,0.01,0.01,0.02,0.05,0.35,0.24,0.21,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
15.640,81,968.000,1188.000,403.000,586.000,978.000,1199.000,410.000,581.000,978.000,1199.000,410.000,581.000,0.040,0.08,0.02,0.01,0.02,0.15,0.48,0.17,0.06,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
15.640,84,562.000,745.000,277.000,471.000,564.000,746.000,281.000,468.000,564.000,746.000,281.000,468.000,0.013,0.13,0.01,0.00,0.02,0.05,0.35,0.24,0.20,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
15.680,81,978.000,1199.000,410.000,581.000,983.000,1212.000,414.000,591.000,983.000,1212.000,414.000,591.000,0.041,0.08,0.03,0.01,0.02,0.13,0.49,0.18,0.07,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
15.680,84,564.000,746.000,281.000,468.000,562.000,749.000,280.000,471.000,562.000,749.000,280.000,471.000,0.012,0.13,0.02,0.00,0.01,0.05,0.36,0.22,0.21,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
15.720,81,983.000,1212.000,414.000,591.000,986.000,1223.000,422.000,596.000,986.000,1223.000,422.000,596.000,0.034,0.09,0.03,0.01,0.02,0.14,0.48,0.18,0.06,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
15.720,84,562.000,749.000,280.000,471.000,563.000,749.000,282.000,479.000,563.000,749.000,282.000,479.000,0.014,0.13,0.02,0.00,0.02,0.05,0.36,0.23,0.19,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
15.760,81,986.000,1223.000,422.000,596.000,993.000,1231.000,428.000,603.000,993.000,1231.000,428.000,603.000,0.035,0.08,0.03,0.01,0.02,0.14,0.48,0.18,0.06,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
15.760,84,563.000,749.000,282.000,479.000,557.000,754.000,279.000,487.000,557.000,754.000,279.000,487.000,0.029,0.13,0.02,0.00,0.01,0.04,0.39,0.21,0.20,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
15.760,87,322.000,423.000,195.000,239.000,324.000,424.000,193.000,240.000,324.000,424.000,193.000,240.000,0.024,0.32,0.02,0.01,0.00,0.03,0.33,0.08,0.20,0.35,0.02,0.00,0.00,0.05,0.35,0.07,0.16
15.800,81,993.000,1231.000,428.000,603.000,1007.000,1245.000,432.000,615.000,1007.000,1245.000,432.000,615.000,0.052,0.10,0.02,0.01,0.02,0.13,0.47,0.19,0.06,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
15.800,84,557.000,754.000,279.000,487.000,557.000,757.000,284.000,493.000,557.000,757.000,284.000,493.000,0.017,0.13,0.01,0.00,0.01,0.04,0.40,0.21,0.19,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
15.800,87,324.000,424.000,193.000,240.000,323.000,426.000,194.000,240.000,323.000,426.000,194.000,240.000,0.013,0.34,0.02,0.01,0.00,0.04,0.32,0.08,0.20,0.35,0.02,0.00,0.00,0.05,0.35,0.07,0.16
15.840,81,1007.000,1245.000,432.000,615.000,1016.000,1247.000,440.000,614.000,1016.000,1247.000,440.000,614.000,0.024,0.09,0.02,0.01,0.02,0.15,0.47,0.18,0.07,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
15.840,84,557.000,757.000,284.000,493.000,575.000,770.000,300.000,491.000,575.000,770.000,300.000,491.000,0.060,0.14,0.01,0.00,0.02,0.04,0.36,0.22,0.21,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
15.840,87,323.000,426.000,194.000,240.000,324.000,427.000,192.000,241.000,324.000,427.000,192.000,241.000,0.021,0.33,0.03,0.01,0.00,0.04,0.31,0.08,0.19,0.35,0.02,0.00,0.00,0.05,0.35,0.07,0.16
15.880,81,1016.000,1247.000,440.000,614.000,1019.000,1248.000,454.000,621.000,1019.000,1248.000,454.000,621.000,0.035,0.09,0.02,0.01,0.02,0.15,0.47,0.18,0.06,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
15.880,84,575.000,770.000,300.000,491.000,575.000,768.000,310.000,496.000,575.000,768.000,310.000,496.000,0.022,0.14,0.01,0.01,0.02,0.05,0.36,0.21,0.20,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
15.880,87,324.000,427.000,192.000,241.000,331.000,427.000,193.000,241.000,331.000,427.000,193.000,241.000,0.022,0.31,0.04,0.01,0.00,0.06,0.31,0.07,0.19,0.35,0.02,0.00,0.00,0.05,0.35,0.07,0.16
15.920,81,1019.000,1248.000,454.000,621.000,1016.000,1272.000,448.000,629.000,1016.000,1272.000,448.000,629.000,0.050,0.11,0.02,0.01,0.02,0.12,0.47,0.17,0.08,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
15.920,84,575.000,768.000,310.000,496.000,572.000,767.000,312.000,510.000,572.000,767.000,312.000,510.000,0.027,0.14,0.02,0.01,0.02,0.04,0.36,0.21,0.21,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
15.920,87,331.000,427.000,193.000,241.000,331.000,429.000,191.000,241.000,331.000,429.000,191.000,241.000,0.016,0.28,0.02,0.01,0.00,0.05,0.32,0.10,0.22,0.35,0.02,0.00,0.00,0.05,0.35,0.07,0.16
15.960,81,1016.000,1272.000,448.000,629.000,1019.000,1278.000,448.000,639.000,1019.000,1278.000,448.000,639.000,0.023,0.13,0.02,0.01,0.02,0.13,0.47,0.17,0.06,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
15.960,84,572.000,767.000,312.000,510.000,571.000,772.000,327.000,511.000,571.000,772.000,327.000,511.000,0.028,0.14,0.01,0.01,0.02,0.05,0.37,0.20,0.21,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
15.960,87,331.000,429.000,191.000,241.000,333.000,430.000,189.000,240.000,333.000,430.000,189.000,240.000,0.023,0.32,0.02,0.00,0.00,0.04,0.34,0.08,0.19,0.35,0.02,0.00,0.00,0.05,0.35,0.07,0.16
16.000,81,1019.000,1278.000,448.000,639.000,1025.000,1270.000,451.000,647.000,1025.000,1270.000,451.000,647.000,0.028,0.10,0.02,0.01,0.02,0.13,0.46,0.18,0.07,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
16.000,84,571.000,772.000,327.000,511.000,575.000,770.000,328.000,513.000,575.000,770.000,328.000,513.000,0.012,0.14,0.01,0.01,0.02,0.05,0.36,0.21,0.20,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
16.000,87,333.000,430.000,189.000,240.000,335.000,428.000,190.000,240.000,335.000,428.000,190.000,240.000,0.015,0.29,0.02,0.00,0.00,0.04,0.34,0.09,0.22,0.35,0.02,0.00,0.00,0.05,0.35,0.07,0.16
16.040,81,1025.000,1270.000,451.000,647.000,1036.000,1275.000,462.000,649.000,1036.000,1275.000,462.000,649.000,0.033,0.10,0.03,0.01,0.02,0.16,0.46,0.16,0.06,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
16.040,84,575.000,770.000,328.000,513.000,578.000,772.000,335.000,518.000,578.000,772.000,335.000,518.000,0.023,0.14,0.01,0.01,0.02,0.06,0.35,0.20,0.21,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
16.040,87,335.000,428.000,190.000,240.000,335.000,429.000,189.000,239.000,335.000,429.000,189.000,239.000,0.013,0.29,0.03,0.00,0.00,0.06,0.34,0.08,0.19,0.35,0.02,0.00,0.00,0.05,0.35,0.07,0.16
16.080,81,1036.000,1275.000,462.000,649.000,1042.000,1278.000,469.000,647.000,1042.000,1278.000,469.000,647.000,0.021,0.09,0.02,0.01,0.02,0.17,0.46,0.16,0.06,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
16.080,84,578.000,772.000,335.000,518.000,576.000,772.000,336.000,530.000,576.000,772.000,336.000,530.000,0.020,0.14,0.01,0.01,0.02,0.05,0.36,0.21,0.21,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
16.080,87,335.000,429.000,189.000,239.000,331.000,429.000,190.000,239.000,331.000,429.000,190.000,239.000,0.016,0.32,0.03,0.01,0.00,0.05,0.33,0.07,0.20,0.35,0.02,0.00,0.00,0.05,0.35,0.07,0.16
16.120,81,1042.000,1278.000,469.000,647.000,1039.000,1276.000,473.000,672.000,1039.000,1276.000,473.000,672.000,0.046,0.08,0.02,0.01,0.02,0.16,0.49,0.17,0.06,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
16.120,84,576.000,772.000,336.000,530.000,572.000,774.000,339.000,534.000,572.000,774.000,339.000,534.000,0.017,0.14,0.01,0.01,0.02,0.06,0.38,0.19,0.19,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
16.120,87,331.000,429.000,190.000,239.000,336.000,432.000,188.000,239.000,336.000,432.000,188.000,239.000,0.031,0.29,0.03,0.00,0.00,0.06,0.34,0.07,0.20,0.35,0.02,0.00,0.00,0.05,0.35,0.07,0.16
16.160,81,1039.000,1276.000,473.000,672.000,1045.000,1277.000,483.000,687.000,1045.000,1277.000,483.000,687.000,0.039,0.07,0.01,0.01,0.02,0.14,0.49,0.18,0.08,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
16.160,84,572.000,774.000,339.000,534.000,575.000,784.000,345.000,542.000,575.000,784.000,345.000,542.000,0.034,0.13,0.01,0.01,0.02,0.05,0.39,0.20,0.20,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
16.160,87,336.000,432.000,188.000,239.000,335.000,431.000,189.000,239.000,335.000,431.000,189.000,239.000,0.010,0.32,0.05,0.01,0.00,0.05,0.32,0.05,0.19,0.35,0.02,0.00,0.00,0.05,0.35,0.07,0.16
16.200,81,1045.000,1277.000,483.000,687.000,1060.000,1274.000,486.000,689.000,1060.000,1274.000,486.000,689.000,0.026,0.06,0.02,0.01,0.02,0.16,0.51,0.16,0.07,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
16.200,84,575.000,784.000,345.000,542.000,574.000,787.000,349.000,537.000,574.000,787.000,349.000,537.000,0.016,0.13,0.01,0.01,0.02,0.05,0.39,0.20,0.19,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
16.200,87,335.000,431.000,189.000,239.000,333.000,435.000,184.000,241.000,333.000,435.000,184.000,241.000,0.051,0.26,0.04,0.00,0.00,0.07,0.33,0.08,0.22,0.35,0.02,0.00,0.00,0.05,0.35,0.07,0.16
16.240,81,1060.000,1274.000,486.000,689.000,1077.000,1275.000,494.000,695.000,1077.000,1275.000,494.000,695.000,0.038,0.05,0.01,0.01,0.02,0.16,0.53,0.16,0.06,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
16.240,84,574.000,787.000,349.000,537.000,574.000,797.000,349.000,554.000,574.000,797.000,349.000,554.000,0.034,0.13,0.01,0.00,0.02,0.05,0.41,0.19,0.18,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
16.240,87,333.000,435.000,184.000,241.000,335.000,432.000,184.000,241.000,335.000,432.000,184.000,241.000,0.012,0.28,0.05,0.00,0.00,0.08,0.33,0.07,0.19,0.35,0.02,0.00,0.00,0.05,0.35,0.07,0.16
16.240,88,301.000,388.000,179.000,234.000,289.000,380.000,177.000,235.000,289.000,380.000,177.000,235.000,0.071,0.43,0.11,0.01,0.00,0.13,0.21,0.05,0.07,0.41,0.10,0.01,0.00,0.09,0.27,0.04,0.08
16.280,84,574.000,797.000,349.000,554.000,578.000,795.000,362.000,559.000,578.000,795.000,362.000,559.000,0.029,0.13,0.02,0.01,0.02,0.06,0.38,0.19,0.19,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
16.280,81,1077.000,1275.000,494.000,695.000,1082.000,1278.000,498.000,703.000,1082.000,1278.000,498.000,703.000,0.025,0.05,0.02,0.01,0.02,0.18,0.51,0.16,0.05,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
16.280,87,335.000,432.000,184.000,241.000,336.000,430.000,188.000,241.000,336.000,430.000,188.000,241.000,0.025,0.27,0.04,0.00,0.00,0.09,0.31,0.10,0.20,0.35,0.02,0.00,0.00,0.05,0.35,0.07,0.16
16.320,81,1082.000,1278.000,498.000,703.000,1080.000,1279.000,502.000,713.000,1080.000,1279.000,502.000,713.000,0.021,0.06,0.01,0.01,0.02,0.16,0.51,0.17,0.05,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
16.320,84,578.000,795.000,362.000,559.000,578.000,793.000,370.000,567.000,578.000,793.000,370.000,567.000,0.023,0.14,0.01,0.00,0.02,0.06,0.38,0.20,0.20,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
16.320,87,336.000,430.000,188.000,241.000,331.000,427.000,190.000,240.000,331.000,427.000,190.000,240.000,0.035,0.32,0.05,0.01,0.00,0.07,0.30,0.06,0.20,0.35,0.02,0.00,0.00,0.05,0.35,0.07,0.16
16.360,84,578.000,793.000,370.000,567.000,582.000,795.000,373.000,574.000,582.000,795.000,373.000,574.000,0.020,0.14,0.01,0.00,0.02,0.06,0.38,0.19,0.19,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
16.360,81,1080.000,1279.000,502.000,713.000,1089.000,1282.000,512.000,722.000,1089.000,1282.000,512.000,722.000,0.038,0.06,0.01,0.01,0.02,0.17,0.51,0.16,0.05,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
16.360,87,331.000,427.000,190.000,240.000,330.000,423.000,189.000,241.000,330.000,423.000,189.000,241.000,0.023,0.29,0.06,0.01,0.00,0.09,0.29,0.09,0.18,0.35,0.02,0.00,0.00,0.05,0.35,0.07,0.16
16.400,84,582.000,795.000,373.000,574.000,581.000,794.000,376.000,575.000,581.000,794.000,376.000,575.000,0.007,0.13,0.01,0.01,0.02,0.05,0.40,0.19,0.20,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
16.400,81,1089.000,1282.000,512.000,722.000,1105.000,1279.000,521.000,722.000,1105.000,1279.000,521.000,722.000,0.035,0.04,0.01,0.01,0.02,0.17,0.53,0.17,0.05,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
16.400,87,330.000,423.000,189.000,241.000,329.000,425.000,189.000,240.000,329.000,425.000,189.000,240.000,0.013,0.29,0.05,0.00,0.00,0.07,0.30,0.09,0.20,0.35,0.02,0.00,0.00,0.05,0.35,0.07,0.16
16.440,84,581.000,794.000,376.000,575.000,575.000,797.000,380.000,583.000,575.000,797.000,380.000,583.000,0.026,0.13,0.02,0.01,0.02,0.06,0.42,0.17,0.17,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
16.440,81,1105.000,1279.000,521.000,722.000,1116.000,1276.000,526.000,725.000,1116.000,1276.000,526.000,725.000,0.030,0.04,0.02,0.01,0.02,0.19,0.51,0.17,0.04,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
16.440,87,329.000,425.000,189.000,240.000,328.000,425.000,190.000,241.000,328.000,425.000,190.000,241.000,0.012,0.29,0.05,0.01,0.00,0.08,0.30,0.09,0.18,0.35,0.02,0.00,0.00,0.05,0.35,0.07,0.16
16.480,84,575.000,797.000,380.000,583.000,581.000,809.000,385.000,596.000,581.000,809.000,385.000,596.000,0.042,0.13,0.01,0.00,0.02,0.05,0.42,0.18,0.19,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
16.480,81,1116.000,1276.000,526.000,725.000,1118.000,1279.000,528.000,727.000,1118.000,1279.000,528.000,727.000,0.013,0.04,0.01,0.01,0.02,0.19,0.51,0.16,0.05,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
16.480,87,328.000,425.000,190.000,241.000,331.000,423.000,190.000,241.000,331.000,423.000,190.000,241.000,0.013,0.28,0.05,0.01,0.00,0.07,0.30,0.09,0.21,0.35,0.02,0.00,0.00,0.05,0.35,0.07,0.16
16.520,84,581.000,809.000,385.000,596.000,583.000,817.000,392.000,607.000,583.000,817.000,392.000,607.000,0.032,0.14,0.01,0.00,0.02,0.06,0.42,0.18,0.17,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
16.520,81,1118.000,1279.000,528.000,727.000,1131.000,1280.000,526.000,729.000,1131.000,1280.000,526.000,729.000,0.027,0.05,0.02,0.01,0.02,0.21,0.52,0.13,0.04,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
16.520,87,331.000,423.000,190.000,241.000,332.000,432.000,183.000,242.000,332.000,432.000,183.000,242.000,0.066,0.23,0.04,0.01,0.00,0.08,0.34,0.13,0.17,0.35,0.02,0.00,0.00,0.05,0.35,0.07,0.16
16.520,90,195.000,299.000,174.000,238.000,193.000,297.000,170.000,239.000,193.000,297.000,170.000,239.000,0.029,0.15,0.04,0.04,0.00,0.20,0.32,0.15,0.10,0.16,0.05,0.02,0.00,0.16,0.33,0.15,0.11
16.560,84,583.000,817.000,392.000,607.000,583.000,819.000,399.000,621.000,583.000,819.000,399.000,621.000,0.027,0.14,0.01,0.00,0.02,0.05,0.41,0.19,0.18,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
16.560,87,332.000,432.000,183.000,242.000,328.000,432.000,181.000,243.000,328.000,432.000,181.000,243.000,0.023,0.22,0.04,0.01,0.00,0.08,0.36,0.13,0.17,0.35,0.02,0.00,0.00,0.05,0.35,0.07,0.16
16.560,81,1131.000,1280.000,526.000,729.000,1137.000,1281.000,533.000,727.000,1137.000,1281.000,533.000,727.000,0.023,0.04,0.02,0.01,0.02,0.20,0.55,0.12,0.04,0.03,0.00,0.00,0.00,0.06,0.39,0.42,0.08
16.560,90,193.000,297.000,170.000,239.000,192.000,299.000,169.000,240.000,192.000,299.000,169.000,240.000,0.014,0.14,0.03,0.03,0.00,0.20,0.33,0.18,0.08,0.16,0.05,0.02,0.00,0.16,0.33,0.15,0.11
16.600,84,583.000,819.000,399.000,621.000,585.000,820.000,410.000,617.000,585.000,820.000,410.000,617.000,0.020,0.13,0.01,0.00,0.02,0.07,0.41,0.19,0.17,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
16.600,87,328.000,432.000,181.000,243.000,333.000,431.000,183.000,243.000,333.000,431.000,183.000,243.000,0.022,0.23,0.03,0.01,0.00,0.07,0.36,0.12,0.18,0.35,0.02,0.00,0.00,0.05,0.35,0.07,0.16
16.600,90,192.000,299.000,169.000,240.000,193.000,298.000,167.000,240.000,193.000,298.000,167.000,240.000,0.012,0.13,0.03,0.02,0.00,0.22,0.33,0.21,0.06,0.16,0.05,0.02,0.00,0.16,0.33,0.15,0.11
16.640,84,585.000,820.000,410.000,617.000,583.000,820.000,412.000,625.000,583.000,820.000,412.000,625.000,0.014,0.12,0.01,0.00,0.02,0.06,0.43,0.19,0.17,0.17,0.03,0.00,0.01,0.05,0.16,0.22,0.35
16.640,87,333.000,431.000,183.000,243.000,331.000,431.000,183.000,243.000,331.000,431.000,183.000,243.000,0.005,0.22,0.03,0.00,0.00,0.06,0.36,0.14,0.19,0.35,0.02,0.00,0.00,0.05,0.35,0.07,0.16
16.640,90,193.000,298.000,167.000,240.000,195.000,302.000,165.000,240.000,195.000,302.000,165.000,240.000,0.021,0.13,0.02,0.01,0.00,0.23,0.32,0.20,0.08,0.16,0.05,0.02,0.00,0.16,0.33,0.15,0.11
