time,id,x_min_p,x_max_p,y_min_p,y_max_p,x_min_m,x_max_m,y_min_m,y_max_m,x_min_c,x_max_c,y_min_c,y_max_c,vx_min_p,vx_max_p,vy_min_p,vy_max_p,vx_min_c,vx_max_c,vy_min_c,vy_max_c,distance,do_c1,do_c2,do_c3,do_c4,do_c5,do_c6,do_c7,do_c8,io_c1,io_c2,io_c3,io_c4,io_c5,io_c6,io_c7,io_c8,confidence
8.175,10,397.434,850.526,64.960,623.769,404.000,844.000,65.000,630.000,399.406,849.337,65.057,625.667,-0.942,34.108,34.108,0.236,1.591,31.166,3.634,2.625,0.010,0.28,0.43,0.04,0.00,0.00,0.03,0.04,0.18,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
8.208,10,399.459,850.376,65.178,625.754,404.000,840.000,65.000,630.000,400.871,847.959,65.209,627.101,1.591,31.166,31.166,2.625,3.272,26.889,3.521,4.183,0.010,0.30,0.42,0.04,0.00,0.00,0.03,0.04,0.17,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
8.242,10,400.981,848.856,65.326,627.241,406.000,842.000,66.000,630.000,402.573,847.411,65.612,628.172,3.272,26.889,26.889,4.183,5.071,24.049,3.725,5.143,0.008,0.29,0.42,0.04,0.00,0.00,0.03,0.04,0.17,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
8.275,10,402.742,848.213,65.736,628.343,408.000,838.000,66.000,632.000,404.445,845.695,65.902,629.565,5.071,24.049,24.049,5.143,6.896,20.097,3.775,6.393,0.010,0.28,0.42,0.03,0.00,0.00,0.03,0.04,0.19,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
8.308,10,404.675,846.366,66.028,629.779,401.000,840.000,65.000,626.000,403.731,844.920,65.807,628.791,6.896,20.097,20.097,6.393,5.523,17.623,3.369,4.989,0.008,0.29,0.42,0.04,0.00,0.00,0.03,0.04,0.18,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
8.342,10,403.915,845.508,65.920,628.958,409.000,842.000,64.000,636.000,405.571,844.867,65.422,631.188,5.523,17.623,17.623,4.989,7.215,16.208,2.668,7.363,0.009,0.29,0.43,0.03,0.00,0.00,0.03,0.04,0.17,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
8.375,10,405.811,845.407,65.511,631.434,407.000,836.000,67.000,632.000,406.336,842.967,66.020,631.776,7.215,16.208,16.208,7.363,7.537,12.831,3.143,7.472,0.007,0.28,0.42,0.03,0.00,0.00,0.03,0.05,0.19,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
8.408,10,406.588,843.395,66.124,632.025,409.000,838.000,67.000,633.000,407.486,842.081,66.460,632.491,7.537,12.831,12.831,7.472,8.259,10.885,3.400,7.714,0.005,0.29,0.42,0.03,0.00,0.00,0.03,0.05,0.18,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
8.442,10,407.761,842.444,66.573,632.749,405.000,843.000,71.000,629.000,407.130,842.865,67.975,631.809,8.259,10.885,10.885,7.714,7.259,10.949,4.820,6.396,0.006,0.27,0.42,0.03,0.00,0.00,0.03,0.05,0.19,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
8.475,10,407.372,843.230,68.136,632.023,410.000,844.000,72.000,633.000,408.326,843.716,69.402,632.464,7.259,10.949,10.949,6.396,8.034,11.080,6.022,6.644,0.004,0.28,0.42,0.04,0.00,0.00,0.03,0.05,0.18,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
8.509,10,408.594,844.086,69.603,632.686,410.000,838.000,70.000,632.000,409.201,842.532,69.862,632.637,8.034,11.080,11.080,6.644,8.398,9.012,6.085,6.353,0.005,0.28,0.41,0.03,0.00,0.00,0.03,0.05,0.19,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
8.542,10,409.481,842.833,70.065,632.849,409.000,841.000,67.000,632.000,409.535,842.499,69.296,632.745,8.398,9.012,9.012,6.353,8.157,8.336,5.050,6.017,0.003,0.30,0.41,0.04,0.00,0.00,0.03,0.04,0.18,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
8.575,10,409.807,842.777,69.464,632.946,413.000,839.000,67.000,632.000,410.947,841.850,68.850,632.806,8.157,8.336,8.336,6.017,9.071,7.067,4.227,5.658,0.006,0.31,0.40,0.04,0.00,0.00,0.03,0.05,0.18,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
8.609,10,411.250,842.085,68.991,632.995,418.000,845.000,69.000,632.000,413.467,843.117,69.093,632.832,9.071,7.067,7.067,5.658,11.068,7.897,4.186,5.292,0.006,0.29,0.40,0.03,0.00,0.00,0.03,0.05,0.19,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
8.642,10,413.837,843.380,69.233,633.009,417.000,850.000,67.000,631.000,415.035,845.530,68.668,632.537,11.068,7.897,7.897,5.292,11.925,9.846,3.458,4.622,0.008,0.30,0.41,0.03,0.00,0.00,0.03,0.05,0.18,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
8.675,10,415.433,845.858,68.784,632.691,424.000,849.000,69.000,633.000,418.252,847.021,68.929,632.891,11.925,9.846,9.846,4.622,14.406,10.700,3.489,4.669,0.007,0.30,0.40,0.03,0.00,0.00,0.03,0.05,0.19,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
8.709,10,418.733,847.378,69.045,633.047,416.000,851.000,69.000,630.000,418.262,848.702,69.114,632.254,14.406,10.700,10.700,4.669,13.438,11.684,3.440,3.704,0.005,0.31,0.40,0.03,0.00,0.00,0.03,0.05,0.18,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
8.742,10,418.710,849.092,69.229,632.378,422.000,852.000,66.000,630.000,420.000,850.227,68.354,631.761,13.438,11.684,11.684,3.704,14.287,12.436,2.441,2.957,0.006,0.30,0.40,0.03,0.00,0.00,0.03,0.05,0.19,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
8.775,10,420.476,850.642,68.435,631.860,418.000,850.000,66.000,630.000,420.080,850.744,67.772,631.379,14.287,12.436,12.436,2.957,13.412,12.123,1.695,2.376,0.004,0.31,0.40,0.03,0.00,0.00,0.03,0.05,0.18,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
8.809,10,420.527,851.149,67.829,631.458,425.000,851.000,66.000,631.000,422.164,851.390,67.328,631.379,13.412,12.123,12.123,2.376,14.597,11.960,1.140,2.218,0.004,0.31,0.40,0.03,0.00,0.00,0.03,0.05,0.18,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
8.842,10,422.651,851.789,67.366,631.453,430.000,850.000,67.000,631.000,425.165,851.542,67.285,631.371,14.597,11.960,11.960,2.218,16.603,11.320,1.022,2.064,0.006,0.32,0.39,0.03,0.00,0.00,0.03,0.05,0.17,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
8.876,10,425.719,851.919,67.319,631.440,433.000,851.000,67.000,630.000,428.259,851.914,67.249,631.063,16.603,11.320,11.320,2.064,18.558,10.943,0.919,1.625,0.006,0.31,0.40,0.03,0.00,0.00,0.03,0.05,0.18,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
8.909,10,428.879,852.279,67.280,631.118,431.000,851.000,68.000,628.000,429.941,852.159,67.514,630.236,18.558,10.943,10.943,1.625,18.992,10.468,1.119,0.709,0.004,0.31,0.40,0.03,0.00,0.00,0.03,0.05,0.17,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
8.942,10,430.575,852.508,67.551,630.260,428.000,850.000,70.000,628.000,430.262,852.015,68.300,629.610,18.992,10.468,10.468,0.709,18.070,9.647,1.812,0.053,0.005,0.31,0.41,0.03,0.00,0.00,0.03,0.05,0.17,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
8.976,10,430.865,852.337,68.360,629.612,428.000,851.000,69.000,634.000,430.446,852.170,68.591,630.907,18.070,9.647,9.647,0.053,17.079,9.172,1.977,1.307,0.005,0.31,0.41,0.03,0.00,0.00,0.03,0.05,0.17,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
9.009,10,431.015,852.476,68.657,630.950,422.000,842.000,70.000,643.000,428.761,849.604,69.100,634.532,17.079,9.172,9.172,1.307,14.350,6.104,2.341,4.724,0.018,0.31,0.41,0.04,0.00,0.00,0.02,0.04,0.16,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
9.042,10,429.239,849.808,69.178,634.690,421.000,841.000,69.000,638.000,427.150,847.357,69.180,635.776,14.350,6.104,6.104,4.724,11.880,3.550,2.268,5.618,0.012,0.30,0.42,0.03,0.00,0.00,0.02,0.05,0.17,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
9.076,10,427.546,847.476,69.256,635.963,422.000,842.000,69.000,640.000,426.193,845.947,69.234,637.284,11.880,3.550,3.550,5.618,10.203,1.971,2.175,6.704,0.008,0.30,0.43,0.03,0.00,0.00,0.02,0.05,0.16,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
9.109,10,426.533,846.012,69.307,637.508,421.000,840.000,70.000,641.000,425.145,844.289,69.562,638.694,10.203,1.971,1.971,6.704,8.552,0.263,2.349,7.623,0.009,0.29,0.43,0.03,0.00,0.00,0.03,0.04,0.17,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
9.142,10,425.430,844.298,69.640,638.948,409.000,829.000,71.000,642.000,420.796,839.802,70.096,640.026,8.552,0.263,0.263,7.623,3.870,-4.025,2.708,8.406,0.021,0.30,0.43,0.03,0.00,0.00,0.03,0.04,0.16,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
9.176,10,420.925,839.668,70.186,640.306,410.000,825.000,67.000,640.000,417.802,835.258,69.313,640.414,3.870,-4.025,-4.025,8.406,0.784,-8.082,1.793,8.242,0.017,0.29,0.43,0.03,0.00,0.00,0.03,0.04,0.17,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
9.209,10,417.828,834.988,69.372,640.689,409.000,823.000,66.000,640.000,415.250,831.272,68.423,640.681,0.784,-8.082,-8.082,8.242,-1.680,-11.342,0.838,7.974,0.014,0.29,0.44,0.03,0.00,0.00,0.02,0.04,0.17,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
9.243,10,415.194,830.893,68.451,640.947,404.000,818.000,65.000,632.000,411.863,826.835,67.456,638.504,-1.680,-11.342,-11.342,7.974,-4.770,-14.815,-0.127,5.418,0.020,0.29,0.43,0.03,0.00,0.00,0.02,0.05,0.17,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
9.276,10,411.704,826.341,67.452,638.685,396.000,813.000,69.000,632.000,406.975,822.070,67.904,636.847,-4.770,-14.815,-14.815,5.418,-9.071,-18.369,0.303,3.519,0.021,0.29,0.44,0.03,0.00,0.00,0.02,0.04,0.16,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
9.309,10,406.672,821.457,67.914,636.965,392.000,811.000,65.000,628.000,402.146,817.951,67.065,634.413,-9.071,-18.369,-18.369,3.519,-13.037,-21.086,-0.504,1.012,0.020,0.28,0.45,0.03,0.00,0.00,0.02,0.05,0.17,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,1.00
9.343,10,401.711,817.247,67.048,634.446,394.000,807.000,69.000,630.000,399.138,813.739,67.610,633.164,-13.037,-21.086,-21.086,1.012,-15.040,-23.713,0.038,-0.221,0.014,0.28,0.45,0.03,0.00,0.00,0.02,0.05,0.17,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,0.98
9.376,10,398.636,812.948,67.611,633.156,395.000,793.000,72.000,635.000,397.214,806.529,68.901,633.693,-15.040,-23.713,-23.713,-0.221,-15.901,-28.975,1.243,0.287,0.017,0.29,0.44,0.03,0.00,0.00,0.02,0.05,0.17,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,0.83
9.409,10,396.683,805.562,68.943,633.702,410.000,797.000,72.000,634.000,400.220,802.364,69.870,633.797,-15.901,-28.975,-28.975,0.287,-12.106,-31.057,2.070,0.366,0.015,0.29,0.43,0.04,0.00,0.00,0.02,0.05,0.17,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,0.80
9.443,10,399.816,801.328,69.939,633.809,409.000,800.000,80.000,635.000,402.228,800.206,72.943,634.167,-12.106,-31.057,-31.057,0.366,-9.483,-31.137,4.803,0.689,0.012,0.28,0.44,0.03,0.00,0.00,0.02,0.05,0.17,0.36,0.31,0.03,0.00,0.01,0.04,0.06,0.19,0.62
9.476,11,394.000,789.000,72.000,632.000,391.000,783.000,69.000,641.000,391.934,784.867,69.934,638.199,0.000,0.000,0.000,0.000,-31.151,-62.303,-31.151,93.454,0.011,0.30,0.45,0.03,0.00,0.00,0.02,0.04,0.16,0.29,0.44,0.03,0.00,0.00,0.02,0.05,0.17,0.68
9.509,11,390.894,782.788,68.894,641.317,386.000,770.000,66.000,631.000,387.201,773.337,66.578,635.186,-31.151,-62.303,-62.303,93.454,-69.818,-169.728,-49.756,-41.316,0.017,0.31,0.43,0.03,0.00,0.00,0.02,0.04,0.16,0.29,0.44,0.03,0.00,0.00,0.02,0.05,0.17,0.84
9.543,11,384.871,767.674,64.918,633.808,384.000,770.000,67.000,631.000,383.484,767.173,65.676,631.506,-69.818,-169.728,-169.728,-41.316,-58.948,-110.165,-21.856,-51.970,0.004,0.31,0.44,0.03,0.00,0.00,0.02,0.05,0.15,0.29,0.44,0.03,0.00,0.00,0.02,0.05,0.17,0.83
9.576,11,381.517,763.497,64.946,629.772,383.000,776.000,63.000,637.000,381.585,769.362,63.499,633.323,-58.948,-110.165,-110.165,-51.970,-40.185,-22.172,-28.476,-3.225,0.013,0.31,0.45,0.03,0.00,0.00,0.02,0.04,0.14,0.29,0.44,0.03,0.00,0.00,0.02,0.05,0.17,0.76
9.610,11,380.244,768.622,62.549,633.215,381.000,782.000,64.000,635.000,380.032,775.482,62.892,634.126,-40.185,-22.172,-22.172,-3.225,-31.629,35.427,-18.681,4.496,0.011,0.31,0.46,0.03,0.00,0.00,0.02,0.04,0.14,0.29,0.44,0.03,0.00,0.00,0.02,0.05,0.17,0.84
9.643,11,378.976,776.664,62.268,634.276,381.000,783.000,68.000,630.000,379.448,780.402,64.797,632.231,-31.629,35.427,35.427,4.496,-21.886,51.736,1.430,-9.511,0.010,0.31,0.46,0.03,0.00,0.00,0.02,0.04,0.13,0.29,0.44,0.03,0.00,0.00,0.02,0.05,0.17,0.91
9.676,11,378.718,782.129,64.844,631.914,379.000,789.000,65.000,631.000,378.455,786.232,64.942,631.321,-21.886,51.736,51.736,-9.511,-19.323,64.758,1.703,-11.020,0.005,0.29,0.46,0.03,0.00,0.00,0.02,0.04,0.15,0.29,0.44,0.03,0.00,0.00,0.02,0.05,0.17,0.90
9.710,11,377.810,788.392,64.999,630.953,380.000,790.000,63.000,631.000,378.398,790.313,64.162,630.766,-19.323,64.758,64.758,-11.020,-13.434,63.609,-2.568,-10.159,0.003,0.30,0.46,0.03,0.00,0.00,0.02,0.04,0.14,0.29,0.44,0.03,0.00,0.00,0.02,0.05,0.17,0.83
9.743,11,377.950,792.435,64.076,630.427,383.000,793.000,59.000,637.000,379.772,793.914,61.930,632.942,-13.434,63.609,63.609,-10.159,-3.841,60.891,-11.275,1.901,0.009,0.30,0.46,0.03,0.00,0.00,0.02,0.04,0.14,0.29,0.44,0.03,0.00,0.00,0.02,0.05,0.17,0.59
9.776,13,401.000,798.000,70.000,634.000,392.000,801.000,69.000,632.000,394.801,800.066,69.311,632.622,0.000,0.000,0.000,0.000,-93.454,31.151,-10.384,-20.768,0.009,0.30,0.46,0.03,0.00,0.00,0.02,0.04,0.14,0.30,0.45,0.03,0.00,0.00,0.02,0.05,0.15,0.55
9.776,11,379.643,795.946,61.554,633.005,378.000,795.000,60.000,636.000,378.916,796.801,60.712,634.227,-3.841,60.891,60.891,1.901,-6.103,56.446,-13.034,6.277,0.004,0.30,0.46,0.03,0.00,0.00,0.02,0.04,0.14,0.29,0.44,0.03,0.00,0.00,0.02,0.05,0.17,0.52
9.810,13,391.683,801.106,68.965,631.929,396.000,799.000,73.000,633.000,393.683,799.980,71.635,632.451,-93.454,31.151,31.151,-20.768,-18.869,-0.398,33.568,-3.079,0.006,0.29,0.45,0.03,0.00,0.00,0.02,0.05,0.15,0.30,0.45,0.03,0.00,0.00,0.02,0.05,0.15,0.73
9.810,11,378.713,798.684,60.277,634.436,382.000,797.000,63.000,636.000,379.838,799.209,61.045,635.162,-6.103,56.446,56.446,6.277,-1.570,51.812,-8.933,8.036,0.005,0.29,0.46,0.03,0.00,0.00,0.02,0.04,0.15,0.29,0.44,0.03,0.00,0.00,0.02,0.05,0.17,0.38
9.843,13,393.054,799.967,72.755,632.348,387.000,798.000,68.000,630.000,388.919,798.691,70.079,630.794,-18.869,-0.398,-0.398,-3.079,-59.305,-14.961,-10.229,-19.816,0.008,0.30,0.46,0.03,0.00,0.00,0.02,0.04,0.15,0.30,0.45,0.03,0.00,0.00,0.02,0.05,0.15,0.91
9.877,13,386.940,798.192,69.737,630.133,388.000,799.000,63.000,635.000,386.753,798.464,65.624,632.732,-59.305,-14.961,-14.961,-19.816,-42.780,-7.851,-45.016,10.250,0.006,0.30,0.46,0.03,0.00,0.00,0.02,0.04,0.14,0.30,0.45,0.03,0.00,0.00,0.02,0.05,0.15,0.76
9.910,14,407.000,804.000,74.000,631.000,408.000,804.000,76.000,632.000,407.689,804.000,75.378,631.689,0.000,0.000,0.000,0.000,10.384,0.000,20.768,10.384,0.002,0.30,0.44,0.03,0.00,0.00,0.02,0.05,0.15,0.30,0.44,0.03,0.00,0.00,0.02,0.05,0.15,0.64
9.910,13,385.326,798.202,64.122,633.074,389.000,799.000,65.000,635.000,386.645,798.510,63.901,634.269,-42.780,-7.851,-7.851,10.250,-21.967,-3.526,-35.308,16.713,0.004,0.30,0.46,0.03,0.00,0.00,0.02,0.04,0.14,0.30,0.45,0.03,0.00,0.00,0.02,0.05,0.15,0.51
9.943,14,408.035,804.000,76.071,632.035,404.000,801.000,75.000,632.000,405.365,801.935,75.549,632.119,10.384,0.000,0.000,10.384,-33.568,-30.092,3.079,6.555,0.005,0.31,0.44,0.03,0.00,0.01,0.02,0.05,0.15,0.30,0.44,0.03,0.00,0.00,0.02,0.05,0.15,0.88
9.977,14,404.245,800.931,75.652,632.338,401.000,806.000,75.000,634.000,401.752,803.851,75.267,633.489,-33.568,-30.092,-30.092,6.555,-49.411,15.185,-2.549,17.317,0.006,0.30,0.44,0.03,0.00,0.01,0.02,0.05,0.15,0.30,0.44,0.03,0.00,0.00,0.02,0.05,0.15,0.91
10.010,14,400.103,804.358,75.182,634.067,396.000,807.000,71.000,634.000,397.007,806.124,72.681,634.265,-49.411,15.185,15.185,17.317,-62.761,26.801,-24.832,13.810,0.006,0.31,0.43,0.04,0.00,0.01,0.03,0.04,0.14,0.30,0.44,0.03,0.00,0.00,0.02,0.05,0.15,0.95
10.043,14,394.913,807.018,71.852,634.725,385.000,806.000,65.000,627.000,388.610,806.883,67.781,630.779,-62.761,26.801,26.801,13.810,-94.661,18.999,-49.409,-19.588,0.013,0.31,0.43,0.04,0.00,0.01,0.03,0.04,0.15,0.30,0.44,0.03,0.00,0.00,0.02,0.05,0.15,0.99
10.077,14,385.451,807.517,66.132,630.126,390.000,804.000,62.000,629.000,386.115,806.092,63.252,629.238,-94.661,18.999,18.999,-19.588,-70.270,5.864,-57.269,-21.082,0.007,0.32,0.42,0.03,0.00,0.01,0.03,0.05,0.15,0.30,0.44,0.03,0.00,0.00,0.02,0.05,0.15,0.99
10.110,14,383.770,806.288,61.341,628.535,383.000,799.000,62.000,629.000,382.153,803.027,60.617,628.371,-70.270,5.864,5.864,-21.082,-66.286,-13.076,-50.765,-18.124,0.005,0.32,0.42,0.03,0.00,0.01,0.03,0.05,0.14,0.30,0.44,0.03,0.00,0.00,0.02,0.05,0.15,0.99
10.143,14,379.941,802.590,58.923,627.766,384.000,796.000,61.000,628.000,380.455,799.479,58.869,627.526,-66.286,-13.076,-13.076,-18.124,-53.257,-25.863,-42.931,-16.382,0.007,0.32,0.41,0.03,0.00,0.01,0.03,0.05,0.15,0.30,0.44,0.03,0.00,0.00,0.02,0.05,0.15,1.00
10.177,14,378.678,798.616,57.436,626.979,385.000,794.000,60.000,629.000,380.245,796.203,57.654,627.493,-53.257,-25.863,-25.863,-16.382,-39.127,-32.411,-35.958,-11.903,0.009,0.32,0.41,0.03,0.00,0.01,0.03,0.05,0.16,0.30,0.44,0.03,0.00,0.00,0.02,0.05,0.15,1.00
10.210,14,378.940,795.122,56.454,627.096,386.000,792.000,62.000,629.000,380.940,793.234,57.920,627.608,-39.127,-32.411,-32.411,-11.903,-26.637,-35.457,-25.887,-8.467,0.009,0.32,0.41,0.03,0.00,0.01,0.03,0.05,0.15,0.30,0.44,0.03,0.00,0.00,0.02,0.05,0.15,1.00
10.244,14,380.051,792.051,57.056,627.326,380.000,792.000,61.000,629.000,379.482,791.299,58.023,627.788,-26.637,-35.457,-35.457,-8.467,-25.549,-33.987,-19.644,-5.925,0.003,0.32,0.42,0.03,0.00,0.01,0.03,0.05,0.15,0.30,0.44,0.03,0.00,0.00,0.02,0.05,0.15,1.00
10.277,14,378.629,790.165,57.368,627.591,375.000,791.000,65.000,628.000,376.752,789.757,59.770,627.617,-25.549,-33.987,-33.987,-5.925,-28.730,-31.732,-10.150,-5.230,0.006,0.30,0.43,0.03,0.00,0.00,0.03,0.05,0.16,0.30,0.44,0.03,0.00,0.00,0.02,0.05,0.15,1.00
10.310,14,375.793,788.699,59.432,627.442,373.000,792.000,67.000,628.000,374.176,789.206,61.933,627.531,-28.730,-31.732,-31.732,-5.230,-30.607,-27.271,-2.061,-4.481,0.007,0.30,0.43,0.03,0.00,0.00,0.03,0.05,0.15,0.30,0.44,0.03,0.00,0.00,0.02,0.05,0.15,0.98
10.344,14,373.155,788.296,61.864,627.381,385.000,792.000,76.000,634.000,376.649,789.005,66.781,629.607,-30.607,-27.271,-27.271,-4.481,-18.728,-23.012,11.053,1.768,0.019,0.29,0.43,0.03,0.00,0.01,0.03,0.05,0.15,0.30,0.44,0.03,0.00,0.00,0.02,0.05,0.15,0.94
10.377,14,376.024,788.238,67.149,629.666,377.000,793.000,64.000,636.000,375.950,789.373,66.308,631.884,-18.728,-23.012,-23.012,1.768,-17.382,-18.360,8.094,7.045,0.008,0.30,0.44,0.03,0.00,0.00,0.03,0.05,0.14,0.30,0.44,0.03,0.00,0.00,0.02,0.05,0.15,0.68
10.410,15,394.000,793.000,75.000,635.000,394.000,796.000,74.000,633.000,394.000,795.066,74.311,633.622,0.000,0.000,0.000,0.000,0.000,31.151,-10.384,-20.768,0.003,0.30,0.43,0.03,0.00,0.01,0.03,0.05,0.15,0.30,0.43,0.03,0.00,0.01,0.03,0.05,0.15,0.52
10.410,14,375.370,788.760,66.578,632.119,381.000,790.000,64.000,637.000,376.890,788.774,65.885,633.926,-17.382,-18.360,-18.360,7.045,-12.584,-16.929,5.893,10.635,0.007,0.30,0.44,0.03,0.00,0.01,0.03,0.05,0.14,0.30,0.44,0.03,0.00,0.00,0.02,0.05,0.15,0.77
10.444,15,394.000,796.106,73.965,632.929,395.000,789.000,76.000,631.000,394.688,791.538,75.258,631.385,0.000,31.151,31.151,-20.768,10.031,-50.551,13.507,-33.171,0.007,0.31,0.42,0.03,0.00,0.01,0.04,0.05,0.14,0.30,0.43,0.03,0.00,0.01,0.03,0.05,0.15,0.35
10.444,14,376.471,788.209,66.081,634.280,382.000,784.000,66.000,636.000,378.033,786.430,66.185,635.090,-12.584,-16.929,-16.929,10.635,-8.330,-19.534,5.695,11.610,0.007,0.31,0.43,0.03,0.00,0.01,0.03,0.05,0.14,0.30,0.44,0.03,0.00,0.00,0.02,0.05,0.15,0.84
10.477,15,395.023,789.851,75.709,630.278,391.000,780.000,73.000,634.000,392.542,782.889,74.118,632.292,10.031,-50.551,-50.551,-33.171,-22.457,-111.417,-10.045,2.824,0.012,0.32,0.41,0.03,0.00,0.01,0.04,0.05,0.14,0.30,0.43,0.03,0.00,0.01,0.03,0.05,0.15,0.45
10.477,14,377.755,785.778,66.375,635.477,382.000,774.000,64.000,636.000,378.965,781.466,65.721,635.909,-8.330,-19.534,-19.534,11.610,-5.319,-26.943,3.986,11.700,0.011,0.32,0.42,0.03,0.00,0.01,0.04,0.05,0.14,0.30,0.44,0.03,0.00,0.00,0.02,0.05,0.15,0.69
10.510,15,391.793,779.171,73.783,632.386,392.000,776.000,74.000,631.000,391.607,775.776,73.773,631.607,-22.457,-111.417,-111.417,2.824,-17.254,-108.446,-7.041,-5.225,0.003,0.32,0.41,0.03,0.00,0.01,0.04,0.05,0.14,0.30,0.43,0.03,0.00,0.01,0.03,0.05,0.15,0.39
10.510,14,378.788,780.567,65.854,636.300,382.000,771.000,66.000,634.000,379.713,776.849,65.992,635.815,-5.319,-26.943,-26.943,11.700,-3.204,-32.351,3.994,10.022,0.009,0.33,0.41,0.03,0.00,0.01,0.04,0.05,0.13,0.30,0.44,0.03,0.00,0.00,0.02,0.05,0.15,0.79
10.544,15,391.032,772.157,73.538,631.433,392.000,771.000,72.000,634.000,391.287,769.864,72.602,632.734,-17.254,-108.446,-108.446,-5.225,-10.955,-98.405,-12.359,5.959,0.003,0.32,0.40,0.04,0.00,0.01,0.04,0.05,0.14,0.30,0.43,0.03,0.00,0.01,0.03,0.05,0.15,0.50
10.544,14,379.606,775.769,66.125,636.150,384.000,765.000,65.000,637.000,380.948,771.570,65.853,636.650,-3.204,-32.351,-32.351,10.022,-0.559,-38.045,3.255,10.325,0.010,0.33,0.40,0.04,0.00,0.01,0.04,0.05,0.14,0.30,0.44,0.03,0.00,0.00,0.02,0.05,0.15,0.57
10.577,15,390.922,766.580,72.189,632.933,391.000,780.000,72.000,632.000,390.776,771.581,71.888,632.571,-10.955,-98.405,-98.405,5.959,-9.550,-45.546,-11.653,2.377,0.009,0.32,0.41,0.04,0.00,0.01,0.04,0.05,0.14,0.30,0.43,0.03,0.00,0.01,0.03,0.05,0.15,0.43
10.577,14,380.930,770.300,65.962,636.995,386.000,772.000,66.000,636.000,382.535,769.979,66.048,636.912,-0.559,-38.045,-38.045,10.325,2.270,-36.394,3.216,9.581,0.005,0.32,0.41,0.04,0.00,0.01,0.04,0.05,0.14,0.30,0.44,0.03,0.00,0.00,0.02,0.05,0.15,0.65
10.611,14,382.611,768.764,66.155,637.231,382.000,782.000,63.000,640.000,382.469,772.127,65.229,638.327,2.270,-36.394,-36.394,9.581,1.907,-28.759,1.492,10.875,0.012,0.32,0.43,0.04,0.00,0.01,0.03,0.04,0.13,0.30,0.44,0.03,0.00,0.00,0.02,0.05,0.15,0.79
10.644,14,382.533,771.167,65.279,638.690,387.000,782.000,68.000,637.000,383.982,773.917,66.169,638.407,1.907,-28.759,-28.759,10.875,4.127,-22.815,2.839,9.840,0.012,0.31,0.42,0.03,0.00,0.01,0.04,0.05,0.14,0.30,0.44,0.03,0.00,0.00,0.02,0.05,0.15,0.55
10.677,16,396.000,791.000,80.000,628.000,394.000,786.000,73.000,627.000,394.622,787.556,75.178,627.311,0.000,0.000,0.000,0.000,-20.768,-51.919,-72.687,-10.384,0.008,0.32,0.41,0.03,0.00,0.01,0.04,0.05,0.14,0.31,0.41,0.03,0.00,0.01,0.04,0.05,0.14,0.50
