time,id,x_min_p,x_max_p,y_min_p,y_max_p,x_min_m,x_max_m,y_min_m,y_max_m,x_min_c,x_max_c,y_min_c,y_max_c,distance
47.44,37,408.54,572.43,233.35,352.42,410.00,579.00,237.00,350.00,409.49,576.56,235.63,350.96,8.03
47.48,32,907.86,1091.93,310.26,484.83,905.00,1091.00,310.00,485.00,906.09,1091.35,310.10,484.94,3.02
47.48,37,411.05,579.57,236.85,353.29,412.00,581.00,231.00,351.00,411.61,580.41,233.22,351.85,6.51
47.52,32,911.41,1097.12,313.22,489.09,908.00,1102.00,312.00,491.00,909.30,1100.14,312.46,490.27,6.37
47.52,37,413.22,583.52,234.32,354.14,418.00,584.00,238.00,352.00,416.19,583.84,236.61,352.83,6.42
47.56,32,914.59,1106.06,315.59,494.52,909.00,1107.00,318.00,492.00,911.14,1106.64,317.08,492.96,6.66
47.56,37,417.97,587.02,237.83,355.10,424.00,585.00,240.00,355.00,421.68,585.76,239.17,355.03,6.72
47.60,32,916.33,1112.63,320.31,497.20,914.00,1112.00,315.00,501.00,914.89,1112.24,317.03,499.55,6.96
47.60,37,423.65,588.94,240.48,357.31,442.00,588.00,249.00,358.00,435.00,588.37,245.75,357.74,20.26
47.64,32,920.07,1118.26,320.17,503.92,915.00,1115.00,320.00,500.00,916.94,1116.25,320.06,501.50,7.19
47.64,37,437.47,591.60,247.31,360.06,452.00,591.00,248.00,364.00,446.44,591.22,247.73,362.49,15.08
47.68,32,922.03,1122.23,323.24,505.82,917.00,1120.00,324.00,506.00,918.92,1120.85,323.71,505.93,5.56
47.68,37,449.34,594.49,249.36,364.93,442.00,604.00,246.00,369.00,444.81,600.37,247.28,367.45,13.12
47.72,32,923.93,1126.82,326.94,510.30,926.00,1128.00,331.00,509.00,925.21,1127.55,329.45,509.50,4.88
47.72,37,447.60,603.93,248.87,370.02,445.00,609.00,245.00,372.00,445.99,607.06,246.48,371.24,7.17
47.76,32,930.29,1133.59,332.82,513.88,934.00,1135.00,330.00,517.00,932.58,1134.46,331.08,515.81,5.78
47.76,37,448.80,610.81,248.01,373.89,452.00,613.00,248.00,377.00,450.78,612.17,248.00,375.81,4.98
47.80,32,937.79,1140.58,334.42,520.31,941.00,1143.00,337.00,524.00,939.77,1142.07,336.01,522.59,6.04
47.80,37,453.73,616.04,249.58,378.57,449.00,619.00,252.00,377.00,450.81,617.87,251.07,377.60,6.28
47.84,32,945.10,1148.29,339.46,527.23,950.00,1144.00,333.00,528.00,948.13,1145.64,335.47,527.70,9.21
47.84,37,453.72,621.89,252.74,380.35,451.00,626.00,253.00,380.00,452.04,624.43,252.90,380.13,4.95
47.88,32,953.61,1151.79,338.79,532.41,955.00,1147.00,339.00,535.00,954.47,1148.83,338.92,534.01,5.63
47.88,37,454.96,628.63,254.62,382.91,459.00,625.00,255.00,381.00,457.45,626.39,254.85,381.73,5.77
47.92,32,960.03,1154.91,342.29,538.83,960.00,1157.00,351.00,542.00,960.01,1156.20,347.67,540.79,9.50
47.92,37,460.54,630.58,256.62,384.49,460.00,618.00,254.00,383.00,460.21,622.80,255.00,383.57,12.94
47.96,32,965.61,1162.36,351.29,545.74,968.00,1162.00,353.00,543.00,967.09,1162.14,352.35,544.05,4.03
47.96,37,463.35,626.76,256.74,386.32,454.00,629.00,257.00,383.00,457.57,628.14,256.90,384.27,10.17
48.00,32,972.79,1168.33,356.05,548.99,970.00,1172.00,356.00,543.00,971.07,1170.60,356.02,545.29,7.56
48.00,37,460.55,632.22,258.69,386.97,467.00,626.00,260.00,388.00,464.54,628.38,259.50,387.61,9.11
48.04,32,976.75,1176.91,359.77,550.13,968.00,1173.00,362.00,551.00,971.34,1174.50,361.15,550.67,9.88
48.04,37,467.74,632.36,261.36,390.36,466.00,629.00,259.00,390.00,466.66,630.28,259.90,390.14,4.47
48.08,32,976.85,1180.76,365.00,555.58,975.00,1178.00,366.00,557.00,975.71,1179.05,365.62,556.46,3.75
48.08,37,469.89,634.25,261.74,392.91,471.00,628.00,264.00,394.00,470.58,630.39,263.14,393.58,6.82
48.12,32,981.21,1185.28,369.54,561.45,977.00,1180.00,368.00,563.00,978.61,1182.02,368.59,562.41,7.10
48.12,37,473.90,634.25,265.07,396.41,480.00,644.00,265.00,400.00,477.67,640.28,265.03,398.63,12.05
48.16,32,984.04,1188.15,372.53,567.49,976.00,1191.00,373.00,567.00,979.07,1189.91,372.82,567.19,8.56
48.16,37,481.21,644.44,267.00,401.57,485.00,645.00,271.00,405.00,483.55,644.78,269.47,403.69,6.52
48.20,32,984.33,1196.14,376.81,572.31,985.00,1197.00,379.00,577.00,984.74,1196.67,378.16,575.21,5.29
48.20,37,487.26,649.02,271.58,406.75,488.00,648.00,277.00,409.00,487.72,648.39,274.93,408.14,6.00
48.24,32,990.04,1202.96,382.26,580.50,1000.00,1208.00,386.00,584.00,996.20,1206.07,384.57,582.66,12.28
48.24,37,491.52,652.66,277.22,411.29,490.00,654.00,280.00,412.00,490.58,653.49,278.94,411.73,3.51
48.28,32,1001.76,1212.51,388.81,588.09,1005.00,1220.00,394.00,582.00,1003.76,1217.14,392.02,584.33,11.43
48.28,37,494.42,657.85,281.35,414.93,486.00,653.00,281.00,421.00,489.22,654.85,281.13,418.68,11.46
48.32,32,1009.44,1223.80,396.44,589.66,1006.00,1228.00,396.00,582.00,1007.32,1226.40,396.17,584.93,9.40
48.32,37,492.93,659.16,283.58,422.07,494.00,657.00,280.00,418.00,493.59,657.82,281.37,419.56,5.94
48.36,32,1012.94,1233.21,400.64,590.13,1013.00,1244.00,403.00,598.00,1012.98,1239.88,402.10,594.99,13.57
48.36,37,497.39,662.13,283.78,422.89,497.00,657.00,283.00,422.00,497.15,658.96,283.30,422.34,5.28
48.40,32,1018.64,1247.00,406.69,600.43,1016.00,1251.00,408.00,604.00,1017.01,1249.47,407.50,602.64,6.11
48.40,37,501.01,663.19,285.74,425.69,499.00,657.00,287.00,426.00,499.77,659.37,286.52,425.88,6.64
48.44,37,503.65,663.50,289.04,429.28,500.00,658.00,291.00,431.00,501.39,660.10,290.25,430.34,7.09
48.44,32,1022.64,1256.76,412.18,608.22,1019.00,1267.00,406.00,616.00,1020.39,1263.09,408.36,613.03,14.73
48.48,37,505.25,664.14,292.87,433.82,504.00,660.00,294.00,436.00,504.48,661.58,293.57,435.17,4.97
48.48,32,1025.96,1270.69,412.95,618.86,1019.00,1262.00,415.00,620.00,1021.66,1265.32,414.22,619.56,11.37
48.52,32,1027.08,1272.78,418.92,625.49,1025.00,1258.00,420.00,623.00,1025.79,1263.64,419.59,623.95,15.17
48.52,37,508.37,665.55,296.26,438.74,503.00,664.00,295.00,439.00,505.05,664.59,295.48,438.90,5.74
48.56,32,1031.18,1270.80,424.37,629.88,1029.00,1265.00,426.00,639.00,1029.83,1267.22,425.38,635.51,11.15
48.56,37,508.87,668.56,298.20,442.53,505.00,677.00,296.00,448.00,506.48,673.78,296.84,445.91,11.00
48.60,32,1035.18,1274.28,430.26,641.73,1036.00,1266.00,428.00,630.00,1035.69,1269.16,428.86,634.48,14.56
48.60,37,510.26,677.99,299.55,449.71,504.00,679.00,298.00,456.00,506.39,678.61,298.59,453.60,9.06
48.60,38,432.00,548.00,172.00,245.00,432.00,550.00,169.00,245.00,426.24,542.03,167.71,241.74,3.61
48.64,32,1041.07,1276.07,433.75,640.48,1037.00,1269.00,432.00,643.00,1038.56,1271.70,432.67,642.04,8.72
48.64,37,510.07,682.89,301.32,457.61,514.00,694.00,310.00,457.00,512.50,689.76,306.68,457.23,14.65
48.64,38,426.01,541.79,167.54,241.60,438.00,550.00,173.00,245.00,437.77,552.35,172.63,246.15,15.89
48.68,32,1043.86,1278.47,437.57,648.15,1052.00,1270.00,443.00,647.00,1048.89,1273.23,440.93,647.44,12.99
48.68,37,516.32,694.35,309.67,461.28,516.00,699.00,316.00,460.00,516.12,697.22,313.58,460.49,7.97
48.68,38,438.00,552.52,172.65,246.19,437.00,553.00,173.00,242.00,434.60,549.31,171.77,242.03,4.35
48.72,32,1054.40,1279.82,446.02,653.59,1063.00,1270.00,451.00,653.00,1059.72,1273.75,449.10,653.23,13.98
48.72,37,519.99,701.98,316.78,464.56,517.00,707.00,317.00,466.00,518.14,705.08,316.92,465.45,6.02
48.72,38,434.70,549.36,171.76,241.91,441.00,555.00,170.00,244.00,440.31,555.01,171.35,244.16,8.89
48.76,32,1065.46,1280.12,454.38,659.42,1073.00,1272.00,457.00,668.00,1070.12,1275.10,456.00,664.72,14.25
48.76,37,521.98,710.02,320.18,469.61,521.00,709.00,324.00,472.00,521.37,709.39,322.54,471.09,4.73
48.76,38,440.64,555.29,171.33,244.12,444.00,558.00,170.00,243.00,441.64,555.61,170.09,242.83,4.65
48.80,32,1076.08,1281.28,461.41,671.20,1078.00,1274.00,459.00,675.00,1077.27,1276.78,459.92,673.55,8.77
48.80,37,525.24,714.37,325.96,475.36,521.00,711.00,322.00,475.00,522.62,712.29,323.51,475.14,6.72
48.80,38,442.03,555.92,170.01,242.75,444.00,560.00,166.00,243.00,443.91,559.28,167.79,243.27,6.06
48.84,37,526.42,717.24,326.90,479.46,519.00,691.00,332.00,478.00,521.84,701.02,330.05,478.56,27.78
48.84,32,1083.31,1282.78,465.34,680.18,1082.00,1274.00,462.00,689.00,1082.50,1277.35,463.28,685.63,12.95
48.84,38,444.39,559.73,167.62,243.20,450.00,561.00,168.00,246.00,447.44,559.99,167.70,244.70,6.41
48.88,37,525.50,705.39,333.63,482.90,522.00,700.00,335.00,479.00,523.34,702.06,334.48,480.49,7.64
48.88,32,1088.55,1283.13,468.68,692.56,1080.00,1279.00,467.00,698.00,1083.26,1280.58,467.64,695.92,11.07
48.88,38,448.06,560.47,167.53,244.69,452.00,563.00,166.00,245.00,450.75,562.36,166.68,245.02,4.93
48.92,37,526.95,706.32,338.15,484.79,523.00,705.00,337.00,491.00,524.51,705.50,337.44,488.63,7.56
48.92,32,1089.13,1286.24,473.07,703.06,1084.00,1273.00,479.00,701.00,1085.96,1278.06,476.74,701.79,15.53
48.92,38,451.50,562.93,166.47,245.03,455.00,566.00,167.00,246.00,453.50,564.63,166.74,245.54,4.79
48.96,37,528.05,709.76,341.16,493.13,532.00,720.00,339.00,490.00,530.49,716.09,339.82,491.20,11.62
48.96,32,1091.73,1283.38,482.38,708.97,1093.00,1272.00,482.00,701.00,1092.52,1276.35,482.14,704.04,13.95
48.96,38,454.36,565.29,166.53,245.57,455.00,567.00,166.00,247.00,454.85,566.47,166.24,246.51,2.39
49.00,32,1098.34,1281.35,487.84,711.11,1101.00,1276.00,481.00,723.00,1099.98,1278.04,483.61,718.46,14.96
49.00,37,534.16,720.62,343.55,495.68,529.00,719.00,347.00,499.00,530.97,719.62,345.68,497.73,7.22
49.00,38,455.76,567.20,166.01,246.57,457.00,570.00,165.00,248.00,456.46,568.85,165.36,247.42,3.53
49.04,37,534.54,724.15,349.56,502.35,539.00,719.00,346.00,502.00,537.30,720.97,347.36,502.13,7.69
49.04,32,1105.90,1282.88,489.21,725.90,1106.00,1277.00,486.00,727.00,1105.96,1279.25,487.23,726.58,6.79
49.04,38,457.43,569.68,165.10,247.52,456.00,570.00,165.00,248.00,456.58,569.92,165.05,247.84,1.54
49.08,37,541.01,725.40,351.22,506.80,533.00,724.00,352.00,509.00,536.06,724.54,351.70,508.16,8.46
49.08,32,1111.90,1283.89,492.81,734.13,1102.00,1282.00,496.00,727.00,1105.78,1282.72,494.78,729.72,12.76
49.08,38,457.54,570.78,164.78,247.96,461.00,575.00,169.00,250.00,459.66,573.36,167.38,249.21,7.19
49.12,37,539.60,728.96,355.65,512.94,538.00,732.00,353.00,516.00,538.61,730.84,354.01,514.83,5.30
49.12,32,1111.51,1287.26,500.50,737.19,1118.00,1276.00,506.00,724.00,1115.52,1280.30,503.90,729.04,19.32
49.12,38,460.73,574.35,167.21,249.38,459.00,576.00,167.00,250.00,459.68,575.39,167.08,249.77,2.48
49.16,37,542.14,735.37,357.95,519.75,546.00,732.00,354.00,518.00,544.52,733.29,355.51,518.67,6.71
49.16,32,1121.42,1284.51,509.81,736.26,1119.00,1280.00,515.00,728.00,1119.92,1281.72,513.02,731.16,11.02
49.16,38,460.74,576.45,166.90,249.97,467.00,579.00,163.00,252.00,464.60,578.02,164.49,251.22,8.06
49.20,37,548.17,737.77,359.42,523.60,545.00,730.00,367.00,524.00,546.21,732.97,364.10,523.85,11.31
49.20,32,1125.79,1285.76,519.13,738.25,1122.00,1280.00,519.00,730.00,1123.45,1282.20,519.05,733.15,10.75
49.20,38,465.86,579.18,164.20,251.47,466.00,582.00,164.00,253.00,465.95,580.93,164.08,252.42,3.22
49.24,37,549.80,737.28,368.26,528.85,548.00,740.00,370.00,532.00,548.69,738.96,369.33,530.80,4.85
49.24,32,1129.24,1286.02,525.23,740.10,1132.00,1279.00,518.00,732.00,1130.95,1281.68,520.76,735.09,13.22
49.24,38,467.25,582.20,163.78,252.72,468.00,583.00,162.00,254.00,467.71,582.69,162.68,253.51,2.45
49.28,37,552.25,743.36,373.60,535.94,558.00,742.00,373.00,536.00,555.80,742.52,373.23,535.98,5.94
49.28,38,469.06,584.02,162.33,253.85,466.00,586.00,163.00,255.00,467.17,585.24,162.74,254.56,3.89
49.28,32,1136.82,1285.25,526.83,741.89,1128.00,1282.00,523.00,731.00,1131.37,1283.24,524.46,735.16,14.89
49.32,37,559.53,746.91,377.55,541.19,558.00,756.00,378.00,541.00,558.58,752.53,377.83,541.07,9.23
49.32,38,468.49,586.66,162.40,254.95,468.00,587.00,160.00,257.00,468.19,586.87,160.92,256.21,3.21
49.32,32,1137.05,1286.65,530.50,741.74,1136.00,1280.00,532.00,730.00,1136.40,1282.54,531.43,734.48,13.62
49.36,37,562.30,757.16,382.22,546.34,564.00,754.00,380.00,548.00,563.35,755.21,380.85,547.37,4.53
49.36,38,469.53,588.34,160.50,256.66,467.00,589.00,160.00,256.00,467.97,588.75,160.19,256.25,2.74
49.36,32,1142.06,1285.70,537.57,740.81,1134.00,1275.00,561.00,722.00,1137.08,1279.09,552.05,729.18,32.90
49.40,37,567.13,759.79,385.26,552.74,564.00,761.00,389.00,557.00,565.20,760.54,387.57,555.37,6.59
49.40,38,469.28,590.27,159.75,256.70,470.00,588.00,163.00,256.00,469.73,588.87,161.76,256.27,4.09
49.44,37,568.92,765.18,392.14,560.92,561.00,770.00,396.00,568.00,564.03,768.16,394.52,565.30,12.29
49.44,38,471.09,590.38,161.39,256.71,471.00,589.00,160.00,258.00,471.04,589.53,160.53,257.51,2.34
49.48,37,567.58,772.95,399.26,571.09,567.00,770.00,399.00,577.00,567.22,771.12,399.10,574.74,6.64
49.48,38,472.43,591.05,160.11,258.00,492.00,615.00,171.00,258.00,484.53,605.85,166.84,258.00,32.79
49.52,37,570.78,775.87,403.90,580.75,567.00,773.00,410.00,581.00,568.44,774.10,407.67,580.91,7.73
49.52,38,486.44,608.00,166.68,258.50,493.00,614.00,171.00,259.00,490.50,611.71,169.35,258.81,9.89
49.56,37,571.92,778.80,412.69,587.01,569.00,778.00,417.00,586.00,570.12,778.31,415.35,586.39,5.36
49.56,38,492.63,614.07,169.30,259.34,491.00,617.00,172.00,261.00,491.62,615.88,170.97,260.37,4.61
49.60,37,573.53,783.02,420.56,592.55,570.00,785.00,420.00,591.00,571.35,784.24,420.22,591.59,4.37
49.60,38,493.77,618.38,170.99,260.96,496.00,623.00,172.00,260.00,495.15,621.24,171.61,260.37,5.31
49.64,37,574.68,789.03,425.49,597.79,574.00,785.00,425.00,598.00,574.26,786.54,425.19,597.92,4.12
49.64,38,497.41,623.93,171.66,260.95,502.00,622.00,173.00,259.00,500.25,622.74,172.49,259.74,5.51
49.68,37,577.58,791.25,430.54,604.21,578.00,794.00,430.00,607.00,577.84,792.95,430.21,605.93,3.97
49.68,38,502.69,625.45,172.58,260.30,503.00,623.00,173.00,262.00,502.88,623.94,172.84,261.35,3.03
49.72,37,581.18,797.76,435.62,612.37,580.00,803.00,434.00,612.00,580.45,801.00,434.62,612.14,5.63
49.72,38,505.39,626.67,172.95,261.96,503.00,627.00,170.00,260.00,503.91,626.87,171.13,260.75,4.29
49.76,37,583.76,805.96,440.08,618.66,583.00,802.00,437.00,614.00,583.29,803.51,438.18,615.78,6.89
49.76,38,506.43,629.69,171.18,261.32,506.00,630.00,172.00,261.00,506.16,629.88,171.68,261.12,1.03
49.80,37,586.59,808.41,443.64,622.26,579.00,807.00,447.00,628.00,581.90,807.54,445.72,625.81,10.19
49.80,38,508.74,632.77,171.76,261.71,506.00,632.00,172.00,263.00,507.04,632.30,171.91,262.51,3.13
49.84,37,585.01,812.43,451.34,632.51,585.00,818.00,449.00,633.00,585.00,815.87,449.89,632.81,6.06
49.84,38,509.61,635.24,172.00,263.14,507.00,634.00,172.00,261.00,508.00,634.47,172.00,261.82,3.59
49.88,37,588.11,820.92,455.54,639.61,592.00,821.00,451.00,643.00,590.51,820.97,452.73,641.71,6.88
49.88,38,510.56,637.46,172.09,262.41,514.00,633.00,172.00,262.00,512.69,634.70,172.04,262.16,5.65
49.92,37,593.71,826.06,458.35,648.67,599.00,829.00,461.00,650.00,596.98,827.88,459.99,649.49,6.74
49.92,38,515.39,637.65,172.14,262.75,514.00,636.00,172.00,262.00,514.53,636.63,172.05,262.29,2.29
49.96,37,600.30,833.07,465.74,656.58,602.00,829.00,473.00,659.00,601.35,830.55,470.23,658.08,8.83
49.96,38,517.26,639.61,172.16,262.88,517.00,641.00,172.00,263.00,517.10,640.47,172.06,262.95,1.43
50.00,37,604.72,835.68,476.23,665.31,603.00,835.00,477.00,668.00,603.66,835.26,476.71,666.97,3.35
50.00,38,519.88,643.54,172.17,263.56,520.00,644.00,174.00,262.00,519.95,643.82,173.30,262.59,2.45
50.04,37,606.99,840.40,482.82,674.37,604.00,853.00,486.00,682.00,605.14,848.19,484.78,679.08,15.37
50.04,38,522.80,646.98,173.46,263.17,522.00,645.00,173.00,265.00,522.31,645.75,173.18,264.30,2.84
50.08,37,608.40,853.67,491.06,686.76,608.00,849.00,485.00,687.00,608.15,850.78,487.31,686.91,7.66
50.08,38,525.19,648.92,173.34,264.94,523.00,648.00,174.00,267.00,523.84,648.35,173.75,266.21,3.22
50.12,37,611.40,856.19,493.52,694.69,612.00,862.00,496.00,697.00,611.77,859.78,495.05,696.12,6.75
50.12,38,526.72,651.56,173.93,266.91,522.00,651.00,173.00,265.00,523.80,651.22,173.36,265.73,5.21
50.16,37,615.04,865.37,501.41,704.06,611.00,869.00,504.00,710.00,612.54,867.61,503.01,707.73,8.45
50.16,38,526.63,654.48,173.53,266.39,529.00,648.00,173.00,267.00,528.10,650.47,173.20,266.77,6.94
50.20,37,615.71,873.34,509.51,715.93,611.00,882.00,512.00,723.00,612.80,878.69,511.05,720.30,12.39
50.20,38,531.03,653.64,173.37,267.46,528.00,652.00,175.00,267.00,529.16,652.63,174.38,267.18,3.84
50.24,37,615.85,884.68,517.70,728.78,617.00,872.00,523.00,721.00,616.56,876.84,520.97,723.97,15.83
50.24,39,287.00,424.00,153.00,266.00,287.00,424.00,143.00,267.00,283.18,418.35,144.29,263.12,10.05
50.24,38,532.07,655.80,174.59,267.87,528.00,653.00,174.00,265.00,529.56,654.07,174.23,266.10,5.75
50.28,37,619.63,882.57,527.84,732.38,620.00,879.00,522.00,720.00,619.86,880.36,524.23,724.73,14.15
50.28,39,283.02,418.12,143.94,263.01,297.00,428.00,178.00,279.00,294.59,428.48,166.67,275.64,41.33
50.28,38,532.42,657.24,174.43,266.73,532.00,653.00,186.00,277.00,532.16,654.62,181.58,273.08,16.04
50.32,37,622.93,886.05,531.05,732.94,633.00,888.00,535.00,723.00,629.15,887.25,533.49,726.80,14.82
50.32,38,535.06,657.73,182.09,273.98,534.00,657.00,186.00,277.00,534.41,657.28,184.50,275.85,5.11
50.32,39,294.89,428.66,167.22,276.02,291.00,431.00,152.00,271.00,290.61,427.39,156.73,271.16,16.65
50.36,37,632.47,893.02,540.50,734.86,641.00,891.00,545.00,720.00,637.74,891.77,543.28,725.67,17.83
50.36,39,290.75,427.52,156.88,271.36,300.00,429.00,178.00,280.00,297.62,430.12,170.56,277.77,24.66
50.36,38,537.33,660.42,185.13,276.84,535.00,659.00,186.00,278.00,535.89,659.54,185.67,277.56,3.09
50.40,37,641.27,897.54,550.49,733.46,645.00,905.00,554.00,717.00,643.57,902.15,552.66,723.29,18.78
50.40,39,298.04,430.37,171.26,278.24,305.00,435.00,176.00,282.00,301.62,432.18,173.77,279.89,10.32
50.40,38,538.80,662.70,186.33,278.60,538.00,659.00,187.00,278.00,538.31,660.41,186.75,278.23,3.89
50.44,37,647.21,908.14,560.05,730.73,654.00,905.00,562.00,728.00,651.40,906.20,561.26,729.04,8.20
50.44,39,302.20,432.51,174.60,280.44,306.00,435.00,184.00,279.00,305.00,434.70,180.67,279.97,10.54
50.44,38,541.24,663.52,187.45,279.29,542.00,659.00,188.00,278.00,541.71,660.73,187.79,278.49,4.79
50.48,37,655.22,912.15,568.79,736.48,657.00,900.00,572.00,723.00,656.32,904.64,570.78,728.15,18.52
50.48,39,305.72,435.13,181.78,280.53,306.00,446.00,189.00,281.00,305.61,441.44,186.07,280.56,13.06
50.48,38,544.70,663.77,188.54,279.54,539.00,660.00,190.00,279.00,541.18,661.44,189.44,279.21,7.01
50.52,37,660.20,910.34,578.50,735.31,664.00,906.00,580.00,723.00,662.55,907.66,579.43,727.70,13.67
50.52,39,306.35,442.14,187.39,281.14,308.00,443.00,191.00,282.00,307.55,442.93,189.73,281.83,4.15
50.52,38,544.08,664.43,190.25,280.26,553.00,682.00,190.00,283.00,549.59,675.29,190.10,281.95,19.90
50.56,37,666.55,913.28,587.29,734.59,663.00,926.00,594.00,721.00,664.36,921.14,591.44,726.19,20.10
50.56,39,308.36,443.68,191.19,282.46,308.00,443.00,182.00,285.00,308.03,443.10,185.44,283.93,9.56
50.56,38,552.75,678.74,190.93,283.10,555.00,688.00,191.00,285.00,554.14,684.46,190.97,284.27,9.72
50.60,37,668.30,927.11,599.57,732.78,651.00,944.00,602.00,721.00,657.61,937.55,601.07,725.50,27.00
50.60,39,308.86,443.86,186.72,284.63,308.00,445.00,187.00,286.00,308.40,444.66,186.94,285.54,2.00
50.60,38,557.40,688.20,191.83,285.49,555.00,695.00,192.00,285.00,555.92,692.40,191.94,285.19,7.23
50.64,37,661.14,943.97,609.38,731.81,664.00,918.00,608.00,721.00,662.91,927.92,608.53,725.13,28.31
50.64,39,309.24,445.48,188.27,286.31,306.00,448.00,188.00,288.00,307.19,446.98,188.08,287.31,4.45
50.64,38,559.16,696.37,192.83,286.42,557.00,700.00,191.00,289.00,557.83,698.61,191.70,288.01,5.28
50.68,37,666.52,933.76,616.92,731.17,669.00,930.00,617.00,721.00,668.05,931.44,616.97,724.89,11.12
50.68,39,307.98,447.88,189.45,288.14,306.00,449.00,188.00,291.00,306.78,448.61,188.57,289.93,3.93
50.68,38,561.06,702.73,192.57,289.34,561.00,701.00,192.00,288.00,561.02,701.66,192.22,288.51,2.26
50.72,39,307.54,449.57,189.94,290.86,306.00,449.00,189.00,292.00,306.57,449.20,189.35,291.55,2.21
50.72,38,564.31,705.81,193.10,289.83,564.00,703.00,194.00,287.00,564.12,704.07,193.66,288.08,4.10
50.72,37,671.74,937.21,625.48,730.67,671.00,945.00,624.00,723.00,671.28,942.03,624.56,725.93,11.05
50.76,38,567.43,708.22,194.59,289.35,568.00,706.00,194.00,287.00,567.78,706.85,194.23,287.90,3.34
50.76,39,307.32,450.18,190.74,292.54,315.00,463.00,189.00,294.00,312.08,458.12,189.67,293.45,15.12
50.80,39,313.03,459.44,191.06,294.50,307.00,464.00,189.00,296.00,309.30,462.25,189.78,295.42,7.98
50.80,38,571.16,711.01,195.17,289.14,567.00,708.00,193.00,288.00,568.59,709.15,193.83,288.44,5.69
50.84,39,310.13,463.74,191.16,296.54,314.00,466.00,190.00,298.00,312.53,465.14,190.45,297.45,4.86
50.84,38,571.90,713.30,194.75,289.67,569.00,712.00,195.00,289.00,570.11,712.50,194.90,289.26,3.26
50.88,39,313.48,466.73,191.83,298.64,321.00,473.00,190.00,299.00,318.12,470.60,190.70,298.86,9.97
50.88,38,573.39,716.68,195.85,290.49,572.00,720.00,195.00,291.00,572.53,718.73,195.32,290.81,3.74
50.92,39,319.29,472.39,192.08,300.09,318.00,479.00,191.00,302.00,318.49,476.48,191.41,301.27,7.08
50.92,38,575.82,723.05,196.27,292.08,573.00,721.00,197.00,292.00,574.08,721.78,196.72,292.03,3.56
50.96,39,319.66,478.49,192.80,302.59,319.00,484.00,192.00,304.00,319.25,481.89,192.30,303.46,5.78
50.96,38,577.33,726.12,197.71,293.32,576.00,721.00,199.00,294.00,576.51,722.96,198.51,293.74,5.49
51.00,39,320.43,484.11,193.70,304.85,324.00,486.00,193.00,304.00,322.64,485.28,193.27,304.33,4.19
51.00,38,579.76,727.22,199.55,295.07,577.00,722.00,200.00,294.00,578.05,724.00,199.83,294.41,6.02
51.04,39,323.94,487.61,194.68,305.73,321.00,489.00,193.00,307.00,322.12,488.47,193.64,306.52,3.87
51.04,38,581.27,728.19,200.91,295.73,582.00,720.00,202.00,294.00,581.72,723.13,201.58,294.66,8.48
51.08,39,323.38,490.90,195.04,307.99,320.00,491.00,192.00,311.00,321.29,490.96,193.16,309.85,5.46
51.08,38,584.99,727.17,202.72,295.96,580.00,723.00,204.00,296.00,581.90,724.59,203.51,295.99,6.63
51.12,39,322.50,493.47,194.52,311.44,322.00,493.00,192.00,311.00,322.19,493.18,192.96,311.17,2.65
51.12,38,585.07,728.58,204.70,297.30,585.00,723.00,205.00,298.00,585.03,725.13,204.89,297.73,5.63
51.16,39,323.42,495.74,194.28,312.79,327.00,488.00,194.00,313.00,325.63,490.96,194.11,312.92,8.54
51.16,38,588.22,729.02,206.11,299.09,585.00,724.00,205.00,298.00,586.23,725.92,205.43,298.42,6.16
51.20,39,326.98,493.40,195.44,314.59,335.00,490.00,193.00,315.00,331.94,491.30,193.93,314.84,9.06
51.20,38,589.37,729.71,206.65,299.76,585.00,728.00,205.00,299.00,586.67,728.65,205.63,299.29,5.03
51.24,39,333.51,493.73,195.23,316.56,352.00,498.00,196.00,323.00,344.94,496.37,195.71,320.54,20.06
51.24,38,589.72,732.44,206.84,300.64,588.00,725.00,203.00,298.00,588.66,727.84,204.47,299.01,8.94
51.28,39,347.01,498.96,197.05,322.46,357.00,500.00,197.00,324.00,353.18,499.60,197.02,323.41,10.16
51.28,38,591.68,731.46,205.61,300.31,597.00,731.00,201.00,303.00,594.97,731.18,202.76,301.97,7.55
51.32,39,355.56,502.28,198.38,325.42,359.00,506.00,198.00,325.00,357.69,504.58,198.14,325.16,5.10
51.32,38,598.14,734.81,203.81,303.35,604.00,735.00,202.00,302.00,601.76,734.93,202.69,302.52,6.28
51.36,39,360.21,507.42,199.52,327.21,363.00,511.00,201.00,327.00,361.94,509.63,200.43,327.08,4.78
51.36,38,605.10,738.58,203.72,303.88,608.00,741.00,202.00,305.00,606.89,740.08,202.66,304.57,4.29
51.40,39,364.61,512.63,201.87,329.17,367.00,518.00,202.00,328.00,366.09,515.95,201.95,328.45,6.00
51.40,38,610.33,743.81,203.65,305.98,608.00,746.00,203.00,307.00,608.89,745.16,203.25,306.61,3.42
51.44,39,368.89,519.15,203.41,330.56,368.00,520.00,203.00,333.00,368.34,519.68,203.16,332.07,2.76
51.44,38,612.30,748.97,204.24,308.06,606.00,751.00,204.00,306.00,608.41,750.23,204.09,306.79,6.93
51.48,39,371.20,522.98,204.63,334.29,368.00,523.00,207.00,334.00,369.22,522.99,206.09,334.11,3.99
51.48,38,611.69,754.11,205.09,308.21,607.00,755.00,203.00,307.00,608.79,754.66,203.80,307.46,5.35
