time,id,x_min_p,x_max_p,y_min_p,y_max_p,x_min_m,x_max_m,y_min_m,y_max_m,x_min_c,x_max_c,y_min_c,y_max_c,distance
7.32,8,566.87,789.23,426.49,610.17,564.00,792.00,428.00,614.00,565.10,790.94,427.42,612.54,5.73
7.32,10,582.25,735.79,216.64,328.89,590.00,748.00,220.00,331.00,593.36,751.35,221.07,333.73,15.00
7.32,11,313.45,427.19,191.20,240.61,316.00,429.00,198.00,242.00,316.26,429.99,196.16,242.42,7.61
7.36,8,568.69,796.35,433.72,619.92,564.00,798.00,432.00,613.00,565.79,797.37,432.66,615.64,8.69
7.36,10,596.33,755.37,222.05,335.73,599.00,759.00,220.00,333.00,593.83,752.35,219.23,331.69,5.66
7.36,11,316.07,430.00,196.44,242.43,323.00,433.00,193.00,241.00,319.58,430.80,193.84,240.96,8.42
7.40,8,569.28,802.86,439.00,622.95,559.00,799.00,444.00,629.00,562.93,800.48,442.09,626.69,13.50
7.40,10,596.76,756.33,220.12,333.58,586.00,758.00,223.00,331.00,592.70,760.65,222.86,333.43,11.56
7.40,11,319.53,430.84,194.03,240.92,326.00,431.00,196.00,242.00,324.01,431.59,195.54,241.95,6.85
7.44,8,566.17,805.92,448.65,634.24,560.00,804.00,444.00,638.00,562.36,804.73,445.78,636.56,8.81
7.44,11,324.13,431.65,195.80,241.95,331.00,430.00,192.00,241.00,328.08,430.23,193.27,241.14,8.07
7.48,8,565.44,810.17,452.32,644.30,570.00,811.00,447.00,649.00,568.26,810.68,449.03,647.21,8.48
7.48,10,598.42,769.21,224.90,337.29,615.00,775.00,222.00,335.00,602.65,763.41,219.88,331.25,17.95
7.48,11,328.36,430.24,193.44,241.10,336.00,428.00,186.00,240.00,333.27,429.10,188.95,240.56,10.95
7.48,11,333.27,429.10,188.95,240.56,379.00,468.00,193.00,240.00,350.55,443.71,190.39,240.21,63.18
7.52,8,571.44,816.18,455.54,655.16,585.00,819.00,459.00,649.00,579.82,817.92,457.68,651.35,15.55
7.52,10,605.75,767.58,220.74,333.00,600.00,761.00,221.00,339.00,609.69,773.02,223.67,340.96,10.61
7.52,11,351.74,444.26,190.44,240.14,335.00,430.00,192.00,240.00,342.08,436.05,191.37,240.09,22.04
7.56,8,583.34,823.53,464.35,659.27,587.00,825.00,468.00,664.00,585.60,824.44,466.61,662.19,7.16
7.56,10,613.02,777.50,224.65,343.05,603.00,766.00,222.00,339.00,601.79,764.00,221.17,337.73,16.00
7.56,11,342.93,436.30,191.46,240.02,336.00,427.00,193.00,240.00,338.66,430.57,192.39,239.99,11.70
7.60,8,589.21,830.13,473.46,670.32,593.00,832.00,472.00,694.00,591.55,831.29,472.56,684.96,24.10
7.60,10,604.73,768.02,222.04,339.65,600.00,766.00,222.00,345.00,604.89,770.69,223.15,344.69,7.42
7.60,11,339.37,430.59,192.52,239.91,336.00,427.00,190.00,240.00,337.31,428.40,190.97,239.98,5.53
7.64,8,595.27,837.07,479.47,693.77,594.00,837.00,484.00,689.00,594.49,837.03,482.27,690.82,6.70
7.64,10,607.89,774.89,224.07,346.84,618.00,777.00,225.00,348.00,612.22,773.75,223.94,346.46,10.43
7.64,11,337.96,428.33,191.04,239.90,336.00,428.00,189.00,241.00,336.74,428.11,189.77,240.57,3.06
7.64,11,336.74,428.11,189.77,240.57,382.00,473.00,195.00,241.00,354.04,445.27,191.78,240.74,62.86
7.68,8,598.19,842.85,489.39,699.65,598.00,844.00,489.00,686.00,598.07,843.56,489.15,691.21,13.71
7.68,10,615.44,777.96,224.87,348.64,628.00,780.00,226.00,351.00,624.40,780.74,226.01,350.78,12.99
7.68,11,355.36,445.88,191.87,240.70,334.00,425.00,191.00,240.00,342.96,433.76,191.37,240.29,29.89
7.72,8,601.78,849.46,496.36,699.83,600.00,848.00,499.00,707.00,600.68,848.56,497.99,704.26,7.98
7.72,10,628.04,785.14,227.00,353.08,627.00,785.00,231.00,353.00,626.64,784.11,229.20,352.60,4.13
7.72,11,343.84,433.91,191.45,240.23,337.00,429.00,193.00,240.00,339.65,430.90,192.40,240.09,8.56
7.72,11,339.65,430.90,192.40,240.09,378.00,472.00,199.00,241.00,354.22,446.51,194.91,240.43,51.73
7.76,8,604.36,854.47,505.36,713.16,605.00,860.00,506.00,717.00,604.76,857.89,505.75,715.53,6.79
7.76,10,630.29,788.54,230.30,354.93,628.00,793.00,229.00,356.00,629.34,791.88,229.67,355.85,5.29
7.76,11,355.53,447.17,195.13,240.38,338.00,431.00,188.00,241.00,345.37,437.79,190.99,240.74,24.90
7.76,11,345.37,437.79,190.99,240.74,373.00,475.00,192.00,241.00,355.51,451.45,191.36,240.83,33.01
7.76,11,355.51,451.45,191.36,240.83,310.00,380.00,180.00,235.00,343.29,432.27,188.31,239.27,82.72
7.80,8,608.46,863.98,513.24,724.65,604.00,861.00,517.00,719.00,605.70,862.14,515.56,721.16,8.65
7.80,10,633.02,796.52,230.76,358.26,630.00,796.00,231.00,359.00,630.86,795.83,230.80,358.55,3.17
7.80,11,344.16,432.35,188.27,239.16,339.00,422.00,193.00,241.00,341.28,426.56,190.91,240.19,12.63
7.80,11,341.28,426.56,190.91,240.19,377.00,473.00,197.00,242.00,354.09,443.22,193.10,240.84,53.05
7.84,8,609.31,868.21,523.24,730.25,609.00,857.00,524.00,722.00,609.12,861.28,523.71,725.15,13.95
7.84,10,634.52,800.51,231.92,361.01,634.00,801.00,230.00,365.00,634.38,801.04,230.80,363.58,4.49
7.84,11,355.38,443.74,193.24,240.80,340.00,419.00,197.00,240.00,346.52,429.49,195.41,240.34,29.38
7.84,11,346.52,429.49,195.41,240.34,377.00,473.00,200.00,241.00,357.66,445.39,197.08,240.58,37.00
7.88,8,612.73,867.13,531.51,734.16,612.00,858.00,532.00,722.00,612.28,861.49,531.81,726.64,15.23
7.88,10,638.10,805.82,231.89,366.18,627.00,803.00,233.00,368.00,631.13,803.94,232.53,367.24,11.65
7.88,11,359.09,445.99,197.39,240.53,377.00,474.00,198.00,241.00,369.43,462.16,197.74,240.80,33.25
7.88,11,369.43,462.16,197.74,240.80,340.00,418.00,196.00,239.00,358.66,446.00,197.10,240.14,33.95
7.92,8,615.88,867.15,539.73,735.46,609.00,865.00,543.00,722.00,611.63,865.82,541.75,727.14,15.61
7.92,10,634.63,808.72,233.67,369.93,622.00,813.00,231.00,367.00,626.89,811.45,232.04,368.16,13.91
7.92,11,360.12,446.62,197.40,240.08,378.00,473.00,198.00,242.00,370.44,461.85,197.75,241.19,31.93
7.92,11,370.44,461.85,197.75,241.19,343.00,419.00,199.00,240.00,360.40,446.17,198.21,240.75,32.53
7.96,8,615.06,871.45,549.85,735.72,622.00,880.00,554.00,721.00,619.35,876.74,552.41,726.62,18.84
7.96,10,630.13,816.42,233.13,370.83,618.00,823.00,233.00,374.00,622.59,820.43,233.03,372.77,14.16
7.96,11,361.91,446.79,198.55,240.71,378.00,474.00,198.00,242.00,371.20,462.50,198.23,241.46,31.64
8.00,8,622.96,882.61,560.73,734.91,628.00,879.00,564.00,719.00,626.07,880.38,562.75,725.08,17.39
8.00,10,625.57,825.63,234.13,375.56,608.00,828.00,233.00,377.00,614.74,827.13,233.44,376.47,17.83
8.04,8,629.81,886.20,571.25,733.05,631.00,884.00,571.00,722.00,630.55,884.84,571.10,726.22,11.33
8.04,10,617.31,832.48,234.53,379.35,623.00,832.00,236.00,369.00,620.81,832.16,235.43,372.94,11.91
8.04,11,375.12,465.09,198.92,241.43,335.00,408.00,204.00,240.00,342.02,418.75,200.36,237.70,69.98
8.08,8,634.33,890.64,579.71,733.97,626.00,894.00,581.00,720.00,629.18,892.71,580.51,725.33,16.65
8.08,10,623.53,837.58,236.57,375.62,660.00,844.00,246.00,383.00,646.08,841.56,242.40,380.19,38.92
8.12,8,632.77,898.62,589.27,732.78,628.00,905.00,596.00,723.00,629.82,902.56,593.43,726.73,14.29
8.12,10,649.72,847.23,243.79,383.09,666.00,847.00,248.00,389.00,659.78,847.08,246.39,386.74,17.83
8.12,11,343.47,417.74,201.20,237.38,381.00,477.00,195.00,242.00,369.89,459.82,196.06,240.05,70.56
8.16,8,633.30,908.66,602.47,733.96,630.00,914.00,604.00,724.00,631.26,911.96,603.42,727.80,11.87
8.16,10,663.87,852.83,247.90,389.83,627.00,841.00,241.00,384.00,641.09,845.52,243.64,386.23,39.76
8.20,10,644.34,851.08,245.01,389.23,621.00,845.00,241.00,386.00,629.91,847.32,242.53,387.23,24.66
8.20,8,634.65,918.23,612.62,734.80,625.00,906.00,613.00,723.00,628.69,910.67,612.85,727.51,19.55
8.20,11,373.52,462.13,196.54,239.92,387.00,479.00,197.00,242.00,380.20,470.54,195.20,239.40,21.70
8.24,8,631.84,916.69,622.19,734.22,628.00,910.00,618.00,723.00,629.47,912.55,619.60,727.29,14.24
8.24,10,632.62,852.80,243.83,390.21,612.00,844.00,242.00,391.00,619.88,847.36,242.70,390.70,22.50
8.24,11,382.36,472.09,195.39,239.31,386.00,479.00,194.00,241.00,387.93,480.50,196.18,242.43,8.11
8.28,10,622.08,852.70,243.97,393.73,672.00,854.00,255.00,390.00,652.93,853.50,250.79,391.43,51.28
8.28,8,632.51,918.43,628.96,733.72,648.00,906.00,632.00,727.00,642.08,910.75,630.84,729.57,21.19
8.28,11,390.38,482.44,196.40,242.46,378.00,482.00,189.00,241.00,380.51,479.46,190.71,240.19,14.50
8.32,10,656.35,858.94,252.35,394.42,677.00,859.00,256.00,393.00,669.11,858.98,254.61,393.54,21.01
8.32,11,382.62,481.34,190.70,240.14,379.00,484.00,191.00,242.00,381.72,484.67,191.56,242.13,4.87
8.36,10,673.09,864.48,256.28,396.54,699.00,867.00,258.00,400.00,689.10,866.04,257.34,398.68,26.32
8.36,11,383.86,486.74,191.58,242.16,377.00,484.00,193.00,241.00,378.79,483.99,192.04,240.92,7.61
8.40,10,693.77,871.67,259.10,401.80,693.00,871.00,259.00,404.00,693.29,871.26,259.04,403.16,2.43
8.40,11,380.77,486.02,192.08,240.90,379.00,488.00,190.00,243.00,380.19,487.90,191.05,242.52,3.97
8.44,11,382.19,490.06,191.05,242.57,378.00,490.00,186.00,243.00,379.28,489.62,187.77,242.63,6.57
8.44,11,379.28,489.62,187.77,242.63,329.00,416.00,188.00,242.00,360.39,461.90,188.01,242.59,91.23
8.48,11,361.56,463.01,187.88,242.64,390.00,487.00,191.00,242.00,377.98,476.83,189.65,242.22,37.34
8.48,11,377.98,476.83,189.65,242.22,334.00,416.00,192.00,242.00,361.91,454.58,190.55,242.18,54.65
8.52,11,363.10,455.37,190.51,242.22,386.00,487.00,194.00,243.00,376.31,473.62,192.52,242.66,39.21
8.52,11,376.31,473.62,192.52,242.66,335.00,411.00,195.00,241.00,361.20,450.71,193.43,242.06,52.72
8.56,11,362.33,451.31,193.51,242.09,383.00,490.00,191.00,244.00,374.26,473.65,192.06,243.19,43.98
8.56,11,374.26,473.65,192.06,243.19,334.00,414.00,194.00,241.00,359.53,451.82,192.77,242.39,46.86
8.60,11,360.54,452.44,192.82,242.44,383.00,492.00,196.00,242.00,373.51,475.28,194.65,242.18,45.60
8.64,11,375.05,476.81,194.77,242.22,381.00,497.00,188.00,244.00,378.69,489.17,190.63,243.31,22.18
8.64,10,722.93,906.41,270.24,423.19,734.00,899.00,292.00,426.00,672.77,824.99,266.82,390.63,25.67
8.64,11,378.69,489.17,190.63,243.31,327.00,410.00,189.00,241.00,359.07,459.11,190.01,242.43,82.51
8.68,10,675.99,827.83,268.67,392.83,732.00,909.00,295.00,429.00,844.57,1042.45,338.31,493.15,108.29
8.68,11,359.99,459.97,189.93,242.48,388.00,499.00,184.00,245.00,376.23,482.60,186.49,243.94,48.47
8.68,11,376.23,482.60,186.49,243.94,327.00,408.00,187.00,241.00,358.16,455.22,186.68,242.86,61.64
8.68,11,358.16,455.22,186.68,242.86,296.00,375.00,176.00,239.00,341.47,433.68,183.81,241.83,107.34
8.72,11,341.65,433.50,183.49,241.85,387.00,495.00,187.00,246.00,367.01,467.89,185.45,244.17,76.61
8.72,11,367.01,467.89,185.45,244.17,329.00,410.00,187.00,243.00,353.38,447.13,186.01,243.75,26.94
8.76,12,730.00,917.00,291.00,435.00,754.00,931.00,300.00,437.00,736.28,914.12,293.12,430.54,29.27
8.76,11,353.99,447.46,185.76,243.86,387.00,496.00,188.00,243.00,373.00,475.42,187.05,243.36,58.75
8.76,11,373.00,475.42,187.05,243.36,316.00,401.00,188.00,240.00,352.17,448.22,187.40,242.13,60.18
8.80,12,736.53,914.00,293.21,430.36,758.00,936.00,299.00,439.00,757.32,936.90,299.76,440.07,32.45
8.80,11,352.69,448.56,187.21,242.17,386.00,498.00,182.00,245.00,371.92,477.10,184.20,243.81,59.90
8.80,11,371.92,477.10,184.20,243.81,319.00,403.00,186.00,242.00,352.55,449.98,184.86,243.14,56.68
8.84,12,758.41,937.70,300.11,440.27,761.00,939.00,299.00,445.00,755.19,932.54,297.52,440.40,5.66
8.84,11,353.05,450.37,184.56,243.23,392.00,494.00,188.00,243.00,375.54,475.56,186.55,243.10,58.59
8.84,11,375.54,475.56,186.55,243.10,318.00,399.00,188.00,242.00,354.48,447.54,187.08,242.69,62.30
8.88,12,756.20,933.17,297.78,440.62,765.00,948.00,304.00,452.00,764.62,946.02,302.80,449.39,21.58
8.88,11,355.02,447.80,186.87,242.76,391.00,493.00,186.00,243.00,375.79,473.90,186.37,242.90,57.78
8.88,11,375.79,473.90,186.37,242.90,314.00,394.00,185.00,243.00,353.17,444.65,185.87,242.94,67.68
8.92,12,766.01,947.18,303.27,449.97,771.00,954.00,309.00,460.00,767.22,949.08,306.07,455.07,14.32
8.92,11,353.62,444.78,185.61,243.01,395.00,496.00,184.00,246.00,377.51,474.35,184.68,244.74,65.93
8.92,11,377.51,474.35,184.68,244.74,313.00,393.00,183.00,244.00,353.90,444.57,184.06,244.47,65.87
8.96,12,768.71,950.36,306.67,455.87,786.00,965.00,320.00,461.00,780.55,960.84,315.37,459.73,26.78
8.96,11,354.34,444.67,183.73,244.60,394.00,495.00,184.00,245.00,377.24,473.73,183.89,244.83,64.08
8.96,11,377.24,473.73,183.89,244.83,310.00,393.00,182.00,244.00,352.63,444.18,183.20,244.53,68.11
9.00,11,352.98,444.24,182.83,244.66,386.00,494.00,183.00,245.00,372.04,472.97,182.93,244.86,59.72
9.00,11,372.04,472.97,182.93,244.86,316.00,399.00,184.00,244.00,351.53,445.89,183.32,244.54,58.45
9.00,12,782.56,962.59,316.34,460.72,785.00,956.00,326.00,464.00,783.34,957.62,322.02,462.32,12.39
9.00,11,351.53,445.89,183.32,244.54,261.00,358.00,168.00,249.00,327.27,422.34,179.21,245.74,127.03
9.04,11,326.58,421.51,178.69,245.92,398.00,491.00,189.00,247.00,366.51,460.36,184.45,246.53,100.19
9.04,12,785.45,959.23,323.25,463.41,791.00,963.00,334.00,465.00,789.33,962.11,330.08,464.66,12.77
9.04,11,366.51,460.36,184.45,246.53,320.00,398.00,187.00,245.00,349.83,438.00,185.37,245.98,25.80
9.08,12,791.68,963.90,331.63,465.84,799.00,972.00,331.00,473.00,795.92,968.56,331.12,470.10,13.08
9.08,11,350.00,437.76,185.08,246.17,399.00,494.00,191.00,246.00,378.23,470.16,188.49,246.07,74.82
9.08,11,378.23,470.16,188.49,246.07,317.00,392.00,188.00,242.00,355.85,441.59,188.31,244.58,56.65
9.12,12,798.51,970.59,332.71,471.49,807.00,988.00,333.00,480.00,803.93,981.56,332.96,476.85,21.16
9.12,11,356.23,441.48,188.15,244.72,401.00,496.00,193.00,246.00,382.07,472.95,190.95,245.46,70.72
9.12,11,382.07,472.95,190.95,245.46,318.00,396.00,193.00,244.00,358.62,444.79,191.70,244.93,59.62
9.16,11,359.08,444.79,191.67,245.08,401.00,497.00,188.00,246.00,383.28,474.93,189.55,245.61,67.06
9.16,12,806.83,984.10,334.62,478.51,805.00,999.00,334.00,485.00,805.59,993.18,334.19,482.45,16.37
9.16,11,383.28,474.93,189.55,245.61,317.00,395.00,187.00,246.00,359.02,445.68,188.62,245.75,65.37
9.20,12,808.53,996.16,335.88,484.32,817.00,1002.00,337.00,484.00,813.83,999.85,336.60,484.16,10.35
9.20,11,359.47,445.69,188.47,245.93,402.00,499.00,188.00,245.00,384.02,476.47,188.20,245.39,68.20
9.20,11,384.02,476.47,188.20,245.39,317.00,396.00,188.00,244.00,359.49,447.02,188.13,244.88,65.40
9.24,12,817.08,1003.09,338.38,486.09,821.00,1005.00,338.00,497.00,819.46,1004.22,338.13,492.81,11.76
9.24,11,359.93,447.07,187.96,245.03,401.00,500.00,187.00,244.00,383.64,477.63,187.41,244.44,67.01
9.24,11,383.64,477.63,187.41,244.44,311.00,398.00,184.00,244.00,357.05,448.48,186.16,244.28,69.42
9.28,12,822.91,1007.60,339.95,495.06,839.00,1019.00,341.00,500.00,832.88,1014.68,340.61,498.13,20.36
9.28,11,357.36,448.58,185.92,244.40,319.00,402.00,182.00,245.00,335.21,421.69,183.66,244.74,60.47
9.28,11,335.21,421.69,183.66,244.74,408.00,499.00,188.00,246.00,361.85,449.99,185.25,245.20,71.51
9.32,12,836.83,1018.46,342.51,500.58,840.00,1023.00,348.00,507.00,838.77,1021.24,345.90,504.54,10.10
9.32,11,362.33,450.13,184.97,245.36,317.00,397.00,181.00,246.00,336.16,419.45,182.68,245.73,69.95
9.32,11,336.16,419.45,182.68,245.73,409.00,502.00,185.00,245.00,362.82,449.67,183.53,245.46,69.78
9.36,12,842.92,1025.25,347.99,507.23,839.00,1028.00,359.00,509.00,840.51,1026.96,354.80,508.33,12.13
9.36,11,363.30,449.78,183.18,245.63,304.00,394.00,176.00,246.00,329.06,417.58,179.04,245.84,81.73
9.36,11,329.06,417.58,179.04,245.84,406.00,505.00,183.00,245.00,357.22,449.58,180.49,245.53,69.80
9.40,12,844.69,1031.16,357.23,511.15,844.00,1038.00,360.00,514.00,844.26,1035.38,358.94,512.91,7.94
9.40,11,357.45,449.67,180.03,245.70,309.00,398.00,179.00,246.00,329.48,419.84,179.43,245.87,70.84
9.40,11,329.48,419.84,179.43,245.87,412.00,504.00,187.00,246.00,359.68,450.64,182.20,245.92,77.30
9.44,11,359.98,450.77,181.81,246.10,304.00,403.00,178.00,248.00,327.66,423.19,179.61,247.20,73.72
9.44,11,327.66,423.19,179.61,247.20,411.00,503.00,187.00,246.00,358.17,452.40,182.32,246.76,73.20
9.44,12,848.54,1039.88,361.51,515.88,854.00,1049.00,368.00,523.00,851.92,1045.52,365.52,520.28,14.35
9.48,12,856.45,1050.38,368.33,523.53,851.00,1056.00,382.00,534.00,853.08,1053.85,376.78,530.00,18.92
9.48,11,358.38,452.58,181.93,246.97,311.00,404.00,184.00,249.00,331.02,424.53,183.13,248.14,67.92
9.48,11,331.02,424.53,183.13,248.14,419.00,499.00,191.00,244.00,363.23,451.79,186.01,246.63,76.95
9.52,12,857.61,1058.98,380.01,533.59,864.00,1061.00,385.00,537.00,861.56,1060.23,383.09,535.70,9.02
9.52,11,363.61,451.93,185.78,246.83,307.00,412.00,174.00,251.00,330.93,428.88,178.98,249.24,70.40
9.52,11,330.93,428.88,178.98,249.24,442.00,535.00,188.00,248.00,371.58,467.72,182.28,248.78,114.24
9.52,11,371.58,467.72,182.28,248.78,416.00,501.00,183.00,245.00,383.48,476.64,182.47,247.77,71.85
9.56,12,866.37,1065.57,386.54,539.49,878.00,1068.00,387.00,542.00,873.56,1067.07,386.82,541.04,12.16
9.56,11,384.66,477.76,182.11,248.01,299.00,410.00,177.00,249.00,336.77,439.88,179.25,248.56,109.34
9.56,11,336.77,439.88,179.25,248.56,445.00,534.00,196.00,247.00,375.58,473.63,185.26,248.00,83.65
9.56,11,375.58,473.63,185.26,248.00,421.00,499.00,189.00,242.00,387.57,480.33,186.25,246.42,43.08
9.60,12,878.77,1072.61,390.39,545.00,877.00,1074.00,388.00,547.00,877.68,1073.47,388.91,546.24,3.84
9.60,11,388.88,481.58,186.03,246.61,294.00,412.00,174.00,251.00,335.91,442.74,179.32,249.06,118.36
9.60,11,335.91,442.74,179.32,249.06,443.00,539.00,193.00,248.00,374.28,477.22,184.22,248.68,79.22
9.60,11,374.28,477.22,184.22,248.68,419.00,502.00,186.00,244.00,386.07,483.76,184.69,247.45,36.48
9.64,12,882.99,1079.20,392.51,550.36,883.00,1083.00,397.00,553.00,883.00,1081.55,395.29,551.99,6.44
9.64,11,387.30,485.14,184.42,247.67,299.00,412.00,175.00,251.00,338.01,444.31,179.16,249.53,115.09
9.64,11,338.01,444.31,179.16,249.53,445.00,541.00,191.00,247.00,376.34,478.95,183.40,248.62,80.58
9.64,11,376.34,478.95,183.40,248.62,418.00,503.00,185.00,243.00,387.33,485.29,183.82,247.14,35.83
9.68,12,888.45,1087.53,399.10,556.29,898.00,1097.00,401.00,563.00,894.35,1093.38,400.27,560.44,15.15
9.68,11,388.58,486.72,183.53,247.35,288.00,413.00,176.00,252.00,332.43,445.56,179.32,249.95,125.01
9.68,11,332.43,445.56,179.32,249.95,444.00,545.00,189.00,251.00,372.40,481.19,182.79,250.32,80.70
9.72,12,900.17,1099.75,404.24,565.03,898.00,1102.00,413.00,575.00,898.83,1101.14,409.65,571.19,13.64
9.72,11,373.02,482.43,182.46,250.66,291.00,416.00,177.00,258.00,325.78,444.17,179.31,254.89,105.95
9.72,11,325.78,444.17,179.31,254.89,447.00,546.00,190.00,251.00,370.08,481.39,183.22,253.47,97.83
9.76,12,904.75,1107.73,413.94,576.15,910.00,1121.00,419.00,575.00,907.99,1115.93,417.07,575.44,15.18
9.76,11,370.59,482.62,182.91,253.92,295.00,413.00,179.00,256.00,326.95,442.43,180.65,255.12,102.86
9.76,11,326.95,442.43,180.65,255.12,446.00,548.00,188.00,252.00,370.52,481.07,183.34,253.98,99.96
9.80,12,914.18,1123.02,421.59,580.50,917.00,1128.00,421.00,581.00,915.92,1126.10,421.23,580.81,5.77
9.80,11,371.01,482.27,183.04,254.45,295.00,417.00,179.00,259.00,327.13,444.59,180.71,257.08,100.37
9.80,11,327.13,444.59,180.71,257.08,448.00,546.00,193.00,251.00,371.37,481.71,185.21,254.85,100.50
9.84,12,922.33,1133.49,425.85,586.02,919.00,1140.00,427.00,589.00,920.27,1137.51,426.56,587.86,7.98
9.84,11,371.87,482.91,184.99,255.35,295.00,421.00,174.00,255.00,327.49,447.17,178.64,255.15,99.31
9.84,11,327.49,447.17,178.64,255.15,451.00,551.00,187.00,251.00,372.70,485.17,181.70,253.63,104.51
9.88,12,926.75,1145.26,431.34,593.28,928.00,1143.00,432.00,596.00,927.52,1143.86,431.75,594.96,3.81
9.88,11,373.22,486.49,181.35,254.08,453.00,552.00,193.00,251.00,419.28,524.31,188.08,252.30,103.93
9.88,11,419.28,524.31,188.08,252.30,301.00,420.00,176.00,256.00,375.99,486.13,183.66,253.65,98.33
9.92,12,934.18,1151.74,436.66,600.58,937.00,1143.00,438.00,606.00,935.92,1146.34,437.49,603.93,10.75
9.92,11,376.61,487.47,183.39,254.10,449.00,561.00,180.00,253.00,418.41,529.92,181.43,253.46,103.25
9.92,11,418.41,529.92,181.43,253.46,301.00,423.00,172.00,254.00,375.43,490.79,177.98,253.66,100.02
9.96,12,942.80,1154.19,442.55,609.82,943.00,1151.00,440.00,615.00,942.92,1152.22,440.97,613.02,6.60
9.96,11,376.01,492.28,177.49,254.09,448.00,562.00,182.00,255.00,417.57,532.53,180.10,254.62,100.32
9.96,11,417.57,532.53,180.10,254.62,304.00,429.00,176.00,257.00,376.00,494.64,178.60,255.49,95.92
10.00,12,949.96,1160.18,446.10,619.18,947.00,1167.00,455.00,621.00,948.13,1164.39,451.60,620.31,11.74
10.00,11,376.57,496.26,178.14,255.99,451.00,566.00,178.00,254.00,419.54,536.53,178.06,254.84,102.01
10.00,11,419.54,536.53,178.06,254.84,298.00,426.00,174.00,257.00,375.06,496.07,176.57,255.63,105.49
10.04,12,955.24,1172.70,457.06,626.66,955.00,1178.00,455.00,630.00,955.09,1175.98,455.79,628.73,6.60
10.04,11,375.56,497.73,176.05,256.13,453.00,569.00,183.00,254.00,420.27,538.88,180.06,254.90,105.50
10.04,11,420.27,538.88,180.06,254.90,307.00,428.00,182.00,254.00,378.81,498.29,180.77,254.57,97.99
10.08,12,962.35,1184.60,461.32,635.32,963.00,1196.00,459.00,637.00,962.75,1191.65,459.89,636.36,11.77
10.08,11,379.44,500.01,180.42,255.02,452.00,572.00,180.00,255.00,421.33,541.57,180.18,255.01,102.21
10.08,11,421.33,541.57,180.18,255.01,307.00,430.00,174.00,254.00,379.48,500.73,177.92,254.64,100.95
10.12,12,970.17,1200.74,465.49,643.14,977.00,1199.00,467.00,654.00,974.39,1199.67,466.42,649.85,13.03
10.12,11,380.12,502.52,177.46,255.08,455.00,572.00,183.00,255.00,423.35,542.63,180.66,255.04,102.31
10.12,11,423.35,542.63,180.66,255.04,308.00,429.00,184.00,273.00,381.13,501.04,181.88,261.61,104.73
10.16,12,982.13,1208.92,472.19,657.07,984.00,1215.00,471.00,658.00,983.29,1212.68,471.46,657.64,6.54
10.16,11,381.80,502.80,181.59,262.32,450.00,576.00,178.00,256.00,421.17,545.06,179.52,258.67,100.31
10.16,11,421.17,545.06,179.52,258.67,305.00,436.00,175.00,276.00,378.65,505.14,177.86,265.02,102.91
10.20,12,991.23,1222.29,477.32,665.04,992.00,1230.00,478.00,663.00,991.71,1227.05,477.74,663.78,8.05
10.20,11,379.20,507.04,177.42,265.86,455.00,578.00,176.00,257.00,422.96,548.01,176.60,260.74,104.22
10.20,11,422.96,548.01,176.60,260.74,311.00,437.00,177.00,277.00,381.98,507.38,176.75,266.69,98.39
10.24,12,999.83,1237.06,483.74,671.30,997.00,1239.00,489.00,669.00,998.08,1238.26,486.99,669.88,6.69
10.24,11,382.63,509.32,176.27,267.59,460.00,579.00,179.00,258.00,427.30,549.55,177.85,262.05,104.59
10.24,11,427.30,549.55,177.85,262.05,311.00,437.00,178.00,278.00,384.73,508.35,177.90,267.89,102.34
10.28,12,1006.29,1248.53,493.25,677.51,1005.00,1246.00,495.00,683.00,1005.49,1246.97,494.33,680.90,6.43
10.28,11,385.47,510.31,177.48,268.83,459.00,579.00,174.00,256.00,427.92,549.97,175.47,261.42,101.50
10.28,11,427.92,549.97,175.47,261.42,311.00,439.00,174.00,278.00,385.12,509.35,174.93,267.49,103.57
10.32,12,1013.83,1257.39,500.76,688.83,1010.00,1265.00,500.00,690.00,1011.46,1262.09,500.29,689.55,8.63
10.32,11,385.85,511.30,174.40,268.40,314.00,448.00,169.00,280.00,344.37,474.76,171.28,275.10,96.61
10.32,11,344.37,474.76,171.28,275.10,463.00,583.00,173.00,257.00,387.79,514.38,171.91,268.47,105.95
10.36,12,1019.86,1272.92,506.83,697.68,1007.00,1269.00,505.00,691.00,1011.91,1270.50,505.70,693.55,15.12
10.36,11,388.59,516.49,171.27,269.41,318.00,445.00,174.00,281.00,347.84,475.22,172.85,276.10,101.17
10.36,11,347.84,475.22,172.85,276.10,465.00,583.00,179.00,258.00,390.72,514.67,175.10,269.47,102.23
10.40,12,1020.14,1281.45,512.33,701.68,1011.00,1282.00,513.00,705.00,1014.49,1281.79,512.74,703.73,9.76
10.40,11,391.62,516.75,174.60,270.44,319.00,449.00,173.00,283.00,349.69,477.64,173.67,277.69,100.12
10.40,11,349.69,477.64,173.67,277.69,466.00,583.00,180.00,257.00,392.26,516.20,175.99,270.12,100.66
10.44,12,1022.63,1292.97,519.52,712.11,1031.00,1268.00,524.00,713.00,1027.80,1277.54,522.29,712.66,26.73
10.44,11,393.19,518.30,175.53,271.09,468.00,584.00,179.00,257.00,436.38,556.23,177.54,262.95,100.61
10.44,11,436.38,556.23,177.54,262.95,323.00,455.00,172.00,283.00,394.88,519.18,175.51,270.29,95.34
