time,id,class_id,x,y,z,vx,vy,vz,sigma_00,sigma_01,sigma_02,sigma_03,sigma_04,sigma_05,sigma_10,sigma_11,sigma_12,sigma_13,sigma_14,sigma_15,sigma_20,sigma_21,sigma_22,sigma_23,sigma_24,sigma_25,sigma_30,sigma_31,sigma_32,sigma_33,sigma_34,sigma_35,sigma_40,sigma_41,sigma_42,sigma_43,sigma_44,sigma_45,sigma_50,sigma_51,sigma_52,sigma_53,sigma_54,sigma_55,x_pattern,y_pattern,z_pattern,pattern,status,collision_p,c_time,c_x,c_y,c_z,c_sigma_00,c_sigma_01,c_sigma_02,c_sigma_03,c_sigma_04,c_sigma_05,c_sigma_10,c_sigma_11,c_sigma_12,c_sigma_13,c_sigma_14,c_sigma_15,c_sigma_20,c_sigma_21,c_sigma_22,c_sigma_23,c_sigma_24,c_sigma_25,c_sigma_30,c_sigma_31,c_sigma_32,c_sigma_33,c_sigma_34,c_sigma_35,c_sigma_40,c_sigma_41,c_sigma_42,c_sigma_43,c_sigma_44,c_sigma_45,c_sigma_50,c_sigma_51,c_sigma_52,c_sigma_53,c_sigma_54,c_sigma_55
6.073,2335265343192,13,-0.160,0.167,-4.920,-0.005,-0.009,0.169,4.336,0.000,0.000,1.068,0.000,0.000,0.000,4.336,0.000,0.000,1.068,0.000,0.000,0.000,4.336,0.000,0.000,1.068,1.068,0.000,0.000,0.352,0.000,0.000,0.000,1.068,0.000,0.000,0.352,0.000,0.000,0.000,1.068,0.000,0.000,0.352,-0.068,0.167,-4.791,2335265343136,1,0.010,10.996,-0.195,0.125,-4.104,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364
6.106,2335265343192,13,-0.158,0.166,-4.912,-0.005,-0.009,0.169,4.313,0.000,0.000,1.056,0.000,0.000,0.000,4.313,0.000,0.000,1.056,0.000,0.000,0.000,4.313,0.000,0.000,1.056,1.056,0.000,0.000,0.346,0.000,0.000,0.000,1.056,0.000,0.000,0.346,0.000,0.000,0.000,1.056,0.000,0.000,0.346,-0.065,0.168,-4.803,2335265343136,1,0.010,10.996,-0.195,0.125,-4.104,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364
6.139,2335265343192,13,-0.156,0.166,-4.904,-0.004,-0.009,0.170,4.289,0.000,0.000,1.045,0.000,0.000,0.000,4.289,0.000,0.000,1.045,0.000,0.000,0.000,4.289,0.000,0.000,1.045,1.045,0.000,0.000,0.340,0.000,0.000,0.000,1.045,0.000,0.000,0.340,0.000,0.000,0.000,1.045,0.000,0.000,0.340,-0.060,0.169,-4.818,2335265343136,1,0.010,10.996,-0.195,0.125,-4.104,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364
6.173,2335265343192,13,-0.154,0.166,-4.897,-0.004,-0.009,0.170,4.267,0.000,0.000,1.034,0.000,0.000,0.000,4.267,0.000,0.000,1.034,0.000,0.000,0.000,4.267,0.000,0.000,1.034,1.034,0.000,0.000,0.335,0.000,0.000,0.000,1.034,0.000,0.000,0.335,0.000,0.000,0.000,1.034,0.000,0.000,0.335,-0.056,0.170,-4.831,2335265343136,1,0.010,10.996,-0.195,0.125,-4.104,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364
6.206,2335265343192,13,-0.152,0.166,-4.890,-0.003,-0.008,0.170,4.244,0.000,0.000,1.023,0.000,0.000,0.000,4.244,0.000,0.000,1.023,0.000,0.000,0.000,4.244,0.000,0.000,1.023,1.023,0.000,0.000,0.330,0.000,0.000,0.000,1.023,0.000,0.000,0.330,0.000,0.000,0.000,1.023,0.000,0.000,0.330,-0.051,0.171,-4.847,2335265343136,1,0.010,10.996,-0.195,0.125,-4.104,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364
6.240,2335265343192,13,-0.150,0.166,-4.884,-0.003,-0.008,0.170,4.221,0.000,0.000,1.012,0.000,0.000,0.000,4.221,0.000,0.000,1.012,0.000,0.000,0.000,4.221,0.000,0.000,1.012,1.012,0.000,0.000,0.324,0.000,0.000,0.000,1.012,0.000,0.000,0.324,0.000,0.000,0.000,1.012,0.000,0.000,0.324,-0.047,0.173,-4.863,2335265343136,1,0.010,10.996,-0.195,0.125,-4.104,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364
6.273,2335265343192,13,-0.148,0.165,-4.878,-0.002,-0.008,0.170,4.199,0.000,0.000,1.001,0.000,0.000,0.000,4.199,0.000,0.000,1.001,0.000,0.000,0.000,4.199,0.000,0.000,1.001,1.001,0.000,0.000,0.319,0.000,0.000,0.000,1.001,0.000,0.000,0.319,0.000,0.000,0.000,1.001,0.000,0.000,0.319,-0.044,0.175,-4.870,2335265343136,1,0.010,10.996,-0.195,0.125,-4.104,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364
6.306,2335265343192,13,-0.146,0.165,-4.873,-0.002,-0.008,0.170,4.177,0.000,0.000,0.991,0.000,0.000,0.000,4.177,0.000,0.000,0.991,0.000,0.000,0.000,4.177,0.000,0.000,0.991,0.991,0.000,0.000,0.314,0.000,0.000,0.000,0.991,0.000,0.000,0.314,0.000,0.000,0.000,0.991,0.000,0.000,0.314,-0.043,0.177,-4.879,2335265343136,1,0.010,10.996,-0.195,0.125,-4.104,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364
6.340,2335265343192,13,-0.143,0.165,-4.867,-0.001,-0.008,0.170,4.156,0.000,0.000,0.981,0.000,0.000,0.000,4.156,0.000,0.000,0.981,0.000,0.000,0.000,4.156,0.000,0.000,0.981,0.981,0.000,0.000,0.309,0.000,0.000,0.000,0.981,0.000,0.000,0.309,0.000,0.000,0.000,0.981,0.000,0.000,0.309,-0.043,0.179,-4.882,2335265343136,1,0.010,10.996,-0.195,0.125,-4.104,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364
6.373,2335265343192,13,-0.141,0.166,-4.862,-0.001,-0.008,0.170,4.134,0.000,0.000,0.971,0.000,0.000,0.000,4.134,0.000,0.000,0.971,0.000,0.000,0.000,4.134,0.000,0.000,0.971,0.971,0.000,0.000,0.305,0.000,0.000,0.000,0.971,0.000,0.000,0.305,0.000,0.000,0.000,0.971,0.000,0.000,0.305,-0.042,0.182,-4.884,2335265343136,1,0.010,10.996,-0.195,0.125,-4.104,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364
6.406,2335265343192,13,-0.139,0.166,-4.857,-0.000,-0.008,0.170,4.113,0.000,0.000,0.961,0.000,0.000,0.000,4.113,0.000,0.000,0.961,0.000,0.000,0.000,4.113,0.000,0.000,0.961,0.961,0.000,0.000,0.300,0.000,0.000,0.000,0.961,0.000,0.000,0.300,0.000,0.000,0.000,0.961,0.000,0.000,0.300,-0.042,0.185,-4.881,2335265343136,1,0.010,10.996,-0.195,0.125,-4.104,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364
6.440,2335265343192,13,-0.137,0.166,-4.852,0.000,-0.008,0.170,4.092,0.000,0.000,0.951,0.000,0.000,0.000,4.092,0.000,0.000,0.951,0.000,0.000,0.000,4.092,0.000,0.000,0.951,0.951,0.000,0.000,0.295,0.000,0.000,0.000,0.951,0.000,0.000,0.295,0.000,0.000,0.000,0.951,0.000,0.000,0.295,-0.041,0.189,-4.882,2335265343136,1,0.010,10.996,-0.195,0.125,-4.104,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364
6.473,2335265343192,13,-0.135,0.166,-4.847,0.001,-0.008,0.170,4.071,0.000,0.000,0.941,0.000,0.000,0.000,4.071,0.000,0.000,0.941,0.000,0.000,0.000,4.071,0.000,0.000,0.941,0.941,0.000,0.000,0.291,0.000,0.000,0.000,0.941,0.000,0.000,0.291,0.000,0.000,0.000,0.941,0.000,0.000,0.291,-0.040,0.194,-4.878,2335265343136,1,0.010,10.996,-0.195,0.125,-4.104,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364
6.507,2335265343192,13,-0.133,0.167,-4.842,0.001,-0.008,0.170,4.051,0.000,0.000,0.931,0.000,0.000,0.000,4.051,0.000,0.000,0.931,0.000,0.000,0.000,4.051,0.000,0.000,0.931,0.931,0.000,0.000,0.286,0.000,0.000,0.000,0.931,0.000,0.000,0.286,0.000,0.000,0.000,0.931,0.000,0.000,0.286,-0.039,0.199,-4.880,2335265343136,1,0.010,10.996,-0.195,0.125,-4.104,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364
6.540,2335265343192,13,-0.131,0.167,-4.837,0.002,-0.008,0.169,4.030,0.000,0.000,0.922,0.000,0.000,0.000,4.030,0.000,0.000,0.922,0.000,0.000,0.000,4.030,0.000,0.000,0.922,0.922,0.000,0.000,0.282,0.000,0.000,0.000,0.922,0.000,0.000,0.282,0.000,0.000,0.000,0.922,0.000,0.000,0.282,-0.038,0.206,-4.881,2335265343136,1,0.010,10.996,-0.195,0.125,-4.104,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364
6.573,2335265343192,13,-0.129,0.168,-4.833,0.002,-0.007,0.169,4.010,0.000,0.000,0.913,0.000,0.000,0.000,4.010,0.000,0.000,0.913,0.000,0.000,0.000,4.010,0.000,0.000,0.913,0.913,0.000,0.000,0.278,0.000,0.000,0.000,0.913,0.000,0.000,0.278,0.000,0.000,0.000,0.913,0.000,0.000,0.278,-0.038,0.211,-4.876,2335265343136,1,0.010,10.996,-0.195,0.125,-4.104,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364
6.607,2335265343192,13,-0.128,0.169,-4.828,0.002,-0.007,0.169,3.990,0.000,0.000,0.904,0.000,0.000,0.000,3.990,0.000,0.000,0.904,0.000,0.000,0.000,3.990,0.000,0.000,0.904,0.904,0.000,0.000,0.274,0.000,0.000,0.000,0.904,0.000,0.000,0.274,0.000,0.000,0.000,0.904,0.000,0.000,0.274,-0.039,0.218,-4.874,2335265343136,1,0.010,10.996,-0.195,0.125,-4.104,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364
6.640,2335265343192,13,-0.126,0.169,-4.823,0.003,-0.007,0.169,3.970,0.000,0.000,0.895,0.000,0.000,0.000,3.970,0.000,0.000,0.895,0.000,0.000,0.000,3.970,0.000,0.000,0.895,0.895,0.000,0.000,0.269,0.000,0.000,0.000,0.895,0.000,0.000,0.269,0.000,0.000,0.000,0.895,0.000,0.000,0.269,-0.039,0.225,-4.871,2335265343136,1,0.010,10.996,-0.195,0.125,-4.104,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364
6.673,2335265343192,13,-0.124,0.170,-4.819,0.003,-0.007,0.168,3.950,0.000,0.000,0.886,0.000,0.000,0.000,3.950,0.000,0.000,0.886,0.000,0.000,0.000,3.950,0.000,0.000,0.886,0.886,0.000,0.000,0.265,0.000,0.000,0.000,0.886,0.000,0.000,0.265,0.000,0.000,0.000,0.886,0.000,0.000,0.265,-0.041,0.231,-4.867,2335265343136,1,0.010,10.996,-0.195,0.125,-4.104,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364
6.707,2335265343192,13,-0.122,0.172,-4.814,0.004,-0.006,0.168,3.931,0.000,0.000,0.877,0.000,0.000,0.000,3.931,0.000,0.000,0.877,0.000,0.000,0.000,3.931,0.000,0.000,0.877,0.877,0.000,0.000,0.262,0.000,0.000,0.000,0.877,0.000,0.000,0.262,0.000,0.000,0.000,0.877,0.000,0.000,0.262,-0.042,0.237,-4.864,2335265343136,1,0.010,10.996,-0.195,0.125,-4.104,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364
6.740,2335265343192,13,-0.121,0.173,-4.809,0.004,-0.006,0.168,3.912,0.000,0.000,0.868,0.000,0.000,0.000,3.912,0.000,0.000,0.868,0.000,0.000,0.000,3.912,0.000,0.000,0.868,0.868,0.000,0.000,0.258,0.000,0.000,0.000,0.868,0.000,0.000,0.258,0.000,0.000,0.000,0.868,0.000,0.000,0.258,-0.043,0.242,-4.865,2335265343136,1,0.010,10.996,-0.195,0.125,-4.104,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364
6.773,2335265343192,13,-0.119,0.174,-4.805,0.004,-0.006,0.168,3.893,0.000,0.000,0.860,0.000,0.000,0.000,3.893,0.000,0.000,0.860,0.000,0.000,0.000,3.893,0.000,0.000,0.860,0.860,0.000,0.000,0.254,0.000,0.000,0.000,0.860,0.000,0.000,0.254,0.000,0.000,0.000,0.860,0.000,0.000,0.254,-0.045,0.249,-4.868,2335265343136,1,0.010,10.996,-0.195,0.125,-4.104,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364
6.807,2335265343192,13,-0.117,0.175,-4.801,0.005,-0.005,0.167,3.874,0.000,0.000,0.852,0.000,0.000,0.000,3.874,0.000,0.000,0.852,0.000,0.000,0.000,3.874,0.000,0.000,0.852,0.852,0.000,0.000,0.250,0.000,0.000,0.000,0.852,0.000,0.000,0.250,0.000,0.000,0.000,0.852,0.000,0.000,0.250,-0.047,0.254,-4.864,2335265343136,1,0.010,10.996,-0.195,0.125,-4.104,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364
6.840,2335265343192,13,-0.116,0.177,-4.796,0.005,-0.005,0.167,3.855,0.000,0.000,0.843,0.000,0.000,0.000,3.855,0.000,0.000,0.843,0.000,0.000,0.000,3.855,0.000,0.000,0.843,0.843,0.000,0.000,0.247,0.000,0.000,0.000,0.843,0.000,0.000,0.247,0.000,0.000,0.000,0.843,0.000,0.000,0.247,-0.050,0.259,-4.860,2335265343136,1,0.010,10.996,-0.195,0.125,-4.104,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364
6.874,2335265343192,13,-0.115,0.178,-4.792,0.005,-0.005,0.167,3.837,0.000,0.000,0.835,0.000,0.000,0.000,3.837,0.000,0.000,0.835,0.000,0.000,0.000,3.837,0.000,0.000,0.835,0.835,0.000,0.000,0.243,0.000,0.000,0.000,0.835,0.000,0.000,0.243,0.000,0.000,0.000,0.835,0.000,0.000,0.243,-0.051,0.263,-4.852,2335265343136,1,0.010,10.996,-0.195,0.125,-4.104,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364
6.907,2335265343192,13,-0.113,0.180,-4.788,0.005,-0.004,0.167,3.819,0.000,0.000,0.827,0.000,0.000,0.000,3.819,0.000,0.000,0.827,0.000,0.000,0.000,3.819,0.000,0.000,0.827,0.827,0.000,0.000,0.240,0.000,0.000,0.000,0.827,0.000,0.000,0.240,0.000,0.000,0.000,0.827,0.000,0.000,0.240,-0.052,0.269,-4.856,2335265343136,1,0.010,10.996,-0.195,0.125,-4.104,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364
6.940,2335265343192,13,-0.112,0.181,-4.784,0.006,-0.004,0.166,3.800,0.000,0.000,0.819,0.000,0.000,0.000,3.800,0.000,0.000,0.819,0.000,0.000,0.000,3.800,0.000,0.000,0.819,0.819,0.000,0.000,0.236,0.000,0.000,0.000,0.819,0.000,0.000,0.236,0.000,0.000,0.000,0.819,0.000,0.000,0.236,-0.053,0.274,-4.858,2335265343136,1,0.010,10.996,-0.195,0.125,-4.104,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364
6.974,2335265343192,13,-0.111,0.183,-4.780,0.006,-0.003,0.166,3.782,0.000,0.000,0.812,0.000,0.000,0.000,3.782,0.000,0.000,0.812,0.000,0.000,0.000,3.782,0.000,0.000,0.812,0.812,0.000,0.000,0.233,0.000,0.000,0.000,0.812,0.000,0.000,0.233,0.000,0.000,0.000,0.812,0.000,0.000,0.233,-0.051,0.281,-4.869,2335265343136,1,0.010,10.996,-0.195,0.125,-4.104,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,0.000,0.000,0.000,24.331,0.000,0.000,2.906,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364,0.000,0.000,0.000,2.906,0.000,0.000,0.364
7.007,2335265343192,13,-0.109,0.185,-4.776,0.006,-0.003,0.165,3.765,0.000,0.000,0.804,0.000,0.000,0.000,3.765,0.000,0.000,0.804,0.000,0.000,0.000,3.765,0.000,0.000,0.804,0.804,0.000,0.000,0.229,0.000,0.000,0.000,0.804,0.000,0.000,0.229,0.000,0.000,0.000,0.804,0.000,0.000,0.229,-0.051,0.286,-4.882,2335265343136,1,0.019,11.997,-0.079,0.170,-3.951,17.502,0.000,0.000,1.949,0.000,0.000,0.000,17.502,0.000,0.000,1.949,0.000,0.000,0.000,17.502,0.000,0.000,1.949,1.949,0.000,0.000,0.229,0.000,0.000,0.000,1.949,0.000,0.000,0.229,0.000,0.000,0.000,1.949,0.000,0.000,0.229
7.040,2335265343192,13,-0.108,0.187,-4.773,0.006,-0.003,0.165,3.747,0.000,0.000,0.796,0.000,0.000,0.000,3.747,0.000,0.000,0.796,0.000,0.000,0.000,3.747,0.000,0.000,0.796,0.796,0.000,0.000,0.226,0.000,0.000,0.000,0.796,0.000,0.000,0.226,0.000,0.000,0.000,0.796,0.000,0.000,0.226,-0.047,0.290,-4.889,2335265343136,1,0.019,11.997,-0.079,0.170,-3.951,17.502,0.000,0.000,1.949,0.000,0.000,0.000,17.502,0.000,0.000,1.949,0.000,0.000,0.000,17.502,0.000,0.000,1.949,1.949,0.000,0.000,0.229,0.000,0.000,0.000,1.949,0.000,0.000,0.229,0.000,0.000,0.000,1.949,0.000,0.000,0.229
7.074,2335265343192,13,-0.107,0.189,-4.770,0.007,-0.002,0.164,3.730,0.000,0.000,0.789,0.000,0.000,0.000,3.730,0.000,0.000,0.789,0.000,0.000,0.000,3.730,0.000,0.000,0.789,0.789,0.000,0.000,0.223,0.000,0.000,0.000,0.789,0.000,0.000,0.223,0.000,0.000,0.000,0.789,0.000,0.000,0.223,-0.045,0.295,-4.904,2335265343136,1,0.019,11.997,-0.079,0.170,-3.951,17.502,0.000,0.000,1.949,0.000,0.000,0.000,17.502,0.000,0.000,1.949,0.000,0.000,0.000,17.502,0.000,0.000,1.949,1.949,0.000,0.000,0.229,0.000,0.000,0.000,1.949,0.000,0.000,0.229,0.000,0.000,0.000,1.949,0.000,0.000,0.229
7.107,2335265343192,13,-0.105,0.191,-4.767,0.007,-0.002,0.164,3.712,0.000,0.000,0.782,0.000,0.000,0.000,3.712,0.000,0.000,0.782,0.000,0.000,0.000,3.712,0.000,0.000,0.782,0.782,0.000,0.000,0.220,0.000,0.000,0.000,0.782,0.000,0.000,0.220,0.000,0.000,0.000,0.782,0.000,0.000,0.220,-0.043,0.299,-4.917,2335265343136,1,0.019,11.997,-0.079,0.170,-3.951,17.502,0.000,0.000,1.949,0.000,0.000,0.000,17.502,0.000,0.000,1.949,0.000,0.000,0.000,17.502,0.000,0.000,1.949,1.949,0.000,0.000,0.229,0.000,0.000,0.000,1.949,0.000,0.000,0.229,0.000,0.000,0.000,1.949,0.000,0.000,0.229
7.140,2335265343192,13,-0.104,0.193,-4.765,0.007,-0.001,0.163,3.695,0.000,0.000,0.774,0.000,0.000,0.000,3.695,0.000,0.000,0.774,0.000,0.000,0.000,3.695,0.000,0.000,0.774,0.774,0.000,0.000,0.217,0.000,0.000,0.000,0.774,0.000,0.000,0.217,0.000,0.000,0.000,0.774,0.000,0.000,0.217,-0.042,0.303,-4.941,2335265343136,1,0.019,11.997,-0.079,0.170,-3.951,17.502,0.000,0.000,1.949,0.000,0.000,0.000,17.502,0.000,0.000,1.949,0.000,0.000,0.000,17.502,0.000,0.000,1.949,1.949,0.000,0.000,0.229,0.000,0.000,0.000,1.949,0.000,0.000,0.229,0.000,0.000,0.000,1.949,0.000,0.000,0.229
7.174,2335265343192,13,-0.102,0.195,-4.763,0.007,-0.001,0.162,3.678,0.000,0.000,0.767,0.000,0.000,0.000,3.678,0.000,0.000,0.767,0.000,0.000,0.000,3.678,0.000,0.000,0.767,0.767,0.000,0.000,0.214,0.000,0.000,0.000,0.767,0.000,0.000,0.214,0.000,0.000,0.000,0.767,0.000,0.000,0.214,-0.040,0.307,-4.958,2335265343136,1,0.019,11.997,-0.079,0.170,-3.951,17.502,0.000,0.000,1.949,0.000,0.000,0.000,17.502,0.000,0.000,1.949,0.000,0.000,0.000,17.502,0.000,0.000,1.949,1.949,0.000,0.000,0.229,0.000,0.000,0.000,1.949,0.000,0.000,0.229,0.000,0.000,0.000,1.949,0.000,0.000,0.229
7.207,2335265343192,13,-0.101,0.197,-4.762,0.008,-0.000,0.162,3.661,0.000,0.000,0.760,0.000,0.000,0.000,3.661,0.000,0.000,0.760,0.000,0.000,0.000,3.661,0.000,0.000,0.760,0.760,0.000,0.000,0.211,0.000,0.000,0.000,0.760,0.000,0.000,0.211,0.000,0.000,0.000,0.760,0.000,0.000,0.211,-0.038,0.310,-4.974,2335265343136,1,0.019,11.997,-0.079,0.170,-3.951,17.502,0.000,0.000,1.949,0.000,0.000,0.000,17.502,0.000,0.000,1.949,0.000,0.000,0.000,17.502,0.000,0.000,1.949,1.949,0.000,0.000,0.229,0.000,0.000,0.000,1.949,0.000,0.000,0.229,0.000,0.000,0.000,1.949,0.000,0.000,0.229
7.241,2335265343192,13,-0.100,0.199,-4.761,0.008,0.000,0.161,3.645,0.000,0.000,0.753,0.000,0.000,0.000,3.645,0.000,0.000,0.753,0.000,0.000,0.000,3.645,0.000,0.000,0.753,0.753,0.000,0.000,0.208,0.000,0.000,0.000,0.753,0.000,0.000,0.208,0.000,0.000,0.000,0.753,0.000,0.000,0.208,-0.037,0.314,-4.996,2335265343136,1,0.019,11.997,-0.079,0.170,-3.951,17.502,0.000,0.000,1.949,0.000,0.000,0.000,17.502,0.000,0.000,1.949,0.000,0.000,0.000,17.502,0.000,0.000,1.949,1.949,0.000,0.000,0.229,0.000,0.000,0.000,1.949,0.000,0.000,0.229,0.000,0.000,0.000,1.949,0.000,0.000,0.229
