time,id,class_id,confidence,x_min,x_max,y_min,y_max,border_left,border_right,border_top,border_bottom,vx_min,vx_max,vy_min,vy_max,sigma_x_min_00,sigma_x_min_01,sigma_x_min_10,sigma_x_min_11,sigma_x_max_00,sigma_x_max_01,sigma_x_max_10,sigma_x_max_11,sigma_y_min_00,sigma_y_min_01,sigma_y_min_10,sigma_y_min_11,sigma_y_max_00,sigma_y_max_01,sigma_y_max_10,sigma_y_max_11,x_center,y_center,vx_center,vy_center,vx_center_var,vy_center_var,retention_count,body,matched,x_min_d,x_max_d,y_min_d,y_max_d
1.500,2175850405616,7,0.966,4.000,185.000,197.000,293.000,2,1,1,1,0.000,0.000,0.000,0.000,200.000,0.000,0.000,10000.000,200.000,0.000,0.000,10000.000,200.000,0.000,0.000,10000.000,200.000,0.000,0.000,10000.000,94.500,245.000,0.000,0.000,400.000,400.000,0,2175850405560,False,4.000,185.000,197.000,293.000
1.533,2175850405616,7,0.342,2.973,165.996,198.541,293.514,2,1,1,1,-1.621,-29.993,2.432,0.811,102.726,162.123,162.123,9730.795,102.726,162.123,162.123,9730.795,102.726,162.123,162.123,9730.795,102.726,162.123,162.123,9730.795,84.484,246.027,-15.807,1.621,205.453,205.453,0,2175850405560,True,2.000,148.000,200.000,294.000
1.567,2175850402648,7,0.906,110.000,277.000,193.000,275.000,1,1,1,1,0.000,0.000,0.000,0.000,200.000,0.000,0.000,10000.000,200.000,0.000,0.000,10000.000,200.000,0.000,0.000,10000.000,200.000,0.000,0.000,10000.000,193.500,234.000,0.000,0.000,400.000,400.000,0,2175850403544,False,110.000,277.000,193.000,275.000
1.567,2175850405616,7,0.988,35.553,199.518,196.082,286.813,1,1,1,1,125.952,104.962,-7.497,-25.490,76.713,299.885,299.885,9002.352,76.713,299.885,299.885,9002.352,76.713,299.885,299.885,9002.352,76.713,299.885,299.885,9002.352,117.536,241.447,115.457,-16.494,153.426,153.426,0,2175850405560,True,88.000,255.000,192.000,276.000
1.600,2175850402648,7,0.994,81.750,260.564,194.027,277.568,1,1,1,1,-44.584,-25.940,1.621,4.053,102.726,162.123,162.123,9730.795,102.726,162.123,162.123,9730.795,102.726,162.123,162.123,9730.795,102.726,162.123,162.123,9730.795,171.157,235.798,-35.262,2.837,205.453,205.453,0,2175850403544,True,55.000,245.000,195.000,280.000
1.600,2175850405616,7,0.983,34.964,212.411,195.891,288.761,1,1,1,1,99.061,157.727,-7.169,-9.774,69.625,391.100,391.100,7830.125,69.625,391.100,391.100,7830.125,69.625,391.100,391.100,7830.125,69.625,391.100,391.100,7830.125,123.687,242.326,128.394,-8.471,139.251,139.251,0,2175850405560,True,26.000,230.000,196.000,294.000
1.633,2175850402648,7,0.988,53.697,245.239,196.735,283.187,1,1,1,1,-148.440,-82.467,11.995,25.490,76.713,299.885,299.885,9002.352,76.713,299.885,299.885,9002.352,76.713,299.885,299.885,9002.352,76.713,299.885,299.885,9002.352,149.468,239.961,-115.453,18.743,153.426,153.426,0,2175850403544,True,11.000,222.000,201.000,292.000
1.633,2175850405616,7,0.998,26.163,212.634,196.801,288.286,2,1,1,1,23.536,126.314,0.002,-10.706,68.637,428.313,428.313,6434.601,68.637,428.313,428.313,6434.601,68.637,428.313,428.313,6434.601,68.637,428.313,428.313,6434.601,119.399,242.543,74.925,-5.352,137.273,137.273,0,2175850405560,True,3.000,203.000,199.000,288.000
1.667,2175850402648,7,0.990,32.126,222.476,199.177,288.550,1,1,1,1,-241.813,-194.889,23.464,50.840,69.625,391.100,391.100,7830.125,69.625,391.100,391.100,7830.125,69.625,391.100,391.100,7830.125,69.625,391.100,391.100,7830.125,127.301,243.863,-218.351,37.152,139.251,139.251,0,2175850403544,True,1.000,185.000,203.000,297.000
1.667,2175850405616,7,0.998,17.703,196.658,197.898,292.413,2,1,1,1,-33.362,2.068,6.757,16.893,68.611,422.283,422.283,5078.385,68.611,422.283,422.283,5078.385,68.611,422.283,422.283,5078.385,68.611,422.283,422.283,5078.385,107.180,245.156,-15.647,11.825,137.223,137.223,0,2175850405560,True,0.000,158.000,200.000,301.000
1.700,2175850402648,7,0.976,15.807,195.053,201.003,295.995,2,1,1,1,-293.351,-325.481,29.977,86.723,68.637,428.313,428.313,6434.601,68.637,428.313,428.313,6434.601,68.637,428.313,428.313,6434.601,68.637,428.313,428.313,6434.601,105.430,248.499,-309.416,58.350,137.273,137.273,0,2175850403544,True,0.000,155.000,203.000,307.000
1.700,2175850405616,7,0.823,10.969,176.149,199.437,293.323,2,1,1,1,-65.807,-116.685,14.337,18.895,67.771,391.108,391.108,3922.562,67.771,391.108,391.108,3922.562,67.771,391.108,391.108,3922.562,67.771,391.108,391.108,3922.562,93.559,246.380,-91.246,16.616,135.543,135.543,0,2175850405560,True,0.000,136.000,202.000,294.000
1.733,2175850402648,7,0.797,2.245,161.492,203.373,299.954,2,1,1,1,-316.637,-465.264,38.419,93.300,68.611,422.283,422.283,5078.385,68.611,422.283,422.283,5078.385,68.611,422.283,422.283,5078.385,68.611,422.283,422.283,5078.385,81.868,251.664,-390.950,65.859,137.223,137.223,0,2175850403544,True,-5.000,118.000,206.000,302.000
1.733,2175850405616,7,0.533,5.884,146.140,200.932,296.275,2,1,1,1,-81.159,-255.343,19.734,31.223,65.908,349.885,349.885,3010.608,65.908,349.885,349.885,3010.608,65.908,349.885,349.885,3010.608,65.908,349.885,349.885,3010.608,76.012,248.603,-168.251,25.479,131.817,131.817,0,2175850405560,True,0.000,93.000,203.000,301.000
1.767,2175850402648,7,0.291,-3.799,118.541,205.788,306.770,3,1,1,1,-290.609,-623.629,44.962,114.686,67.771,391.108,391.108,3922.562,67.771,391.108,391.108,3922.562,67.771,391.108,391.108,3922.562,67.771,391.108,391.108,3922.562,57.371,256.279,-457.119,79.824,135.543,135.543,0,2175850403544,True,5.000,65.000,208.000,314.000
1.767,2175850405616,7,0.533,3.178,137.629,201.589,297.316,2,1,1,1,-81.159,-255.343,19.734,31.223,92.679,450.239,450.239,3011.608,92.679,450.239,450.239,3011.608,92.679,450.239,450.239,3011.608,92.679,450.239,450.239,3011.608,70.404,249.453,-168.251,25.479,185.358,185.358,1,2175850405560,False,0.000,93.000,203.000,301.000
1.800,2175850402648,7,0.291,-13.486,97.754,207.287,310.592,3,1,1,1,-290.609,-623.629,44.962,114.686,98.304,521.860,521.860,3923.562,98.304,521.860,521.860,3923.562,98.304,521.860,521.860,3923.562,98.304,521.860,521.860,3923.562,42.134,258.940,-457.119,79.824,196.607,196.607,1,2175850403544,False,5.000,65.000,208.000,314.000
1.800,2175850405616,7,0.533,0.473,129.117,202.247,298.357,2,1,1,1,-81.159,-255.343,19.734,31.223,126.141,550.625,550.625,3012.608,126.141,550.625,550.625,3012.608,126.141,550.625,550.625,3012.608,126.141,550.625,550.625,3012.608,64.795,250.302,-168.251,25.479,252.283,252.283,2,2175850405560,False,0.000,93.000,203.000,301.000
1.833,2175850402648,7,0.291,-23.173,76.966,208.785,314.415,3,1,1,1,-290.609,-623.629,44.962,114.686,137.554,652.645,652.645,3924.562,137.554,652.645,652.645,3924.562,137.554,652.645,652.645,3924.562,137.554,652.645,652.645,3924.562,26.896,261.600,-457.119,79.824,275.107,275.107,2,2175850403544,False,5.000,65.000,208.000,314.000
1.833,2175850405616,7,0.533,-2.232,120.606,202.905,299.398,3,1,1,1,-81.159,-255.343,19.734,31.223,166.297,651.046,651.046,3013.608,166.297,651.046,651.046,3013.608,166.297,651.046,651.046,3013.608,166.297,651.046,651.046,3013.608,59.187,251.151,-168.251,25.479,332.594,332.594,3,2175850405560,False,0.000,93.000,203.000,301.000
1.867,2175850402648,7,0.291,-32.860,56.178,210.284,318.238,3,1,1,1,-290.609,-623.629,44.962,114.686,185.524,783.464,783.464,3925.562,185.524,783.464,783.464,3925.562,185.524,783.464,783.464,3925.562,185.524,783.464,783.464,3925.562,11.659,264.261,-457.119,79.824,371.048,371.048,3,2175850403544,False,5.000,65.000,208.000,314.000
1.867,2175850405616,7,0.533,-4.938,112.094,203.563,300.438,3,1,1,1,-81.159,-255.343,19.734,31.223,213.149,751.499,751.499,3014.608,213.149,751.499,751.499,3014.608,213.149,751.499,751.499,3014.608,213.149,751.499,751.499,3014.608,53.578,252.001,-168.251,25.479,426.297,426.297,4,2175850405560,False,0.000,93.000,203.000,301.000
1.900,2175850402648,7,0.291,-42.547,35.391,211.783,322.061,3,1,1,1,-290.609,-623.629,44.962,114.686,242.217,914.316,914.316,3926.562,242.217,914.316,914.316,3926.562,242.217,914.316,914.316,3926.562,242.217,914.316,914.316,3926.562,-3.578,266.922,-457.119,79.824,484.433,484.433,4,2175850403544,False,5.000,65.000,208.000,314.000
1.900,2175850405616,7,0.533,-7.643,103.583,204.221,301.479,3,1,1,1,-81.159,-255.343,19.734,31.223,266.698,851.986,851.986,3015.608,266.698,851.986,851.986,3015.608,266.698,851.986,851.986,3015.608,266.698,851.986,851.986,3015.608,47.970,252.850,-168.251,25.479,533.396,533.396,5,2175850405560,False,0.000,93.000,203.000,301.000
1.933,2175850402648,7,0.291,-52.234,14.603,213.282,325.884,5,1,1,1,-290.609,-623.629,44.962,114.686,307.634,1045.201,1045.201,3927.562,307.634,1045.201,1045.201,3927.562,307.634,1045.201,1045.201,3927.562,307.634,1045.201,1045.201,3927.562,-18.816,269.583,-457.119,79.824,615.268,615.268,5,2175850403544,False,5.000,65.000,208.000,314.000
1.933,2175850405616,7,0.533,-10.348,95.071,204.879,302.520,3,1,1,1,-81.159,-255.343,19.734,31.223,326.948,952.506,952.506,3016.608,326.948,952.506,952.506,3016.608,326.948,952.506,952.506,3016.608,326.948,952.506,952.506,3016.608,42.362,253.699,-168.251,25.479,653.896,653.896,6,2175850405560,False,0.000,93.000,203.000,301.000
1.967,2175850405616,7,0.533,-13.053,86.560,205.536,303.561,3,1,1,1,-81.159,-255.343,19.734,31.223,393.900,1053.060,1053.060,3017.608,393.900,1053.060,1053.060,3017.608,393.900,1053.060,1053.060,3017.608,393.900,1053.060,1053.060,3017.608,36.753,254.549,-168.251,25.479,787.800,787.800,7,2175850405560,False,0.000,93.000,203.000,301.000
2.000,2175850405616,7,0.533,-15.759,78.049,206.194,304.601,3,1,1,1,-81.159,-255.343,19.734,31.223,467.557,1153.647,1153.647,3018.608,467.557,1153.647,1153.647,3018.608,467.557,1153.647,1153.647,3018.608,467.557,1153.647,1153.647,3018.608,31.145,255.398,-168.251,25.479,935.114,935.114,8,2175850405560,False,0.000,93.000,203.000,301.000
2.033,2175850405616,7,0.533,-18.464,69.537,206.852,305.642,3,1,1,1,-81.159,-255.343,19.734,31.223,547.921,1254.267,1254.267,3019.608,547.921,1254.267,1254.267,3019.608,547.921,1254.267,1254.267,3019.608,547.921,1254.267,1254.267,3019.608,25.537,256.247,-168.251,25.479,1095.841,1095.841,9,2175850405560,False,0.000,93.000,203.000,301.000
