time,id,class_id,x,y,z,vx,vy,vz,ax,ay,az,pattern
15.000,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
15.000,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
15.000,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
15.000,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
15.000,2223370927856,7,1.271,-2.633,-11.549,0.000,0.000,0.000,0.000,0.000,0.000,2223370924160
15.000,2223372513800,7,2.539,-0.428,-13.895,0.000,0.000,0.000,0.000,0.000,0.000,2223372516096
15.000,2223371004392,7,-0.038,0.376,-14.470,0.000,0.000,0.000,0.000,0.000,0.000,2223371005736
15.040,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
15.040,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
15.040,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
15.040,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
15.040,2223372516152,7,1.750,-5.080,-18.251,0.000,0.000,0.000,0.000,0.000,0.000,0
15.040,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
15.040,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
15.040,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
15.040,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
15.040,2223370927856,7,1.292,-2.673,-11.603,0.000,0.000,0.000,0.000,0.000,0.000,2223370924160
15.040,2223372513800,7,2.589,-0.469,-13.873,0.000,0.000,0.000,0.000,0.000,0.000,2223372516096
15.040,2223371004392,7,-0.021,0.355,-14.355,0.000,0.000,0.000,0.000,0.000,0.000,2223371005736
15.080,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
15.080,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
15.080,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
15.080,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
15.080,2223372516152,7,1.750,-5.080,-18.251,0.000,0.000,0.000,0.000,0.000,0.000,0
15.080,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
15.080,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
15.080,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
15.080,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
15.080,2223370927856,7,1.314,-2.714,-11.657,0.000,0.000,0.000,0.000,0.000,0.000,2223370924160
15.080,2223372513800,7,2.637,-0.506,-13.836,0.000,0.000,0.000,0.000,0.000,0.000,2223372516096
15.080,2223371004392,7,-0.002,0.329,-14.213,0.000,0.000,0.000,0.000,0.000,0.000,2223371005736
15.120,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
15.120,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
15.120,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
15.120,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
15.120,2223372516152,7,1.750,-5.080,-18.251,0.000,0.000,0.000,0.000,0.000,0.000,0
15.120,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
15.120,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
15.120,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
15.120,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
15.120,2223370927856,7,1.336,-2.755,-11.711,0.000,0.000,0.000,0.000,0.000,0.000,2223370924160
15.120,2223372513800,7,2.684,-0.542,-13.797,0.000,0.000,0.000,0.000,0.000,0.000,2223372516096
15.120,2223371004392,7,0.015,0.309,-14.077,0.000,0.000,0.000,0.000,0.000,0.000,2223371005736
15.160,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
15.160,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
15.160,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
15.160,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
15.160,2223372516152,7,1.750,-5.080,-18.251,0.000,0.000,0.000,0.000,0.000,0.000,0
15.160,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
15.160,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
15.160,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
15.160,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
15.160,2223370927856,7,1.358,-2.796,-11.766,0.000,0.000,0.000,0.000,0.000,0.000,2223370924160
15.160,2223372513800,7,2.733,-0.581,-13.763,0.000,0.000,0.000,0.000,0.000,0.000,2223372516096
15.160,2223371004392,7,0.030,0.287,-13.842,0.000,0.000,0.000,0.000,0.000,0.000,2223371005736
15.200,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
15.200,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
15.200,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
15.200,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
15.200,2223372516152,7,1.750,-5.080,-18.251,0.000,0.000,0.000,0.000,0.000,0.000,0
15.200,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
15.200,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
15.200,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
15.200,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
15.200,2223370927856,7,1.380,-2.838,-11.821,0.000,0.000,0.000,0.000,0.000,0.000,2223370924160
15.200,2223372513800,7,2.770,-0.620,-13.689,0.000,0.000,0.000,0.000,0.000,0.000,2223372516096
15.200,2223371004392,7,0.043,0.259,-13.541,0.000,0.000,0.000,0.000,0.000,0.000,2223371005736
15.240,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
15.240,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
15.240,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
15.240,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
15.240,2223372516152,7,1.750,-5.080,-18.251,0.000,0.000,0.000,0.000,0.000,0.000,0
15.240,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
15.240,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
15.240,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
15.240,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
15.240,2223370927856,7,1.403,-2.880,-11.877,0.000,0.000,0.000,0.000,0.000,0.000,2223370924160
15.240,2223372513800,7,2.810,-0.658,-13.626,0.000,0.000,0.000,0.000,0.000,0.000,2223372516096
15.240,2223371004392,7,0.057,0.225,-13.214,0.000,0.000,0.000,0.000,0.000,0.000,2223371005736
15.280,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
15.280,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
15.280,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
15.280,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
15.280,2223372516152,7,1.750,-5.080,-18.251,0.000,0.000,0.000,0.000,0.000,0.000,0
15.280,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
15.280,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
15.280,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
15.280,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
15.280,2223370927856,7,1.426,-2.923,-11.934,0.000,0.000,0.000,0.000,0.000,0.000,2223370924160
15.280,2223372513800,7,2.844,-0.699,-13.537,0.000,0.000,0.000,0.000,0.000,0.000,2223372516096
15.280,2223371004392,7,0.068,0.194,-12.870,0.000,0.000,0.000,0.000,0.000,0.000,2223371005736
15.320,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
15.320,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
15.320,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
15.320,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
15.320,2223372516152,7,1.750,-5.080,-18.251,0.000,0.000,0.000,0.000,0.000,0.000,0
15.320,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
15.320,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
15.320,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
15.320,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
15.320,2223370927856,7,1.449,-2.966,-11.991,0.000,0.000,0.000,0.000,0.000,0.000,2223370924160
15.320,2223372513800,7,2.878,-0.740,-13.454,0.000,0.000,0.000,0.000,0.000,0.000,2223372516096
15.320,2223371004392,7,0.077,0.168,-12.554,0.000,0.000,0.000,0.000,0.000,0.000,2223371005736
15.360,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
15.360,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
15.360,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
15.360,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
15.360,2223372516152,7,1.750,-5.080,-18.251,0.000,0.000,0.000,0.000,0.000,0.000,0
15.360,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
15.360,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
15.360,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
15.360,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
15.360,2223370927856,7,1.472,-3.009,-12.048,0.000,0.000,0.000,0.000,0.000,0.000,2223370924160
15.360,2223372513800,7,2.919,-0.782,-13.406,0.000,0.000,0.000,0.000,0.000,0.000,2223372516096
15.360,2223371004392,7,0.086,0.138,-12.273,0.000,0.000,0.000,0.000,0.000,0.000,2223371005736
15.400,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
15.400,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
15.400,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
15.400,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
15.400,2223372516152,7,1.750,-5.080,-18.251,0.000,0.000,0.000,0.000,0.000,0.000,0
15.400,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
15.400,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
15.400,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
15.400,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
15.400,2223370927856,7,1.495,-3.053,-12.106,0.000,0.000,0.000,0.000,0.000,0.000,2223370924160
15.400,2223372513800,7,2.948,-0.818,-13.304,0.000,0.000,0.000,0.000,0.000,0.000,2223372516096
15.400,2223371004392,7,0.093,0.115,-12.120,0.000,0.000,0.000,0.000,0.000,0.000,2223371005736
15.440,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
15.440,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
15.440,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
15.440,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
15.440,2223372516152,7,1.750,-5.080,-18.251,0.000,0.000,0.000,0.000,0.000,0.000,0
15.440,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
15.440,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
15.440,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
15.440,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
15.440,2223370927856,7,1.519,-3.098,-12.165,0.000,0.000,0.000,0.000,0.000,0.000,2223370924160
15.440,2223372513800,7,2.979,-0.855,-13.214,0.000,0.000,0.000,0.000,0.000,0.000,2223372516096
15.440,2223371004392,7,0.100,0.089,-12.046,0.000,0.000,0.000,0.000,0.000,0.000,2223371005736
15.480,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
15.480,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
15.480,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
15.480,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
15.480,2223372516152,7,1.750,-5.080,-18.251,0.000,0.000,0.000,0.000,0.000,0.000,0
15.480,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
15.480,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
15.480,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
15.480,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
15.480,2223370927856,7,1.543,-3.142,-12.224,0.000,0.000,0.000,0.000,0.000,0.000,2223370924160
15.480,2223372513800,7,3.019,-0.898,-13.158,0.000,0.000,0.000,0.000,0.000,0.000,2223372516096
15.480,2223371004392,7,0.108,0.058,-12.032,0.000,0.000,0.000,0.000,0.000,0.000,2223371005736
15.520,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
15.520,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
15.520,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
15.520,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
15.520,2223372516152,7,1.750,-5.080,-18.251,0.000,0.000,0.000,0.000,0.000,0.000,0
15.520,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
15.520,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
15.520,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
15.520,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
15.520,2223370927856,7,1.567,-3.187,-12.284,0.000,0.000,0.000,0.000,0.000,0.000,2223370924160
15.520,2223372513800,7,3.052,-0.939,-13.085,0.000,0.000,0.000,0.000,0.000,0.000,2223372516096
15.520,2223371004392,7,0.114,0.028,-11.954,0.000,0.000,0.000,0.000,0.000,0.000,2223371005736
15.560,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
15.560,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
15.560,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
15.560,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
15.560,2223372516152,7,1.750,-5.080,-18.251,0.000,0.000,0.000,0.000,0.000,0.000,0
15.560,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
15.560,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
15.560,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
15.560,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
15.560,2223370927856,7,1.591,-3.233,-12.344,0.000,0.000,0.000,0.000,0.000,0.000,2223370924160
15.560,2223372513800,7,3.077,-0.978,-12.972,0.000,0.000,0.000,0.000,0.000,0.000,2223372516096
15.560,2223371004392,7,0.119,-0.005,-11.875,0.000,0.000,0.000,0.000,0.000,0.000,2223371005736
15.600,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
15.600,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
15.600,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
15.600,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
15.600,2223372516152,7,1.750,-5.080,-18.251,0.000,0.000,0.000,0.000,0.000,0.000,0
15.600,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
15.600,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
15.600,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
15.600,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
15.600,2223370927856,7,1.616,-3.279,-12.405,0.000,0.000,0.000,0.000,0.000,0.000,2223370924160
15.600,2223372513800,7,3.102,-1.017,-12.860,0.000,0.000,0.000,0.000,0.000,0.000,2223372516096
15.600,2223371004392,7,0.124,-0.038,-11.733,0.000,0.000,0.000,0.000,0.000,0.000,2223371005736
15.640,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
15.640,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
15.640,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
15.640,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
15.640,2223372516152,7,1.750,-5.080,-18.251,0.000,0.000,0.000,0.000,0.000,0.000,0
15.640,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
15.640,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
15.640,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
15.640,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
15.640,2223370927856,7,1.641,-3.325,-12.467,0.000,0.000,0.000,0.000,0.000,0.000,2223370924160
15.640,2223372513800,7,3.146,-1.060,-12.821,0.000,0.000,0.000,0.000,0.000,0.000,2223372516096
15.640,2223371004392,7,0.130,-0.067,-11.655,0.000,0.000,0.000,0.000,0.000,0.000,2223371005736
15.680,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
15.680,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
15.680,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
15.680,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
15.680,2223372516152,7,1.750,-5.080,-18.251,0.000,0.000,0.000,0.000,0.000,0.000,0
15.680,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
15.680,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
15.680,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
15.680,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
15.680,2223370927856,7,1.666,-3.372,-12.529,0.000,0.000,0.000,0.000,0.000,0.000,2223370924160
15.680,2223372513800,7,3.184,-1.101,-12.755,0.000,0.000,0.000,0.000,0.000,0.000,2223372516096
15.680,2223371004392,7,0.135,-0.094,-11.563,0.000,0.000,0.000,0.000,0.000,0.000,2223371005736
15.720,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
15.720,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
15.720,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
15.720,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
15.720,2223372516152,7,1.750,-5.080,-18.251,0.000,0.000,0.000,0.000,0.000,0.000,0
15.720,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
15.720,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
15.720,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
15.720,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
15.720,2223370927856,7,1.691,-3.420,-12.592,0.000,0.000,0.000,0.000,0.000,0.000,2223370924160
15.720,2223372513800,7,3.227,-1.146,-12.710,0.000,0.000,0.000,0.000,0.000,0.000,2223372516096
15.720,2223371004392,7,0.139,-0.121,-11.446,0.000,0.000,0.000,0.000,0.000,0.000,2223371005736
15.760,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
15.760,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
15.760,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
15.760,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
15.760,2223372516152,7,1.750,-5.080,-18.251,0.000,0.000,0.000,0.000,0.000,0.000,0
15.760,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
15.760,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
15.760,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
15.760,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
15.760,2223370927856,7,1.717,-3.468,-12.656,0.000,0.000,0.000,0.000,0.000,0.000,2223370924160
15.760,2223372513800,7,3.270,-1.190,-12.664,0.000,0.000,0.000,0.000,0.000,0.000,2223372516096
15.760,2223371004392,7,0.141,-0.147,-11.279,0.000,0.000,0.000,0.000,0.000,0.000,2223371005736
15.800,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
15.800,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
15.800,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
15.800,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
15.800,2223372516152,7,1.750,-5.080,-18.251,0.000,0.000,0.000,0.000,0.000,0.000,0
15.800,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
15.800,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
15.800,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
15.800,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
15.800,2223370927856,7,1.743,-3.516,-12.720,0.000,0.000,0.000,0.000,0.000,0.000,2223370924160
15.800,2223372513800,7,3.307,-1.233,-12.581,0.000,0.000,0.000,0.000,0.000,0.000,2223372516096
15.800,2223371004392,7,0.144,-0.173,-11.125,0.000,0.000,0.000,0.000,0.000,0.000,2223371005736
15.840,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
15.840,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
15.840,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
15.840,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
15.840,2223372516152,7,1.750,-5.080,-18.251,0.000,0.000,0.000,0.000,0.000,0.000,0
15.840,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
15.840,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
15.840,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
15.840,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
15.840,2223370927856,7,1.769,-3.565,-12.784,0.000,0.000,0.000,0.000,0.000,0.000,2223370924160
15.840,2223372513800,7,3.356,-1.280,-12.551,0.000,0.000,0.000,0.000,0.000,0.000,2223372516096
15.840,2223371004392,7,0.156,-0.204,-11.083,0.000,0.000,0.000,0.000,0.000,0.000,2223371005736
15.880,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
15.880,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
15.880,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
15.880,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
