time,id,class_id,x,y,z,vx,vy,vz,ax,ay,az,pattern
41.360,2223372515816,7,3.723,-2.329,-9.721,0.000,0.000,0.000,0.000,0.000,0.000,0
41.360,2223370926176,7,1.323,-4.241,-16.400,0.000,0.000,0.000,0.000,0.000,0.000,2223370925728
41.360,2223371003944,7,0.962,0.772,-12.849,0.000,0.000,0.000,0.000,0.000,0.000,2223371004112
41.360,2223370869000,7,2.494,-0.350,-14.808,0.000,0.000,0.000,0.000,0.000,0.000,2223370867152
41.360,2223371002432,7,-2.094,0.890,-21.028,0.000,0.000,0.000,0.000,0.000,0.000,2223371003160
41.400,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
41.400,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
41.400,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
41.400,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
41.400,2223372516152,7,1.750,-5.080,-18.251,0.000,0.000,0.000,0.000,0.000,0.000,0
41.400,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
41.400,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
41.400,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
41.400,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
41.400,2223370927856,7,1.795,-3.614,-12.850,0.000,0.000,0.000,0.000,0.000,0.000,0
41.400,2223372513800,7,3.848,-2.468,-10.108,0.000,0.000,0.000,0.000,0.000,0.000,0
41.400,2223371004392,7,1.252,-3.785,-13.752,0.000,0.000,0.000,0.000,0.000,0.000,0
41.400,2223372516544,7,3.884,-4.500,-15.663,0.000,0.000,0.000,0.000,0.000,0.000,0
41.400,2223372515648,7,5.256,-3.794,-13.927,0.000,0.000,0.000,0.000,0.000,0.000,0
41.400,2223371004224,7,6.124,-4.489,-16.176,0.000,0.000,0.000,0.000,0.000,0.000,0
41.400,2223372513968,7,4.304,-2.932,-11.649,0.000,0.000,0.000,0.000,0.000,0.000,0
41.400,2223372515760,7,3.510,-6.323,-23.227,0.000,0.000,0.000,0.000,0.000,0.000,0
41.400,2223372625456,7,3.795,-2.413,-10.143,0.000,0.000,0.000,0.000,0.000,0.000,0
41.400,2223372624168,7,1.412,-4.992,-17.998,0.000,0.000,0.000,0.000,0.000,0.000,0
41.400,2223372513520,7,1.307,-5.924,-21.760,0.000,0.000,0.000,0.000,0.000,0.000,0
41.400,2223372515816,7,3.723,-2.329,-9.721,0.000,0.000,0.000,0.000,0.000,0.000,0
41.400,2223370926176,7,1.348,-4.301,-16.503,0.000,0.000,0.000,0.000,0.000,0.000,2223370925728
41.400,2223371003944,7,0.980,0.754,-12.713,0.000,0.000,0.000,0.000,0.000,0.000,2223371004112
41.400,2223370869000,7,2.534,-0.379,-14.775,0.000,0.000,0.000,0.000,0.000,0.000,2223370867152
41.400,2223371002432,7,-1.807,0.843,-18.753,0.000,0.000,0.000,0.000,0.000,0.000,2223371003160
41.440,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
41.440,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
41.440,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
41.440,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
41.440,2223372516152,7,1.750,-5.080,-18.251,0.000,0.000,0.000,0.000,0.000,0.000,0
41.440,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
41.440,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
41.440,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
41.440,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
41.440,2223370927856,7,1.795,-3.614,-12.850,0.000,0.000,0.000,0.000,0.000,0.000,0
41.440,2223372513800,7,3.848,-2.468,-10.108,0.000,0.000,0.000,0.000,0.000,0.000,0
41.440,2223371004392,7,1.252,-3.785,-13.752,0.000,0.000,0.000,0.000,0.000,0.000,0
41.440,2223372516544,7,3.884,-4.500,-15.663,0.000,0.000,0.000,0.000,0.000,0.000,0
41.440,2223372515648,7,5.256,-3.794,-13.927,0.000,0.000,0.000,0.000,0.000,0.000,0
41.440,2223371004224,7,6.124,-4.489,-16.176,0.000,0.000,0.000,0.000,0.000,0.000,0
41.440,2223372513968,7,4.304,-2.932,-11.649,0.000,0.000,0.000,0.000,0.000,0.000,0
41.440,2223372515760,7,3.510,-6.323,-23.227,0.000,0.000,0.000,0.000,0.000,0.000,0
41.440,2223372625456,7,3.795,-2.413,-10.143,0.000,0.000,0.000,0.000,0.000,0.000,0
41.440,2223372624168,7,1.412,-4.992,-17.998,0.000,0.000,0.000,0.000,0.000,0.000,0
41.440,2223372513520,7,1.307,-5.924,-21.760,0.000,0.000,0.000,0.000,0.000,0.000,0
41.440,2223372515816,7,3.723,-2.329,-9.721,0.000,0.000,0.000,0.000,0.000,0.000,0
41.440,2223370926176,7,1.374,-4.361,-16.607,0.000,0.000,0.000,0.000,0.000,0.000,2223370925728
41.440,2223371003944,7,0.999,0.737,-12.595,0.000,0.000,0.000,0.000,0.000,0.000,2223371004112
41.440,2223370869000,7,2.581,-0.415,-14.789,0.000,0.000,0.000,0.000,0.000,0.000,2223370867152
41.440,2223371002432,7,-1.877,0.830,-19.345,0.000,0.000,0.000,0.000,0.000,0.000,2223371003160
41.480,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
41.480,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
41.480,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
41.480,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
41.480,2223372516152,7,1.750,-5.080,-18.251,0.000,0.000,0.000,0.000,0.000,0.000,0
41.480,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
41.480,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
41.480,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
41.480,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
41.480,2223370927856,7,1.795,-3.614,-12.850,0.000,0.000,0.000,0.000,0.000,0.000,0
41.480,2223372513800,7,3.848,-2.468,-10.108,0.000,0.000,0.000,0.000,0.000,0.000,0
41.480,2223371004392,7,1.252,-3.785,-13.752,0.000,0.000,0.000,0.000,0.000,0.000,0
41.480,2223372516544,7,3.884,-4.500,-15.663,0.000,0.000,0.000,0.000,0.000,0.000,0
41.480,2223372515648,7,5.256,-3.794,-13.927,0.000,0.000,0.000,0.000,0.000,0.000,0
41.480,2223371004224,7,6.124,-4.489,-16.176,0.000,0.000,0.000,0.000,0.000,0.000,0
41.480,2223372513968,7,4.304,-2.932,-11.649,0.000,0.000,0.000,0.000,0.000,0.000,0
41.480,2223372515760,7,3.510,-6.323,-23.227,0.000,0.000,0.000,0.000,0.000,0.000,0
41.480,2223372625456,7,3.795,-2.413,-10.143,0.000,0.000,0.000,0.000,0.000,0.000,0
41.480,2223372624168,7,1.412,-4.992,-17.998,0.000,0.000,0.000,0.000,0.000,0.000,0
41.480,2223372513520,7,1.307,-5.924,-21.760,0.000,0.000,0.000,0.000,0.000,0.000,0
41.480,2223372515816,7,3.723,-2.329,-9.721,0.000,0.000,0.000,0.000,0.000,0.000,0
41.480,2223370926176,7,1.401,-4.422,-16.713,0.000,0.000,0.000,0.000,0.000,0.000,2223370925728
41.480,2223371003944,7,1.017,0.717,-12.478,0.000,0.000,0.000,0.000,0.000,0.000,2223371004112
41.480,2223370869000,7,2.641,-0.454,-14.882,0.000,0.000,0.000,0.000,0.000,0.000,2223370867152
41.480,2223371002432,7,-1.892,0.746,-19.555,0.000,0.000,0.000,0.000,0.000,0.000,2223371003160
41.520,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
41.520,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
41.520,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
41.520,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
41.520,2223372516152,7,1.750,-5.080,-18.251,0.000,0.000,0.000,0.000,0.000,0.000,0
41.520,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
41.520,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
41.520,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
41.520,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
41.520,2223370927856,7,1.795,-3.614,-12.850,0.000,0.000,0.000,0.000,0.000,0.000,0
41.520,2223372513800,7,3.848,-2.468,-10.108,0.000,0.000,0.000,0.000,0.000,0.000,0
41.520,2223371004392,7,1.252,-3.785,-13.752,0.000,0.000,0.000,0.000,0.000,0.000,0
41.520,2223372516544,7,3.884,-4.500,-15.663,0.000,0.000,0.000,0.000,0.000,0.000,0
41.520,2223372515648,7,5.256,-3.794,-13.927,0.000,0.000,0.000,0.000,0.000,0.000,0
41.520,2223371004224,7,6.124,-4.489,-16.176,0.000,0.000,0.000,0.000,0.000,0.000,0
41.520,2223372513968,7,4.304,-2.932,-11.649,0.000,0.000,0.000,0.000,0.000,0.000,0
41.520,2223372515760,7,3.510,-6.323,-23.227,0.000,0.000,0.000,0.000,0.000,0.000,0
41.520,2223372625456,7,3.795,-2.413,-10.143,0.000,0.000,0.000,0.000,0.000,0.000,0
41.520,2223372624168,7,1.412,-4.992,-17.998,0.000,0.000,0.000,0.000,0.000,0.000,0
41.520,2223372513520,7,1.307,-5.924,-21.760,0.000,0.000,0.000,0.000,0.000,0.000,0
41.520,2223372515816,7,3.723,-2.329,-9.721,0.000,0.000,0.000,0.000,0.000,0.000,0
41.520,2223370926176,7,1.427,-4.484,-16.820,0.000,0.000,0.000,0.000,0.000,0.000,2223370925728
41.520,2223371003944,7,1.039,0.695,-12.383,0.000,0.000,0.000,0.000,0.000,0.000,2223371004112
41.520,2223370869000,7,2.693,-0.492,-14.927,0.000,0.000,0.000,0.000,0.000,0.000,2223370867152
41.520,2223371002432,7,-1.892,0.678,-20.288,0.000,0.000,0.000,0.000,0.000,0.000,2223371003160
41.560,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
41.560,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
41.560,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
41.560,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
41.560,2223372516152,7,1.750,-5.080,-18.251,0.000,0.000,0.000,0.000,0.000,0.000,0
41.560,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
41.560,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
41.560,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
41.560,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
41.560,2223370927856,7,1.795,-3.614,-12.850,0.000,0.000,0.000,0.000,0.000,0.000,0
41.560,2223372513800,7,3.848,-2.468,-10.108,0.000,0.000,0.000,0.000,0.000,0.000,0
41.560,2223371004392,7,1.252,-3.785,-13.752,0.000,0.000,0.000,0.000,0.000,0.000,0
41.560,2223372516544,7,3.884,-4.500,-15.663,0.000,0.000,0.000,0.000,0.000,0.000,0
41.560,2223372515648,7,5.256,-3.794,-13.927,0.000,0.000,0.000,0.000,0.000,0.000,0
41.560,2223371004224,7,6.124,-4.489,-16.176,0.000,0.000,0.000,0.000,0.000,0.000,0
41.560,2223372513968,7,4.304,-2.932,-11.649,0.000,0.000,0.000,0.000,0.000,0.000,0
41.560,2223372515760,7,3.510,-6.323,-23.227,0.000,0.000,0.000,0.000,0.000,0.000,0
41.560,2223372625456,7,3.795,-2.413,-10.143,0.000,0.000,0.000,0.000,0.000,0.000,0
41.560,2223372624168,7,1.412,-4.992,-17.998,0.000,0.000,0.000,0.000,0.000,0.000,0
41.560,2223372513520,7,1.307,-5.924,-21.760,0.000,0.000,0.000,0.000,0.000,0.000,0
41.560,2223372515816,7,3.723,-2.329,-9.721,0.000,0.000,0.000,0.000,0.000,0.000,0
41.560,2223370926176,7,1.454,-4.546,-16.928,0.000,0.000,0.000,0.000,0.000,0.000,2223370925728
41.560,2223371003944,7,1.061,0.674,-12.315,0.000,0.000,0.000,0.000,0.000,0.000,2223371004112
41.560,2223370869000,7,2.754,-0.535,-14.985,0.000,0.000,0.000,0.000,0.000,0.000,2223370867152
41.560,2223371002432,7,-1.614,0.653,-17.904,0.000,0.000,0.000,0.000,0.000,0.000,2223371003160
41.600,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
41.600,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
41.600,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
41.600,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
41.600,2223372516152,7,1.750,-5.080,-18.251,0.000,0.000,0.000,0.000,0.000,0.000,0
41.600,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
41.600,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
41.600,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
41.600,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
41.600,2223370927856,7,1.795,-3.614,-12.850,0.000,0.000,0.000,0.000,0.000,0.000,0
41.600,2223372513800,7,3.848,-2.468,-10.108,0.000,0.000,0.000,0.000,0.000,0.000,0
41.600,2223371004392,7,1.252,-3.785,-13.752,0.000,0.000,0.000,0.000,0.000,0.000,0
41.600,2223372516544,7,3.884,-4.500,-15.663,0.000,0.000,0.000,0.000,0.000,0.000,0
41.600,2223372515648,7,5.256,-3.794,-13.927,0.000,0.000,0.000,0.000,0.000,0.000,0
41.600,2223371004224,7,6.124,-4.489,-16.176,0.000,0.000,0.000,0.000,0.000,0.000,0
41.600,2223372513968,7,4.304,-2.932,-11.649,0.000,0.000,0.000,0.000,0.000,0.000,0
41.600,2223372515760,7,3.510,-6.323,-23.227,0.000,0.000,0.000,0.000,0.000,0.000,0
41.600,2223372625456,7,3.795,-2.413,-10.143,0.000,0.000,0.000,0.000,0.000,0.000,0
41.600,2223372624168,7,1.412,-4.992,-17.998,0.000,0.000,0.000,0.000,0.000,0.000,0
41.600,2223372513520,7,1.307,-5.924,-21.760,0.000,0.000,0.000,0.000,0.000,0.000,0
41.600,2223372515816,7,3.723,-2.329,-9.721,0.000,0.000,0.000,0.000,0.000,0.000,0
41.600,2223370926176,7,1.482,-4.609,-17.038,0.000,0.000,0.000,0.000,0.000,0.000,2223370925728
41.600,2223371003944,7,1.078,0.654,-12.206,0.000,0.000,0.000,0.000,0.000,0.000,2223371004112
41.600,2223370869000,7,2.784,-0.574,-14.870,0.000,0.000,0.000,0.000,0.000,0.000,2223370867152
41.600,2223371002432,7,-1.562,0.585,-17.670,0.000,0.000,0.000,0.000,0.000,0.000,2223371003160
41.640,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
41.640,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
41.640,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
41.640,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
41.640,2223372516152,7,1.750,-5.080,-18.251,0.000,0.000,0.000,0.000,0.000,0.000,0
41.640,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
41.640,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
41.640,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
41.640,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
41.640,2223370927856,7,1.795,-3.614,-12.850,0.000,0.000,0.000,0.000,0.000,0.000,0
41.640,2223372513800,7,3.848,-2.468,-10.108,0.000,0.000,0.000,0.000,0.000,0.000,0
41.640,2223371004392,7,1.252,-3.785,-13.752,0.000,0.000,0.000,0.000,0.000,0.000,0
41.640,2223372516544,7,3.884,-4.500,-15.663,0.000,0.000,0.000,0.000,0.000,0.000,0
41.640,2223372515648,7,5.256,-3.794,-13.927,0.000,0.000,0.000,0.000,0.000,0.000,0
41.640,2223371004224,7,6.124,-4.489,-16.176,0.000,0.000,0.000,0.000,0.000,0.000,0
41.640,2223372513968,7,4.304,-2.932,-11.649,0.000,0.000,0.000,0.000,0.000,0.000,0
41.640,2223372515760,7,3.510,-6.323,-23.227,0.000,0.000,0.000,0.000,0.000,0.000,0
41.640,2223372625456,7,3.795,-2.413,-10.143,0.000,0.000,0.000,0.000,0.000,0.000,0
41.640,2223372624168,7,1.412,-4.992,-17.998,0.000,0.000,0.000,0.000,0.000,0.000,0
41.640,2223372513520,7,1.307,-5.924,-21.760,0.000,0.000,0.000,0.000,0.000,0.000,0
41.640,2223372515816,7,3.723,-2.329,-9.721,0.000,0.000,0.000,0.000,0.000,0.000,0
41.640,2223370926176,7,1.509,-4.674,-17.149,0.000,0.000,0.000,0.000,0.000,0.000,2223370925728
41.640,2223371003944,7,1.097,0.633,-12.123,0.000,0.000,0.000,0.000,0.000,0.000,2223371004112
41.640,2223370869000,7,2.801,-0.612,-14.709,0.000,0.000,0.000,0.000,0.000,0.000,2223370867152
41.640,2223371002432,7,-1.514,0.541,-17.442,0.000,0.000,0.000,0.000,0.000,0.000,2223371003160
41.680,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
41.680,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
41.680,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
41.680,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
41.680,2223372516152,7,1.750,-5.080,-18.251,0.000,0.000,0.000,0.000,0.000,0.000,0
41.680,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
41.680,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
41.680,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
41.680,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
41.680,2223370927856,7,1.795,-3.614,-12.850,0.000,0.000,0.000,0.000,0.000,0.000,0
41.680,2223372513800,7,3.848,-2.468,-10.108,0.000,0.000,0.000,0.000,0.000,0.000,0
41.680,2223371004392,7,1.252,-3.785,-13.752,0.000,0.000,0.000,0.000,0.000,0.000,0
41.680,2223372516544,7,3.884,-4.500,-15.663,0.000,0.000,0.000,0.000,0.000,0.000,0
41.680,2223372515648,7,5.256,-3.794,-13.927,0.000,0.000,0.000,0.000,0.000,0.000,0
41.680,2223371004224,7,6.124,-4.489,-16.176,0.000,0.000,0.000,0.000,0.000,0.000,0
41.680,2223372513968,7,4.304,-2.932,-11.649,0.000,0.000,0.000,0.000,0.000,0.000,0
41.680,2223372515760,7,3.510,-6.323,-23.227,0.000,0.000,0.000,0.000,0.000,0.000,0
41.680,2223372625456,7,3.795,-2.413,-10.143,0.000,0.000,0.000,0.000,0.000,0.000,0
41.680,2223372624168,7,1.412,-4.992,-17.998,0.000,0.000,0.000,0.000,0.000,0.000,0
41.680,2223372513520,7,1.307,-5.924,-21.760,0.000,0.000,0.000,0.000,0.000,0.000,0
41.680,2223372515816,7,3.723,-2.329,-9.721,0.000,0.000,0.000,0.000,0.000,0.000,0
41.680,2223370926176,7,1.537,-4.739,-17.262,0.000,0.000,0.000,0.000,0.000,0.000,2223370925728
41.680,2223371003944,7,1.116,0.613,-12.041,0.000,0.000,0.000,0.000,0.000,0.000,2223371004112
41.680,2223370869000,7,2.828,-0.643,-14.616,0.000,0.000,0.000,0.000,0.000,0.000,2223370867152
41.680,2223371002432,7,-1.494,0.507,-17.482,0.000,0.000,0.000,0.000,0.000,0.000,2223371003160
41.720,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
41.720,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
41.720,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
41.720,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
41.720,2223372516152,7,1.750,-5.080,-18.251,0.000,0.000,0.000,0.000,0.000,0.000,0
41.720,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
41.720,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
41.720,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
41.720,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
41.720,2223370927856,7,1.795,-3.614,-12.850,0.000,0.000,0.000,0.000,0.000,0.000,0
41.720,2223372513800,7,3.848,-2.468,-10.108,0.000,0.000,0.000,0.000,0.000,0.000,0
41.720,2223371004392,7,1.252,-3.785,-13.752,0.000,0.000,0.000,0.000,0.000,0.000,0
41.720,2223372516544,7,3.884,-4.500,-15.663,0.000,0.000,0.000,0.000,0.000,0.000,0
41.720,2223372515648,7,5.256,-3.794,-13.927,0.000,0.000,0.000,0.000,0.000,0.000,0
41.720,2223371004224,7,6.124,-4.489,-16.176,0.000,0.000,0.000,0.000,0.000,0.000,0
41.720,2223372513968,7,4.304,-2.932,-11.649,0.000,0.000,0.000,0.000,0.000,0.000,0
41.720,2223372515760,7,3.510,-6.323,-23.227,0.000,0.000,0.000,0.000,0.000,0.000,0
41.720,2223372625456,7,3.795,-2.413,-10.143,0.000,0.000,0.000,0.000,0.000,0.000,0
41.720,2223372624168,7,1.412,-4.992,-17.998,0.000,0.000,0.000,0.000,0.000,0.000,0
41.720,2223372513520,7,1.307,-5.924,-21.760,0.000,0.000,0.000,0.000,0.000,0.000,0
41.720,2223372515816,7,3.723,-2.329,-9.721,0.000,0.000,0.000,0.000,0.000,0.000,0
41.720,2223370926176,7,1.566,-4.804,-17.376,0.000,0.000,0.000,0.000,0.000,0.000,2223370925728
41.720,2223371003944,7,1.135,0.593,-11.955,0.000,0.000,0.000,0.000,0.000,0.000,2223371004112
41.720,2223370869000,7,2.853,-0.673,-14.511,0.000,0.000,0.000,0.000,0.000,0.000,2223370867152
41.720,2223371002432,7,-1.501,0.468,-17.763,0.000,0.000,0.000,0.000,0.000,0.000,2223371003160
41.760,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
41.760,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
41.760,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
41.760,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
41.760,2223372516152,7,1.750,-5.080,-18.251,0.000,0.000,0.000,0.000,0.000,0.000,0
41.760,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
41.760,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
41.760,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
41.760,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
41.760,2223370927856,7,1.795,-3.614,-12.850,0.000,0.000,0.000,0.000,0.000,0.000,0
41.760,2223372513800,7,3.848,-2.468,-10.108,0.000,0.000,0.000,0.000,0.000,0.000,0
41.760,2223371004392,7,1.252,-3.785,-13.752,0.000,0.000,0.000,0.000,0.000,0.000,0
41.760,2223372516544,7,3.884,-4.500,-15.663,0.000,0.000,0.000,0.000,0.000,0.000,0
41.760,2223372515648,7,5.256,-3.794,-13.927,0.000,0.000,0.000,0.000,0.000,0.000,0
41.760,2223371004224,7,6.124,-4.489,-16.176,0.000,0.000,0.000,0.000,0.000,0.000,0
41.760,2223372513968,7,4.304,-2.932,-11.649,0.000,0.000,0.000,0.000,0.000,0.000,0
41.760,2223372515760,7,3.510,-6.323,-23.227,0.000,0.000,0.000,0.000,0.000,0.000,0
41.760,2223372625456,7,3.795,-2.413,-10.143,0.000,0.000,0.000,0.000,0.000,0.000,0
41.760,2223372624168,7,1.412,-4.992,-17.998,0.000,0.000,0.000,0.000,0.000,0.000,0
41.760,2223372513520,7,1.307,-5.924,-21.760,0.000,0.000,0.000,0.000,0.000,0.000,0
41.760,2223372515816,7,3.723,-2.329,-9.721,0.000,0.000,0.000,0.000,0.000,0.000,0
41.760,2223370926176,7,1.566,-4.804,-17.376,0.000,0.000,0.000,0.000,0.000,0.000,0
41.760,2223371003944,7,1.152,0.573,-11.861,0.000,0.000,0.000,0.000,0.000,0.000,2223371004112
41.760,2223370869000,7,2.868,-0.700,-14.367,0.000,0.000,0.000,0.000,0.000,0.000,2223370867152
41.760,2223371002432,7,-1.496,0.435,-17.885,0.000,0.000,0.000,0.000,0.000,0.000,2223371003160
41.800,2223370926512,7,12.594,-58.947,-245.670,0.000,0.000,0.000,0.000,0.000,0.000,0
41.800,2223370926008,7,5.827,-4.481,-16.383,0.000,0.000,0.000,0.000,0.000,0.000,0
41.800,2223370927408,7,3.009,-7.924,-30.068,0.000,0.000,0.000,0.000,0.000,0.000,0
41.800,2223372514864,7,6.128,-4.495,-16.312,0.000,0.000,0.000,0.000,0.000,0.000,0
41.800,2223372516152,7,1.750,-5.080,-18.251,0.000,0.000,0.000,0.000,0.000,0.000,0
41.800,2223371005456,7,1.940,-5.488,-19.920,0.000,0.000,0.000,0.000,0.000,0.000,0
41.800,2223370924384,7,1.261,-4.978,-18.347,0.000,0.000,0.000,0.000,0.000,0.000,0
41.800,2223372517104,7,1.818,-4.488,-15.685,0.000,0.000,0.000,0.000,0.000,0.000,0
41.800,2223372515928,7,4.994,-3.597,-13.017,0.000,0.000,0.000,0.000,0.000,0.000,0
41.800,2223370927856,7,1.795,-3.614,-12.850,0.000,0.000,0.000,0.000,0.000,0.000,0
