time,id,class_id,confidence,x_min,x_max,y_min,y_max,border_left,border_right,border_top,border_bottom,pattern,matched
7.474,2059438613112,4,0.772,763.000,934.000,29.000,322.000,1,1,2,1,0,True
7.508,2059438613280,4,0.752,761.000,935.000,31.000,323.000,1,1,1,1,0,True
7.541,2059438613448,4,0.727,761.000,933.000,29.000,321.000,1,1,2,1,0,True
7.574,2059438613616,4,0.735,755.000,938.000,23.000,323.000,1,1,2,1,0,True
7.608,2059438613784,4,0.714,760.000,932.000,25.000,320.000,1,1,2,1,0,True
7.641,2059438613952,4,0.602,760.000,937.000,26.000,320.000,1,1,2,1,0,True
7.674,2059438614120,4,0.636,762.000,942.000,26.000,321.000,1,1,2,1,0,True
7.708,2059438614288,4,0.658,762.000,940.000,29.000,321.000,1,1,2,1,0,True
7.741,2059438614456,4,0.648,765.000,937.000,29.000,322.000,1,1,2,1,0,True
7.774,2059438614624,4,0.649,763.000,941.000,33.000,320.000,1,1,1,1,0,True
7.808,2059438614792,4,0.642,760.000,944.000,32.000,316.000,1,1,1,1,0,True
7.841,2059438614960,4,0.631,760.000,943.000,30.000,316.000,1,1,2,1,0,True
7.875,2059438615128,4,0.610,759.000,945.000,29.000,316.000,1,1,2,1,0,True
7.908,2059438615296,4,0.556,762.000,945.000,29.000,318.000,1,1,2,1,0,True
7.941,2059438615464,4,0.600,763.000,946.000,29.000,319.000,1,1,2,1,0,True
7.975,2059438615632,4,0.652,764.000,943.000,28.000,320.000,1,1,2,1,0,True
8.008,2059438615800,4,0.674,764.000,945.000,31.000,319.000,1,1,1,1,0,True
8.041,2059445143984,4,0.652,762.000,945.000,33.000,318.000,1,1,1,1,0,True
8.075,2059438616136,4,0.583,762.000,945.000,29.000,318.000,1,1,2,1,0,True
8.108,2059438616304,4,0.535,764.000,946.000,29.000,319.000,1,1,2,1,0,True
8.141,2059438616472,4,0.554,764.000,944.000,29.000,320.000,1,1,2,1,0,True
8.175,2059445186688,4,0.604,763.000,945.000,31.000,319.000,1,1,1,1,0,True
8.208,2059445186856,4,0.643,759.000,948.000,30.000,321.000,1,1,2,1,0,True
8.242,2059445187024,4,0.613,761.000,947.000,31.000,322.000,1,1,1,1,0,True
8.275,2059445187192,4,0.629,762.000,945.000,30.000,323.000,1,1,2,1,0,True
8.308,2059445187360,4,0.580,763.000,945.000,27.000,322.000,1,1,2,1,0,True
8.342,2059445187528,4,0.505,759.000,952.000,25.000,324.000,1,1,2,1,0,True
8.375,2059445187696,4,0.513,766.000,946.000,27.000,323.000,1,1,2,1,0,True
8.408,2059445187864,4,0.552,764.000,947.000,26.000,322.000,1,1,2,1,0,True
8.442,2059445188032,4,0.514,752.000,962.000,29.000,341.000,1,1,2,1,0,True
8.475,2059445188200,4,0.444,764.000,951.000,28.000,323.000,1,1,2,1,0,True
8.509,2059445188368,4,0.455,767.000,949.000,27.000,323.000,1,1,2,1,0,True
8.542,2059445188536,4,0.527,769.000,945.000,26.000,322.000,1,1,2,1,0,True
8.575,2059445188704,4,0.544,767.000,945.000,27.000,320.000,1,1,2,1,0,True
8.609,2059445188872,4,0.520,765.000,949.000,29.000,316.000,1,1,2,1,0,True
8.642,2059445189040,4,0.428,768.000,948.000,28.000,317.000,1,1,2,1,0,True
8.675,2059445189208,4,0.403,768.000,948.000,28.000,317.000,1,1,2,1,0,True
8.709,2059445189376,4,0.362,768.000,950.000,30.000,316.000,1,1,2,1,0,True
8.742,2059445189544,4,0.432,768.000,948.000,32.000,319.000,1,1,1,1,0,True
