time,id,class_id,x,y,z,vx,vy,vz,sigma_00,sigma_01,sigma_02,sigma_03,sigma_04,sigma_05,sigma_10,sigma_11,sigma_12,sigma_13,sigma_14,sigma_15,sigma_20,sigma_21,sigma_22,sigma_23,sigma_24,sigma_25,sigma_30,sigma_31,sigma_32,sigma_33,sigma_34,sigma_35,sigma_40,sigma_41,sigma_42,sigma_43,sigma_44,sigma_45,sigma_50,sigma_51,sigma_52,sigma_53,sigma_54,sigma_55,x_pattern,y_pattern,z_pattern,pattern,status,collision_p,c_time,c_x,c_y,c_z,c_sigma_00,c_sigma_01,c_sigma_02,c_sigma_03,c_sigma_04,c_sigma_05,c_sigma_10,c_sigma_11,c_sigma_12,c_sigma_13,c_sigma_14,c_sigma_15,c_sigma_20,c_sigma_21,c_sigma_22,c_sigma_23,c_sigma_24,c_sigma_25,c_sigma_30,c_sigma_31,c_sigma_32,c_sigma_33,c_sigma_34,c_sigma_35,c_sigma_40,c_sigma_41,c_sigma_42,c_sigma_43,c_sigma_44,c_sigma_45,c_sigma_50,c_sigma_51,c_sigma_52,c_sigma_53,c_sigma_54,c_sigma_55
0.767,1874847704512,15,-0.876,0.718,-41.273,0.279,-1.294,40.175,31.295,0.000,0.000,59.895,0.000,0.000,0.000,31.295,0.000,0.000,59.895,0.000,0.000,0.000,31.295,0.000,0.000,59.895,59.895,0.000,0.000,156.235,0.000,0.000,0.000,59.895,0.000,0.000,156.235,0.000,0.000,0.000,59.895,0.000,0.000,156.235,-0.915,0.753,-41.585,1874847703728,1,0.000,0.010,-1.066,1.693,-70.057,209.723,0.000,0.000,1005.538,0.000,0.000,0.000,209.723,0.000,0.000,1005.538,0.000,0.000,0.000,209.723,0.000,0.000,1005.538,1005.538,0.000,0.000,99889.233,0.000,0.000,0.000,1005.538,0.000,0.000,99889.233,0.000,0.000,0.000,1005.538,0.000,0.000,99889.233
0.800,1874847703448,15,-0.537,0.688,-40.492,0.190,-1.229,37.306,30.121,0.000,0.000,55.298,0.000,0.000,0.000,30.121,0.000,0.000,55.298,0.000,0.000,0.000,30.121,0.000,0.000,55.298,55.298,0.000,0.000,138.234,0.000,0.000,0.000,55.298,0.000,0.000,138.234,0.000,0.000,0.000,55.298,0.000,0.000,138.234,-0.605,0.732,-40.821,1874847703112,1,0.000,0.010,-0.700,1.663,-68.816,209.723,0.000,0.000,1005.538,0.000,0.000,0.000,209.723,0.000,0.000,1005.538,0.000,0.000,0.000,209.723,0.000,0.000,1005.538,1005.538,0.000,0.000,99889.233,0.000,0.000,0.000,1005.538,0.000,0.000,99889.233,0.000,0.000,0.000,1005.538,0.000,0.000,99889.233
0.800,1874847704512,15,-0.876,0.684,-40.062,0.261,-1.277,39.940,30.121,0.000,0.000,55.298,0.000,0.000,0.000,30.121,0.000,0.000,55.298,0.000,0.000,0.000,30.121,0.000,0.000,55.298,55.298,0.000,0.000,138.234,0.000,0.000,0.000,55.298,0.000,0.000,138.234,0.000,0.000,0.000,55.298,0.000,0.000,138.234,-0.930,0.736,-40.784,1874847703728,1,0.000,0.010,-1.066,1.693,-70.057,209.723,0.000,0.000,1005.538,0.000,0.000,0.000,209.723,0.000,0.000,1005.538,0.000,0.000,0.000,209.723,0.000,0.000,1005.538,1005.538,0.000,0.000,99889.233,0.000,0.000,0.000,1005.538,0.000,0.000,99889.233,0.000,0.000,0.000,1005.538,0.000,0.000,99889.233
0.833,1874847703448,15,-0.544,0.656,-39.341,0.166,-1.213,37.144,29.031,0.000,0.000,51.211,0.000,0.000,0.000,29.031,0.000,0.000,51.211,0.000,0.000,0.000,29.031,0.000,0.000,51.211,51.211,0.000,0.000,122.895,0.000,0.000,0.000,51.211,0.000,0.000,122.895,0.000,0.000,0.000,51.211,0.000,0.000,122.895,-0.622,0.709,-39.884,1874847703112,1,0.000,0.010,-0.700,1.663,-68.816,209.723,0.000,0.000,1005.538,0.000,0.000,0.000,209.723,0.000,0.000,1005.538,0.000,0.000,0.000,209.723,0.000,0.000,1005.538,1005.538,0.000,0.000,99889.233,0.000,0.000,0.000,1005.538,0.000,0.000,99889.233,0.000,0.000,0.000,1005.538,0.000,0.000,99889.233
0.833,1874847704512,15,-0.878,0.652,-38.899,0.242,-1.258,39.642,29.031,0.000,0.000,51.211,0.000,0.000,0.000,29.031,0.000,0.000,51.211,0.000,0.000,0.000,29.031,0.000,0.000,51.211,51.211,0.000,0.000,122.895,0.000,0.000,0.000,51.211,0.000,0.000,122.895,0.000,0.000,0.000,51.211,0.000,0.000,122.895,-0.945,0.714,-39.893,1874847703728,1,0.000,0.010,-1.066,1.693,-70.057,209.723,0.000,0.000,1005.538,0.000,0.000,0.000,209.723,0.000,0.000,1005.538,0.000,0.000,0.000,209.723,0.000,0.000,1005.538,1005.538,0.000,0.000,99889.233,0.000,0.000,0.000,1005.538,0.000,0.000,99889.233,0.000,0.000,0.000,1005.538,0.000,0.000,99889.233
0.867,1874847703448,15,-0.553,0.625,-38.236,0.142,-1.196,36.917,28.017,0.000,0.000,47.559,0.000,0.000,0.000,28.017,0.000,0.000,47.559,0.000,0.000,0.000,28.017,0.000,0.000,47.559,47.559,0.000,0.000,109.743,0.000,0.000,0.000,47.559,0.000,0.000,109.743,0.000,0.000,0.000,47.559,0.000,0.000,109.743,-0.641,0.687,-39.057,1874847703112,1,0.000,0.010,-0.700,1.663,-68.816,209.723,0.000,0.000,1005.538,0.000,0.000,0.000,209.723,0.000,0.000,1005.538,0.000,0.000,0.000,209.723,0.000,0.000,1005.538,1005.538,0.000,0.000,99889.233,0.000,0.000,0.000,1005.538,0.000,0.000,99889.233,0.000,0.000,0.000,1005.538,0.000,0.000,99889.233
0.867,1874847704512,15,-0.884,0.622,-37.793,0.219,-1.239,39.276,28.017,0.000,0.000,47.559,0.000,0.000,0.000,28.017,0.000,0.000,47.559,0.000,0.000,0.000,28.017,0.000,0.000,47.559,47.559,0.000,0.000,109.743,0.000,0.000,0.000,47.559,0.000,0.000,109.743,0.000,0.000,0.000,47.559,0.000,0.000,109.743,-0.967,0.692,-39.117,1874847703728,1,0.000,0.010,-1.066,1.693,-70.057,209.723,0.000,0.000,1005.538,0.000,0.000,0.000,209.723,0.000,0.000,1005.538,0.000,0.000,0.000,209.723,0.000,0.000,1005.538,1005.538,0.000,0.000,99889.233,0.000,0.000,0.000,1005.538,0.000,0.000,99889.233,0.000,0.000,0.000,1005.538,0.000,0.000,99889.233
0.900,1874847703448,15,-0.563,0.597,-37.204,0.116,-1.178,36.592,27.072,0.000,0.000,44.285,0.000,0.000,0.000,27.072,0.000,0.000,44.285,0.000,0.000,0.000,27.072,0.000,0.000,44.285,44.285,0.000,0.000,98.403,0.000,0.000,0.000,44.285,0.000,0.000,98.403,0.000,0.000,0.000,44.285,0.000,0.000,98.403,-0.662,0.669,-38.472,1874847703112,1,0.000,0.010,-0.700,1.663,-68.816,209.723,0.000,0.000,1005.538,0.000,0.000,0.000,209.723,0.000,0.000,1005.538,0.000,0.000,0.000,209.723,0.000,0.000,1005.538,1005.538,0.000,0.000,99889.233,0.000,0.000,0.000,1005.538,0.000,0.000,99889.233,0.000,0.000,0.000,1005.538,0.000,0.000,99889.233
0.900,1874847704512,15,-0.893,0.593,-36.747,0.192,-1.218,38.846,27.072,0.000,0.000,44.285,0.000,0.000,0.000,27.072,0.000,0.000,44.285,0.000,0.000,0.000,27.072,0.000,0.000,44.285,44.285,0.000,0.000,98.403,0.000,0.000,0.000,44.285,0.000,0.000,98.403,0.000,0.000,0.000,44.285,0.000,0.000,98.403,-0.995,0.674,-38.424,1874847703728,1,0.000,0.010,-1.066,1.693,-70.057,209.723,0.000,0.000,1005.538,0.000,0.000,0.000,209.723,0.000,0.000,1005.538,0.000,0.000,0.000,209.723,0.000,0.000,1005.538,1005.538,0.000,0.000,99889.233,0.000,0.000,0.000,1005.538,0.000,0.000,99889.233,0.000,0.000,0.000,1005.538,0.000,0.000,99889.233
0.933,1874847703448,15,-0.573,0.572,-36.310,0.095,-1.155,36.078,26.188,0.000,0.000,41.337,0.000,0.000,0.000,26.188,0.000,0.000,41.337,0.000,0.000,0.000,26.188,0.000,0.000,41.337,41.337,0.000,0.000,88.572,0.000,0.000,0.000,41.337,0.000,0.000,88.572,0.000,0.000,0.000,41.337,0.000,0.000,88.572,-0.662,0.669,-38.472,1874847703112,1,0.000,0.010,-0.700,1.663,-68.816,209.723,0.000,0.000,1005.538,0.000,0.000,0.000,209.723,0.000,0.000,1005.538,0.000,0.000,0.000,209.723,0.000,0.000,1005.538,1005.538,0.000,0.000,99889.233,0.000,0.000,0.000,1005.538,0.000,0.000,99889.233,0.000,0.000,0.000,1005.538,0.000,0.000,99889.233
0.933,1874847704512,15,-0.901,0.568,-35.841,0.170,-1.193,38.232,26.188,0.000,0.000,41.337,0.000,0.000,0.000,26.188,0.000,0.000,41.337,0.000,0.000,0.000,26.188,0.000,0.000,41.337,41.337,0.000,0.000,88.572,0.000,0.000,0.000,41.337,0.000,0.000,88.572,0.000,0.000,0.000,41.337,0.000,0.000,88.572,-0.995,0.674,-38.424,1874847703728,1,0.000,0.010,-1.066,1.693,-70.057,209.723,0.000,0.000,1005.538,0.000,0.000,0.000,209.723,0.000,0.000,1005.538,0.000,0.000,0.000,209.723,0.000,0.000,1005.538,1005.538,0.000,0.000,99889.233,0.000,0.000,0.000,1005.538,0.000,0.000,99889.233,0.000,0.000,0.000,1005.538,0.000,0.000,99889.233
