time,priority,object,text
14.414,3,2134962380928,Detection created
14.448,3,2134962381040,Detection created
14.481,3,2134962381152,Detection created
14.514,3,2134962381264,Detection created
14.548,3,2134962381376,Detection created
14.581,3,2134962381488,Detection created
14.615,3,2134962381600,Detection created
14.648,3,2134962381712,Detection created
14.681,3,2134962381824,Detection created
14.715,3,2134962381936,Detection created
14.748,3,2134962382048,Detection created
14.781,3,2134962382160,Detection created
14.815,3,2134962382272,Detection created
14.848,3,2134962382384,Detection created
14.882,3,2134962382496,Detection created
14.915,3,2134962382608,Detection created
14.948,3,2134962382720,Detection created
14.982,3,2134962382832,Detection created
15.015,3,2134962382944,Detection created
15.048,3,2134962383056,Detection created
15.082,3,2134962383168,Detection created
15.115,3,2134962383280,Detection created
15.148,3,2134962383392,Detection created
15.182,3,2134962383504,Detection created
15.215,3,2134962383616,Detection created
15.249,3,2134962383728,Detection created
15.282,3,2134962383840,Detection created
15.315,3,2134962383952,Detection created
15.349,3,2134962384064,Detection created
15.382,3,2134962384176,Detection created
15.415,3,2134962384288,Detection created
15.449,3,2134962384400,Detection created
15.482,3,2134962384512,Detection created
15.515,3,2134962384624,Detection created
15.549,3,2134962384736,Detection created
15.582,3,2134962384848,Detection created
15.616,3,2134962368640,Detection created
15.649,3,2134962368752,Detection created
15.682,3,2134962368864,Detection created
15.716,3,2134962368976,Detection created
15.749,3,2134962369088,Detection created
15.782,3,2134962369200,Detection created
15.816,3,2134962369312,Detection created
15.849,3,2134962369424,Detection created
15.883,3,2134962369536,Detection created
15.916,3,2134962369648,Detection created
15.949,3,2134962369760,Detection created
15.983,3,2134962369872,Detection created
16.016,3,2134962369984,Detection created
16.049,3,2134962370096,Detection created
16.083,3,2134962370208,Detection created
16.116,3,2134962370320,Detection created
16.149,3,2134962370432,Detection created
16.183,3,2134962370544,Detection created
16.216,3,2134962370656,Detection created
16.250,3,2134962370768,Detection created
16.283,3,2134962370880,Detection created
16.316,3,2134962370992,Detection created
16.350,3,2134962371104,Detection created
16.383,3,2134962371216,Detection created
16.416,3,2134962371328,Detection created
16.450,3,2134962371440,Detection created
16.483,3,2134962371552,Detection created
16.516,3,2134962371776,Detection created
16.550,3,2134962371888,Detection created
16.583,3,2134962372000,Detection created
16.617,3,2134962372112,Detection created
16.650,3,2134962372224,Detection created
16.683,3,2134962372336,Detection created
16.717,3,2134962372448,Detection created
16.750,3,2134962372560,Detection created
16.783,3,2134962371664,Detection created
16.817,3,2134962438384,Detection created
16.850,3,2134962438496,Detection created
16.884,3,2134962438608,Detection created
16.917,3,2134962438720,Detection created
16.950,3,2134962438832,Detection created
16.984,3,2134918020456,Detection created
17.017,3,2134910091840,Detection created
17.050,3,2134910092064,Detection created
17.084,3,2134910092288,Detection created
17.117,3,2134910092512,Detection created
17.150,3,2134910092736,Detection created
17.184,3,2134910092904,Detection created
17.217,3,2134910093128,Detection created
17.251,3,2134910093352,Detection created
17.284,3,2134910093576,Detection created
17.317,3,2134910093800,Detection created
17.351,3,2134910094080,Detection created
17.384,3,2134910094304,Detection created
17.417,3,2134910094640,Detection created
17.451,3,2134910094808,Detection created
17.484,3,2134910095032,Detection created
17.517,3,2134910095256,Detection created
17.551,3,2134910091616,Detection created
17.584,3,2134910091784,Detection created
17.618,3,2134910092008,Detection created
17.651,3,2134910092232,Detection created
17.684,3,2134910092456,Detection created
17.718,3,2134910092680,Detection created
17.751,3,2134910092960,Detection created
17.784,3,2134910093184,Detection created
17.818,3,2134910093408,Detection created
17.851,3,2134910093632,Detection created
17.885,3,2134910093856,Detection created
17.918,3,2134910094024,Detection created
17.951,3,2134910094248,Detection created
17.985,3,2134910094416,Detection created
18.018,3,2134910094752,Detection created
18.051,3,2134910094976,Detection created
18.085,3,2134910095200,Detection created
18.118,3,2134910091336,Detection created
18.151,3,2134962217368,Detection created
18.185,3,2134962217592,Detection created
18.218,3,2134962217816,Detection created
18.252,3,2134962218040,Detection created
18.285,3,2134962218264,Detection created
18.318,3,2134962218488,Detection created
18.352,3,2134962218712,Detection created
18.385,3,2134962218936,Detection created
18.418,3,2134962219160,Detection created
18.452,3,2134962219384,Detection created
18.485,3,2134962219608,Detection created
18.518,3,2134962219832,Detection created
18.552,3,2134962220056,Detection created
18.585,3,2134962220280,Detection created
18.619,3,2134962220504,Detection created
18.652,3,2134962220728,Detection created
18.685,3,2134962220952,Detection created
18.719,3,2134962217200,Detection created
18.752,3,2134962217424,Detection created
18.785,3,2134962217648,Detection created
18.819,3,2134962217872,Detection created
18.852,3,2134962218096,Detection created
18.886,3,2134962218320,Detection created
18.919,3,2134962218544,Detection created
18.952,3,2134962218768,Detection created
18.986,3,2134962218992,Detection created
19.019,3,2134962219216,Detection created
19.052,3,2134962219440,Detection created
19.086,3,2134962219664,Detection created
19.119,3,2134962219888,Detection created
19.152,3,2134962220112,Detection created
19.186,3,2134962220336,Detection created
19.219,3,2134962220560,Detection created
19.253,3,2134962220784,Detection created
19.286,3,2134962217032,Detection created
19.319,3,2134962222248,Detection created
19.353,3,2134962221408,Detection created
19.386,3,2134962224432,Detection created
19.419,3,2134962222640,Detection created
19.453,3,2134962224880,Detection created
19.486,3,2134962225104,Detection created
19.519,3,2134962224712,Detection created
19.553,3,2134962222696,Detection created
19.586,3,2134962222808,Detection created
19.620,3,2134962222920,Detection created
19.653,3,2134962223928,Detection created
19.686,3,2134962223872,Detection created
19.720,3,2134962224264,Detection created
19.753,3,2134962224208,Detection created
19.786,3,2134962224544,Detection created
19.820,3,2134962224488,Detection created
19.853,3,2134962222752,Detection created
19.887,3,2134962223648,Detection created
19.920,3,2134962222136,Detection created
19.953,3,2134962223312,Detection created
19.987,3,2134962223256,Detection created
20.020,3,2134962222304,Detection created
20.053,3,2134962222976,Detection created
20.087,3,2134962221184,Detection created
20.120,3,2134905328808,Detection created
20.153,3,2134962224936,Detection created
20.187,3,2134962438944,Detection created
20.220,3,2134962439056,Detection created
20.254,3,2134962439168,Detection created
20.287,3,2134962439280,Detection created
20.320,3,2134962439392,Detection created
20.354,3,2134962439504,Detection created
20.387,3,2134962439616,Detection created
20.420,3,2134962439728,Detection created
20.454,3,2134962439840,Detection created
20.487,3,2134962439952,Detection created
20.520,3,2134962440064,Detection created
20.554,3,2134962440176,Detection created
20.587,3,2134962440288,Detection created
20.621,3,2134962440400,Detection created
20.654,3,2134962440512,Detection created
20.687,3,2134962440624,Detection created
20.721,3,2134962440736,Detection created
20.754,3,2134962440848,Detection created
20.787,3,2134962440960,Detection created
20.821,3,2134962441072,Detection created
20.854,3,2134962441184,Detection created
20.888,3,2134962441296,Detection created
20.921,3,2134962441408,Detection created
20.954,3,2134962441520,Detection created
20.988,3,2134962438272,Detection created
21.021,3,2134962441632,Detection created
21.054,3,2134962441856,Detection created
21.088,3,2134962441968,Detection created
21.121,3,2134962442080,Detection created
21.154,3,2134962442192,Detection created
21.188,3,2134962441744,Detection created
21.221,3,2134910140656,Detection created
21.255,3,2134910140488,Detection created
21.288,3,2134910140768,Detection created
21.321,3,2134910140880,Detection created
21.355,3,2134910141104,Detection created
21.388,3,2134910141216,Detection created
21.421,3,2134910141328,Detection created
21.455,3,2134910140992,Detection created
21.488,3,2134910141440,Detection created
21.521,3,2134910141552,Detection created
21.555,3,2134910141776,Detection created
21.588,3,2134910141888,Detection created
21.622,3,2134910141664,Detection created
21.655,3,2134910142112,Detection created
21.688,3,2134910142224,Detection created
21.722,3,2134910142336,Detection created
21.755,3,2134910142448,Detection created
21.788,3,2134910142560,Detection created
21.822,3,2134910142672,Detection created
21.855,3,2134910142784,Detection created
21.889,3,2134910142896,Detection created
21.922,3,2134910143008,Detection created
21.955,3,2134910143120,Detection created
21.989,3,2134910143232,Detection created
22.022,3,2134910143344,Detection created
22.055,3,2134910143456,Detection created
22.089,3,2134910143568,Detection created
22.122,3,2134910143680,Detection created
22.155,3,2134910143792,Detection created
22.189,3,2134910143904,Detection created
22.222,3,2134910144016,Detection created
22.256,3,2134910144128,Detection created
22.289,3,2134910144240,Detection created
22.322,3,2134910144352,Detection created
22.356,3,2134910144464,Detection created
22.389,3,2134910142000,Detection created
22.422,3,2134910095600,Detection created
22.456,3,2134910095712,Detection created
22.489,3,2134910095824,Detection created
22.522,3,2134910095936,Detection created
22.556,3,2134910096048,Detection created
22.589,3,2134910096160,Detection created
22.623,3,2134910096272,Detection created
22.656,3,2134910096384,Detection created
22.689,3,2134910096496,Detection created
22.723,3,2134910096608,Detection created
22.756,3,2134910096720,Detection created
22.789,3,2134910096832,Detection created
22.823,3,2134910096944,Detection created
22.856,3,2134910097056,Detection created
22.890,3,2134910097168,Detection created
22.923,3,2134910097280,Detection created
22.956,3,2134910097392,Detection created
22.990,3,2134910097504,Detection created
23.023,3,2134910097616,Detection created
23.056,3,2134910097728,Detection created
23.090,3,2134910097840,Detection created
23.123,3,2134910097952,Detection created
23.156,3,2134910098064,Detection created
23.190,3,2134910098176,Detection created
23.223,3,2134910098288,Detection created
23.257,3,2134910098400,Detection created
23.290,3,2134910098512,Detection created
23.323,3,2134910098624,Detection created
23.357,3,2134910098736,Detection created
23.390,3,2134910098848,Detection created
23.423,3,2134902827104,Detection created
23.457,3,2134962223200,Detection created
23.490,3,2134962222080,Detection created
23.523,3,2134962221912,Detection created
23.557,3,2134962221744,Detection created
23.590,3,2134962222024,Detection created
23.624,3,2134962221464,Detection created
23.657,3,2134962221520,Detection created
23.690,3,2134901989504,Detection created
23.724,3,2134901993088,Detection created
23.757,3,2134901990736,Detection created
23.790,3,2134902454648,Detection created
23.824,3,2134902456272,Detection created
23.857,3,2134902456216,Detection created
23.891,3,2134918017376,Detection created
23.924,3,2134918017600,Detection created
23.957,3,2134918017824,Detection created
23.991,3,2134918018048,Detection created
24.024,3,2134918018272,Detection created
24.057,3,2134918018496,Detection created
24.091,3,2134918018664,Detection created
24.124,3,2134918018888,Detection created
24.157,3,2134918019112,Detection created
24.191,3,2134918019336,Detection created
24.224,3,2134918019560,Detection created
24.258,3,2134918019784,Detection created
24.291,3,2134918020064,Detection created
24.324,3,2134918020344,Detection created
24.358,3,2134918020568,Detection created
24.391,3,2134918020792,Detection created
24.424,3,2134918021016,Detection created
24.458,3,2134918017264,Detection created
24.491,3,2134918017432,Detection created
24.524,3,2134918017656,Detection created
24.558,3,2134918017880,Detection created
24.591,3,2134918018104,Detection created
24.625,3,2134918018328,Detection created
24.658,3,2134918018552,Detection created
24.691,3,2134918018832,Detection created
24.725,3,2134918019056,Detection created
24.758,3,2134918019280,Detection created
24.791,3,2134918019504,Detection created
24.825,3,2134918019728,Detection created
24.858,3,2134918019896,Detection created
24.892,3,2134918020120,Detection created
24.925,3,2134918020288,Detection created
24.958,3,2134918020624,Detection created
24.992,3,2134918020848,Detection created
25.025,3,2134918021072,Detection created
25.058,3,2134918017096,Detection created
25.092,3,2134904698360,Detection created
25.125,3,2134910928096,Detection created
25.158,3,2134904829488,Detection created
25.192,3,2134904753512,Detection created
25.225,3,2134910928040,Detection created
25.259,3,2134904843568,Detection created
25.292,3,2134904843680,Detection created
25.325,3,2134904844240,Detection created
25.359,3,2134904844128,Detection created
25.392,3,2134904843232,Detection created
25.425,3,2134904843176,Detection created
25.459,3,2134904844016,Detection created
25.492,3,2134904843960,Detection created
25.525,3,2134904841104,Detection created
25.559,3,2134902501504,Detection created
25.592,3,2134902503016,Detection created
25.626,3,2134902503072,Detection created
25.659,3,2134902503240,Detection created
25.692,3,2134902503632,Detection created
25.726,3,2134902501560,Detection created
25.759,3,2134902503520,Detection created
25.792,3,2134905328920,Detection created
25.826,3,2134905328584,Detection created
25.859,3,2134905328752,Detection created
25.893,3,2134905329032,Detection created
25.926,3,2134905329256,Detection created
25.959,3,2134905329648,Detection created
25.993,3,2134905327912,Detection created
26.026,3,2134905329816,Detection created
26.059,3,2134905329536,Detection created
26.093,3,2134905329424,Detection created
26.126,3,2134905329312,Detection created
26.159,3,2134905328864,Detection created
26.193,3,2134905329200,Detection created
26.226,3,2134902215120,Detection created
26.260,3,2134902215008,Detection created
26.293,3,2134902214784,Detection created
26.326,3,2134900605672,Detection created
26.360,3,2134910098960,Detection created
26.393,3,2134910099072,Detection created
26.426,3,2134910099184,Detection created
26.460,3,2134910099296,Detection created
26.493,3,2134910099408,Detection created
26.526,3,2134910095488,Detection created
26.560,3,2134902489328,Detection created
26.593,3,2134902489440,Detection created
26.627,3,2134902489552,Detection created
26.660,3,2134902489664,Detection created
26.693,3,2134902489776,Detection created
26.727,3,2134902489888,Detection created
26.760,3,2134902490000,Detection created
26.793,3,2134902490112,Detection created
26.827,3,2134902490224,Detection created
26.860,3,2134902490336,Detection created
26.894,3,2134902490448,Detection created
26.927,3,2134902490560,Detection created
26.960,3,2134902490672,Detection created
26.994,3,2134902490784,Detection created
27.027,3,2134902490896,Detection created
27.060,3,2134902491008,Detection created
27.094,3,2134902491120,Detection created
27.127,3,2134902491232,Detection created
27.160,3,2134902491344,Detection created
27.194,3,2134902491456,Detection created
27.227,3,2134902491568,Detection created
